카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년10월_여_40~49세,"1,392",153,6,207,5,6,43,10,131,73,148,106,6,83,22,4,23,10,65,68,52,75,9,25,62
2021년10월_여_50~59세,"2,655",293,15,453,15,11,101,18,228,179,224,154,21,153,27,12,38,17,112,105,72,167,20,71,149
2021년10월_여_60~69세,"3,552",394,21,575,27,23,124,38,283,247,326,202,20,156,31,13,35,27,143,123,162,259,29,102,192
2021년10월_여_70~79세,"3,349",402,26,420,33,27,153,30,279,210,319,205,11,180,21,13,21,20,145,110,148,261,20,114,181
2021년10월_여_80~89세,"2,855",328,29,318,19,15,125,16,195,169,247,229,14,137,19,16,25,14,141,96,136,252,22,104,189
2021년10월_여_90~99세,413,48,2,59,1,1,13,2,17,18,44,18,3,39,0,2,0,7,21,10,21,47,1,18,21
2021년10월_여_100세 이상,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년11월_계_총인구수,"38,243","4,183",236,"5,697",225,220,"1,448",311,"3,188","2,287","3,459","2,464",218,"2,187",428,194,447,306,"1,699","1,529","1,529","2,744",281,968,"1,995"
2021년11월_계_연령구간인구수,"38,243","4,183",236,"5,697",225,220,"1,448",311,"3,188","2,287","3,459","2,464",218,"2,187",428,194,447,306,"1,699","1,529","1,529","2,744",281,968,"1,995"
2021년11월_계_0~9세,"1,418",138,5,194,10,14,34,11,156,72,123,108,9,65,13,11,17,11,60,63,71,110,16,19,88
2021년11월_계_10~19세,"1,965",218,6,291,3,5,43,9,234,92,194,200,5,109,20,16,24,18,102,105,68,97,8,28,70
2021년11월_계_20~29세,"2,534",278,14,428,6,6,90,18,216,139,205,158,6,172,45,9,43,23,103,130,62,208,20,44,111
2021년11월_계_30~39세,"2,491",233,11,415,13,14,77,17,205,132,210,159,14,178,44,17,42,22,107,121,95,174,27,54,110
2021년11월_계_40~49세,"4,105",426,16,603,20,18,166,32,397,216,385,267,28,284,75,21,78,40,190,199,152,217,25,78,172
2021년11월_계_50~59세,"6,898",741,46,"1,077",33,35,296,61,584,423,622,381,60,434,98,37,101,60,306,274,230,447,44,150,358
2021년11월_계_60~69세,"7,951",900,56,"1,306",61,47,273,72,607,510,709,458,47,379,74,36,73,63,327,285,344,589,65,222,448
2021년11월_계_70~79세,"6,225",716,40,810,54,52,267,59,502,400,606,392,28,324,34,25,37,43,285,211,282,474,45,204,335
2021년11월_계_80~89세,"4,129",473,40,504,24,25,183,29,267,278,355,313,18,198,25,19,31,18,195,126,197,364,28,148,271
2021년11월_계_90~99세,516,59,2,69,1,4,18,3,20,25,50,27,3,41,0,3,1,8,24,13,26,63,3,21,32
2021년11월_계_100세 이상,11,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년11월_남_총인구수,"20,471","2,196",122,"3,107",113,125,791,180,"1,690","1,216","1,835","1,264",127,"1,231",271,114,252,181,910,827,811,"1,428",152,485,"1,043"
2021년11월_남_연령구간인구수,"20,471","2,196",122,"3,107",113,125,791,180,"1,690","1,216","1,835","1,264",127,"1,231",271,114,252,181,910,827,811,"1,428",152,485,"1,043"
2021년11월_남_0~9세,728,79,3,102,5,10,13,4,72,43,70,53,7,34,8,5,9,3,28,28,36,54,8,9,45
2021년11월_남_10~19세,"1,006",109,2,138,0,3,24,8,124,47,97,90,3,61,12,10,12,9,55,53,29,55,6,16,43
2021년11월_남_20~29세,"1,549",173,10,261,4,4,59,9,133,83,106,96,2,115,29,6,20,16,64,77,40,127,13,34,68
2021년11월_남_30~39세,"1,561",138,7,265,11,11,52,16,117,90,138,104,5,112,35,12,31,14,59,70,61,98,16,33,66
2021년11월_남_40~49세,"2,722",274,10,399,15,12,123,21,266,142,238,162,22,201,53,17,56,30,124,132,101,143,16,53,112
2021년11월_남_50~59세,"4,250",446,31,626,18,23,195,45,355,245,400,226,40,276,72,25,63,45,198,169,159,280,24,81,208
2021년11월_남_60~69세,"4,398",506,34,729,34,24,148,35,324,262,383,255,27,225,42,24,38,37,182,161,184,331,36,123,254
2021년11월_남_70~79세,"2,885",314,14,391,21,25,115,28,228,189,290,186,18,144,13,11,16,23,140,101,133,213,25,93,154
2021년11월_남_80~89세,"1,264",144,11,184,5,11,59,13,69,108,106,83,3,60,7,3,6,3,56,31,63,111,6,40,82
2021년11월_남_90~99세,103,12,0,12,0,2,3,1,2,7,7,9,0,2,0,1,1,1,4,4,4,15,2,3,11
2021년11월_남_100세 이상,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년11월_여_총인구수,"17,772","1,987",114,"2,590",112,95,657,131,"1,498","1,071","1,624","1,200",91,956,157,80,195,125,789,702,718,"1,316",129,483,952
2021년11월_여_연령구간인구수,"17,772","1,987",114,"2,590",112,95,657,131,"1,498","1,071","1,624","1,200",91,956,157,80,195,125,789,702,718,"1,316",129,483,952
2021년11월_여_0~9세,690,59,2,92,5,4,21,7,84,29,53,55,2,31,5,6,8,8,32,35,35,56,8,10,43
2021년11월_여_10~19세,959,109,4,153,3,2,19,1,110,45,97,110,2,48,8,6,12,9,47,52,39,42,2,12,27
2021년11월_여_20~29세,985,105,4,167,2,2,31,9,83,56,99,62,4,57,16,3,23,7,39,53,22,81,7,10,43
2021년11월_여_30~39세,930,95,4,150,2,3,25,1,88,42,72,55,9,66,9,5,11,8,48,51,34,76,11,21,44
2021년11월_여_40~49세,"1,383",152,6,204,5,6,43,11,131,74,147,105,6,83,22,4,22,10,66,67,51,74,9,25,60
2021년11월_여_50~59세,"2,648",295,15,451,15,12,101,16,229,178,222,155,20,158,26,12,38,15,108,105,71,167,20,69,150
2021년11월_여_60~69세,"3,553",394,22,577,27,23,125,37,283,248,326,203,20,154,32,12,35,26,145,124,160,258,29,99,194
2021년11월_여_70~79세,"3,340",402,26,419,33,27,152,31,274,211,316,206,10,180,21,14,21,20,145,110,149,261,20,111,181
2021년11월_여_80~89세,"2,865",329,29,320,19,14,124,16,198,170,249,230,15,138,18,16,25,15,139,95,134,253,22,108,189
2021년11월_여_90~99세,413,47,2,57,1,2,15,2,18,18,43,18,3,39,0,2,0,7,20,9,22,48,1,18,21
2021년11월_여_100세 이상,6,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년12월_계_총인구수,"38,217","4,198",234,"5,672",226,217,"1,455",312,"3,190","2,285","3,459","2,467",219,"2,173",426,193,448,300,"1,699","1,529","1,520","2,752",285,969,"1,989"
2021년12월_계_연령구간인구수,"38,217","4,198",234,"5,672",226,217,"1,455",312,"3,190","2,285","3,459","2,467",219,"2,173",426,193,448,300,"1,699","1,529","1,520","2,752",285,969,"1,989"
2021년12월_계_0~9세,"1,412",141,5,192,10,14,36,12,158,70,122,108,9,62,12,11,16,9,58,63,70,112,15,19,88
2021년12월_계_10~19세,"1,957",214,6,292,4,5,43,9,235,88,193,198,5,106,21,16,26,17,103,103,68,99,8,28,70
2021년12월_계_20~29세,"2,538",284,14,431,6,5,87,20,214,138,204,160,6,175,45,9,41,25,101,132,56,206,20,45,114
2021년12월_계_30~39세,"2,469",235,11,409,13,14,80,17,204,131,210,157,13,170,44,17,43,18,107,119,94,173,26,54,110
2021년12월_계_40~49세,"4,102",425,15,597,20,18,165,33,395,215,381,273,28,280,75,20,78,40,190,201,156,222,25,80,170
2021년12월_계_50~59세,"6,903",744,45,"1,072",32,33,300,59,588,430,627,377,62,432,97,37,102,59,306,276,229,446,49,150,351
2021년12월_계_60~69세,"7,970",909,56,"1,300",62,46,279,72,608,514,710,461,48,384,74,36,72,63,331,281,340,585,66,220,453
2021년12월_계_70~79세,"6,209",712,39,808,54,52,258,57,500,399,602,394,28,322,33,26,38,43,286,212,284,479,45,207,331
2021년12월_계_80~89세,"4,131",472,41,502,23,26,189,30,268,274,360,311,17,198,25,19,31,18,195,126,195,366,28,146,271
2021년12월_계_90~99세,515,61,2,69,2,4,17,3,20,26,50,27,3,41,0,2,1,8,22,14,26,63,3,20,31
2021년12월_계_100세 이상,11,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년12월_남_총인구수,"20,455","2,206",120,"3,092",114,124,802,178,"1,687","1,214","1,837","1,264",127,"1,221",269,114,251,178,912,830,807,"1,433",154,485,"1,036"
2021년12월_남_연령구간인구수,"20,455","2,206",120,"3,092",114,124,802,178,"1,687","1,214","1,837","1,264",127,"1,221",269,114,251,178,912,830,807,"1,433",154,485,"1,036"
2021년12월_남_0~9세,725,82,3,100,5,10,14,5,72,40,70,53,7,32,8,5,8,2,28,29,35,55,8,9,45
2021년12월_남_10~19세,"1,000",106,2,138,1,3,24,8,124,45,96,89,3,60,12,10,12,9,55,52,29,58,5,16,43
2021년12월_남_20~29세,"1,554",180,10,260,4,4,58,9,131,83,109,98,2,115,29,6,19,17,62,79,36,126,12,35,70
2021년12월_남_30~39세,"1,549",138,7,264,11,11,56,16,117,90,135,103,5,106,35,12,32,12,59,69,61,97,16,33,64
2021년12월_남_40~49세,"2,719",273,10,396,15,12,122,21,267,141,237,165,21,198,53,16,56,30,124,133,103,147,16,54,109
2021년12월_남_50~59세,"4,250",451,30,623,18,22,198,44,354,248,403,224,41,276,71,26,63,44,197,171,158,280,27,80,201
2021년12월_남_60~69세,"4,410",506,33,725,34,24,154,35,325,265,383,255,28,228,42,24,37,37,187,157,184,329,37,122,259
2021년12월_남_70~79세,"2,877",316,14,392,21,25,112,26,226,188,287,186,18,145,12,11,17,23,140,104,133,212,25,93,151
2021년12월_남_80~89세,"1,264",141,11,183,5,11,61,13,69,107,110,82,2,58,7,3,6,3,57,31,62,113,6,40,83
2021년12월_남_90~99세,102,12,0,11,0,2,3,1,2,7,7,9,0,2,0,1,1,1,3,4,5,15,2,3,11
2021년12월_남_100세 이상,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년12월_여_총인구수,"17,762","1,992",114,"2,580",112,93,653,134,"1,503","1,071","1,622","1,203",92,952,157,79,197,122,787,699,713,"1,319",131,484,953
2021년12월_여_연령구간인구수,"17,762","1,992",114,"2,580",112,93,653,134,"1,503","1,071","1,622","1,203",92,952,157,79,197,122,787,699,713,"1,319",131,484,953
2021년12월_여_0~9세,687,59,2,92,5,4,22,7,86,30,52,55,2,30,4,6,8,7,30,34,35,57,7,10,43
2021년12월_여_10~19세,957,108,4,154,3,2,19,1,111,43,97,109,2,46,9,6,14,8,48,51,39,41,3,12,27
2021년12월_여_20~29세,984,104,4,171,2,1,29,11,83,55,95,62,4,60,16,3,22,8,39,53,20,80,8,10,44
2021년12월_여_30~39세,920,97,4,145,2,3,24,1,87,41,75,54,8,64,9,5,11,6,48,50,33,76,10,21,46
2021년12월_여_40~49세,"1,383",152,5,201,5,6,43,12,128,74,144,108,7,82,22,4,22,10,66,68,53,75,9,26,61
2021년12월_여_50~59세,"2,653",293,15,449,14,11,102,15,234,182,224,153,21,156,26,11,39,15,109,105,71,166,22,70,150
2021년12월_여_60~69세,"3,560",403,23,575,28,22,125,37,283,249,327,206,20,156,32,12,35,26,144,124,156,256,29,98,194
2021년12월_여_70~79세,"3,332",396,25,416,33,27,146,31,274,211,315,208,10,177,21,15,21,20,146,108,151,267,20,114,180
2021년12월_여_80~89세,"2,867",331,30,319,18,15,128,17,199,167,250,229,15,140,18,16,25,15,138,95,133,253,22,106,188
2021년12월_여_90~99세,413,49,2,58,2,2,14,2,18,19,43,18,3,39,0,1,0,7,19,10,21,48,1,17,20
2021년12월_여_100세 이상,6,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
