카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2021년07월_여_20~29세,"34,214","1,368","2,721","1,130","1,075",564,132,"1,805",290,175,"3,208","1,685","1,182","1,054","1,312",467,315,"1,847",691,277,"5,606","3,518","1,702","2,090",,
2021년07월_여_30~39세,"37,667","1,376","2,503","1,276","2,285",478,144,"2,472",224,139,"2,320","1,328","1,622",893,"1,282",547,258,"1,230",584,159,"8,305","3,969","2,213","2,060",,
2021년07월_여_40~49세,"44,502","1,822","4,115","1,593","2,437",666,158,"1,993",349,220,"3,670","1,919","1,671",886,"1,774",499,307,"1,586",723,234,"8,231","4,861","2,496","2,292",,
2021년07월_여_50~59세,"42,018","2,224","3,197","1,420","1,317",950,293,"1,933",535,397,"3,997","2,374","1,567",895,"1,999",514,453,"2,049",866,360,"5,945","4,474","1,542","2,717",,
2021년07월_여_60~69세,"29,280","2,341","1,980","1,237","1,131",890,345,"1,241",582,547,"2,412","1,795",851,611,"1,465",382,547,"1,569",800,397,"3,221","2,630",758,"1,548",,
2021년07월_여_70~79세,"15,987","1,538","1,112",655,556,533,246,577,378,409,"1,286","1,061",381,413,808,283,418,896,501,251,"1,371","1,257",290,767,,
2021년07월_여_80~89세,"9,426",993,673,427,389,325,177,352,301,310,732,580,227,189,443,151,243,469,265,115,746,700,169,450,,
2021년07월_여_90~99세,"1,507",143,114,88,83,50,25,81,44,52,99,75,51,29,79,29,50,59,41,19,111,91,29,65,,
2021년07월_여_100세 이상,66,7,3,4,4,2,0,0,1,2,4,2,1,2,6,0,13,3,1,0,3,7,0,1,,
2021년08월_계_총인구수,"554,511","28,308","43,756","24,312","27,143","11,333","3,665","30,237","6,619","5,171","44,247","25,396","20,459","12,866","22,032","7,025","5,729","22,859","10,583","4,107","89,101","53,985","25,982","29,596",,
2021년08월_계_연령구간인구수,"554,511","28,308","43,756","24,312","27,143","11,333","3,665","30,237","6,619","5,171","44,247","25,396","20,459","12,866","22,032","7,025","5,729","22,859","10,583","4,107","89,101","53,985","25,982","29,596",,
2021년08월_계_0~9세,"49,589","1,621","3,757","1,783","3,926",454,116,"3,553",292,140,"2,774","1,223","2,389",655,"1,543",579,164,991,528,115,"11,322","5,665","3,405","2,594",,
2021년08월_계_10~19세,"53,921","1,842","5,718","1,915","3,316",807,208,"2,200",478,267,"4,775","2,269","1,857",896,"2,131",483,273,"1,698",619,216,"9,707","6,178","3,182","2,886",,
2021년08월_계_20~29세,"76,777","3,202","5,943","3,283","2,421","1,475",351,"4,729",681,433,"7,382","3,708","2,669","2,544","2,951","1,044",716,"4,065","1,608",623,"11,637","7,223","3,633","4,456",,
2021년08월_계_30~39세,"84,010","3,204","5,577","3,840","4,689","1,329",336,"6,416",602,342,"5,388","3,038","3,502","2,334","2,579","1,216",659,"2,972","1,471",426,"17,021","7,954","4,733","4,382",,
2021년08월_계_40~49세,"96,067","4,090","8,393","4,653","5,625","1,689",461,"4,791",869,585,"7,451","4,110","3,733","2,142","3,685","1,122",767,"3,403","1,552",522,"17,025","9,418","5,295","4,686",,
2021년08월_계_50~59세,"89,253","5,101","7,141","3,937","3,041","2,114",666,"4,199","1,247",938,"8,215","4,810","3,282","1,979","4,058","1,089",992,"4,195","1,847",777,"12,128","8,787","3,332","5,378",,
2021년08월_계_60~69세,"59,500","4,732","4,066","2,818","2,330","1,882",772,"2,571","1,239","1,150","4,784","3,422","1,886","1,249","2,909",774,"1,023","3,109","1,590",770,"6,465","5,275","1,573","3,111",,
2021년08월_계_70~79세,"28,627","2,741","1,953","1,300","1,099","1,016",461,"1,135",692,788,"2,247","1,797",710,717,"1,381",449,676,"1,568",886,448,"2,487","2,203",547,"1,326",,
2021년08월_계_80~89세,"14,705","1,580","1,058",663,582,504,264,550,454,457,"1,094",906,369,315,670,233,369,772,431,184,"1,155","1,149",249,697,,
2021년08월_계_90~99세,"1,967",186,146,116,110,61,30,91,65,68,132,110,61,33,111,35,66,83,50,26,149,126,33,79,,
2021년08월_계_100세 이상,95,9,4,4,4,2,0,2,0,3,5,3,1,2,14,1,24,3,1,0,5,7,0,1,,
2021년08월_남_총인구수,"288,302","14,767","22,595","14,668","14,375","6,261","2,013","16,006","3,563","2,736","22,824","12,916","10,691","7,097","11,046","3,654","2,936","11,858","5,533","2,144","45,241","26,824","13,632","14,922",,
2021년08월_남_연령구간인구수,"288,302","14,767","22,595","14,668","14,375","6,261","2,013","16,006","3,563","2,736","22,824","12,916","10,691","7,097","11,046","3,654","2,936","11,858","5,533","2,144","45,241","26,824","13,632","14,922",,
2021년08월_남_0~9세,"25,233",843,"1,860",884,"2,015",221,58,"1,761",167,79,"1,377",595,"1,230",315,770,296,98,523,260,52,"5,773","2,926","1,794","1,336",,
2021년08월_남_10~19세,"27,807",961,"2,883","1,016","1,726",424,121,"1,102",243,137,"2,471","1,191",917,436,"1,076",252,150,899,318,118,"5,027","3,227","1,648","1,464",,
2021년08월_남_20~29세,"42,367","1,806","3,222","2,150","1,352",917,220,"2,716",398,258,"4,169","2,034","1,460","1,497","1,628",587,397,"2,198",912,355,"6,030","3,755","1,933","2,373",,
2021년08월_남_30~39세,"46,121","1,837","3,085","2,574","2,440",855,194,"3,552",376,203,"3,089","1,730","1,845","1,442","1,313",672,397,"1,749",891,266,"8,750","4,001","2,534","2,326",,
2021년08월_남_40~49세,"51,447","2,262","4,302","3,050","3,168","1,020",304,"2,673",522,368,"3,804","2,197","2,049","1,259","1,918",621,469,"1,811",833,290,"8,782","4,563","2,798","2,384",,
2021년08월_남_50~59세,"47,018","2,854","3,921","2,510","1,721","1,159",379,"2,167",712,541,"4,196","2,452","1,705","1,086","2,051",582,537,"2,150",980,417,"6,153","4,302","1,780","2,663",,
2021년08월_남_60~69세,"29,962","2,381","2,066","1,586","1,190",991,427,"1,279",656,601,"2,362","1,615","1,011",632,"1,448",387,475,"1,528",784,369,"3,187","2,624",801,"1,562",,
2021년08월_남_70~79세,"12,612","1,196",845,633,547,484,215,545,315,379,963,740,326,301,574,168,262,683,383,197,"1,103",944,257,552,,
2021년08월_남_80~89세,"5,253",584,379,235,192,177,89,195,151,154,360,326,138,123,233,82,125,296,163,73,399,451,82,246,,
2021년08월_남_90~99세,455,41,32,30,24,13,6,15,23,15,32,35,10,6,27,6,16,21,9,7,36,30,5,16,,
2021년08월_남_100세 이상,27,2,0,0,0,0,0,1,0,1,1,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021년08월_여_총인구수,"266,209","13,541","21,161","9,644","12,768","5,072","1,652","14,231","3,056","2,435","21,423","12,480","9,768","5,769","10,986","3,371","2,793","11,001","5,050","1,963","43,860","27,161","12,350","14,674",,
2021년08월_여_연령구간인구수,"266,209","13,541","21,161","9,644","12,768","5,072","1,652","14,231","3,056","2,435","21,423","12,480","9,768","5,769","10,986","3,371","2,793","11,001","5,050","1,963","43,860","27,161","12,350","14,674",,
2021년08월_여_0~9세,"24,356",778,"1,897",899,"1,911",233,58,"1,792",125,61,"1,397",628,"1,159",340,773,283,66,468,268,63,"5,549","2,739","1,611","1,258",,
2021년08월_여_10~19세,"26,114",881,"2,835",899,"1,590",383,87,"1,098",235,130,"2,304","1,078",940,460,"1,055",231,123,799,301,98,"4,680","2,951","1,534","1,422",,
2021년08월_여_20~29세,"34,410","1,396","2,721","1,133","1,069",558,131,"2,013",283,175,"3,213","1,674","1,209","1,047","1,323",457,319,"1,867",696,268,"5,607","3,468","1,700","2,083",,
2021년08월_여_30~39세,"37,889","1,367","2,492","1,266","2,249",474,142,"2,864",226,139,"2,299","1,308","1,657",892,"1,266",544,262,"1,223",580,160,"8,271","3,953","2,199","2,056",,
2021년08월_여_40~49세,"44,620","1,828","4,091","1,603","2,457",669,157,"2,118",347,217,"3,647","1,913","1,684",883,"1,767",501,298,"1,592",719,232,"8,243","4,855","2,497","2,302",,
2021년08월_여_50~59세,"42,235","2,247","3,220","1,427","1,320",955,287,"2,032",535,397,"4,019","2,358","1,577",893,"2,007",507,455,"2,045",867,360,"5,975","4,485","1,552","2,715",,
2021년08월_여_60~69세,"29,538","2,351","2,000","1,232","1,140",891,345,"1,292",583,549,"2,422","1,807",875,617,"1,461",387,548,"1,581",806,401,"3,278","2,651",772,"1,549",,
2021년08월_여_70~79세,"16,015","1,545","1,108",667,552,532,246,590,377,409,"1,284","1,057",384,416,807,281,414,885,503,251,"1,384","1,259",290,774,,
2021년08월_여_80~89세,"9,452",996,679,428,390,327,175,355,303,303,734,580,231,192,437,151,244,476,268,111,756,698,167,451,,
2021년08월_여_90~99세,"1,512",145,114,86,86,48,24,76,42,53,100,75,51,27,84,29,50,62,41,19,113,96,28,63,,
2021년08월_여_100세 이상,68,7,4,4,4,2,0,1,0,2,4,2,1,2,6,0,14,3,1,0,4,6,0,1,,
2021년09월_계_총인구수,"557,450","28,427","43,678","24,385","27,118","11,360","3,667","31,629","6,610","5,178","44,324","25,435","21,355","12,918","22,052","7,048","5,749","22,928","10,618","4,114","89,129","54,095","26,075","29,558",,
2021년09월_계_연령구간인구수,"557,450","28,427","43,678","24,385","27,118","11,360","3,667","31,629","6,610","5,178","44,324","25,435","21,355","12,918","22,052","7,048","5,749","22,928","10,618","4,114","89,129","54,095","26,075","29,558",,
2021년09월_계_0~9세,"49,777","1,607","3,724","1,775","3,897",447,116,"3,777",291,143,"2,739","1,225","2,545",641,"1,547",583,159,979,527,115,"11,293","5,649","3,417","2,581",,
2021년09월_계_10~19세,"53,945","1,854","5,706","1,901","3,330",801,203,"2,248",475,267,"4,743","2,250","1,883",898,"2,121",473,281,"1,689",632,215,"9,728","6,190","3,193","2,864",,
2021년09월_계_20~29세,"77,286","3,225","5,896","3,311","2,404","1,480",346,"4,969",679,431,"7,443","3,719","2,831","2,552","2,963","1,057",718,"4,110","1,621",623,"11,610","7,211","3,633","4,454",,
2021년09월_계_30~39세,"84,772","3,218","5,553","3,865","4,651","1,346",344,"6,840",601,343,"5,399","3,058","3,804","2,346","2,567","1,225",664,"3,007","1,469",425,"16,936","7,983","4,744","4,384",,
2021년09월_계_40~49세,"96,407","4,106","8,359","4,640","5,639","1,683",460,"5,003",862,590,"7,441","4,116","3,818","2,156","3,668","1,128",771,"3,396","1,565",527,"17,061","9,420","5,308","4,690",,
2021년09월_계_50~59세,"89,792","5,147","7,187","3,981","3,070","2,127",666,"4,324","1,242",927,"8,226","4,824","3,370","2,001","4,079","1,086",984,"4,214","1,853",776,"12,179","8,825","3,343","5,361",,
2021년09월_계_60~69세,"59,932","4,741","4,078","2,833","2,339","1,890",777,"2,654","1,246","1,156","4,819","3,425","1,955","1,253","2,929",781,"1,030","3,111","1,590",772,"6,505","5,323","1,598","3,127",,
2021년09월_계_70~79세,"28,663","2,738","1,961","1,296","1,092","1,015",460,"1,158",690,790,"2,264","1,795",716,717,"1,378",441,678,"1,560",885,449,"2,497","2,200",559,"1,324",,
2021년09월_계_80~89세,"14,786","1,593","1,059",658,581,507,265,562,460,461,"1,105",906,372,318,676,236,372,777,427,187,"1,160","1,162",249,693,,
2021년09월_계_90~99세,"1,996",189,151,121,110,62,30,92,64,67,141,114,60,34,110,37,68,82,49,25,155,125,31,79,,
2021년09월_계_100세 이상,94,9,4,4,5,2,0,2,0,3,4,3,1,2,14,1,24,3,0,0,5,7,0,1,,
2021년09월_남_총인구수,"290,020","14,830","22,570","14,737","14,378","6,266","2,020","16,744","3,559","2,744","22,906","12,949","11,174","7,131","11,076","3,668","2,949","11,911","5,561","2,148","45,226","26,892","13,676","14,905",,
2021년09월_남_연령구간인구수,"290,020","14,830","22,570","14,737","14,378","6,266","2,020","16,744","3,559","2,744","22,906","12,949","11,174","7,131","11,076","3,668","2,949","11,911","5,561","2,148","45,226","26,892","13,676","14,905",,
2021년09월_남_0~9세,"25,327",833,"1,847",883,"2,008",215,58,"1,877",166,80,"1,356",597,"1,308",310,775,302,93,518,259,53,"5,746","2,918","1,794","1,331",,
2021년09월_남_10~19세,"27,791",968,"2,882","1,002","1,732",419,120,"1,127",239,137,"2,455","1,180",933,438,"1,068",244,156,895,322,117,"5,020","3,241","1,652","1,444",,
2021년09월_남_20~29세,"42,720","1,813","3,198","2,176","1,345",917,216,"2,838",403,259,"4,218","2,044","1,562","1,500","1,634",595,398,"2,221",924,358,"6,031","3,756","1,934","2,380",,
2021년09월_남_30~39세,"46,601","1,853","3,089","2,598","2,425",865,202,"3,791",368,201,"3,106","1,747","2,011","1,457","1,307",672,401,"1,773",889,263,"8,696","4,017","2,545","2,325",,
2021년09월_남_40~49세,"51,682","2,267","4,274","3,052","3,168","1,016",299,"2,798",522,372,"3,823","2,213","2,097","1,261","1,919",625,472,"1,808",841,290,"8,800","4,562","2,806","2,397",,
2021년09월_남_50~59세,"47,340","2,882","3,950","2,538","1,741","1,162",388,"2,221",714,534,"4,205","2,456","1,747","1,100","2,075",582,536,"2,169",988,415,"6,188","4,320","1,783","2,646",,
2021년09월_남_60~69세,"30,173","2,392","2,067","1,595","1,200",995,428,"1,316",657,608,"2,376","1,608","1,042",636,"1,458",394,479,"1,533",787,376,"3,195","2,643",815,"1,573",,
2021년09월_남_70~79세,"12,613","1,191",850,628,539,483,213,561,316,382,971,740,325,299,568,162,260,679,381,196,"1,108",950,260,551,,
2021년09월_남_80~89세,"5,279",585,380,233,196,180,90,198,152,155,361,325,140,124,239,83,128,295,160,74,404,452,82,243,,
2021년09월_남_90~99세,468,44,33,32,24,14,6,16,22,15,35,38,9,6,25,8,16,20,10,6,37,32,5,15,,
2021년09월_남_100세 이상,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021년09월_여_총인구수,"267,430","13,597","21,108","9,648","12,740","5,094","1,647","14,885","3,051","2,434","21,418","12,486","10,181","5,787","10,976","3,380","2,800","11,017","5,057","1,966","43,903","27,203","12,399","14,653",,
2021년09월_여_연령구간인구수,"267,430","13,597","21,108","9,648","12,740","5,094","1,647","14,885","3,051","2,434","21,418","12,486","10,181","5,787","10,976","3,380","2,800","11,017","5,057","1,966","43,903","27,203","12,399","14,653",,
2021년09월_여_0~9세,"24,450",774,"1,877",892,"1,889",232,58,"1,900",125,63,"1,383",628,"1,237",331,772,281,66,461,268,62,"5,547","2,731","1,623","1,250",,
2021년09월_여_10~19세,"26,154",886,"2,824",899,"1,598",382,83,"1,121",236,130,"2,288","1,070",950,460,"1,053",229,125,794,310,98,"4,708","2,949","1,541","1,420",,
2021년09월_여_20~29세,"34,566","1,412","2,698","1,135","1,059",563,130,"2,131",276,172,"3,225","1,675","1,269","1,052","1,329",462,320,"1,889",697,265,"5,579","3,455","1,699","2,074",,
2021년09월_여_30~39세,"38,171","1,365","2,464","1,267","2,226",481,142,"3,049",233,142,"2,293","1,311","1,793",889,"1,260",553,263,"1,234",580,162,"8,240","3,966","2,199","2,059",,
2021년09월_여_40~49세,"44,725","1,839","4,085","1,588","2,471",667,161,"2,205",340,218,"3,618","1,903","1,721",895,"1,749",503,299,"1,588",724,237,"8,261","4,858","2,502","2,293",,
2021년09월_여_50~59세,"42,452","2,265","3,237","1,443","1,329",965,278,"2,103",528,393,"4,021","2,368","1,623",901,"2,004",504,448,"2,045",865,361,"5,991","4,505","1,560","2,715",,
2021년09월_여_60~69세,"29,759","2,349","2,011","1,238","1,139",895,349,"1,338",589,548,"2,443","1,817",913,617,"1,471",387,551,"1,578",803,396,"3,310","2,680",783,"1,554",,
2021년09월_여_70~79세,"16,050","1,547","1,111",668,553,532,247,597,374,408,"1,293","1,055",391,418,810,279,418,881,504,253,"1,389","1,250",299,773,,
2021년09월_여_80~89세,"9,507","1,008",679,425,385,327,175,364,308,306,744,581,232,194,437,153,244,482,267,113,756,710,167,450,,
2021년09월_여_90~99세,"1,528",145,118,89,86,48,24,76,42,52,106,76,51,28,85,29,52,62,39,19,118,93,26,64,,
2021년09월_여_100세 이상,68,7,4,4,5,2,0,1,0,2,4,2,1,2,6,0,14,3,0,0,4,6,0,1,,
2021년10월_계_총인구수,"559,363","28,534","43,715","24,485","27,091","11,367","3,679","32,462","6,607","5,162","44,343","25,453","21,720","12,946","22,087","7,064","5,721","22,922","10,654","4,138","51,861","54,211","26,100","29,516","37,525",
2021년10월_계_연령구간인구수,"559,363","28,534","43,715","24,485","27,091","11,367","3,679","32,462","6,607","5,162","44,343","25,453","21,720","12,946","22,087","7,064","5,721","22,922","10,654","4,138","51,861","54,211","26,100","29,516","37,525",
2021년10월_계_0~9세,"49,782","1,622","3,704","1,757","3,859",437,121,"3,922",294,143,"2,720","1,202","2,598",640,"1,532",575,160,972,523,118,"5,625","5,645","3,402","2,572","5,639",
2021년10월_계_10~19세,"54,037","1,842","5,702","1,897","3,332",810,203,"2,280",472,266,"4,715","2,266","1,908",890,"2,116",479,277,"1,662",645,217,"6,288","6,214","3,199","2,844","3,513",
2021년10월_계_20~29세,"77,367","3,250","5,905","3,338","2,401","1,453",346,"5,048",680,424,"7,458","3,700","2,871","2,569","2,965","1,058",716,"4,134","1,629",625,"6,695","7,194","3,626","4,421","4,861",
2021년10월_계_30~39세,"85,227","3,228","5,534","3,887","4,633","1,344",351,"7,139",601,346,"5,388","3,054","3,931","2,354","2,571","1,224",674,"2,996","1,478",429,"8,078","8,000","4,752","4,403","8,832",
2021년10월_계_40~49세,"96,580","4,099","8,352","4,631","5,625","1,690",454,"5,122",858,579,"7,435","4,115","3,881","2,163","3,670","1,130",767,"3,381","1,556",535,"10,042","9,441","5,306","4,692","7,056",
2021년10월_계_50~59세,"90,386","5,188","7,243","4,027","3,099","2,130",670,"4,415","1,238",930,"8,241","4,865","3,402","2,008","4,113","1,093",978,"4,230","1,868",773,"7,956","8,830","3,368","5,346","4,375",
2021년10월_계_60~69세,"60,315","4,767","4,102","2,857","2,361","1,914",780,"2,697","1,250","1,153","4,850","3,433","1,976","1,254","2,940",786,"1,032","3,115","1,595",775,"4,339","5,367","1,606","3,151","2,215",
2021년10월_계_70~79세,"28,729","2,744","1,957","1,305","1,085","1,019",459,"1,175",689,787,"2,271","1,801",726,717,"1,372",441,675,"1,558",882,451,"1,833","2,212",561,"1,318",691,
2021년10월_계_80~89세,"14,858","1,595","1,059",662,586,501,265,566,462,464,"1,116",903,365,315,685,239,370,786,426,189,891,"1,176",251,692,294,
2021년10월_계_90~99세,"2,008",190,153,120,106,67,30,96,63,67,145,111,61,34,109,38,69,84,52,26,111,125,29,76,46,
2021년10월_계_100세 이상,74,9,4,4,4,2,0,2,0,3,4,3,1,2,14,1,3,4,0,0,3,7,0,1,3,
2021년10월_남_총인구수,"291,122","14,894","22,583","14,793","14,352","6,274","2,032","17,200","3,565","2,734","22,945","12,979","11,353","7,163","11,087","3,683","2,944","11,929","5,569","2,169","26,071","26,920","13,718","14,877","19,288",
2021년10월_남_연령구간인구수,"291,122","14,894","22,583","14,793","14,352","6,274","2,032","17,200","3,565","2,734","22,945","12,979","11,353","7,163","11,087","3,683","2,944","11,929","5,569","2,169","26,071","26,920","13,718","14,877","19,288",
2021년10월_남_0~9세,"25,310",838,"1,835",865,"1,986",212,60,"1,936",169,80,"1,350",589,"1,338",309,764,297,93,518,256,55,"2,889","2,902","1,791","1,323","2,855",
2021년10월_남_10~19세,"27,821",963,"2,876","1,006","1,736",422,119,"1,135",237,138,"2,441","1,191",945,434,"1,067",245,155,882,327,119,"3,286","3,250","1,658","1,432","1,757",
2021년10월_남_20~29세,"42,839","1,834","3,204","2,196","1,335",904,217,"2,877",402,255,"4,233","2,048","1,579","1,508","1,631",604,395,"2,247",931,361,"3,525","3,747","1,941","2,360","2,505",
2021년10월_남_30~39세,"46,884","1,862","3,074","2,618","2,415",865,206,"3,975",369,204,"3,123","1,729","2,083","1,467","1,312",671,412,"1,764",889,266,"4,018","4,020","2,550","2,344","4,648",
2021년10월_남_40~49세,"51,768","2,260","4,268","3,038","3,159","1,022",296,"2,881",523,364,"3,818","2,228","2,131","1,274","1,916",625,467,"1,801",832,296,"4,969","4,569","2,804","2,384","3,843",
2021년10월_남_50~59세,"47,683","2,905","3,981","2,558","1,759","1,159",393,"2,267",711,537,"4,215","2,478","1,752","1,109","2,095",586,536,"2,179",997,414,"4,078","4,327","1,809","2,642","2,196",
2021년10월_남_60~69세,"30,365","2,408","2,082","1,613","1,211","1,011",432,"1,338",663,602,"2,393","1,609","1,050",632,"1,456",401,483,"1,543",787,378,"2,161","2,658",815,"1,579","1,060",
2021년10월_남_70~79세,"12,670","1,192",847,634,532,486,214,573,316,382,969,747,329,302,570,162,261,676,379,199,801,961,261,556,321,
2021년10월_남_80~89세,"5,294",587,379,235,197,179,89,199,153,157,367,321,137,122,243,83,125,298,160,75,316,452,85,242,93,
2021년10월_남_90~99세,470,43,37,30,22,14,6,18,22,14,36,38,9,6,25,8,16,20,11,6,27,33,4,15,10,
2021년10월_남_100세 이상,18,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,1,1,0,0,1,1,0,0,0,
2021년10월_여_총인구수,"268,241","13,640","21,132","9,692","12,739","5,093","1,647","15,262","3,042","2,428","21,398","12,474","10,367","5,783","11,000","3,381","2,777","10,993","5,085","1,969","25,790","27,291","12,382","14,639","18,237",
2021년10월_여_연령구간인구수,"268,241","13,640","21,132","9,692","12,739","5,093","1,647","15,262","3,042","2,428","21,398","12,474","10,367","5,783","11,000","3,381","2,777","10,993","5,085","1,969","25,790","27,291","12,382","14,639","18,237",
2021년10월_여_0~9세,"24,472",784,"1,869",892,"1,873",225,61,"1,986",125,63,"1,370",613,"1,260",331,768,278,67,454,267,63,"2,736","2,743","1,611","1,249","2,784",
2021년10월_여_10~19세,"26,216",879,"2,826",891,"1,596",388,84,"1,145",235,128,"2,274","1,075",963,456,"1,049",234,122,780,318,98,"3,002","2,964","1,541","1,412","1,756",
2021년10월_여_20~29세,"34,528","1,416","2,701","1,142","1,066",549,129,"2,171",278,169,"3,225","1,652","1,292","1,061","1,334",454,321,"1,887",698,264,"3,170","3,447","1,685","2,061","2,356",
2021년10월_여_30~39세,"38,343","1,366","2,460","1,269","2,218",479,145,"3,164",232,142,"2,265","1,325","1,848",887,"1,259",553,262,"1,232",589,163,"4,060","3,980","2,202","2,059","4,184",
2021년10월_여_40~49세,"44,812","1,839","4,084","1,593","2,466",668,158,"2,241",335,215,"3,617","1,887","1,750",889,"1,754",505,300,"1,580",724,239,"5,073","4,872","2,502","2,308","3,213",
2021년10월_여_50~59세,"42,703","2,283","3,262","1,469","1,340",971,277,"2,148",527,393,"4,026","2,387","1,650",899,"2,018",507,442,"2,051",871,359,"3,878","4,503","1,559","2,704","2,179",
2021년10월_여_60~69세,"29,950","2,359","2,020","1,244","1,150",903,348,"1,359",587,551,"2,457","1,824",926,622,"1,484",385,549,"1,572",808,397,"2,178","2,709",791,"1,572","1,155",
2021년10월_여_70~79세,"16,059","1,552","1,110",671,553,533,245,602,373,405,"1,302","1,054",397,415,802,279,414,882,503,252,"1,032","1,251",300,762,370,
2021년10월_여_80~89세,"9,564","1,008",680,427,389,322,176,367,309,307,749,582,228,193,442,156,245,488,266,114,575,724,166,450,201,
2021년10월_여_90~99세,"1,538",147,116,90,84,53,24,78,41,53,109,73,52,28,84,30,53,64,41,20,84,92,25,61,36,
2021년10월_여_100세 이상,56,7,4,4,4,2,0,1,0,2,4,2,1,2,6,0,2,3,0,0,2,6,0,1,3,
2021년11월_계_총인구수,"561,770","28,610","43,685","24,539","27,111","11,431","3,666","13,271","6,606","5,133","44,293","25,440","21,857","12,973","22,110","7,057","5,729","22,850","11,556","4,095","51,747","55,162","26,033","29,359","37,426","20,031"
2021년11월_계_연령구간인구수,"561,770","28,610","43,685","24,539","27,111","11,431","3,666","13,271","6,606","5,133","44,293","25,440","21,857","12,973","22,110","7,057","5,729","22,850","11,556","4,095","51,747","55,162","26,033","29,359","37,426","20,031"
2021년11월_계_0~9세,"49,969","1,634","3,692","1,769","3,817",448,122,"1,017",292,147,"2,692","1,197","2,618",637,"1,510",569,161,957,602,116,"5,602","5,770","3,364","2,563","5,616","3,057"
2021년11월_계_10~19세,"54,113","1,831","5,690","1,884","3,351",817,205,886,471,261,"4,695","2,245","1,899",903,"2,127",469,281,"1,649",704,211,"6,289","6,250","3,210","2,811","3,512","1,462"
2021년11월_계_20~29세,"77,469","3,246","5,886","3,340","2,406","1,432",337,"1,947",670,428,"7,438","3,694","2,898","2,560","2,953","1,065",720,"4,118","1,837",619,"6,648","7,292","3,602","4,381","4,782","3,170"
2021년11월_계_30~39세,"85,834","3,254","5,519","3,912","4,601","1,385",351,"2,076",601,336,"5,386","3,066","3,967","2,354","2,573","1,208",675,"2,990","1,721",416,"8,017","8,259","4,722","4,383","8,803","5,259"
2021년11월_계_40~49세,"97,032","4,127","8,333","4,651","5,636","1,692",447,"1,969",856,570,"7,413","4,124","3,915","2,169","3,670","1,141",778,"3,369","1,683",526,"10,013","9,589","5,315","4,664","7,072","3,310"
2021년11월_계_50~59세,"90,869","5,185","7,257","4,036","3,125","2,138",675,"2,296","1,250",928,"8,254","4,865","3,399","2,026","4,133","1,106",979,"4,222","1,976",762,"7,972","8,984","3,354","5,332","4,371","2,244"
2021년11월_계_60~69세,"60,699","4,792","4,133","2,849","2,376","1,931",782,"1,708","1,250","1,151","4,865","3,431","2,001","1,254","2,961",787,"1,025","3,100","1,653",781,"4,359","5,473","1,612","3,142","2,240","1,043"
2021년11월_계_70~79세,"28,802","2,746","1,962","1,314","1,096","1,023",451,844,689,782,"2,281","1,796",732,712,"1,376",440,672,"1,569",892,449,"1,838","2,217",568,"1,319",692,342
2021년11월_계_80~89세,"14,894","1,599","1,055",662,589,497,264,459,464,459,"1,124",908,364,323,685,234,368,787,434,189,895,"1,188",258,688,291,110
2021년11월_계_90~99세,"2,018",187,155,118,110,66,32,68,62,68,140,111,63,34,108,38,67,85,54,26,112,134,28,75,44,33
2021년11월_계_100세 이상,71,9,3,4,4,2,0,1,1,3,5,3,1,1,14,0,3,4,0,0,2,6,0,1,3,1
2021년11월_남_총인구수,"292,554","14,953","22,572","14,842","14,364","6,317","2,026","7,076","3,557","2,716","22,944","12,988","11,425","7,176","11,095","3,691","2,959","11,896","6,054","2,153","26,019","27,376","13,703","14,826","19,257","10,569"
2021년11월_남_연령구간인구수,"292,554","14,953","22,572","14,842","14,364","6,317","2,026","7,076","3,557","2,716","22,944","12,988","11,425","7,176","11,095","3,691","2,959","11,896","6,054","2,153","26,019","27,376","13,703","14,826","19,257","10,569"
2021년11월_남_0~9세,"25,405",841,"1,834",871,"1,963",216,60,511,166,83,"1,340",581,"1,348",306,751,295,95,505,295,55,"2,888","2,954","1,773","1,324","2,842","1,508"
2021년11월_남_10~19세,"27,870",956,"2,875","1,003","1,743",423,119,460,236,135,"2,430","1,181",943,440,"1,076",239,159,876,360,115,"3,286","3,265","1,669","1,420","1,751",710
2021년11월_남_20~29세,"42,955","1,832","3,186","2,202","1,343",895,213,"1,146",393,258,"4,240","2,050","1,588","1,501","1,620",614,397,"2,257","1,030",361,"3,480","3,792","1,930","2,357","2,497","1,773"
