카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2021년07월_남_연령구간인구수,"167,503","3,722","4,964","4,877","5,923","3,044","6,194","5,947","3,680","6,917","6,474","2,168","10,565","7,269","7,905","8,966","7,680","20,992","5,606",,"10,636","10,275","14,467","9,232"
2021년07월_남_0~9세,"12,376",146,498,495,180,97,381,461,78,286,315,80,"1,080",315,416,431,371,"1,863",305,,635,"1,188","1,237","1,518"
2021년07월_남_10~19세,"13,762",220,455,339,335,214,470,585,193,434,493,122,"1,174",463,465,669,496,"1,932",347,,750,"1,323","1,512",771
2021년07월_남_20~29세,"21,861",473,523,531,887,429,816,809,606,983,891,396,"1,194","1,054","1,160","1,301","1,042","2,707",748,,"1,332","1,099","2,018",862
2021년07월_남_30~39세,"22,849",398,661,838,783,301,743,748,608,774,807,269,"1,334",857,"1,048",933,910,"2,819",730,,"1,424","1,452","2,132","2,280"
2021년07월_남_40~49세,"26,096",501,922,715,851,412,955,894,540,882,955,251,"1,995",939,"1,081","1,166","1,046","3,416",772,,"1,484","2,011","2,410","1,898"
2021년07월_남_50~59세,"27,483",668,733,734,"1,162",562,"1,017","1,058",629,"1,237","1,079",370,"1,597","1,372","1,381","1,662","1,430","3,379","1,038",,"1,831","1,486","2,262",796
2021년07월_남_60~69세,"24,599",686,609,665,999,560,943,811,566,"1,255","1,081",386,"1,324","1,363","1,378","1,585","1,343","2,959",960,,"1,750",910,"1,750",716
2021년07월_남_70~79세,"13,256",419,387,397,526,326,583,394,332,735,596,205,644,681,705,858,782,"1,423",491,,"1,020",582,857,313
2021년07월_남_80~89세,"4,882",201,162,156,181,138,264,175,120,311,232,84,210,213,255,340,245,463,200,,382,209,268,73
2021년07월_남_90~99세,327,10,13,7,18,5,21,12,7,19,25,5,13,12,16,21,14,30,13,,26,15,20,5
2021년07월_남_100세 이상,12,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,,2,0,1,0
2021년07월_여_총인구수,"172,923","3,759","5,526","4,979","5,788","3,378","6,833","6,094","3,698","6,990","7,032","1,905","10,980","7,300","7,809","9,618","7,632","21,845","5,540",,"11,049","10,926","14,797","9,445"
2021년07월_여_연령구간인구수,"172,923","3,759","5,526","4,979","5,788","3,378","6,833","6,094","3,698","6,990","7,032","1,905","10,980","7,300","7,809","9,618","7,632","21,845","5,540",,"11,049","10,926","14,797","9,445"
2021년07월_여_0~9세,"11,888",128,440,445,173,107,346,407,79,211,346,99,"1,102",312,385,433,365,"1,704",321,,677,"1,159","1,191","1,458"
2021년07월_여_10~19세,"12,502",161,403,290,283,170,406,436,143,365,459,92,"1,127",424,427,597,432,"1,751",292,,711,"1,363","1,414",756
2021년07월_여_20~29세,"19,225",386,481,519,835,336,702,723,695,824,816,197,"1,032",838,955,"1,091",851,"2,407",596,,"1,080","1,066","1,794","1,001"
2021년07월_여_30~39세,"20,239",260,681,743,591,254,710,729,458,573,659,186,"1,378",628,811,810,688,"2,663",600,,"1,200","1,532","1,909","2,176"
2021년07월_여_40~49세,"24,752",417,899,670,676,394,896,969,386,782,947,189,"2,002",793,930,"1,128",887,"3,263",649,,"1,546","2,177","2,473","1,679"
2021년07월_여_50~59세,"28,838",618,812,769,"1,078",642,"1,171","1,062",615,"1,274","1,186",352,"1,663","1,458","1,483","1,901","1,359","3,525","1,096",,"2,000","1,403","2,410",961
2021년07월_여_60~69세,"28,437",776,827,801,"1,121",729,"1,234",882,672,"1,467","1,351",369,"1,462","1,551","1,439","1,896","1,514","3,510","1,078",,"1,845","1,109","1,982",822
2021년07월_여_70~79세,"17,072",603,617,475,686,475,865,537,404,979,812,255,779,831,879,"1,094",975,"1,844",611,,"1,161",732,"1,067",391
2021년07월_여_80~89세,"8,727",345,326,236,304,246,442,311,222,460,397,144,365,418,438,596,490,"1,018",258,,706,341,497,167
2021년07월_여_90~99세,"1,205",59,39,29,41,25,57,36,23,54,56,22,66,46,62,69,69,157,39,,122,43,60,31
2021년07월_여_100세 이상,38,6,1,2,0,0,4,2,1,1,3,0,4,1,0,3,2,3,0,,1,1,0,3
2021년08월_계_총인구수,"340,242","7,461","10,475","9,830","11,673","6,421","13,005","11,957","7,406","13,899","13,464","4,066","21,552","14,561","15,673","18,792","15,208","42,826","11,131",,"21,711","21,166","29,295","18,670"
2021년08월_계_연령구간인구수,"340,242","7,461","10,475","9,830","11,673","6,421","13,005","11,957","7,406","13,899","13,464","4,066","21,552","14,561","15,673","18,792","15,208","42,826","11,131",,"21,711","21,166","29,295","18,670"
2021년08월_계_0~9세,"24,106",267,934,942,355,205,717,861,153,484,658,179,"2,167",619,785,892,715,"3,550",619,,"1,304","2,332","2,426","2,942"
2021년08월_계_10~19세,"26,233",387,856,626,612,379,871,"1,016",339,796,956,216,"2,306",885,877,"1,271",912,"3,678",633,,"1,453","2,680","2,932","1,552"
2021년08월_계_20~29세,"40,981",844,"1,004","1,032","1,724",756,"1,515","1,504","1,307","1,807","1,689",587,"2,228","1,882","2,123","2,424","1,878","5,100","1,334",,"2,411","2,183","3,800","1,849"
2021년08월_계_30~39세,"42,953",661,"1,332","1,573","1,372",563,"1,446","1,473","1,067","1,344","1,461",454,"2,683","1,477","1,847","1,767","1,579","5,465","1,329",,"2,635","2,957","4,024","4,444"
2021년08월_계_40~49세,"50,797",923,"1,817","1,392","1,511",802,"1,838","1,844",928,"1,653","1,900",438,"4,006","1,727","2,000","2,319","1,920","6,694","1,405",,"3,022","4,181","4,882","3,595"
2021년08월_계_50~59세,"56,318","1,270","1,544","1,495","2,233","1,207","2,189","2,109","1,250","2,504","2,263",718,"3,278","2,831","2,849","3,612","2,760","6,885","2,140",,"3,837","2,891","4,695","1,758"
2021년08월_계_60~69세,"53,213","1,462","1,445","1,467","2,108","1,297","2,178","1,684","1,248","2,737","2,423",754,"2,795","2,920","2,835","3,509","2,861","6,505","2,045",,"3,632","2,018","3,747","1,543"
2021년08월_계_70~79세,"30,349","1,022",998,869,"1,214",794,"1,454",923,736,"1,714","1,400",465,"1,421","1,522","1,586","1,965","1,755","3,270","1,109",,"2,179","1,307","1,932",714
2021년08월_계_80~89세,"13,691",550,489,394,484,386,710,492,346,785,628,228,582,635,691,938,742,"1,489",463,,"1,087",561,775,236
2021년08월_계_90~99세,"1,548",69,54,38,59,32,82,49,30,73,82,27,82,62,80,91,83,185,52,,148,55,81,34
2021년08월_계_100세 이상,53,6,2,2,1,0,5,2,2,2,4,0,4,1,0,4,3,5,2,,3,1,1,3
2021년08월_남_총인구수,"167,453","3,711","4,954","4,861","5,904","3,051","6,177","5,912","3,702","6,926","6,454","2,161","10,576","7,250","7,887","9,057","7,638","20,998","5,596",,"10,659","10,257","14,487","9,235"
2021년08월_남_연령구간인구수,"167,453","3,711","4,954","4,861","5,904","3,051","6,177","5,912","3,702","6,926","6,454","2,161","10,576","7,250","7,887","9,057","7,638","20,998","5,596",,"10,659","10,257","14,487","9,235"
2021년08월_남_0~9세,"12,297",143,492,499,185,97,375,457,73,277,311,80,"1,071",309,409,448,361,"1,851",304,,635,"1,180","1,241","1,499"
2021년08월_남_10~19세,"13,758",223,457,339,333,210,466,584,195,434,491,122,"1,176",465,457,672,491,"1,941",348,,745,"1,315","1,511",783
2021년08월_남_20~29세,"21,838",462,522,514,894,425,815,803,617,988,886,391,"1,204","1,040","1,170","1,316","1,046","2,697",739,,"1,323","1,110","2,009",867
2021년08월_남_30~39세,"22,800",404,652,834,776,309,742,749,606,778,806,268,"1,322",854,"1,039",936,902,"2,825",729,,"1,432","1,445","2,122","2,270"
2021년08월_남_40~49세,"26,061",502,924,719,844,410,946,885,543,875,951,249,"1,997",936,"1,076","1,180","1,030","3,417",759,,"1,484","2,012","2,413","1,909"
2021년08월_남_50~59세,"27,500",658,734,730,"1,158",567,"1,019","1,052",633,"1,239","1,082",370,"1,599","1,373","1,381","1,683","1,422","3,361","1,044",,"1,834","1,489","2,277",795
2021년08월_남_60~69세,"24,686",690,612,665,989,563,942,802,578,"1,265","1,077",384,"1,336","1,365","1,380","1,594","1,343","2,985",962,,"1,772",905,"1,761",716
2021년08월_남_70~79세,"13,250",416,384,395,526,324,584,388,329,730,594,209,647,683,702,867,780,"1,422",493,,"1,021",576,863,317
2021년08월_남_80~89세,"4,919",203,161,159,180,140,265,180,121,319,231,83,211,211,257,339,248,467,203,,385,212,269,75
2021년08월_남_90~99세,331,10,15,7,18,6,22,12,6,20,24,5,13,14,16,22,14,31,13,,26,13,20,4
2021년08월_남_100세 이상,13,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,2,0,1,0
2021년08월_여_총인구수,"172,789","3,750","5,521","4,969","5,769","3,370","6,828","6,045","3,704","6,973","7,010","1,905","10,976","7,311","7,786","9,735","7,570","21,828","5,535",,"11,052","10,909","14,808","9,435"
2021년08월_여_연령구간인구수,"172,789","3,750","5,521","4,969","5,769","3,370","6,828","6,045","3,704","6,973","7,010","1,905","10,976","7,311","7,786","9,735","7,570","21,828","5,535",,"11,052","10,909","14,808","9,435"
2021년08월_여_0~9세,"11,809",124,442,443,170,108,342,404,80,207,347,99,"1,096",310,376,444,354,"1,699",315,,669,"1,152","1,185","1,443"
2021년08월_여_10~19세,"12,475",164,399,287,279,169,405,432,144,362,465,94,"1,130",420,420,599,421,"1,737",285,,708,"1,365","1,421",769
2021년08월_여_20~29세,"19,143",382,482,518,830,331,700,701,690,819,803,196,"1,024",842,953,"1,108",832,"2,403",595,,"1,088","1,073","1,791",982
2021년08월_여_30~39세,"20,153",257,680,739,596,254,704,724,461,566,655,186,"1,361",623,808,831,677,"2,640",600,,"1,203","1,512","1,902","2,174"
2021년08월_여_40~49세,"24,736",421,893,673,667,392,892,959,385,778,949,189,"2,009",791,924,"1,139",890,"3,277",646,,"1,538","2,169","2,469","1,686"
2021년08월_여_50~59세,"28,818",612,810,765,"1,075",640,"1,170","1,057",617,"1,265","1,181",348,"1,679","1,458","1,468","1,929","1,338","3,524","1,096",,"2,003","1,402","2,418",963
2021년08월_여_60~69세,"28,527",772,833,802,"1,119",734,"1,236",882,670,"1,472","1,346",370,"1,459","1,555","1,455","1,915","1,518","3,520","1,083",,"1,860","1,113","1,986",827
2021년08월_여_70~79세,"17,099",606,614,474,688,470,870,535,407,984,806,256,774,839,884,"1,098",975,"1,848",616,,"1,158",731,"1,069",397
2021년08월_여_80~89세,"8,772",347,328,235,304,246,445,312,225,466,397,145,371,424,434,599,494,"1,022",260,,702,349,506,161
2021년08월_여_90~99세,"1,217",59,39,31,41,26,60,37,24,53,58,22,69,48,64,69,69,154,39,,122,42,61,30
2021년08월_여_100세 이상,40,6,1,2,0,0,4,2,1,1,3,0,4,1,0,4,2,4,0,,1,1,0,3
2021년09월_계_총인구수,"340,024","7,454","10,472","9,819","11,660","6,426","13,017","11,890","7,372","13,884","13,377","4,052","21,535","14,543","15,662","18,850","15,184","42,783","11,132",,"21,746","21,187","29,240","18,739"
2021년09월_계_연령구간인구수,"340,024","7,454","10,472","9,819","11,660","6,426","13,017","11,890","7,372","13,884","13,377","4,052","21,535","14,543","15,662","18,850","15,184","42,783","11,132",,"21,746","21,187","29,240","18,739"
2021년09월_계_0~9세,"23,995",262,944,938,351,202,713,857,153,485,656,174,"2,160",613,778,879,710,"3,511",621,,"1,322","2,318","2,405","2,943"
2021년09월_계_10~19세,"26,187",382,856,630,603,380,879,"1,010",332,788,941,221,"2,312",885,868,"1,275",906,"3,675",623,,"1,442","2,696","2,915","1,568"
2021년09월_계_20~29세,"40,826",842,991,"1,031","1,728",759,"1,521","1,492","1,297","1,781","1,675",582,"2,208","1,864","2,141","2,412","1,877","5,094","1,331",,"2,407","2,178","3,788","1,827"
2021년09월_계_30~39세,"42,862",659,"1,325","1,576","1,370",560,"1,440","1,465","1,066","1,358","1,468",446,"2,663","1,469","1,848","1,775","1,570","5,448","1,335",,"2,625","2,941","3,998","4,457"
2021년09월_계_40~49세,"50,729",917,"1,814","1,395","1,502",793,"1,845","1,828",922,"1,644","1,883",437,"4,011","1,723","1,975","2,336","1,913","6,690","1,397",,"3,028","4,189","4,866","3,621"
2021년09월_계_50~59세,"56,307","1,275","1,541","1,498","2,233","1,207","2,182","2,088","1,240","2,509","2,245",714,"3,283","2,829","2,833","3,627","2,749","6,872","2,149",,"3,833","2,914","4,719","1,767"
2021년09월_계_60~69세,"53,302","1,468","1,446","1,455","2,103","1,299","2,185","1,675","1,251","2,746","2,409",760,"2,800","2,932","2,854","3,519","2,858","6,508","2,046",,"3,654","2,021","3,756","1,557"
2021년09월_계_70~79세,"30,410","1,016","1,002",868,"1,219",804,"1,454",929,734,"1,704","1,388",463,"1,429","1,522","1,586","1,972","1,767","3,291","1,113",,"2,190","1,311","1,929",719
2021년09월_계_80~89세,"13,794",557,497,386,490,390,711,495,346,797,625,227,583,642,702,959,746,"1,501",461,,"1,096",560,780,243
2021년09월_계_90~99세,"1,559",70,54,40,60,31,83,49,29,70,83,28,83,62,77,92,85,188,54,,146,58,83,34
2021년09월_계_100세 이상,53,6,2,2,1,1,4,2,2,2,4,0,3,2,0,4,3,5,2,,3,1,1,3
2021년09월_남_총인구수,"167,322","3,704","4,947","4,846","5,895","3,043","6,177","5,874","3,692","6,921","6,408","2,154","10,565","7,247","7,888","9,089","7,627","20,977","5,589",,"10,673","10,257","14,465","9,284"
2021년09월_남_연령구간인구수,"167,322","3,704","4,947","4,846","5,895","3,043","6,177","5,874","3,692","6,921","6,408","2,154","10,565","7,247","7,888","9,089","7,627","20,977","5,589",,"10,673","10,257","14,465","9,284"
2021년09월_남_0~9세,"12,232",140,495,490,182,96,374,450,74,280,312,76,"1,069",308,405,442,359,"1,825",305,,648,"1,170","1,232","1,500"
2021년09월_남_10~19세,"13,732",224,460,344,327,206,470,584,189,428,477,127,"1,176",465,455,673,493,"1,943",340,,737,"1,325","1,503",786
2021년09월_남_20~29세,"21,744",457,516,511,899,420,815,798,616,977,882,387,"1,188","1,034","1,180","1,318","1,034","2,689",732,,"1,320","1,101","2,010",860
2021년09월_남_30~39세,"22,781",403,649,841,778,311,744,741,610,781,810,264,"1,316",843,"1,045",938,902,"2,825",732,,"1,421","1,436","2,114","2,277"
2021년09월_남_40~49세,"26,010",501,918,716,838,405,946,875,543,875,942,247,"2,002",936,"1,061","1,190","1,025","3,413",752,,"1,493","2,017","2,386","1,929"
2021년09월_남_50~59세,"27,504",659,735,731,"1,162",566,"1,017","1,042",629,"1,238","1,070",369,"1,601","1,378","1,375","1,687","1,420","3,359","1,049",,"1,819","1,497","2,295",806
2021년09월_남_60~69세,"24,732",691,612,658,982,564,943,800,578,"1,272","1,070",388,"1,338","1,367","1,387","1,595","1,344","2,986",969,,"1,786",905,"1,772",725
2021년09월_남_70~79세,"13,270",414,382,395,525,328,579,390,326,728,588,206,649,685,702,874,784,"1,431",490,,"1,036",580,860,318
2021년09월_남_80~89세,"4,969",204,164,154,182,141,266,182,121,321,232,85,212,217,262,349,250,474,205,,385,211,273,79
2021년09월_남_90~99세,335,11,15,6,19,6,22,12,5,20,24,5,14,14,16,23,15,31,13,,26,15,19,4
2021년09월_남_100세 이상,13,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,2,0,1,0
2021년09월_여_총인구수,"172,702","3,750","5,525","4,973","5,765","3,383","6,840","6,016","3,680","6,963","6,969","1,898","10,970","7,296","7,774","9,761","7,557","21,806","5,543",,"11,073","10,930","14,775","9,455"
2021년09월_여_연령구간인구수,"172,702","3,750","5,525","4,973","5,765","3,383","6,840","6,016","3,680","6,963","6,969","1,898","10,970","7,296","7,774","9,761","7,557","21,806","5,543",,"11,073","10,930","14,775","9,455"
2021년09월_여_0~9세,"11,763",122,449,448,169,106,339,407,79,205,344,98,"1,091",305,373,437,351,"1,686",316,,674,"1,148","1,173","1,443"
2021년09월_여_10~19세,"12,455",158,396,286,276,174,409,426,143,360,464,94,"1,136",420,413,602,413,"1,732",283,,705,"1,371","1,412",782
2021년09월_여_20~29세,"19,082",385,475,520,829,339,706,694,681,804,793,195,"1,020",830,961,"1,094",843,"2,405",599,,"1,087","1,077","1,778",967
2021년09월_여_30~39세,"20,081",256,676,735,592,249,696,724,456,577,658,182,"1,347",626,803,837,668,"2,623",603,,"1,204","1,505","1,884","2,180"
2021년09월_여_40~49세,"24,719",416,896,679,664,388,899,953,379,769,941,190,"2,009",787,914,"1,146",888,"3,277",645,,"1,535","2,172","2,480","1,692"
2021년09월_여_50~59세,"28,803",616,806,767,"1,071",641,"1,165","1,046",611,"1,271","1,175",345,"1,682","1,451","1,458","1,940","1,329","3,513","1,100",,"2,014","1,417","2,424",961
2021년09월_여_60~69세,"28,570",777,834,797,"1,121",735,"1,242",875,673,"1,474","1,339",372,"1,462","1,565","1,467","1,924","1,514","3,522","1,077",,"1,868","1,116","1,984",832
2021년09월_여_70~79세,"17,140",602,620,473,694,476,875,539,408,976,800,257,780,837,884,"1,098",983,"1,860",623,,"1,154",731,"1,069",401
2021년09월_여_80~89세,"8,825",353,333,232,308,249,445,313,225,476,393,142,371,425,440,610,496,"1,027",256,,711,349,507,164
2021년09월_여_90~99세,"1,224",59,39,34,41,25,61,37,24,50,59,23,69,48,61,69,70,157,41,,120,43,64,30
2021년09월_여_100세 이상,40,6,1,2,0,1,3,2,1,1,3,0,3,2,0,4,2,4,0,,1,1,0,3
2021년10월_계_총인구수,"340,575","7,559","10,439","10,871","11,590","6,385","13,002","11,804","7,355","13,828","13,320","4,044","21,486","14,517","15,619","18,881","15,164","42,649","11,141",,"21,747","21,144","29,194","18,836"
2021년10월_계_연령구간인구수,"340,575","7,559","10,439","10,871","11,590","6,385","13,002","11,804","7,355","13,828","13,320","4,044","21,486","14,517","15,619","18,881","15,164","42,649","11,141",,"21,747","21,144","29,194","18,836"
2021년10월_계_0~9세,"24,007",288,931,"1,122",348,202,698,844,153,465,650,173,"2,150",609,779,870,704,"3,479",620,,"1,325","2,286","2,374","2,937"
2021년10월_계_10~19세,"26,196",383,862,698,590,380,878,"1,001",327,781,939,217,"2,309",874,865,"1,278",901,"3,661",613,,"1,443","2,696","2,926","1,574"
2021년10월_계_20~29세,"40,702",853,973,"1,134","1,711",746,"1,520","1,473","1,284","1,756","1,653",578,"2,198","1,855","2,123","2,412","1,868","5,050","1,343",,"2,382","2,179","3,756","1,855"
2021년10월_계_30~39세,"43,089",710,"1,322","1,889","1,356",550,"1,436","1,454","1,067","1,354","1,462",442,"2,641","1,459","1,847","1,786","1,567","5,424","1,343",,"2,625","2,904","3,976","4,475"
2021년10월_계_40~49세,"50,660",918,"1,800","1,527","1,494",784,"1,841","1,805",922,"1,628","1,873",436,"3,985","1,727","1,961","2,326","1,903","6,670","1,383",,"3,016","4,183","4,845","3,633"
2021년10월_계_50~59세,"56,414","1,286","1,552","1,627","2,214","1,197","2,188","2,094","1,235","2,508","2,243",711,"3,282","2,811","2,818","3,631","2,746","6,853","2,155",,"3,827","2,925","4,735","1,776"
2021년10월_계_60~69세,"53,412","1,464","1,445","1,510","2,096","1,297","2,169","1,667","1,250","2,752","2,395",766,"2,808","2,934","2,849","3,523","2,869","6,527","2,051",,"3,675","2,022","3,765","1,578"
2021년10월_계_70~79세,"30,562","1,017",998,913,"1,231",807,"1,463",919,739,"1,702","1,392",464,"1,441","1,541","1,590","1,986","1,774","3,284","1,115",,"2,199","1,318","1,944",725
2021년10월_계_80~89세,"13,913",567,501,409,489,390,717,494,347,810,627,230,584,645,711,972,744,"1,505",460,,"1,105",572,788,246
2021년10월_계_90~99세,"1,568",67,53,40,59,31,88,51,29,70,82,27,85,60,76,93,85,191,56,,148,58,84,35
2021년10월_계_100세 이상,52,6,2,2,2,1,4,2,2,2,4,0,3,2,0,4,3,5,2,,2,1,1,2
2021년10월_남_총인구수,"167,505","3,753","4,938","5,367","5,853","3,022","6,169","5,832","3,674","6,886","6,379","2,154","10,540","7,227","7,853","9,101","7,613","20,887","5,596",,"10,672","10,226","14,440","9,323"
2021년10월_남_연령구간인구수,"167,505","3,753","4,938","5,367","5,853","3,022","6,169","5,832","3,674","6,886","6,379","2,154","10,540","7,227","7,853","9,101","7,613","20,887","5,596",,"10,672","10,226","14,440","9,323"
2021년10월_남_0~9세,"12,218",153,491,582,178,94,367,441,74,269,310,75,"1,065",304,404,435,350,"1,808",306,,649,"1,149","1,217","1,497"
2021년10월_남_10~19세,"13,730",224,465,384,319,205,472,579,185,424,474,126,"1,175",458,451,676,493,"1,934",333,,737,"1,326","1,503",787
2021년10월_남_20~29세,"21,648",461,509,560,885,418,806,784,609,957,869,391,"1,188","1,026","1,163","1,322","1,032","2,657",734,,"1,312","1,102","1,995",868
2021년10월_남_30~39세,"22,915",433,650,983,778,303,745,745,600,781,804,262,"1,315",843,"1,045",949,894,"2,820",737,,"1,419","1,417","2,100","2,292"
2021년10월_남_40~49세,"25,967",499,911,795,821,405,951,863,542,868,940,246,"1,972",936,"1,052","1,180","1,028","3,392",751,,"1,489","2,016","2,374","1,936"
2021년10월_남_50~59세,"27,555",661,742,789,"1,162",560,"1,022","1,041",631,"1,240","1,066",364,"1,603","1,365","1,370","1,682","1,416","3,349","1,052",,"1,817","1,501","2,314",808
2021년10월_남_60~69세,"24,791",693,611,689,977,559,935,800,574,"1,279","1,069",394,"1,338","1,373","1,381","1,601","1,345","2,992",973,,"1,794",905,"1,775",734
2021년10월_남_70~79세,"13,334",415,374,415,530,331,580,385,332,725,587,207,658,692,707,882,788,"1,427",493,,"1,045",581,865,315
2021년10월_남_80~89세,"5,003",205,169,163,183,141,267,182,121,323,236,84,211,218,263,352,250,475,202,,384,214,278,82
2021년10월_남_90~99세,332,9,15,7,19,6,23,12,5,19,23,5,15,12,17,22,16,32,13,,25,15,18,4
2021년10월_남_100세 이상,12,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,,1,0,1,0
2021년10월_여_총인구수,"173,070","3,806","5,501","5,504","5,737","3,363","6,833","5,972","3,681","6,942","6,941","1,890","10,946","7,290","7,766","9,780","7,551","21,762","5,545",,"11,075","10,918","14,754","9,513"
2021년10월_여_연령구간인구수,"173,070","3,806","5,501","5,504","5,737","3,363","6,833","5,972","3,681","6,942","6,941","1,890","10,946","7,290","7,766","9,780","7,551","21,762","5,545",,"11,075","10,918","14,754","9,513"
2021년10월_여_0~9세,"11,789",135,440,540,170,108,331,403,79,196,340,98,"1,085",305,375,435,354,"1,671",314,,676,"1,137","1,157","1,440"
2021년10월_여_10~19세,"12,466",159,397,314,271,175,406,422,142,357,465,91,"1,134",416,414,602,408,"1,727",280,,706,"1,370","1,423",787
2021년10월_여_20~29세,"19,054",392,464,574,826,328,714,689,675,799,784,187,"1,010",829,960,"1,090",836,"2,393",609,,"1,070","1,077","1,761",987
2021년10월_여_30~39세,"20,174",277,672,906,578,247,691,709,467,573,658,180,"1,326",616,802,837,673,"2,604",606,,"1,206","1,487","1,876","2,183"
2021년10월_여_40~49세,"24,693",419,889,732,673,379,890,942,380,760,933,190,"2,013",791,909,"1,146",875,"3,278",632,,"1,527","2,167","2,471","1,697"
2021년10월_여_50~59세,"28,859",625,810,838,"1,052",637,"1,166","1,053",604,"1,268","1,177",347,"1,679","1,446","1,448","1,949","1,330","3,504","1,103",,"2,010","1,424","2,421",968
2021년10월_여_60~69세,"28,621",771,834,821,"1,119",738,"1,234",867,676,"1,473","1,326",372,"1,470","1,561","1,468","1,922","1,524","3,535","1,078",,"1,881","1,117","1,990",844
2021년10월_여_70~79세,"17,228",602,624,498,701,476,883,534,407,977,805,257,783,849,883,"1,104",986,"1,857",622,,"1,154",737,"1,079",410
2021년10월_여_80~89세,"8,910",362,332,246,306,249,450,312,226,487,391,146,373,427,448,620,494,"1,030",258,,721,358,510,164
2021년10월_여_90~99세,"1,236",58,38,33,40,25,65,39,24,51,59,22,70,48,59,71,69,159,43,,123,43,66,31
2021년10월_여_100세 이상,40,6,1,2,1,1,3,2,1,1,3,0,3,2,0,4,2,4,0,,1,1,0,2
2021년11월_계_총인구수,"341,114","8,217","10,391","11,461","11,528","6,360","12,985","11,733","7,355","13,793","13,278","4,012","21,419","14,486","15,609","18,847","15,142","42,496","11,075",,"21,754","21,186","29,143","18,844"
2021년11월_계_연령구간인구수,"341,114","8,217","10,391","11,461","11,528","6,360","12,985","11,733","7,355","13,793","13,278","4,012","21,419","14,486","15,609","18,847","15,142","42,496","11,075",,"21,754","21,186","29,143","18,844"
2021년11월_계_0~9세,"24,020",392,909,"1,242",339,202,695,831,154,461,642,166,"2,125",607,780,865,701,"3,439",611,,"1,326","2,265","2,347","2,921"
2021년11월_계_10~19세,"26,193",423,857,719,583,376,867,996,332,775,927,216,"2,323",863,867,"1,269",888,"3,665",617,,"1,440","2,703","2,910","1,577"
2021년11월_계_20~29세,"40,612",931,969,"1,184","1,705",737,"1,514","1,464","1,276","1,729","1,660",570,"2,174","1,842","2,093","2,405","1,862","5,003","1,329",,"2,365","2,206","3,741","1,853"
2021년11월_계_30~39세,"43,169",900,"1,310","2,020","1,343",549,"1,440","1,425","1,075","1,361","1,458",432,"2,607","1,458","1,833","1,790","1,561","5,360","1,316",,"2,622","2,883","3,970","4,456"
2021년11월_계_40~49세,"50,786","1,025","1,792","1,646","1,475",781,"1,840","1,809",906,"1,612","1,857",433,"3,982","1,722","1,970","2,308","1,887","6,674","1,389",,"3,017","4,183","4,820","3,658"
2021년11월_계_50~59세,"56,488","1,382","1,548","1,704","2,198","1,186","2,183","2,093","1,240","2,501","2,236",706,"3,274","2,801","2,816","3,623","2,750","6,823","2,131",,"3,831","2,945","4,739","1,778"
2021년11월_계_60~69세,"53,589","1,485","1,444","1,554","2,103","1,307","2,180","1,657","1,244","2,762","2,383",767,"2,819","2,950","2,854","3,528","2,874","6,526","2,052",,"3,682","2,037","3,790","1,591"
2021년11월_계_70~79세,"30,676","1,032","1,005",932,"1,226",805,"1,464",918,749,"1,711","1,401",466,"1,441","1,540","1,603","2,003","1,781","3,288","1,110",,"2,202","1,329","1,945",725
2021년11월_계_80~89세,"13,972",579,501,418,494,387,716,487,347,811,627,227,585,643,714,965,750,"1,519",463,,"1,122",574,798,245
2021년11월_계_90~99세,"1,567",68,54,40,60,29,86,51,30,68,84,29,86,58,79,87,85,194,54,,145,60,82,38
2021년11월_계_100세 이상,42,0,2,2,2,1,0,2,2,2,3,0,3,2,0,4,3,5,3,,2,1,1,2
2021년11월_남_총인구수,"167,733","4,100","4,913","5,657","5,813","3,005","6,161","5,790","3,670","6,868","6,353","2,133","10,521","7,219","7,848","9,080","7,594","20,810","5,557",,"10,684","10,241","14,400","9,316"
2021년11월_남_연령구간인구수,"167,733","4,100","4,913","5,657","5,813","3,005","6,161","5,790","3,670","6,868","6,353","2,133","10,521","7,219","7,848","9,080","7,594","20,810","5,557",,"10,684","10,241","14,400","9,316"
2021년11월_남_0~9세,"12,236",202,479,646,178,93,365,437,73,268,306,76,"1,053",305,403,434,350,"1,791",306,,650,"1,133","1,202","1,486"
2021년11월_남_10~19세,"13,715",243,460,389,315,202,467,572,186,422,465,124,"1,188",450,451,672,489,"1,936",329,,741,"1,336","1,485",793
