카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021년11월_계_70~79세,"20,561","1,123",689,"1,208","1,045",616,"1,857",605,750,806,966,"1,038","2,260",615,"1,439","1,647","1,230","2,667"
2021년11월_계_80~89세,"9,680",478,324,594,471,328,755,349,372,410,556,449,"1,033",282,668,827,700,"1,084"
2021년11월_계_90~99세,"1,315",81,38,87,98,43,92,42,69,51,93,49,142,30,79,99,87,135
2021년11월_계_100세 이상,39,3,5,3,3,1,2,1,1,0,0,0,7,1,2,2,3,5
2021년11월_남_총인구수,"113,977","8,079","6,901","6,127","6,835","2,457","7,874","2,647","3,414","4,598","5,014","6,471","12,375","3,453","6,786","10,845","6,164","13,937"
2021년11월_남_연령구간인구수,"113,977","8,079","6,901","6,127","6,835","2,457","7,874","2,647","3,414","4,598","5,014","6,471","12,375","3,453","6,786","10,845","6,164","13,937"
2021년11월_남_0~9세,"7,191",412,704,309,458,94,354,92,164,248,312,581,925,178,428,940,302,690
2021년11월_남_10~19세,"10,886",486,"1,211",589,583,162,551,149,240,327,385,759,"1,538",188,510,"1,455",555,"1,198"
2021년11월_남_20~29세,"15,356","1,275",770,803,"1,124",283,949,433,409,811,734,774,"1,574",480,917,"1,401",837,"1,782"
2021년11월_남_30~39세,"13,009","1,254",633,658,"1,002",236,868,356,391,694,683,721,"1,070",476,797,"1,095",700,"1,375"
2021년11월_남_40~49세,"17,880","1,348","1,471",974,"1,126",334,"1,098",327,451,690,706,"1,126","1,964",538,"1,014","1,780",861,"2,072"
2021년11월_남_50~59세,"19,765","1,429","1,127","1,089","1,007",480,"1,389",438,631,764,838,"1,135","2,187",589,"1,078","1,805","1,145","2,634"
2021년11월_남_60~69세,"16,640","1,160",561,953,865,468,"1,511",436,621,559,714,755,"1,618",614,"1,073","1,278",990,"2,464"
2021년11월_남_70~79세,"9,218",515,288,526,452,269,843,259,343,346,413,447,"1,045",277,684,725,498,"1,288"
2021년11월_남_80~89세,"3,714",180,126,198,188,126,291,145,149,148,207,164,423,106,264,341,259,399
2021년11월_남_90~99세,310,19,9,27,29,5,19,12,15,11,22,9,31,7,20,24,17,34
2021년11월_남_100세 이상,8,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
2021년11월_여_총인구수,"117,329","7,644","7,533","6,437","7,008","2,251","7,792","2,799","3,330","4,931","5,626","6,894","13,340","3,143","6,953","11,645","6,541","13,462"
2021년11월_여_연령구간인구수,"117,329","7,644","7,533","6,437","7,008","2,251","7,792","2,799","3,330","4,931","5,626","6,894","13,340","3,143","6,953","11,645","6,541","13,462"
2021년11월_여_0~9세,"6,865",461,674,314,378,70,329,69,130,265,330,506,885,146,422,873,300,713
2021년11월_여_10~19세,"10,178",493,"1,231",521,515,135,529,103,184,391,384,812,"1,436",139,444,"1,333",477,"1,051"
2021년11월_여_20~29세,"14,840","1,437",788,667,"1,328",225,808,586,394,922,774,704,"1,393",404,859,"1,460",703,"1,388"
2021년11월_여_30~39세,"12,179","1,083",786,594,948,182,677,280,286,640,679,741,"1,173",393,747,"1,224",541,"1,205"
2021년11월_여_40~49세,"17,504","1,051","1,710",939,"1,014",238,909,256,386,650,736,"1,259","2,256",391,909,"2,063",905,"1,832"
2021년11월_여_50~59세,"19,231","1,098","1,013","1,146",945,358,"1,373",414,598,688,952,"1,112","2,290",535,"1,130","1,799","1,226","2,554"
2021년11월_여_60~69세,"18,187","1,051",699,"1,116",933,455,"1,615",510,667,613,798,844,"1,964",597,"1,223","1,409","1,143","2,550"
2021년11월_여_70~79세,"11,343",608,401,682,593,347,"1,014",346,407,460,553,591,"1,215",338,755,922,732,"1,379"
2021년11월_여_80~89세,"5,966",298,198,396,283,202,464,204,223,262,349,285,610,176,404,486,441,685
2021년11월_여_90~99세,"1,005",62,29,60,69,38,73,30,54,40,71,40,111,23,59,75,70,101
2021년11월_여_100세 이상,31,2,4,2,2,1,1,1,1,0,0,0,7,1,1,1,3,4
2021년12월_계_총인구수,"230,341","15,644","14,379","12,527","13,752","4,699","15,622","5,474","6,748","9,465","10,577","13,291","25,613","6,555","13,711","22,378","12,631","27,275"
2021년12월_계_연령구간인구수,"230,341","15,644","14,379","12,527","13,752","4,699","15,622","5,474","6,748","9,465","10,577","13,291","25,613","6,555","13,711","22,378","12,631","27,275"
2021년12월_계_0~9세,"13,883",854,"1,352",630,827,165,678,160,288,509,628,"1,081","1,802",318,839,"1,778",588,"1,386"
2021년12월_계_10~19세,"20,948",971,"2,447","1,092","1,092",292,"1,069",255,425,701,761,"1,547","2,966",322,949,"2,789","1,024","2,246"
2021년12월_계_20~29세,"30,051","2,678","1,549","1,478","2,432",501,"1,753","1,035",808,"1,740","1,505","1,477","2,952",868,"1,770","2,848","1,528","3,129"
2021년12월_계_30~39세,"24,970","2,328","1,411","1,244","1,925",422,"1,522",642,679,"1,326","1,342","1,445","2,210",863,"1,537","2,272","1,238","2,564"
2021년12월_계_40~49세,"35,204","2,384","3,162","1,910","2,133",570,"2,005",590,843,"1,333","1,430","2,365","4,190",928,"1,913","3,821","1,740","3,887"
2021년12월_계_50~59세,"38,869","2,532","2,152","2,213","1,942",837,"2,749",852,"1,216","1,450","1,792","2,230","4,463","1,123","2,207","3,598","2,368","5,145"
2021년12월_계_60~69세,"34,798","2,215","1,254","2,068","1,796",918,"3,130",944,"1,296","1,156","1,511","1,611","3,571","1,208","2,297","2,681","2,128","5,014"
2021년12월_계_70~79세,"20,521","1,119",688,"1,203","1,030",620,"1,854",605,744,794,965,"1,030","2,259",609,"1,440","1,662","1,225","2,674"
2021년12월_계_80~89세,"9,735",479,323,594,475,328,762,347,378,407,551,456,"1,054",286,677,824,702,"1,092"
2021년12월_계_90~99세,"1,326",81,39,92,97,45,98,43,70,49,92,49,140,29,79,103,87,133
2021년12월_계_100세 이상,36,3,2,3,3,1,2,1,1,0,0,0,6,1,3,2,3,5
2021년12월_남_총인구수,"113,507","8,034","6,880","6,084","6,815","2,455","7,859","2,652","3,406","4,585","4,980","6,446","12,313","3,427","6,783","10,793","6,125","13,870"
2021년12월_남_연령구간인구수,"113,507","8,034","6,880","6,084","6,815","2,455","7,859","2,652","3,406","4,585","4,980","6,446","12,313","3,427","6,783","10,793","6,125","13,870"
2021년12월_남_0~9세,"7,099",404,691,313,448,96,353,90,160,245,305,581,914,177,423,922,298,679
2021년12월_남_10~19세,"10,816",478,"1,216",572,578,158,548,150,238,320,379,748,"1,529",185,504,"1,460",551,"1,202"
2021년12월_남_20~29세,"15,297","1,252",768,799,"1,123",281,945,442,412,825,734,779,"1,572",466,921,"1,400",826,"1,752"
2021년12월_남_30~39세,"12,898","1,254",628,652,999,238,853,353,389,690,672,709,"1,061",475,797,"1,070",698,"1,360"
2021년12월_남_40~49세,"17,799","1,333","1,466",967,"1,123",332,"1,110",329,454,693,701,"1,117","1,943",541,"1,013","1,764",847,"2,066"
2021년12월_남_50~59세,"19,703","1,435","1,131","1,081","1,005",486,"1,381",437,624,762,838,"1,128","2,175",587,"1,073","1,804","1,142","2,614"
2021년12월_남_60~69세,"16,646","1,162",556,953,867,463,"1,516",434,625,551,713,766,"1,617",612,"1,079","1,271",992,"2,469"
2021년12월_남_70~79세,"9,189",515,288,518,449,269,842,260,339,341,413,442,"1,036",272,683,737,494,"1,291"
2021년12월_남_80~89세,"3,740",183,126,200,192,127,290,144,150,148,202,167,436,105,268,338,261,403
2021년12월_남_90~99세,312,17,10,28,30,5,20,13,15,10,23,9,30,7,20,26,16,33
2021년12월_남_100세 이상,8,1,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1
2021년12월_여_총인구수,"116,834","7,610","7,499","6,443","6,937","2,244","7,763","2,822","3,342","4,880","5,597","6,845","13,300","3,128","6,928","11,585","6,506","13,405"
2021년12월_여_연령구간인구수,"116,834","7,610","7,499","6,443","6,937","2,244","7,763","2,822","3,342","4,880","5,597","6,845","13,300","3,128","6,928","11,585","6,506","13,405"
2021년12월_여_0~9세,"6,784",450,661,317,379,69,325,70,128,264,323,500,888,141,416,856,290,707
2021년12월_여_10~19세,"10,132",493,"1,231",520,514,134,521,105,187,381,382,799,"1,437",137,445,"1,329",473,"1,044"
2021년12월_여_20~29세,"14,754","1,426",781,679,"1,309",220,808,593,396,915,771,698,"1,380",402,849,"1,448",702,"1,377"
2021년12월_여_30~39세,"12,072","1,074",783,592,926,184,669,289,290,636,670,736,"1,149",388,740,"1,202",540,"1,204"
2021년12월_여_40~49세,"17,405","1,051","1,696",943,"1,010",238,895,261,389,640,729,"1,248","2,247",387,900,"2,057",893,"1,821"
2021년12월_여_50~59세,"19,166","1,097","1,021","1,132",937,351,"1,368",415,592,688,954,"1,102","2,288",536,"1,134","1,794","1,226","2,531"
2021년12월_여_60~69세,"18,152","1,053",698,"1,115",929,455,"1,614",510,671,605,798,845,"1,954",596,"1,218","1,410","1,136","2,545"
2021년12월_여_70~79세,"11,332",604,400,685,581,351,"1,012",345,405,453,552,588,"1,223",337,757,925,731,"1,383"
2021년12월_여_80~89세,"5,995",296,197,394,283,201,472,203,228,259,349,289,618,181,409,486,441,689
2021년12월_여_90~99세,"1,014",64,29,64,67,40,78,30,55,39,69,40,110,22,59,77,71,100
2021년12월_여_100세 이상,28,2,2,2,2,1,1,1,1,0,0,0,6,1,1,1,3,4
