카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021년07월_남_연령구간인구수,"209,004","7,793","10,951","6,521","6,942","11,442","7,468","7,456","8,826","11,223","7,460","12,118","16,965","7,995","19,341","12,864","9,442","11,936","6,824","7,970","17,467"
2021년07월_남_0~9세,"14,414",365,546,270,391,972,222,481,734,756,299,817,"1,930",727,"1,316",987,556,878,294,891,982
2021년07월_남_10~19세,"18,568",602,947,409,608,"1,403",421,452,868,947,478,"1,094","2,400",764,"1,978","1,247",727,987,427,666,"1,143"
2021년07월_남_20~29세,"31,724","1,276","1,872","1,451",920,"1,412","2,640","1,254","1,122","1,604","1,686","1,676","1,644",946,"3,009","1,456","1,493","1,725",984,996,"2,558"
2021년07월_남_30~39세,"29,510","1,177","1,579","1,159",961,"1,386","1,124","1,332","1,281","1,584","1,038","1,519","1,965","1,171","2,570","1,751","1,408","1,765",935,"1,257","2,548"
2021년07월_남_40~49세,"33,783","1,213","1,710",943,971,"2,045",824,"1,183","1,505","1,738",903,"2,019","3,734","1,372","3,099","2,257","1,406","1,857","1,027","1,348","2,629"
2021년07월_남_50~59세,"34,049","1,302","1,835",967,"1,277","1,973",975,"1,197","1,405","1,796","1,149","2,005","2,600","1,358","3,132","2,115","1,516","2,043","1,220","1,286","2,898"
2021년07월_남_60~69세,"26,457",975,"1,361",680,"1,028","1,302",699,915,"1,061","1,579","1,009","1,649","1,478","1,000","2,365","1,741","1,321","1,612","1,064",939,"2,679"
2021년07월_남_70~79세,"14,282",536,750,440,563,636,388,463,576,872,614,954,870,476,"1,222",931,715,762,625,449,"1,440"
2021년07월_남_80~89세,"5,702",301,320,179,205,279,163,173,255,320,259,353,322,165,573,352,277,289,229,132,556
2021년07월_남_90~99세,488,39,28,22,18,34,10,5,19,25,25,31,22,14,73,27,23,17,19,5,32
2021년07월_남_100세 이상,27,7,3,1,0,0,2,1,0,2,0,1,0,2,4,0,0,1,0,1,2
2021년07월_여_총인구수,"224,357","8,903","12,045","8,973","7,885","12,726","7,409","8,005","9,517","11,944","7,630","12,975","18,690","8,629","19,713","13,729","10,158","12,455","6,964","8,183","17,824"
2021년07월_여_연령구간인구수,"224,357","8,903","12,045","8,973","7,885","12,726","7,409","8,005","9,517","11,944","7,630","12,975","18,690","8,629","19,713","13,729","10,158","12,455","6,964","8,183","17,824"
2021년07월_여_0~9세,"13,814",389,506,279,400,959,212,485,669,702,277,729,"1,852",680,"1,258",982,483,874,285,829,964
2021년07월_여_10~19세,"18,010",563,873,540,650,"1,392",398,477,871,881,448,"1,008","2,485",677,"1,652","1,334",721,915,433,685,"1,007"
2021년07월_여_20~29세,"34,406","1,489","2,315","3,010","1,059","1,499","2,479","1,354","1,146","1,621","1,379","1,589","1,768","1,089","2,646","1,610","1,983","1,676","1,008","1,066","2,620"
2021년07월_여_30~39세,"29,610","1,283","1,665","1,357",988,"1,563",892,"1,243","1,324","1,497",789,"1,604","2,418","1,242","2,523","1,776","1,308","1,618",836,"1,324","2,360"
2021년07월_여_40~49세,"34,741","1,327","1,767","1,032","1,111","2,312",766,"1,183","1,621","1,786",927,"2,085","4,057","1,498","3,193","2,261","1,371","1,863",871,"1,282","2,428"
2021년07월_여_50~59세,"34,991","1,451","1,850",975,"1,389","2,141",986,"1,296","1,444","1,938","1,197","2,147","2,463","1,388","3,175","2,099","1,476","2,180","1,172","1,251","2,973"
2021년07월_여_60~69세,"29,810","1,121","1,421",831,"1,178","1,477",792,"1,024","1,215","1,823","1,257","2,005","1,836","1,123","2,548","1,896","1,429","1,809","1,181","1,025","2,819"
2021년07월_여_70~79세,"18,440",762,"1,034",595,687,835,552,604,785,"1,094",821,"1,171","1,186",612,"1,630","1,185",880,984,770,477,"1,776"
2021년07월_여_80~89세,"8,946",409,529,295,371,446,283,283,378,512,452,530,522,276,925,509,429,467,353,211,766
2021년07월_여_90~99세,"1,508",97,74,47,48,99,46,53,62,88,80,103,99,43,159,77,74,68,52,29,110
2021년07월_여_100세 이상,81,12,11,12,4,3,3,3,2,2,3,4,4,1,4,0,4,1,3,4,1
2021년08월_계_총인구수,"432,815","16,668","22,996","15,494","14,800","24,111","14,955","15,421","18,263","23,110","15,091","24,983","35,598","16,641","39,064","26,519","19,561","24,367","13,796","16,119","35,258"
2021년08월_계_연령구간인구수,"432,815","16,668","22,996","15,494","14,800","24,111","14,955","15,421","18,263","23,110","15,091","24,983","35,598","16,641","39,064","26,519","19,561","24,367","13,796","16,119","35,258"
2021년08월_계_0~9세,"28,048",753,"1,042",545,790,"1,920",429,963,"1,386","1,446",570,"1,531","3,737","1,411","2,552","1,956","1,038","1,756",577,"1,716","1,930"
2021년08월_계_10~19세,"36,466","1,155","1,817",946,"1,253","2,797",822,923,"1,718","1,815",927,"2,079","4,887","1,436","3,628","2,565","1,442","1,902",865,"1,354","2,135"
2021년08월_계_20~29세,"66,073","2,769","4,189","4,506","1,974","2,907","5,184","2,598","2,250","3,212","3,080","3,256","3,396","2,032","5,653","3,031","3,482","3,377","1,984","2,045","5,148"
2021년08월_계_30~39세,"58,980","2,470","3,238","2,508","1,935","2,936","2,024","2,575","2,592","3,060","1,820","3,093","4,352","2,403","5,096","3,529","2,700","3,371","1,788","2,574","4,916"
2021년08월_계_40~49세,"68,197","2,516","3,462","1,944","2,086","4,331","1,585","2,349","3,122","3,501","1,828","4,075","7,735","2,867","6,282","4,508","2,750","3,720","1,880","2,616","5,040"
2021년08월_계_50~59세,"69,039","2,753","3,700","1,942","2,657","4,110","1,960","2,487","2,844","3,743","2,337","4,150","5,093","2,766","6,319","4,190","2,986","4,213","2,392","2,530","5,867"
2021년08월_계_60~69세,"56,540","2,098","2,798","1,517","2,212","2,786","1,505","1,939","2,277","3,419","2,289","3,640","3,355","2,142","4,938","3,656","2,758","3,437","2,258","1,972","5,544"
2021년08월_계_70~79세,"32,655","1,289","1,783","1,032","1,249","1,463",936,"1,066","1,354","1,953","1,425","2,127","2,063","1,083","2,856","2,100","1,596","1,747","1,392",926,"3,215"
2021년08월_계_80~89세,"14,721",711,849,473,574,727,449,458,639,842,707,892,854,444,"1,505",880,708,755,587,347,"1,320"
2021년08월_계_90~99세,"1,988",135,103,68,66,131,56,59,79,115,105,135,122,55,227,104,97,87,70,34,140
2021년08월_계_100세 이상,108,19,15,13,4,3,5,4,2,4,3,5,4,2,8,0,4,2,3,5,3
2021년08월_남_총인구수,"208,711","7,786","10,962","6,522","6,932","11,409","7,518","7,433","8,793","11,180","7,479","12,046","16,924","7,991","19,370","12,814","9,421","11,913","6,821","7,938","17,459"
2021년08월_남_연령구간인구수,"208,711","7,786","10,962","6,522","6,932","11,409","7,518","7,433","8,793","11,180","7,479","12,046","16,924","7,991","19,370","12,814","9,421","11,913","6,821","7,938","17,459"
2021년08월_남_0~9세,"14,313",364,545,267,389,962,218,479,718,749,296,807,"1,917",726,"1,308",984,558,882,294,874,976
2021년08월_남_10~19세,"18,505",600,947,401,610,"1,399",426,446,863,936,483,"1,081","2,393",761,"1,985","1,236",722,979,429,676,"1,132"
2021년08월_남_20~29세,"31,683","1,281","1,873","1,476",912,"1,414","2,679","1,243","1,118","1,595","1,700","1,669","1,632",948,"3,001","1,432","1,488","1,711",980,986,"2,545"
2021년08월_남_30~39세,"29,482","1,183","1,584","1,159",955,"1,385","1,133","1,336","1,280","1,570","1,039","1,502","1,947","1,162","2,584","1,751","1,400","1,758",936,"1,252","2,566"
2021년08월_남_40~49세,"33,591","1,201","1,695",929,971,"2,035",820,"1,170","1,502","1,727",904,"2,007","3,701","1,373","3,089","2,247","1,396","1,857","1,018","1,333","2,616"
2021년08월_남_50~59세,"34,037","1,301","1,844",967,"1,275","1,962",981,"1,201","1,401","1,799","1,147","1,996","2,620","1,361","3,142","2,103","1,510","2,035","1,219","1,281","2,892"
2021년08월_남_60~69세,"26,618",980,"1,374",683,"1,031","1,308",703,917,"1,064","1,589","1,022","1,640","1,494","1,009","2,390","1,749","1,331","1,619","1,069",945,"2,701"
2021년08월_남_70~79세,"14,242",532,748,440,565,629,384,459,571,865,609,956,873,472,"1,217",925,715,765,626,451,"1,440"
2021년08월_남_80~89세,"5,723",298,321,178,206,280,162,176,258,322,255,354,323,167,578,359,278,287,231,133,557
2021년08월_남_90~99세,491,39,28,21,18,35,10,5,18,26,24,33,24,11,72,28,23,19,19,6,32
2021년08월_남_100세 이상,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021년08월_여_총인구수,"224,104","8,882","12,034","8,972","7,868","12,702","7,437","7,988","9,470","11,930","7,612","12,937","18,674","8,650","19,694","13,705","10,140","12,454","6,975","8,181","17,799"
2021년08월_여_연령구간인구수,"224,104","8,882","12,034","8,972","7,868","12,702","7,437","7,988","9,470","11,930","7,612","12,937","18,674","8,650","19,694","13,705","10,140","12,454","6,975","8,181","17,799"
2021년08월_여_0~9세,"13,735",389,497,278,401,958,211,484,668,697,274,724,"1,820",685,"1,244",972,480,874,283,842,954
2021년08월_여_10~19세,"17,961",555,870,545,643,"1,398",396,477,855,879,444,998,"2,494",675,"1,643","1,329",720,923,436,678,"1,003"
2021년08월_여_20~29세,"34,390","1,488","2,316","3,030","1,062","1,493","2,505","1,355","1,132","1,617","1,380","1,587","1,764","1,084","2,652","1,599","1,994","1,666","1,004","1,059","2,603"
2021년08월_여_30~39세,"29,498","1,287","1,654","1,349",980,"1,551",891,"1,239","1,312","1,490",781,"1,591","2,405","1,241","2,512","1,778","1,300","1,613",852,"1,322","2,350"
2021년08월_여_40~49세,"34,606","1,315","1,767","1,015","1,115","2,296",765,"1,179","1,620","1,774",924,"2,068","4,034","1,494","3,193","2,261","1,354","1,863",862,"1,283","2,424"
2021년08월_여_50~59세,"35,002","1,452","1,856",975,"1,382","2,148",979,"1,286","1,443","1,944","1,190","2,154","2,473","1,405","3,177","2,087","1,476","2,178","1,173","1,249","2,975"
2021년08월_여_60~69세,"29,922","1,118","1,424",834,"1,181","1,478",802,"1,022","1,213","1,830","1,267","2,000","1,861","1,133","2,548","1,907","1,427","1,818","1,189","1,027","2,843"
2021년08월_여_70~79세,"18,413",757,"1,035",592,684,834,552,607,783,"1,088",816,"1,171","1,190",611,"1,639","1,175",881,982,766,475,"1,775"
2021년08월_여_80~89세,"8,998",413,528,295,368,447,287,282,381,520,452,538,531,277,927,521,430,468,356,214,763
2021년08월_여_90~99세,"1,497",96,75,47,48,96,46,54,61,89,81,102,98,44,155,76,74,68,51,28,108
2021년08월_여_100세 이상,82,12,12,12,4,3,3,3,2,2,3,4,4,1,4,0,4,1,3,4,1
2021년09월_계_총인구수,"432,628","16,642","23,013","15,521","14,769","24,047","14,986","15,409","18,285","23,076","15,134","25,007","35,595","16,618","39,005","26,492","19,581","24,392","13,782","16,059","35,215"
2021년09월_계_연령구간인구수,"432,628","16,642","23,013","15,521","14,769","24,047","14,986","15,409","18,285","23,076","15,134","25,007","35,595","16,618","39,005","26,492","19,581","24,392","13,782","16,059","35,215"
2021년09월_계_0~9세,"27,872",740,"1,038",543,784,"1,919",427,950,"1,387","1,432",562,"1,529","3,708","1,411","2,529","1,947","1,018","1,744",575,"1,710","1,919"
2021년09월_계_10~19세,"36,397","1,155","1,822",945,"1,244","2,774",808,914,"1,730","1,798",935,"2,063","4,905","1,430","3,622","2,561","1,436","1,904",862,"1,346","2,143"
2021년09월_계_20~29세,"66,125","2,752","4,204","4,526","1,964","2,886","5,231","2,609","2,261","3,216","3,108","3,285","3,392","2,027","5,623","3,028","3,502","3,378","1,980","2,034","5,119"
2021년09월_계_30~39세,"58,861","2,481","3,240","2,517","1,928","2,934","2,031","2,562","2,564","3,063","1,829","3,075","4,324","2,403","5,078","3,513","2,705","3,388","1,783","2,538","4,905"
2021년09월_계_40~49세,"67,997","2,510","3,447","1,955","2,082","4,287","1,586","2,336","3,129","3,482","1,821","4,049","7,738","2,858","6,242","4,482","2,754","3,719","1,877","2,618","5,025"
2021년09월_계_50~59세,"69,157","2,752","3,702","1,933","2,651","4,133","1,962","2,500","2,849","3,747","2,339","4,177","5,117","2,760","6,317","4,213","3,003","4,214","2,388","2,521","5,879"
2021년09월_계_60~69세,"56,666","2,092","2,802","1,520","2,221","2,791","1,506","1,950","2,279","3,427","2,295","3,653","3,365","2,151","4,981","3,659","2,754","3,448","2,264","1,973","5,535"
2021년09월_계_70~79세,"32,634","1,289","1,781","1,026","1,246","1,457",927,"1,061","1,357","1,951","1,425","2,132","2,060","1,069","2,859","2,107","1,600","1,753","1,385",930,"3,219"
2021년09월_계_80~89세,"14,808",716,857,473,577,732,449,466,646,842,713,900,858,449,"1,513",881,709,756,595,348,"1,328"
2021년09월_계_90~99세,"2,001",136,105,70,67,131,54,57,81,114,104,139,123,58,233,101,96,86,70,36,140
2021년09월_계_100세 이상,110,19,15,13,5,3,5,4,2,4,3,5,5,2,8,0,4,2,3,5,3
2021년09월_남_총인구수,"208,592","7,774","10,970","6,528","6,913","11,383","7,524","7,433","8,799","11,157","7,518","12,047","16,925","7,971","19,341","12,798","9,427","11,930","6,813","7,914","17,427"
2021년09월_남_연령구간인구수,"208,592","7,774","10,970","6,528","6,913","11,383","7,524","7,433","8,799","11,157","7,518","12,047","16,925","7,971","19,341","12,798","9,427","11,930","6,813","7,914","17,427"
2021년09월_남_0~9세,"14,232",357,543,264,385,961,218,475,721,738,293,804,"1,903",726,"1,296",988,544,872,296,872,976
2021년09월_남_10~19세,"18,475",598,947,399,608,"1,377",421,436,869,933,485,"1,073","2,402",759,"1,986","1,230",727,982,430,673,"1,140"
2021년09월_남_20~29세,"31,673","1,275","1,881","1,494",904,"1,411","2,686","1,243","1,125","1,585","1,732","1,679","1,626",938,"2,985","1,434","1,490","1,713",976,982,"2,514"
2021년09월_남_30~39세,"29,407","1,191","1,587","1,157",949,"1,383","1,133","1,331","1,264","1,571","1,045","1,490","1,935","1,164","2,568","1,746","1,405","1,764",935,"1,229","2,560"
2021년09월_남_40~49세,"33,504","1,200","1,683",931,977,"2,021",821,"1,170","1,502","1,727",901,"1,998","3,701","1,360","3,069","2,225","1,394","1,864","1,011","1,341","2,608"
2021년09월_남_50~59세,"34,082","1,300","1,846",963,"1,266","1,972",980,"1,212","1,400","1,796","1,142","2,007","2,636","1,361","3,143","2,112","1,521","2,040","1,212","1,272","2,901"
2021년09월_남_60~69세,"26,696",977,"1,375",683,"1,037","1,310",705,925,"1,072","1,592","1,028","1,644","1,502","1,013","2,411","1,751","1,330","1,623","1,076",953,"2,689"
2021년09월_남_70~79세,"14,221",531,752,438,560,629,381,453,567,865,608,958,868,467,"1,227",926,714,765,622,448,"1,442"
2021년09월_남_80~89세,"5,775",299,323,176,209,284,168,182,261,322,260,357,327,171,577,358,280,286,235,137,563
2021년09월_남_90~99세,501,39,30,22,18,35,9,5,18,26,24,36,25,11,75,28,22,20,20,6,32
2021년09월_남_100세 이상,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021년09월_여_총인구수,"224,036","8,868","12,043","8,993","7,856","12,664","7,462","7,976","9,486","11,919","7,616","12,960","18,670","8,647","19,664","13,694","10,154","12,462","6,969","8,145","17,788"
2021년09월_여_연령구간인구수,"224,036","8,868","12,043","8,993","7,856","12,664","7,462","7,976","9,486","11,919","7,616","12,960","18,670","8,647","19,664","13,694","10,154","12,462","6,969","8,145","17,788"
2021년09월_여_0~9세,"13,640",383,495,279,399,958,209,475,666,694,269,725,"1,805",685,"1,233",959,474,872,279,838,943
2021년09월_여_10~19세,"17,922",557,875,546,636,"1,397",387,478,861,865,450,990,"2,503",671,"1,636","1,331",709,922,432,673,"1,003"
2021년09월_여_20~29세,"34,452","1,477","2,323","3,032","1,060","1,475","2,545","1,366","1,136","1,631","1,376","1,606","1,766","1,089","2,638","1,594","2,012","1,665","1,004","1,052","2,605"
2021년09월_여_30~39세,"29,454","1,290","1,653","1,360",979,"1,551",898,"1,231","1,300","1,492",784,"1,585","2,389","1,239","2,510","1,767","1,300","1,624",848,"1,309","2,345"
2021년09월_여_40~49세,"34,493","1,310","1,764","1,024","1,105","2,266",765,"1,166","1,627","1,755",920,"2,051","4,037","1,498","3,173","2,257","1,360","1,855",866,"1,277","2,417"
2021년09월_여_50~59세,"35,075","1,452","1,856",970,"1,385","2,161",982,"1,288","1,449","1,951","1,197","2,170","2,481","1,399","3,174","2,101","1,482","2,174","1,176","1,249","2,978"
2021년09월_여_60~69세,"29,970","1,115","1,427",837,"1,184","1,481",801,"1,025","1,207","1,835","1,267","2,009","1,863","1,138","2,570","1,908","1,424","1,825","1,188","1,020","2,846"
2021년09월_여_70~79세,"18,413",758,"1,029",588,686,828,546,608,790,"1,086",817,"1,174","1,192",602,"1,632","1,181",886,988,763,482,"1,777"
2021년09월_여_80~89세,"9,033",417,534,297,368,448,281,284,385,520,453,543,531,278,936,523,429,470,360,211,765
2021년09월_여_90~99세,"1,500",97,75,48,49,96,45,52,63,88,80,103,98,47,158,73,74,66,50,30,108
2021년09월_여_100세 이상,84,12,12,12,5,3,3,3,2,2,3,4,5,1,4,0,4,1,3,4,1
2021년10월_계_총인구수,"432,081","16,613","22,960","15,557","14,759","24,022","14,995","15,406","18,245","23,022","15,088","24,964","35,562","16,648","38,945","26,473","19,551","24,354","13,783","15,974","35,160"
2021년10월_계_연령구간인구수,"432,081","16,613","22,960","15,557","14,759","24,022","14,995","15,406","18,245","23,022","15,088","24,964","35,562","16,648","38,945","26,473","19,551","24,354","13,783","15,974","35,160"
2021년10월_계_0~9세,"27,677",741,"1,028",535,785,"1,911",424,943,"1,399","1,414",562,"1,496","3,669","1,419","2,510","1,942","1,001","1,736",578,"1,681","1,903"
2021년10월_계_10~19세,"36,249","1,139","1,807",929,"1,229","2,763",799,915,"1,716","1,776",926,"2,067","4,934","1,425","3,614","2,560","1,431","1,891",860,"1,350","2,118"
2021년10월_계_20~29세,"65,978","2,746","4,203","4,573","1,970","2,871","5,226","2,608","2,255","3,217","3,104","3,266","3,373","2,021","5,606","2,991","3,498","3,369","1,962","2,006","5,113"
2021년10월_계_30~39세,"58,729","2,488","3,220","2,515","1,931","2,931","2,048","2,560","2,541","3,067","1,829","3,065","4,279","2,411","5,044","3,516","2,709","3,377","1,803","2,502","4,893"
2021년10월_계_40~49세,"67,840","2,510","3,442","1,956","2,071","4,278","1,583","2,312","3,129","3,440","1,800","4,050","7,746","2,861","6,210","4,460","2,743","3,725","1,886","2,627","5,011"
2021년10월_계_50~59세,"69,248","2,746","3,700","1,946","2,649","4,138","1,962","2,518","2,845","3,762","2,332","4,179","5,139","2,753","6,344","4,239","3,004","4,213","2,384","2,523","5,872"
2021년10월_계_60~69세,"56,748","2,100","2,797","1,524","2,228","2,803","1,509","1,958","2,281","3,438","2,288","3,652","3,369","2,174","4,982","3,666","2,755","3,460","2,262","1,964","5,538"
2021년10월_계_70~79세,"32,589","1,283","1,778","1,027","1,245","1,448",932,"1,058","1,346","1,941","1,427","2,138","2,060","1,072","2,855","2,109","1,595","1,742","1,378",927,"3,228"
2021년10월_계_80~89세,"14,929",716,869,478,579,742,451,471,652,849,711,910,864,448,"1,535",888,717,754,598,352,"1,345"
2021년10월_계_90~99세,"2,017",137,105,69,67,134,57,59,79,114,106,139,124,62,238,102,97,85,70,37,136
2021년10월_계_100세 이상,77,7,11,5,5,3,4,4,2,4,3,2,5,2,7,0,1,2,2,5,3
2021년10월_남_총인구수,"208,308","7,771","10,933","6,526","6,913","11,367","7,524","7,440","8,794","11,133","7,500","12,041","16,888","7,988","19,292","12,788","9,418","11,907","6,814","7,876","17,395"
2021년10월_남_연령구간인구수,"208,308","7,771","10,933","6,526","6,913","11,367","7,524","7,440","8,794","11,133","7,500","12,041","16,888","7,988","19,292","12,788","9,418","11,907","6,814","7,876","17,395"
2021년10월_남_0~9세,"14,134",357,537,258,385,964,217,466,734,731,294,785,"1,886",728,"1,288",983,530,872,295,854,970
2021년10월_남_10~19세,"18,406",592,928,391,602,"1,364",408,440,859,931,481,"1,077","2,410",759,"1,983","1,236",729,980,431,678,"1,127"
2021년10월_남_20~29세,"31,567","1,263","1,884","1,506",901,"1,402","2,686","1,245","1,126","1,586","1,732","1,675","1,614",940,"2,962","1,412","1,483","1,697",968,971,"2,514"
2021년10월_남_30~39세,"29,334","1,201","1,582","1,152",948,"1,376","1,146","1,329","1,256","1,574","1,044","1,487","1,912","1,166","2,559","1,739","1,422","1,750",940,"1,206","2,545"
2021년10월_남_40~49세,"33,464","1,204","1,690",929,977,"2,014",816,"1,163","1,502","1,702",889,"1,992","3,701","1,364","3,052","2,226","1,385","1,873","1,023","1,355","2,607"
2021년10월_남_50~59세,"34,106","1,295","1,836",965,"1,274","1,984",979,"1,225","1,402","1,798","1,141","2,018","2,644","1,350","3,146","2,118","1,521","2,042","1,208","1,269","2,891"
2021년10월_남_60~69세,"26,720",987,"1,367",687,"1,034","1,316",705,926,"1,070","1,597","1,023","1,647","1,502","1,025","2,411","1,757","1,330","1,626","1,070",948,"2,692"
2021년10월_남_70~79세,"14,209",529,749,436,560,624,387,456,564,862,608,961,865,471,"1,224",929,711,759,621,448,"1,445"
2021년10월_남_80~89세,"5,847",301,328,180,214,288,168,184,263,324,264,364,331,172,589,360,284,287,238,140,568
2021년10월_남_90~99세,504,40,30,22,18,35,10,5,18,26,24,35,23,12,75,28,23,20,20,6,34
2021년10월_남_100세 이상,17,2,2,0,0,0,2,1,0,2,0,0,0,1,3,0,0,1,0,1,2
2021년10월_여_총인구수,"223,773","8,842","12,027","9,031","7,846","12,655","7,471","7,966","9,451","11,889","7,588","12,923","18,674","8,660","19,653","13,685","10,133","12,447","6,969","8,098","17,765"
2021년10월_여_연령구간인구수,"223,773","8,842","12,027","9,031","7,846","12,655","7,471","7,966","9,451","11,889","7,588","12,923","18,674","8,660","19,653","13,685","10,133","12,447","6,969","8,098","17,765"
2021년10월_여_0~9세,"13,543",384,491,277,400,947,207,477,665,683,268,711,"1,783",691,"1,222",959,471,864,283,827,933
2021년10월_여_10~19세,"17,843",547,879,538,627,"1,399",391,475,857,845,445,990,"2,524",666,"1,631","1,324",702,911,429,672,991
2021년10월_여_20~29세,"34,411","1,483","2,319","3,067","1,069","1,469","2,540","1,363","1,129","1,631","1,372","1,591","1,759","1,081","2,644","1,579","2,015","1,672",994,"1,035","2,599"
2021년10월_여_30~39세,"29,395","1,287","1,638","1,363",983,"1,555",902,"1,231","1,285","1,493",785,"1,578","2,367","1,245","2,485","1,777","1,287","1,627",863,"1,296","2,348"
2021년10월_여_40~49세,"34,376","1,306","1,752","1,027","1,094","2,264",767,"1,149","1,627","1,738",911,"2,058","4,045","1,497","3,158","2,234","1,358","1,852",863,"1,272","2,404"
2021년10월_여_50~59세,"35,142","1,451","1,864",981,"1,375","2,154",983,"1,293","1,443","1,964","1,191","2,161","2,495","1,403","3,198","2,121","1,483","2,171","1,176","1,254","2,981"
2021년10월_여_60~69세,"30,028","1,113","1,430",837,"1,194","1,487",804,"1,032","1,211","1,841","1,265","2,005","1,867","1,149","2,571","1,909","1,425","1,834","1,192","1,016","2,846"
2021년10월_여_70~79세,"18,380",754,"1,029",591,685,824,545,602,782,"1,079",819,"1,177","1,195",601,"1,631","1,180",884,983,757,479,"1,783"
2021년10월_여_80~89세,"9,082",415,541,298,365,454,283,287,389,525,447,546,533,276,946,528,433,467,360,212,777
2021년10월_여_90~99세,"1,513",97,75,47,49,99,47,54,61,88,82,104,101,50,163,74,74,65,50,31,102
2021년10월_여_100세 이상,60,5,9,5,5,3,2,3,2,2,3,2,5,1,4,0,1,1,2,4,1
2021년11월_계_총인구수,"431,313","16,587","22,949","15,508","14,719","23,950","14,965","15,392","18,187","23,010","15,062","24,916","35,542","16,637","38,889","26,416","19,500","24,342","13,720","15,888","35,134"
2021년11월_계_연령구간인구수,"431,313","16,587","22,949","15,508","14,719","23,950","14,965","15,392","18,187","23,010","15,062","24,916","35,542","16,637","38,889","26,416","19,500","24,342","13,720","15,888","35,134"
2021년11월_계_0~9세,"27,524",733,"1,021",522,777,"1,900",422,940,"1,386","1,407",563,"1,470","3,637","1,428","2,507","1,922","1,000","1,740",566,"1,679","1,904"
2021년11월_계_10~19세,"36,126","1,140","1,798",916,"1,221","2,742",798,918,"1,709","1,781",904,"2,084","4,950","1,422","3,589","2,556","1,415","1,887",850,"1,328","2,118"
2021년11월_계_20~29세,"65,737","2,730","4,218","4,561","1,963","2,854","5,211","2,603","2,237","3,190","3,091","3,232","3,378","2,015","5,586","2,985","3,486","3,353","1,951","1,992","5,101"
2021년11월_계_30~39세,"58,591","2,489","3,225","2,497","1,918","2,937","2,061","2,556","2,524","3,058","1,842","3,043","4,238","2,413","5,039","3,497","2,704","3,381","1,805","2,477","4,887"
2021년11월_계_40~49세,"67,666","2,507","3,427","1,949","2,065","4,255","1,572","2,305","3,123","3,436","1,786","4,048","7,750","2,843","6,203","4,450","2,736","3,714","1,870","2,622","5,005"
2021년11월_계_50~59세,"69,261","2,748","3,694","1,952","2,650","4,141","1,949","2,517","2,829","3,782","2,327","4,189","5,158","2,758","6,345","4,239","3,010","4,214","2,383","2,501","5,875"
2021년11월_계_60~69세,"56,754","2,096","2,795","1,529","2,222","2,807","1,512","1,965","2,286","3,445","2,297","3,654","3,382","2,166","4,975","3,666","2,748","3,459","2,258","1,972","5,520"
2021년11월_계_70~79세,"32,536","1,278","1,777","1,024","1,246","1,440",928,"1,046","1,356","1,936","1,423","2,134","2,057","1,072","2,850","2,113","1,585","1,750","1,357",924,"3,240"
2021년11월_계_80~89세,"15,014",723,881,480,583,733,451,479,656,856,720,921,863,457,"1,545",886,719,756,608,351,"1,346"
2021년11월_계_90~99세,"2,029",137,102,73,69,138,57,59,79,115,106,139,125,62,243,102,95,86,70,37,135
2021년11월_계_100세 이상,75,6,11,5,5,3,4,4,2,4,3,2,4,1,7,0,2,2,2,5,3
2021년11월_남_총인구수,"207,979","7,760","10,945","6,505","6,889","11,341","7,519","7,433","8,752","11,123","7,495","12,013","16,882","7,983","19,294","12,753","9,391","11,914","6,771","7,826","17,390"
2021년11월_남_연령구간인구수,"207,979","7,760","10,945","6,505","6,889","11,341","7,519","7,433","8,752","11,123","7,495","12,013","16,882","7,983","19,294","12,753","9,391","11,914","6,771","7,826","17,390"
2021년11월_남_0~9세,"14,067",354,534,253,381,959,215,469,726,722,298,768,"1,865",739,"1,291",965,534,876,287,857,974
2021년11월_남_10~19세,"18,365",592,921,387,598,"1,346",407,442,855,940,467,"1,093","2,420",757,"1,974","1,240",725,979,429,670,"1,123"
2021년11월_남_20~29세,"31,488","1,261","1,907","1,508",902,"1,405","2,688","1,237","1,105","1,577","1,725","1,649","1,624",934,"2,958","1,411","1,474","1,689",961,965,"2,508"
2021년11월_남_30~39세,"29,282","1,200","1,584","1,139",941,"1,385","1,161","1,321","1,253","1,568","1,054","1,477","1,902","1,163","2,571","1,729","1,420","1,757",933,"1,189","2,535"
2021년11월_남_40~49세,"33,362","1,198","1,683",927,974,"2,000",804,"1,160","1,500","1,699",885,"1,992","3,683","1,358","3,050","2,215","1,383","1,865","1,016","1,352","2,618"
