카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2021년03월_남_연령구간인구수,"139,763","3,391","3,874","3,622","1,136",797,984,"1,330","1,626","1,482","1,671","2,766","2,248","2,361","1,333",781,"1,810","2,550","3,616","11,135","4,775","5,942","18,482","4,247","11,413","7,026","12,346","7,888","3,472","15,659"
2021년03월_남_0~9세,"9,570",187,264,143,30,12,21,34,49,37,76,176,57,100,39,12,60,167,167,820,235,253,"1,849",421,742,630,"1,157",312,279,"1,241"
2021년03월_남_10~19세,"14,101",276,305,253,60,40,44,69,87,67,86,162,115,157,55,48,77,158,216,"1,165",389,494,"2,131",521,"1,379","1,066","1,705",560,336,"2,080"
2021년03월_남_20~29세,"19,491",337,361,382,101,49,75,100,121,82,178,428,149,239,142,56,203,263,467,"1,374",737,748,"2,399",475,"1,803","1,216","1,899","2,250",446,"2,411"
2021년03월_남_30~39세,"14,671",271,408,288,74,45,47,102,111,102,154,259,136,182,89,38,186,262,446,"1,253",505,556,"2,094",566,"1,215",778,"1,497",858,457,"1,692"
2021년03월_남_40~49세,"21,133",443,555,441,122,84,115,146,201,154,198,332,263,316,155,88,247,398,472,"1,782",680,815,"3,064",753,"1,689","1,235","2,265",905,542,"2,673"
2021년03월_남_50~59세,"24,712",616,676,711,229,155,211,202,325,275,315,476,405,470,304,124,285,517,626,"1,984",881,969,"2,965",644,"2,108","1,286","2,267","1,128",565,"2,993"
2021년03월_남_60~69세,"20,419",706,720,734,252,191,241,319,375,369,308,520,537,480,282,191,386,455,607,"1,664",823,"1,001","2,382",520,"1,662",501,"1,044",985,483,"1,681"
2021년03월_남_70~79세,"11,069",377,388,447,177,133,155,240,230,260,254,289,377,277,172,142,267,254,439,787,401,789,"1,147",253,623,234,375,665,254,663
2021년03월_남_80~89세,"4,108",161,175,200,79,78,66,103,118,123,91,109,169,120,82,74,87,71,159,280,115,291,398,85,171,75,124,203,93,208
2021년03월_남_90~99세,467,16,20,20,12,10,8,15,9,12,10,15,37,20,12,8,12,5,17,25,9,24,52,8,21,5,12,21,16,16
2021년03월_남_100세 이상,22,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1
2021년03월_여_총인구수,"140,822","3,515","3,953","3,515","1,166",771,946,"1,323","1,464","1,505","1,651","2,521","2,126","2,195","1,268",803,"1,611","2,259","3,421","11,479","4,618","5,694","19,751","4,291","11,770","7,345","12,941","7,780","3,242","15,898"
2021년03월_여_연령구간인구수,"140,822","3,515","3,953","3,515","1,166",771,946,"1,323","1,464","1,505","1,651","2,521","2,126","2,195","1,268",803,"1,611","2,259","3,421","11,479","4,618","5,694","19,751","4,291","11,770","7,345","12,941","7,780","3,242","15,898"
2021년03월_여_0~9세,"9,057",169,260,120,34,15,10,33,59,51,97,159,32,79,27,13,39,139,144,833,188,225,"1,728",431,709,611,"1,055",296,260,"1,241"
2021년03월_여_10~19세,"13,459",309,301,238,73,20,45,74,49,79,75,183,83,119,44,36,58,173,204,"1,031",306,362,"2,180",459,"1,303",973,"1,682",628,317,"2,055"
2021년03월_여_20~29세,"16,287",263,300,275,72,48,56,73,87,46,133,226,117,156,96,39,167,208,429,"1,135",635,566,"2,262",417,"1,505","1,121","1,657","1,834",329,"2,035"
2021년03월_여_30~39세,"13,298",246,337,239,52,22,31,45,89,51,103,209,70,162,53,34,120,227,313,"1,151",385,427,"2,222",589,"1,140",807,"1,537",613,371,"1,653"
2021년03월_여_40~49세,"20,298",358,494,319,93,48,56,77,117,116,135,254,136,201,83,49,162,316,360,"1,644",570,646,"3,158",674,"1,878","1,503","2,639",771,504,"2,937"
2021년03월_여_50~59세,"23,920",567,653,599,194,99,146,170,227,209,239,428,328,349,247,113,263,413,497,"2,018",959,923,"3,297",619,"2,320","1,253","2,279","1,144",515,"2,852"
2021년03월_여_60~69세,"20,737",698,741,687,206,192,226,296,291,362,328,495,478,453,256,176,351,404,699,"1,851",837,"1,151","2,536",574,"1,690",532,"1,155","1,088",430,"1,554"
2021년03월_여_70~79세,"13,618",492,474,547,236,149,191,291,295,309,269,336,451,311,224,173,287,227,459,"1,123",463,946,"1,433",345,711,355,584,789,264,884
2021년03월_여_80~89세,"8,477",340,327,399,161,141,151,220,216,237,234,201,356,303,191,144,125,127,276,606,235,383,788,159,421,158,298,497,189,594
2021년03월_여_90~99세,"1,599",69,66,86,42,35,32,44,33,42,37,28,71,60,45,23,35,24,38,81,40,64,142,23,90,32,52,111,61,93
2021년03월_여_100세 이상,72,4,0,6,3,2,2,0,1,3,1,2,4,2,2,3,4,1,2,6,0,1,5,1,3,0,3,9,2,0
2021년04월_계_총인구수,"280,399","6,896","7,827","7,127","2,312","1,577","1,917","2,658","3,094","2,979","3,317","5,284","4,370","4,554","2,601","1,579","3,413","4,799","7,028","22,615","9,413","11,701","38,150","8,535","23,144","14,333","25,251","15,686","6,717","31,522"
2021년04월_계_연령구간인구수,"280,399","6,896","7,827","7,127","2,312","1,577","1,917","2,658","3,094","2,979","3,317","5,284","4,370","4,554","2,601","1,579","3,413","4,799","7,028","22,615","9,413","11,701","38,150","8,535","23,144","14,333","25,251","15,686","6,717","31,522"
2021년04월_계_0~9세,"18,509",347,524,268,62,27,31,68,109,87,169,344,87,179,68,25,98,301,314,"1,642",424,476,"3,549",842,"1,452","1,227","2,185",602,533,"2,469"
2021년04월_계_10~19세,"27,547",585,603,488,133,60,89,140,135,144,162,342,194,269,98,83,128,339,418,"2,176",695,943,"4,300",990,"2,671","2,028","3,355","1,197",652,"4,130"
2021년04월_계_20~29세,"35,693",594,665,652,173,99,130,176,211,128,311,636,268,401,236,94,366,470,894,"2,503","1,382","1,308","4,604",899,"3,286","2,342","3,564","4,104",775,"4,422"
2021년04월_계_30~39세,"27,877",510,747,525,125,67,75,145,201,152,258,475,206,344,141,70,312,486,753,"2,401",889,978,"4,299","1,144","2,357","1,565","3,027","1,477",821,"3,327"
2021년04월_계_40~49세,"41,385",794,"1,046",758,218,134,168,221,317,265,330,583,400,514,240,133,403,704,830,"3,433","1,248","1,458","6,239","1,424","3,554","2,737","4,895","1,678","1,045","5,616"
2021년04월_계_50~59세,"48,530","1,195","1,323","1,311",421,257,354,377,548,480,553,891,724,819,546,236,548,936,"1,129","4,004","1,856","1,873","6,232","1,264","4,404","2,531","4,542","2,268","1,082","5,826"
2021년04월_계_60~69세,"41,359","1,411","1,465","1,416",467,384,461,618,668,739,640,"1,037","1,019",938,540,370,736,860,"1,297","3,546","1,649","2,159","4,949","1,098","3,381","1,042","2,218","2,067",929,"3,255"
2021년04월_계_70~79세,"24,719",868,869,999,412,282,349,529,531,568,519,619,824,588,399,315,558,475,894,"1,916",866,"1,732","2,591",594,"1,339",590,967,"1,452",517,"1,557"
2021년04월_계_80~89세,"12,599",503,499,594,244,220,217,326,327,358,327,310,527,420,272,219,215,199,440,881,354,679,"1,187",246,589,234,428,701,281,802
2021년04월_계_90~99세,"2,087",84,84,107,54,45,41,58,46,54,46,45,114,81,58,31,45,28,57,105,49,92,194,32,109,37,66,129,79,117
2021년04월_계_100세 이상,94,5,2,9,3,2,2,0,1,4,2,2,7,1,3,3,4,1,2,8,1,3,6,2,2,0,4,11,3,1
2021년04월_남_총인구수,"139,726","3,383","3,882","3,615","1,140",801,975,"1,333","1,630","1,476","1,668","2,757","2,246","2,362","1,332",781,"1,802","2,547","3,612","11,137","4,776","6,009","18,428","4,244","11,412","7,004","12,340","7,912","3,467","15,655"
2021년04월_남_연령구간인구수,"139,726","3,383","3,882","3,615","1,140",801,975,"1,333","1,630","1,476","1,668","2,757","2,246","2,362","1,332",781,"1,802","2,547","3,612","11,137","4,776","6,009","18,428","4,244","11,412","7,004","12,340","7,912","3,467","15,655"
2021년04월_남_0~9세,"9,523",185,265,147,30,11,21,35,50,36,75,178,56,99,41,12,59,164,170,811,236,250,"1,831",420,751,628,"1,143",308,276,"1,235"
2021년04월_남_10~19세,"14,137",275,304,253,61,41,44,68,84,66,87,160,113,154,54,48,75,165,218,"1,155",386,576,"2,116",525,"1,374","1,059","1,694",568,339,"2,075"
2021년04월_남_20~29세,"19,439",333,360,376,100,50,76,100,124,81,176,416,150,243,141,57,199,262,460,"1,366",735,751,"2,377",479,"1,802","1,213","1,903","2,261",441,"2,407"
2021년04월_남_30~39세,"14,622",267,408,283,74,44,44,100,113,101,154,264,134,182,88,38,192,261,447,"1,254",511,550,"2,087",556,"1,207",768,"1,499",868,452,"1,676"
2021년04월_남_40~49세,"21,133",439,558,440,124,86,114,143,199,153,197,328,265,317,157,86,241,386,472,"1,794",672,816,"3,068",753,"1,691","1,237","2,270",907,541,"2,679"
2021년04월_남_50~59세,"24,667",622,676,717,229,156,208,208,328,274,314,467,400,469,299,123,284,525,627,"1,984",889,954,"2,955",645,"2,100","1,274","2,255","1,134",564,"2,987"
2021년04월_남_60~69세,"20,479",708,722,726,254,191,241,319,371,371,311,533,538,483,284,192,384,457,602,"1,674",821,"1,006","2,387",519,"1,669",508,"1,052",978,488,"1,690"
2021년04월_남_70~79세,"11,108",375,394,451,178,134,154,237,234,259,253,284,375,277,174,141,267,249,437,794,401,791,"1,157",253,626,234,383,665,255,676
2021년04월_남_80~89세,"4,131",163,174,199,78,78,64,108,118,122,91,112,173,118,82,76,89,74,162,280,116,289,398,85,172,77,127,203,93,210
2021년04월_남_90~99세,464,15,19,20,12,10,8,15,9,12,9,15,39,20,11,8,12,4,17,23,9,24,51,8,20,6,13,19,17,19
2021년04월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,2,0,2,1,1,0,0,1,1,1,1
2021년04월_여_총인구수,"140,673","3,513","3,945","3,512","1,172",776,942,"1,325","1,464","1,503","1,649","2,527","2,124","2,192","1,269",798,"1,611","2,252","3,416","11,478","4,637","5,692","19,722","4,291","11,732","7,329","12,911","7,774","3,250","15,867"
2021년04월_여_연령구간인구수,"140,673","3,513","3,945","3,512","1,172",776,942,"1,325","1,464","1,503","1,649","2,527","2,124","2,192","1,269",798,"1,611","2,252","3,416","11,478","4,637","5,692","19,722","4,291","11,732","7,329","12,911","7,774","3,250","15,867"
2021년04월_여_0~9세,"8,986",162,259,121,32,16,10,33,59,51,94,166,31,80,27,13,39,137,144,831,188,226,"1,718",422,701,599,"1,042",294,257,"1,234"
2021년04월_여_10~19세,"13,410",310,299,235,72,19,45,72,51,78,75,182,81,115,44,35,53,174,200,"1,021",309,367,"2,184",465,"1,297",969,"1,661",629,313,"2,055"
2021년04월_여_20~29세,"16,254",261,305,276,73,49,54,76,87,47,135,220,118,158,95,37,167,208,434,"1,137",647,557,"2,227",420,"1,484","1,129","1,661","1,843",334,"2,015"
2021년04월_여_30~39세,"13,255",243,339,242,51,23,31,45,88,51,104,211,72,162,53,32,120,225,306,"1,147",378,428,"2,212",588,"1,150",797,"1,528",609,369,"1,651"
2021년04월_여_40~49세,"20,252",355,488,318,94,48,54,78,118,112,133,255,135,197,83,47,162,318,358,"1,639",576,642,"3,171",671,"1,863","1,500","2,625",771,504,"2,937"
2021년04월_여_50~59세,"23,863",573,647,594,192,101,146,169,220,206,239,424,324,350,247,113,264,411,502,"2,020",967,919,"3,277",619,"2,304","1,257","2,287","1,134",518,"2,839"
2021년04월_여_60~69세,"20,880",703,743,690,213,193,220,299,297,368,329,504,481,455,256,178,352,403,695,"1,872",828,"1,153","2,562",579,"1,712",534,"1,166","1,089",441,"1,565"
2021년04월_여_70~79세,"13,611",493,475,548,234,148,195,292,297,309,266,335,449,311,225,174,291,226,457,"1,122",465,941,"1,434",341,713,356,584,787,262,881
2021년04월_여_80~89세,"8,468",340,325,395,166,142,153,218,209,236,236,198,354,302,190,143,126,125,278,601,238,390,789,161,417,157,301,498,188,592
2021년04월_여_90~99세,"1,623",69,65,87,42,35,33,43,37,42,37,30,75,61,47,23,33,24,40,82,40,68,143,24,89,31,53,110,62,98
2021년04월_여_100세 이상,71,4,0,6,3,2,1,0,1,3,1,2,4,1,2,3,4,1,2,6,1,1,5,1,2,0,3,10,2,0
2021년05월_계_총인구수,"280,152","6,905","7,816","7,129","2,300","1,566","1,909","2,648","3,081","2,980","3,316","5,265","4,369","4,552","2,589","1,579","3,399","4,814","7,000","22,610","9,409","11,666","38,123","8,528","23,141","14,311","25,182","15,732","6,715","31,518"
2021년05월_계_연령구간인구수,"280,152","6,905","7,816","7,129","2,300","1,566","1,909","2,648","3,081","2,980","3,316","5,265","4,369","4,552","2,589","1,579","3,399","4,814","7,000","22,610","9,409","11,666","38,123","8,528","23,141","14,311","25,182","15,732","6,715","31,518"
2021년05월_계_0~9세,"18,388",352,518,271,63,26,32,68,109,87,168,347,88,179,65,26,96,302,305,"1,634",418,477,"3,530",837,"1,448","1,222","2,148",593,529,"2,450"
2021년05월_계_10~19세,"27,479",585,606,484,129,57,89,136,135,143,162,340,193,268,97,80,125,341,416,"2,179",691,927,"4,288",988,"2,673","2,022","3,353","1,199",646,"4,127"
2021년05월_계_20~29세,"35,674",588,673,653,168,102,129,177,209,135,306,632,268,408,229,93,371,473,886,"2,491","1,378","1,308","4,607",897,"3,269","2,333","3,540","4,162",777,"4,412"
2021년05월_계_30~39세,"27,804",509,736,521,123,67,75,145,201,149,256,472,200,340,142,68,312,482,757,"2,384",894,988,"4,287","1,134","2,352","1,565","3,017","1,478",825,"3,325"
2021년05월_계_40~49세,"41,108",795,"1,037",758,216,130,167,219,317,270,329,577,400,497,236,130,396,700,813,"3,421","1,252","1,449","6,207","1,427","3,557","2,702","4,841","1,658","1,031","5,576"
2021년05월_계_50~59세,"48,541","1,196","1,314","1,311",421,252,347,374,537,474,555,884,722,830,540,237,550,942,"1,117","4,012","1,857","1,858","6,215","1,262","4,399","2,538","4,576","2,264","1,092","5,865"
2021년05월_계_60~69세,"41,600","1,418","1,478","1,424",468,384,467,618,671,735,639,"1,040","1,022",937,547,377,732,866,"1,309","3,571","1,652","2,157","4,999","1,104","3,403","1,064","2,232","2,084",931,"3,271"
2021년05월_계_70~79세,"24,744",871,870,998,411,284,343,526,531,572,522,616,820,587,403,315,554,477,895,"1,923",865,"1,735","2,594",597,"1,335",593,973,"1,449",519,"1,566"
2021년05월_계_80~89세,"12,650",506,498,591,244,220,214,327,327,358,331,312,535,423,270,219,214,200,441,883,355,676,"1,200",249,594,234,432,704,286,807
2021년05월_계_90~99세,"2,074",82,84,109,54,42,44,58,43,53,46,43,114,82,57,31,45,30,59,106,46,89,190,31,109,37,66,130,76,118
2021년05월_계_100세 이상,90,3,2,9,3,2,2,0,1,4,2,2,7,1,3,3,4,1,2,6,1,2,6,2,2,1,4,11,3,1
2021년05월_남_총인구수,"139,577","3,387","3,869","3,612","1,135",796,970,"1,333","1,622","1,475","1,674","2,751","2,243","2,363","1,331",780,"1,789","2,557","3,591","11,114","4,765","5,998","18,438","4,238","11,402","6,995","12,299","7,934","3,469","15,647"
2021년05월_남_연령구간인구수,"139,577","3,387","3,869","3,612","1,135",796,970,"1,333","1,622","1,475","1,674","2,751","2,243","2,363","1,331",780,"1,789","2,557","3,591","11,114","4,765","5,998","18,438","4,238","11,402","6,995","12,299","7,934","3,469","15,647"
2021년05월_남_0~9세,"9,466",186,262,144,30,11,21,35,51,35,76,177,56,99,41,13,56,166,162,805,233,250,"1,835",417,747,629,"1,124",302,273,"1,230"
2021년05월_남_10~19세,"14,084",277,303,252,60,39,44,65,83,66,87,165,113,156,54,46,73,164,218,"1,147",385,570,"2,107",524,"1,372","1,053","1,693",569,330,"2,069"
2021년05월_남_20~29세,"19,432",331,363,375,97,51,75,104,125,85,175,410,151,247,136,55,201,265,454,"1,364",725,751,"2,387",479,"1,796","1,213","1,889","2,289",445,"2,394"
2021년05월_남_30~39세,"14,547",264,401,279,73,44,42,99,111,99,153,265,128,180,90,38,192,257,451,"1,238",511,557,"2,080",547,"1,190",762,"1,485",871,458,"1,682"
2021년05월_남_40~49세,"20,982",438,550,436,123,84,114,141,198,158,196,321,268,305,156,82,238,388,459,"1,786",674,807,"3,053",755,"1,698","1,220","2,253",895,532,"2,654"
2021년05월_남_50~59세,"24,745",628,676,725,231,154,204,210,321,270,317,465,396,479,298,128,284,528,622,"1,994",890,956,"2,961",644,"2,100","1,282","2,273","1,130",571,"3,008"
2021년05월_남_60~69세,"20,572",707,725,728,255,191,246,320,374,369,309,537,542,480,286,195,379,462,605,"1,685",821,"1,002","2,406",521,"1,677",519,"1,055",988,488,"1,700"
2021년05월_남_70~79세,"11,122",376,395,448,179,135,150,236,234,259,260,283,373,275,175,140,263,249,438,800,400,791,"1,155",255,627,233,388,666,258,681
2021년05월_남_80~89세,"4,146",165,173,201,75,77,65,108,116,121,91,113,175,122,83,75,90,74,165,272,117,290,403,87,175,78,125,204,96,210
2021년05월_남_90~99세,461,15,19,21,12,10,8,15,9,12,9,15,38,20,11,8,13,4,17,23,9,22,50,8,20,6,13,19,17,18
2021년05월_남_100세 이상,20,0,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년05월_여_총인구수,"140,575","3,518","3,947","3,517","1,165",770,939,"1,315","1,459","1,505","1,642","2,514","2,126","2,189","1,258",799,"1,610","2,257","3,409","11,496","4,644","5,668","19,685","4,290","11,739","7,316","12,883","7,798","3,246","15,871"
2021년05월_여_연령구간인구수,"140,575","3,518","3,947","3,517","1,165",770,939,"1,315","1,459","1,505","1,642","2,514","2,126","2,189","1,258",799,"1,610","2,257","3,409","11,496","4,644","5,668","19,685","4,290","11,739","7,316","12,883","7,798","3,246","15,871"
2021년05월_여_0~9세,"8,922",166,256,127,33,15,11,33,58,52,92,170,32,80,24,13,40,136,143,829,185,227,"1,695",420,701,593,"1,024",291,256,"1,220"
2021년05월_여_10~19세,"13,395",308,303,232,69,18,45,71,52,77,75,175,80,112,43,34,52,177,198,"1,032",306,357,"2,181",464,"1,301",969,"1,660",630,316,"2,058"
2021년05월_여_20~29세,"16,242",257,310,278,71,51,54,73,84,50,131,222,117,161,93,38,170,208,432,"1,127",653,557,"2,220",418,"1,473","1,120","1,651","1,873",332,"2,018"
2021년05월_여_30~39세,"13,257",245,335,242,50,23,33,46,90,50,103,207,72,160,52,30,120,225,306,"1,146",383,431,"2,207",587,"1,162",803,"1,532",607,367,"1,643"
2021년05월_여_40~49세,"20,126",357,487,322,93,46,53,78,119,112,133,256,132,192,80,48,158,312,354,"1,635",578,642,"3,154",672,"1,859","1,482","2,588",763,499,"2,922"
2021년05월_여_50~59세,"23,796",568,638,586,190,98,143,164,216,204,238,419,326,351,242,109,266,414,495,"2,018",967,902,"3,254",618,"2,299","1,256","2,303","1,134",521,"2,857"
2021년05월_여_60~69세,"21,028",711,753,696,213,193,221,298,297,366,330,503,480,457,261,182,353,404,704,"1,886",831,"1,155","2,593",583,"1,726",545,"1,177","1,096",443,"1,571"
2021년05월_여_70~79세,"13,622",495,475,550,232,149,193,290,297,313,262,333,447,312,228,175,291,228,457,"1,123",465,944,"1,439",342,708,360,585,783,261,885
2021년05월_여_80~89세,"8,504",341,325,390,169,143,149,219,211,237,240,199,360,301,187,144,124,126,276,611,238,386,797,162,419,156,307,500,190,597
2021년05월_여_90~99세,"1,613",67,65,88,42,32,36,43,34,41,37,28,76,62,46,23,32,26,42,83,37,67,140,23,89,31,53,111,59,100
2021년05월_여_100세 이상,70,3,0,6,3,2,1,0,1,3,1,2,4,1,2,3,4,1,2,6,1,0,5,1,2,1,3,10,2,0
2021년06월_계_총인구수,"280,072","6,869","7,783","7,089","2,279","1,555","1,908","2,635","3,068","2,986","3,309","5,243","4,359","4,523","2,589","1,576","3,381","4,801","6,963","22,529","9,352","11,575","38,365","8,492","22,984","14,152","24,954","15,710","6,689","32,354"
2021년06월_계_연령구간인구수,"280,072","6,869","7,783","7,089","2,279","1,555","1,908","2,635","3,068","2,986","3,309","5,243","4,359","4,523","2,589","1,576","3,381","4,801","6,963","22,529","9,352","11,575","38,365","8,492","22,984","14,152","24,954","15,710","6,689","32,354"
2021년06월_계_0~9세,"18,263",345,512,260,61,24,32,66,109,87,165,342,85,171,63,25,95,293,296,"1,604",415,464,"3,550",828,"1,430","1,182","2,115",585,529,"2,530"
2021년06월_계_10~19세,"27,457",572,600,476,126,58,94,136,134,143,163,346,189,270,96,81,121,344,411,"2,181",688,915,"4,326",979,"2,629","1,998","3,300","1,197",639,"4,245"
2021년06월_계_20~29세,"35,662",583,670,651,169,92,124,178,210,133,305,624,270,402,221,94,358,479,876,"2,466","1,364","1,298","4,614",910,"3,248","2,329","3,525","4,166",773,"4,530"
2021년06월_계_30~39세,"27,791",500,729,512,116,68,78,140,199,148,258,463,202,336,147,68,309,482,754,"2,376",880,965,"4,350","1,115","2,314","1,530","2,975","1,477",810,"3,490"
2021년06월_계_40~49세,"41,039",787,"1,023",749,216,127,168,217,312,270,326,574,400,488,241,128,394,699,806,"3,410","1,242","1,434","6,231","1,417","3,506","2,671","4,779","1,652","1,029","5,743"
2021년06월_계_50~59세,"48,434","1,186","1,310","1,303",413,254,342,372,532,473,545,870,718,825,536,233,545,932,"1,116","3,997","1,852","1,856","6,203","1,261","4,379","2,517","4,547","2,249","1,098","5,970"
2021년06월_계_60~69세,"41,841","1,422","1,483","1,430",471,388,470,617,673,741,651,"1,049","1,028",940,553,381,741,864,"1,312","3,571","1,647","2,150","5,058","1,112","3,436","1,060","2,240","2,090",929,"3,334"
2021년06월_계_70~79세,"24,792",877,870,"1,002",407,284,343,521,532,576,520,615,823,587,404,313,550,481,897,"1,937",865,"1,720","2,617",595,"1,338",594,978,"1,452",517,"1,577"
2021년06월_계_80~89세,"12,645",511,497,590,244,219,213,329,323,359,331,317,530,422,266,215,217,199,435,876,354,679,"1,224",240,591,233,428,698,285,820
2021년06월_계_90~99세,"2,072",84,87,107,53,40,43,59,43,54,45,43,110,81,58,35,47,28,58,105,44,92,186,33,111,37,65,133,77,114
2021년06월_계_100세 이상,76,2,2,9,3,1,1,0,1,2,0,0,4,1,4,3,4,0,2,6,1,2,6,2,2,1,2,11,3,1
2021년06월_남_총인구수,"139,543","3,367","3,852","3,589","1,125",792,965,"1,326","1,619","1,475","1,671","2,746","2,238","2,342","1,338",779,"1,784","2,551","3,570","11,075","4,734","5,958","18,547","4,226","11,341","6,928","12,182","7,902","3,456","16,065"
2021년06월_남_연령구간인구수,"139,543","3,367","3,852","3,589","1,125",792,965,"1,326","1,619","1,475","1,671","2,746","2,238","2,342","1,338",779,"1,784","2,551","3,570","11,075","4,734","5,958","18,547","4,226","11,341","6,928","12,182","7,902","3,456","16,065"
2021년06월_남_0~9세,"9,400",182,258,139,29,10,20,34,50,35,72,173,56,94,39,13,56,163,159,788,233,241,"1,843",411,745,602,"1,107",302,274,"1,272"
2021년06월_남_10~19세,"14,055",269,296,246,59,40,46,64,82,67,88,173,109,156,53,46,71,164,215,"1,146",378,562,"2,131",521,"1,352","1,041","1,665",558,327,"2,130"
2021년06월_남_20~29세,"19,429",330,363,373,98,47,73,107,125,83,174,405,150,242,135,56,198,267,449,"1,350",718,743,"2,387",493,"1,789","1,218","1,883","2,278",442,"2,453"
2021년06월_남_30~39세,"14,536",258,396,279,69,44,43,95,112,99,158,259,129,176,93,38,189,257,447,"1,241",502,549,"2,106",531,"1,176",754,"1,461",869,446,"1,760"
2021년06월_남_40~49세,"20,974",434,545,430,123,83,113,140,194,158,198,317,271,301,160,82,238,387,456,"1,774",670,800,"3,074",754,"1,680","1,202","2,219",892,534,"2,745"
2021년06월_남_50~59세,"24,675",622,676,715,229,156,199,209,318,265,312,464,390,473,298,127,283,522,618,"1,988",893,957,"2,950",643,"2,090","1,276","2,258","1,120",572,"3,052"
2021년06월_남_60~69세,"20,709",712,733,730,256,192,249,319,379,374,312,538,549,482,289,196,381,463,608,"1,689",817,"1,006","2,430",526,"1,690",517,"1,058",994,488,"1,732"
2021년06월_남_70~79세,"11,140",379,391,451,175,133,148,234,235,264,256,285,374,276,176,138,264,253,438,808,400,786,"1,160",254,624,232,392,666,258,690
2021년06월_남_80~89세,"4,153",166,173,203,76,78,66,109,115,118,92,117,172,121,83,75,91,72,163,269,115,289,414,85,174,80,124,203,97,213
2021년06월_남_90~99세,457,15,19,20,11,9,8,15,9,12,9,15,37,21,11,8,13,3,17,22,8,23,51,7,21,6,14,19,17,17
2021년06월_남_100세 이상,15,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1
2021년06월_여_총인구수,"140,529","3,502","3,931","3,500","1,154",763,943,"1,309","1,449","1,511","1,638","2,497","2,121","2,181","1,251",797,"1,597","2,250","3,393","11,454","4,618","5,617","19,818","4,266","11,643","7,224","12,772","7,808","3,233","16,289"
2021년06월_여_연령구간인구수,"140,529","3,502","3,931","3,500","1,154",763,943,"1,309","1,449","1,511","1,638","2,497","2,121","2,181","1,251",797,"1,597","2,250","3,393","11,454","4,618","5,617","19,818","4,266","11,643","7,224","12,772","7,808","3,233","16,289"
2021년06월_여_0~9세,"8,863",163,254,121,32,14,12,32,59,52,93,169,29,77,24,12,39,130,137,816,182,223,"1,707",417,685,580,"1,008",283,255,"1,258"
2021년06월_여_10~19세,"13,402",303,304,230,67,18,48,72,52,76,75,173,80,114,43,35,50,180,196,"1,035",310,353,"2,195",458,"1,277",957,"1,635",639,312,"2,115"
2021년06월_여_20~29세,"16,233",253,307,278,71,45,51,71,85,50,131,219,120,160,86,38,160,212,427,"1,116",646,555,"2,227",417,"1,459","1,111","1,642","1,888",331,"2,077"
2021년06월_여_30~39세,"13,255",242,333,233,47,24,35,45,87,49,100,204,73,160,54,30,120,225,307,"1,135",378,416,"2,244",584,"1,138",776,"1,514",608,364,"1,730"
2021년06월_여_40~49세,"20,065",353,478,319,93,44,55,77,118,112,128,257,129,187,81,46,156,312,350,"1,636",572,634,"3,157",663,"1,826","1,469","2,560",760,495,"2,998"
2021년06월_여_50~59세,"23,759",564,634,588,184,98,143,163,214,208,233,406,328,352,238,106,262,410,498,"2,009",959,899,"3,253",618,"2,289","1,241","2,289","1,129",526,"2,918"
2021년06월_여_60~69세,"21,132",710,750,700,215,196,221,298,294,367,339,511,479,458,264,185,360,401,704,"1,882",830,"1,144","2,628",586,"1,746",543,"1,182","1,096",441,"1,602"
2021년06월_여_70~79세,"13,652",498,479,551,232,151,195,287,297,312,264,330,449,311,228,175,286,228,459,"1,129",465,934,"1,457",341,714,362,586,786,259,887
2021년06월_여_80~89세,"8,492",345,324,387,168,141,147,220,208,241,239,200,358,301,183,140,126,127,272,607,239,390,810,155,417,153,304,495,188,607
2021년06월_여_90~99세,"1,615",69,68,87,42,31,35,44,34,42,36,28,73,60,47,27,34,25,41,83,36,69,135,26,90,31,51,114,60,97
2021년06월_여_100세 이상,61,2,0,6,3,1,1,0,1,2,0,0,3,1,3,3,4,0,2,6,1,0,5,1,2,1,1,10,2,0
