카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2021년12월_남_30~39세,"24,314","9,950","3,260",110,611,326,757,"1,542","1,696",559,"1,693","1,127","1,458","1,225"
2021년12월_남_40~49세,"31,359","11,472","3,755",158,792,464,795,"2,622","1,809",835,"2,820","1,713","2,707","1,417"
2021년12월_남_50~59세,"29,985","8,373","2,598",320,"1,394",938,"1,262","3,056","2,198",792,"2,759","1,999","2,674","1,622"
2021년12월_남_60~69세,"22,871","5,726","2,208",512,"1,451","1,053","1,225","1,733","1,724",623,"1,913","1,541","1,924","1,238"
2021년12월_남_70~79세,"9,971","2,185",979,321,606,460,486,888,549,264,820,704,"1,166",543
2021년12월_남_80~89세,"3,362",611,250,110,221,156,164,362,164,74,262,274,502,212
2021년12월_남_90~99세,253,43,16,13,27,18,16,15,17,4,14,21,34,15
2021년12월_남_100세 이상,4,0,0,0,0,0,0,1,0,0,2,0,1,0
2021년12월_여_총인구수,"176,967","60,999","18,454","1,634","6,187","3,840","5,365","16,989","10,371","4,446","13,572","10,185","15,721","9,204"
2021년12월_여_연령구간인구수,"176,967","60,999","18,454","1,634","6,187","3,840","5,365","16,989","10,371","4,446","13,572","10,185","15,721","9,204"
2021년12월_여_0~9세,"16,022","7,480","2,326",36,225,72,210,"1,139",624,344,"1,041",629,"1,087",809
2021년12월_여_10~19세,"16,964","6,448","1,532",55,395,211,260,"1,922",829,538,"1,589",880,"1,555",750
2021년12월_여_20~29세,"18,180","6,809","1,599",57,492,285,550,"2,078","1,202",468,"1,344",965,"1,435",896
2021년12월_여_30~39세,"23,024","10,226","3,197",69,434,233,518,"1,602","1,231",458,"1,423","1,022","1,454","1,157"
2021년12월_여_40~49세,"30,166","11,285","3,245",110,719,403,627,"3,184","1,552",788,"2,507","1,658","2,617","1,471"
2021년12월_여_50~59세,"29,632","8,762","2,606",265,"1,271",858,"1,125","3,240","2,298",744,"2,311","1,902","2,595","1,655"
2021년12월_여_60~69세,"23,765","6,038","2,426",477,"1,356",900,"1,195","1,979","1,534",612,"1,895","1,616","2,410","1,327"
2021년12월_여_70~79세,"12,042","2,483",993,309,784,484,560,"1,220",657,291,950,926,"1,668",717
2021년12월_여_80~89세,"6,192","1,260",446,219,433,322,278,552,384,170,441,530,794,363
2021년12월_여_90~99세,957,204,83,36,76,70,42,73,57,33,67,55,104,57
2021년12월_여_100세 이상,23,4,1,1,2,2,0,0,3,0,4,2,2,2
