카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년06월_계_100세 이상,777,177,33,21,65,39,19,91,27,27,78,44,44,59,9,11,26,16,17,24,18,32,41,36
2020년06월_남_총인구수,"1,686,331","527,035","133,960","110,851","87,093","96,577","98,554","172,027","65,214","56,072","274,583","51,496","129,682","176,445","13,191","32,793","30,708","26,011","20,733","22,637","17,236","18,943","30,123","21,402"
2020년06월_남_연령구간인구수,"1,686,331","527,035","133,960","110,851","87,093","96,577","98,554","172,027","65,214","56,072","274,583","51,496","129,682","176,445","13,191","32,793","30,708","26,011","20,733","22,637","17,236","18,943","30,123","21,402"
2020년06월_남_0~9세,"142,949","44,370","11,375","8,831","6,579","7,183","10,402","15,069","5,158","4,396","25,996","2,963","14,349","18,236",581,"2,180","1,790","1,391",865,"1,043",761,959,"1,985",857
2020년06월_남_10~19세,"171,651","53,034","12,652","12,548","7,215","9,757","10,862","18,816","6,709","5,351","32,344","4,208","14,716","17,632",847,"3,213","2,265","2,254","1,602","1,577","1,153","1,552","3,058","1,320"
2020년06월_남_20~29세,"211,521","73,132","20,242","18,310","10,598","12,474","11,508","24,706","6,292","6,488","37,426","5,314","13,854","21,918","1,167","3,241","2,904","2,353","1,982","2,160","1,441","1,821","3,523","1,799"
2020년06월_남_30~39세,"215,095","72,424","18,916","16,045","10,982","11,888","14,593","21,510","7,581","6,527","36,828","4,803","20,467","26,067",967,"3,014","2,924","2,263","1,329","1,617","1,222","1,414","2,631","1,507"
2020년06월_남_40~49세,"278,217","85,693","20,857","17,441","13,469","15,466","18,460","27,249","11,684","9,508","49,366","6,962","25,954","30,681","1,712","5,192","4,011","3,680","2,536","2,921","1,994","2,463","4,095","2,516"
2020년06월_남_50~59세,"297,444","93,274","25,088","21,501","14,717","17,444","14,524","28,476","11,616","9,747","49,341","9,641","20,612","29,441","2,561","6,227","5,898","4,989","3,949","4,653","3,576","3,684","5,436","4,323"
2020년06월_남_60~69세,"221,240","67,583","16,799","12,081","13,834","13,826","11,043","21,099","9,646","7,652","28,378","9,956","13,145","20,142","2,748","5,525","5,897","4,713","3,917","4,461","3,622","3,521","4,814","4,421"
2020년06월_남_70~79세,"107,021","28,495","6,163","3,191","7,281","6,611","5,249","11,104","4,983","4,560","11,170","5,394","4,994","9,197","1,654","2,890","3,442","2,985","2,964","2,743","2,298","2,266","2,923","2,959"
2020년06월_남_80~89세,"37,881","8,359","1,734",814,"2,221","1,807","1,783","3,673","1,423","1,717","3,448","2,087","1,462","2,899",860,"1,198","1,470","1,266","1,443","1,313","1,061","1,142","1,500","1,560"
2020년06월_남_90~99세,"3,152",630,128,83,181,113,125,304,114,120,263,162,123,222,92,110,105,113,145,145,106,114,149,135
2020년06월_남_100세 이상,160,41,6,6,16,8,5,21,8,6,23,6,6,10,2,3,2,4,1,4,2,7,9,5
2020년06월_여_총인구수,"1,663,123","513,083","129,224","106,131","87,863","95,856","94,009","175,435","64,497","55,112","268,259","53,637","117,196","175,151","13,766","31,931","31,117","25,800","22,369","22,817","17,904","20,378","31,558","23,113"
2020년06월_여_연령구간인구수,"1,663,123","513,083","129,224","106,131","87,863","95,856","94,009","175,435","64,497","55,112","268,259","53,637","117,196","175,151","13,766","31,931","31,117","25,800","22,369","22,817","17,904","20,378","31,558","23,113"
2020년06월_여_0~9세,"134,929","41,452","10,730","8,415","6,056","6,661","9,590","13,889","5,093","4,038","24,952","2,846","13,488","17,442",557,"2,165","1,669","1,364",749,939,681,934,"1,860",811
2020년06월_여_10~19세,"155,918","48,084","11,341","11,152","6,650","8,846","10,095","16,877","6,213","5,017","29,653","3,788","13,232","16,604",730,"2,812","1,935","1,874","1,393","1,389","1,004","1,458","2,653","1,202"
2020년06월_여_20~29세,"169,536","58,510","16,245","14,663","8,528","10,203","8,871","20,075","5,141","4,364","31,663","3,911","10,812","19,006",894,"2,367","2,148","1,638","1,296","1,479","1,073","1,373","2,466","1,320"
2020년06월_여_30~39세,"196,846","64,839","17,035","14,105","9,724","10,601","13,374","20,672","7,108","5,733","34,767","4,314","18,031","24,771",850,"2,921","2,395","1,860","1,218","1,295","1,038","1,300","2,519","1,215"
2020년06월_여_40~49세,"261,681","83,285","20,504","19,133","12,148","15,075","16,425","27,426","9,903","8,281","49,935","6,171","21,565","29,687","1,228","4,352","3,166","2,892","2,137","2,309","1,586","2,038","3,823","1,897"
2020년06월_여_50~59세,"285,729","94,236","25,719","22,285","14,948","17,527","13,757","29,318","11,163","8,764","46,378","9,415","18,180","28,965","2,118","5,147","5,257","4,228","3,516","3,926","3,090","3,286","5,156","3,586"
2020년06월_여_60~69세,"223,872","68,827","16,217","10,398","15,337","15,236","11,639","22,961","10,060","8,210","27,341","10,566","12,117","20,830","2,508","5,157","5,896","4,722","4,133","4,182","3,402","3,568","5,029","4,363"
2020년06월_여_70~79세,"136,528","33,814","6,909","3,537","9,081","7,893","6,394","14,333","6,107","6,161","14,741","7,116","5,651","11,415","2,406","3,798","4,633","3,827","3,863","3,692","3,038","3,314","4,206","4,413"
2020년06월_여_80~89세,"84,107","17,275","3,877","2,083","4,591","3,339","3,385","8,435","3,190","3,863","7,685","4,755","3,435","5,564","2,121","2,788","3,465","2,883","3,373","3,034","2,552","2,652","3,283","3,754"
2020년06월_여_90~99세,"13,360","2,625",620,345,751,444,465,"1,379",500,660,"1,089",717,647,818,347,416,529,500,675,552,424,430,531,521
2020년06월_여_100세 이상,617,136,27,15,49,31,14,70,19,21,55,38,38,49,7,8,24,12,16,20,16,25,32,31
2020년07월_계_총인구수,"3,347,637","1,039,595","263,373","216,658","174,791","192,132","192,641","347,317","129,558","111,401","542,655","105,099","246,660","351,651","26,902","64,600","61,646","51,737","43,021","45,412","35,097","39,274","61,578","44,434"
2020년07월_계_연령구간인구수,"3,347,637","1,039,595","263,373","216,658","174,791","192,132","192,641","347,317","129,558","111,401","542,655","105,099","246,660","351,651","26,902","64,600","61,646","51,737","43,021","45,412","35,097","39,274","61,578","44,434"
2020년07월_계_0~9세,"276,630","85,473","22,052","17,168","12,585","13,770","19,898","28,888","10,157","8,441","50,708","5,762","27,709","35,569","1,123","4,312","3,403","2,713","1,594","1,985","1,418","1,866","3,839","1,670"
2020년07월_계_10~19세,"326,862","100,901","23,920","23,621","13,827","18,544","20,989","35,581","12,921","10,359","61,858","7,980","27,923","34,238","1,566","5,991","4,202","4,123","2,969","2,943","2,142","3,010","5,654","2,501"
2020년07월_계_20~29세,"380,381","131,368","36,472","32,869","19,065","22,587","20,375","44,771","11,407","10,872","69,095","9,201","24,558","40,854","2,055","5,556","5,019","3,974","3,275","3,621","2,492","3,179","5,980","3,104"
2020년07월_계_30~39세,"409,959","136,737","35,932","30,038","20,572","22,359","27,836","42,066","14,560","12,243","71,200","9,051","38,220","50,654","1,807","5,898","5,266","4,083","2,515","2,896","2,255","2,691","5,135","2,682"
2020년07월_계_40~49세,"539,798","169,023","41,378","36,456","25,639","30,511","35,039","54,580","21,598","17,854","99,255","13,154","47,552","60,387","2,947","9,508","7,164","6,556","4,668","5,197","3,561","4,491","7,892","4,411"
2020년07월_계_50~59세,"582,963","187,324","50,845","43,745","29,606","34,889","28,239","57,796","22,694","18,495","95,837","19,038","38,843","58,469","4,653","11,376","11,079","9,222","7,451","8,575","6,671","6,972","10,590","7,878"
2020년07월_계_60~69세,"447,142","137,022","33,220","22,649","29,230","29,133","22,790","44,186","19,844","15,986","56,071","20,567","25,443","41,183","5,260","10,718","11,821","9,456","8,071","8,665","7,062","7,116","9,858","8,813"
2020년07월_계_70~79세,"244,205","62,561","13,140","6,759","16,430","14,569","11,663","25,532","11,106","10,724","26,013","12,551","10,703","20,690","4,060","6,706","8,086","6,823","6,818","6,447","5,333","5,575","7,110","7,367"
2020년07월_계_80~89세,"122,355","25,727","5,623","2,900","6,833","5,175","5,196","12,136","4,634","5,619","11,185","6,868","4,894","8,515","2,987","3,990","4,937","4,162","4,822","4,361","3,620","3,795","4,798","5,305"
2020년07월_계_90~99세,"16,555","3,282",757,432,939,557,597,"1,687",610,778,"1,356",881,771,"1,033",435,534,640,608,821,698,524,548,681,668
2020년07월_계_100세 이상,787,177,34,21,65,38,19,94,27,30,77,46,44,59,9,11,29,17,17,24,19,31,41,35
2020년07월_남_총인구수,"1,685,427","526,732","134,031","110,694","87,011","96,379","98,617","171,907","65,125","56,194","274,482","51,484","129,586","176,482","13,154","32,748","30,641","25,971","20,711","22,621","17,216","18,927","30,078","21,368"
2020년07월_남_연령구간인구수,"1,685,427","526,732","134,031","110,694","87,011","96,379","98,617","171,907","65,125","56,194","274,482","51,484","129,586","176,482","13,154","32,748","30,641","25,971","20,711","22,621","17,216","18,927","30,078","21,368"
2020년07월_남_0~9세,"142,316","44,200","11,344","8,814","6,550","7,144","10,348","15,008","5,107","4,415","25,873","2,939","14,293","18,189",570,"2,160","1,763","1,370",853,"1,039",746,947,"1,982",862
2020년07월_남_10~19세,"171,277","52,891","12,596","12,476","7,203","9,723","10,893","18,759","6,711","5,339","32,262","4,198","14,712","17,633",845,"3,197","2,272","2,251","1,587","1,571","1,157","1,555","3,037","1,300"
2020년07월_남_20~29세,"211,161","72,943","20,209","18,255","10,567","12,413","11,499","24,700","6,283","6,498","37,470","5,308","13,802","21,876","1,165","3,219","2,889","2,347","1,991","2,146","1,422","1,807","3,508","1,787"
2020년07월_남_30~39세,"214,141","72,196","18,965","15,981","10,893","11,814","14,543","21,469","7,504","6,529","36,606","4,784","20,336","25,955",957,"3,003","2,903","2,244","1,314","1,606","1,224","1,402","2,624","1,485"
2020년07월_남_40~49세,"278,104","85,712","20,842","17,414","13,476","15,444","18,536","27,200","11,674","9,538","49,332","6,959","25,946","30,727","1,710","5,169","3,997","3,669","2,533","2,903","1,978","2,462","4,078","2,517"
2020년07월_남_50~59세,"297,364","93,186","25,102","21,466","14,701","17,412","14,505","28,458","11,578","9,736","49,394","9,627","20,636","29,468","2,545","6,242","5,857","4,997","3,953","4,661","3,576","3,686","5,448","4,316"
2020년07월_남_60~69세,"222,280","67,891","16,885","12,179","13,862","13,853","11,112","21,158","9,718","7,719","28,564","9,990","13,246","20,227","2,758","5,537","5,919","4,723","3,926","4,468","3,639","3,540","4,820","4,437"
2020년07월_남_70~79세,"107,422","28,634","6,212","3,203","7,328","6,638","5,253","11,149","4,994","4,565","11,222","5,417","5,017","9,254","1,651","2,904","3,458","2,984","2,963","2,755","2,307","2,261","2,924","2,963"
2020년07월_남_80~89세,"38,046","8,412","1,740",818,"2,235","1,821","1,798","3,681","1,432","1,726","3,470","2,092","1,468","2,925",861,"1,202","1,475","1,269","1,444","1,325","1,056","1,146","1,502","1,560"
2020년07월_남_90~99세,"3,153",626,130,82,180,109,125,303,116,122,266,163,123,218,90,112,106,113,146,143,109,114,146,137
2020년07월_남_100세 이상,163,41,6,6,16,8,5,22,8,7,23,7,7,10,2,3,2,4,1,4,2,7,9,4
2020년07월_여_총인구수,"1,662,210","512,863","129,342","105,964","87,780","95,753","94,024","175,410","64,433","55,207","268,173","53,615","117,074","175,169","13,748","31,852","31,005","25,766","22,310","22,791","17,881","20,347","31,500","23,066"
2020년07월_여_연령구간인구수,"1,662,210","512,863","129,342","105,964","87,780","95,753","94,024","175,410","64,433","55,207","268,173","53,615","117,074","175,169","13,748","31,852","31,005","25,766","22,310","22,791","17,881","20,347","31,500","23,066"
2020년07월_여_0~9세,"134,314","41,273","10,708","8,354","6,035","6,626","9,550","13,880","5,050","4,026","24,835","2,823","13,416","17,380",553,"2,152","1,640","1,343",741,946,672,919,"1,857",808
2020년07월_여_10~19세,"155,585","48,010","11,324","11,145","6,624","8,821","10,096","16,822","6,210","5,020","29,596","3,782","13,211","16,605",721,"2,794","1,930","1,872","1,382","1,372",985,"1,455","2,617","1,201"
2020년07월_여_20~29세,"169,220","58,425","16,263","14,614","8,498","10,174","8,876","20,071","5,124","4,374","31,625","3,893","10,756","18,978",890,"2,337","2,130","1,627","1,284","1,475","1,070","1,372","2,472","1,317"
2020년07월_여_30~39세,"195,818","64,541","16,967","14,057","9,679","10,545","13,293","20,597","7,056","5,714","34,594","4,267","17,884","24,699",850,"2,895","2,363","1,839","1,201","1,290","1,031","1,289","2,511","1,197"
2020년07월_여_40~49세,"261,694","83,311","20,536","19,042","12,163","15,067","16,503","27,380","9,924","8,316","49,923","6,195","21,606","29,660","1,237","4,339","3,167","2,887","2,135","2,294","1,583","2,029","3,814","1,894"
2020년07월_여_50~59세,"285,599","94,138","25,743","22,279","14,905","17,477","13,734","29,338","11,116","8,759","46,443","9,411","18,207","29,001","2,108","5,134","5,222","4,225","3,498","3,914","3,095","3,286","5,142","3,562"
2020년07월_여_60~69세,"224,862","69,131","16,335","10,470","15,368","15,280","11,678","23,028","10,126","8,267","27,507","10,577","12,197","20,956","2,502","5,181","5,902","4,733","4,145","4,197","3,423","3,576","5,038","4,376"
2020년07월_여_70~79세,"136,783","33,927","6,928","3,556","9,102","7,931","6,410","14,383","6,112","6,159","14,791","7,134","5,686","11,436","2,409","3,802","4,628","3,839","3,855","3,692","3,026","3,314","4,186","4,404"
2020년07월_여_80~89세,"84,309","17,315","3,883","2,082","4,598","3,354","3,398","8,455","3,202","3,893","7,715","4,776","3,426","5,590","2,126","2,788","3,462","2,893","3,378","3,036","2,564","2,649","3,296","3,745"
2020년07월_여_90~99세,"13,402","2,656",627,350,759,448,472,"1,384",494,656,"1,090",718,648,815,345,422,534,495,675,555,415,434,535,531
2020년07월_여_100세 이상,624,136,28,15,49,30,14,72,19,23,54,39,37,49,7,8,27,13,16,20,17,24,32,31
2020년08월_계_총인구수,"3,345,169","1,038,677","263,432","216,218","174,879","191,618","192,530","347,262","129,226","111,440","542,538","105,026","246,402","351,691","26,883","64,497","61,590","51,630","42,980","45,257","35,071","39,236","61,468","44,295"
2020년08월_계_연령구간인구수,"3,345,169","1,038,677","263,432","216,218","174,879","191,618","192,530","347,262","129,226","111,440","542,538","105,026","246,402","351,691","26,883","64,497","61,590","51,630","42,980","45,257","35,071","39,236","61,468","44,295"
2020년08월_계_0~9세,"275,256","85,111","21,992","17,042","12,609","13,669","19,799","28,820","10,063","8,398","50,425","5,754","27,507","35,417","1,121","4,269","3,380","2,693","1,590","1,969","1,408","1,855","3,814","1,662"
2020년08월_계_10~19세,"326,156","100,611","23,867","23,524","13,776","18,485","20,959","35,453","12,887","10,349","61,758","7,951","27,935","34,279","1,550","6,011","4,192","4,083","2,942","2,914","2,130","3,000","5,640","2,471"
2020년08월_계_20~29세,"379,408","130,998","36,417","32,705","19,046","22,460","20,370","44,764","11,331","10,867","69,067","9,172","24,479","40,731","2,050","5,507","4,981","3,966","3,276","3,583","2,492","3,140","5,931","3,073"
2020년08월_계_30~39세,"407,944","136,110","35,889","29,915","20,551","22,106","27,649","41,986","14,414","12,210","70,947","9,027","37,909","50,396","1,794","5,841","5,240","4,039","2,495","2,866","2,219","2,683","5,104","2,664"
2020년08월_계_40~49세,"539,194","168,866","41,370","36,375","25,637","30,467","35,017","54,524","21,552","17,873","99,055","13,098","47,596","60,487","2,935","9,471","7,151","6,523","4,640","5,150","3,573","4,480","7,837","4,383"
2020년08월_계_50~59세,"582,524","186,988","50,796","43,679","29,528","34,752","28,233","57,786","22,611","18,480","96,050","18,974","38,852","58,480","4,640","11,352","11,058","9,214","7,435","8,563","6,647","6,974","10,612","7,808"
2020년08월_계_60~69세,"450,275","138,037","33,519","22,855","29,407","29,265","22,991","44,424","20,006","16,111","56,522","20,688","25,688","41,493","5,298","10,788","11,860","9,505","8,137","8,713","7,106","7,151","9,891","8,857"
2020년08월_계_70~79세,"244,289","62,660","13,152","6,767","16,443","14,621","11,677","25,551","11,085","10,697","26,059","12,559","10,717","20,750","4,049","6,707","8,110","6,802","6,791","6,417","5,317","5,563","7,101","7,354"
2020년08월_계_80~89세,"122,654","25,807","5,631","2,903","6,866","5,196","5,211","12,169","4,640","5,642","11,201","6,865","4,898","8,559","3,002","4,008","4,945","4,173","4,834","4,351","3,626","3,810","4,810","5,314"
