카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년09월_계_연령구간인구수,"488,029","24,438","15,233","29,418","29,013","16,956","35,404","33,309","15,225","25,879","18,188","22,635","17,986","23,173","22,607","22,153","15,372","17,261","23,620","22,508","30,709","26,942"
2021년09월_계_0~9세,"20,403","1,118","1,204","1,878","1,081",628,"1,196","1,937",381,"1,031",929,648,525,745,754,339,"1,105",622,668,807,"1,638","1,169"
2021년09월_계_10~19세,"27,551","1,438","1,136","2,843","1,330",817,"1,585","2,657",572,"1,509",798,810,829,"1,034","1,054",506,"1,407",823,952,"1,418","2,227","1,806"
2021년09월_계_20~29세,"108,865","4,792","1,809","3,798","7,563","5,585","11,578","5,380","4,492","5,857","3,913","6,384","4,413","5,557","5,885","8,529","1,728","3,992","6,088","2,665","4,770","4,087"
2021년09월_계_30~39세,"85,613","4,022","2,513","3,735","5,923","3,564","6,890","5,151","3,007","4,897","3,659","4,614","3,175","4,579","3,980","5,761","1,798","3,191","4,889","2,496","4,173","3,596"
2021년09월_계_40~49세,"66,229","3,318","2,435","4,878","3,597","1,972","3,986","5,115","1,710","3,497","2,271","2,739","2,196","3,165","2,829","2,448","2,868","2,263","3,492","3,103","4,560","3,787"
2021년09월_계_50~59세,"67,066","3,393","2,297","4,766","3,456","1,630","3,808","4,865","1,780","3,479","2,543","2,724","2,414","3,084","3,171","1,802","2,569","2,354","3,199","4,082","4,903","4,747"
2021년09월_계_60~69세,"59,963","3,363","1,977","3,931","3,192","1,378","3,361","4,358","1,701","2,996","2,268","2,557","2,258","2,769","2,665","1,492","2,105","2,200","2,399","4,114","4,700","4,179"
2021년09월_계_70~79세,"36,726","2,116","1,205","2,475","2,063",968,"2,171","2,738","1,095","1,857","1,300","1,531","1,510","1,577","1,616",913,"1,263","1,245","1,301","2,584","2,685","2,513"
2021년09월_계_80~89세,"13,861",771,584,987,721,375,734,990,445,682,447,569,593,582,584,322,474,508,568,"1,071",915,939
2021년09월_계_90~99세,"1,644",102,70,122,81,35,92,113,37,72,57,54,69,74,65,35,51,60,63,160,120,112
2021년09월_계_100세 이상,108,5,3,5,6,4,3,5,5,2,3,5,4,7,4,6,4,3,1,8,18,7
2021년09월_남_총인구수,"245,220","12,020","7,418","14,205","14,106","8,499","17,049","16,249","7,297","12,623","8,784","11,693","9,061","12,762","11,362","11,752","7,532","8,718","14,254","11,268","15,027","13,541"
2021년09월_남_연령구간인구수,"245,220","12,020","7,418","14,205","14,106","8,499","17,049","16,249","7,297","12,623","8,784","11,693","9,061","12,762","11,362","11,752","7,532","8,718","14,254","11,268","15,027","13,541"
2021년09월_남_0~9세,"10,474",562,633,983,561,318,590,"1,022",208,537,484,340,248,374,398,172,543,310,347,431,830,583
2021년09월_남_10~19세,"14,060",754,579,"1,480",662,398,774,"1,353",281,772,373,414,418,522,556,252,719,413,487,755,"1,125",973
2021년09월_남_20~29세,"52,970","2,282",929,"1,906","3,412","2,653","5,122","2,542","1,879","2,776","1,782","3,221","2,264","3,096","2,800","4,158",888,"1,807","3,584","1,416","2,341","2,112"
2021년09월_남_30~39세,"47,502","2,197","1,247","1,864","3,178","1,958","3,686","2,638","1,646","2,564","1,948","2,730","1,816","2,854","2,259","3,405",861,"1,763","3,317","1,414","2,184","1,973"
2021년09월_남_40~49세,"35,427","1,733","1,239","2,406","1,878","1,056","2,075","2,636",918,"1,784","1,150","1,506","1,187","1,925","1,471","1,414","1,454","1,198","2,370","1,670","2,340","2,017"
2021년09월_남_50~59세,"33,913","1,623","1,130","2,329","1,703",854,"1,917","2,430",889,"1,693","1,180","1,326","1,220","1,641","1,593","1,037","1,316","1,274","2,029","2,053","2,374","2,302"
2021년09월_남_60~69세,"27,918","1,559",899,"1,772","1,466",660,"1,547","1,957",794,"1,365","1,022","1,170",991,"1,331","1,265",727,963,"1,095","1,251","1,916","2,159","2,009"
2021년09월_남_70~79세,"16,736",975,517,"1,068",901,436,996,"1,229",480,817,607,728,674,752,733,427,583,612,599,"1,153","1,271","1,178"
2021년09월_남_80~89세,"5,808",310,227,361,322,152,316,424,191,293,225,243,232,253,272,154,192,223,252,421,370,375
2021년09월_남_90~99세,391,25,17,35,21,12,25,16,10,22,13,14,10,14,14,5,12,23,18,38,28,19
2021년09월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년09월_여_총인구수,"242,809","12,418","7,815","15,213","14,907","8,457","18,355","17,060","7,928","13,256","9,404","10,942","8,925","10,411","11,245","10,401","7,840","8,543","9,366","11,240","15,682","13,401"
2021년09월_여_연령구간인구수,"242,809","12,418","7,815","15,213","14,907","8,457","18,355","17,060","7,928","13,256","9,404","10,942","8,925","10,411","11,245","10,401","7,840","8,543","9,366","11,240","15,682","13,401"
2021년09월_여_0~9세,"9,929",556,571,895,520,310,606,915,173,494,445,308,277,371,356,167,562,312,321,376,808,586
2021년09월_여_10~19세,"13,491",684,557,"1,363",668,419,811,"1,304",291,737,425,396,411,512,498,254,688,410,465,663,"1,102",833
2021년09월_여_20~29세,"55,895","2,510",880,"1,892","4,151","2,932","6,456","2,838","2,613","3,081","2,131","3,163","2,149","2,461","3,085","4,371",840,"2,185","2,504","1,249","2,429","1,975"
2021년09월_여_30~39세,"38,111","1,825","1,266","1,871","2,745","1,606","3,204","2,513","1,361","2,333","1,711","1,884","1,359","1,725","1,721","2,356",937,"1,428","1,572","1,082","1,989","1,623"
2021년09월_여_40~49세,"30,802","1,585","1,196","2,472","1,719",916,"1,911","2,479",792,"1,713","1,121","1,233","1,009","1,240","1,358","1,034","1,414","1,065","1,122","1,433","2,220","1,770"
2021년09월_여_50~59세,"33,153","1,770","1,167","2,437","1,753",776,"1,891","2,435",891,"1,786","1,363","1,398","1,194","1,443","1,578",765,"1,253","1,080","1,170","2,029","2,529","2,445"
2021년09월_여_60~69세,"32,045","1,804","1,078","2,159","1,726",718,"1,814","2,401",907,"1,631","1,246","1,387","1,267","1,438","1,400",765,"1,142","1,105","1,148","2,198","2,541","2,170"
2021년09월_여_70~79세,"19,990","1,141",688,"1,407","1,162",532,"1,175","1,509",615,"1,040",693,803,836,825,883,486,680,633,702,"1,431","1,414","1,335"
2021년09월_여_80~89세,"8,053",461,357,626,399,223,418,566,254,389,222,326,361,329,312,168,282,285,316,650,545,564
2021년09월_여_90~99세,"1,253",77,53,87,60,23,67,97,27,50,44,40,59,60,51,30,39,37,45,122,92,93
2021년09월_여_100세 이상,87,5,2,4,4,2,2,3,4,2,3,4,3,7,3,5,3,3,1,7,13,7
2021년10월_계_총인구수,"487,357","24,467","15,173","29,356","28,957","16,942","35,467","33,270","15,153","25,857","18,210","22,616","17,923","23,127","22,543","22,241","15,358","17,264","23,539","22,364","30,616","26,914"
2021년10월_계_연령구간인구수,"487,357","24,467","15,173","29,356","28,957","16,942","35,467","33,270","15,153","25,857","18,210","22,616","17,923","23,127","22,543","22,241","15,358","17,264","23,539","22,364","30,616","26,914"
2021년10월_계_0~9세,"20,229","1,120","1,191","1,866","1,068",620,"1,191","1,924",385,"1,022",928,643,519,734,761,339,"1,099",615,655,797,"1,591","1,161"
2021년10월_계_10~19세,"27,419","1,434","1,131","2,827","1,321",803,"1,577","2,652",563,"1,499",799,806,811,"1,034","1,046",508,"1,397",817,959,"1,402","2,226","1,807"
2021년10월_계_20~29세,"108,486","4,817","1,806","3,784","7,519","5,577","11,597","5,354","4,440","5,821","3,917","6,355","4,398","5,523","5,842","8,563","1,733","3,988","6,012","2,633","4,755","4,052"
2021년10월_계_30~39세,"85,657","4,018","2,505","3,721","5,920","3,547","6,935","5,176","3,016","4,927","3,661","4,635","3,165","4,571","3,988","5,769","1,786","3,204","4,867","2,484","4,160","3,602"
2021년10월_계_40~49세,"66,015","3,305","2,415","4,847","3,585","1,976","3,977","5,088","1,709","3,490","2,262","2,745","2,189","3,151","2,807","2,462","2,859","2,275","3,490","3,073","4,535","3,775"
2021년10월_계_50~59세,"67,047","3,406","2,294","4,776","3,452","1,644","3,807","4,851","1,766","3,483","2,560","2,725","2,405","3,085","3,148","1,808","2,581","2,351","3,209","4,056","4,890","4,750"
2021년10월_계_60~69세,"60,066","3,371","1,964","3,948","3,204","1,393","3,365","4,383","1,692","3,006","2,271","2,550","2,265","2,777","2,664","1,506","2,105","2,186","2,409","4,121","4,708","4,178"
2021년10월_계_70~79세,"36,697","2,108","1,203","2,467","2,074",967,"2,176","2,722","1,098","1,847","1,294","1,527","1,505","1,578","1,625",917,"1,261","1,259","1,298","2,556","2,689","2,526"
2021년10월_계_80~89세,"13,986",781,591,993,725,376,745,"1,003",441,688,458,569,593,595,591,329,482,503,575,"1,078",929,941
2021년10월_계_90~99세,"1,657",104,70,122,83,35,94,113,38,72,57,56,69,72,67,35,53,64,65,158,115,115
2021년10월_계_100세 이상,98,3,3,5,6,4,3,4,5,2,3,5,4,7,4,5,2,2,0,6,18,7
2021년10월_남_총인구수,"244,844","12,033","7,381","14,160","14,058","8,491","17,095","16,222","7,268","12,595","8,797","11,728","9,058","12,750","11,328","11,778","7,519","8,716","14,182","11,196","14,972","13,517"
2021년10월_남_연령구간인구수,"244,844","12,033","7,381","14,160","14,058","8,491","17,095","16,222","7,268","12,595","8,797","11,728","9,058","12,750","11,328","11,778","7,519","8,716","14,182","11,196","14,972","13,517"
2021년10월_남_0~9세,"10,374",556,623,971,550,316,584,"1,013",213,531,486,335,250,369,406,175,540,311,340,423,803,579
2021년10월_남_10~19세,"14,004",749,579,"1,468",657,388,771,"1,352",274,770,378,413,409,532,554,257,712,416,485,745,"1,123",972
2021년10월_남_20~29세,"52,739","2,305",922,"1,890","3,378","2,658","5,149","2,520","1,863","2,743","1,777","3,228","2,267","3,077","2,770","4,172",888,"1,803","3,516","1,401","2,330","2,082"
2021년10월_남_30~39세,"47,509","2,193","1,244","1,863","3,176","1,944","3,707","2,644","1,641","2,568","1,942","2,752","1,816","2,855","2,273","3,394",860,"1,766","3,314","1,408","2,170","1,979"
2021년10월_남_40~49세,"35,291","1,724","1,228","2,385","1,866","1,060","2,071","2,622",917,"1,789","1,148","1,510","1,186","1,921","1,456","1,425","1,444","1,201","2,356","1,649","2,321","2,012"
2021년10월_남_50~59세,"33,938","1,628","1,130","2,333","1,708",862,"1,911","2,429",883,"1,695","1,192","1,333","1,213","1,637","1,577","1,035","1,322","1,275","2,041","2,048","2,379","2,307"
2021년10월_남_60~69세,"27,991","1,560",891,"1,782","1,475",664,"1,558","1,980",793,"1,377","1,026","1,169",999,"1,334","1,266",730,962,"1,083","1,255","1,917","2,166","2,004"
2021년10월_남_70~79세,"16,711",975,516,"1,067",901,435,996,"1,220",483,806,603,730,676,754,736,423,582,617,601,"1,146","1,266","1,178"
2021년10월_남_80~89세,"5,872",319,230,362,322,151,320,425,190,294,232,242,232,258,275,161,196,222,256,421,382,382
2021년10월_남_90~99세,395,24,17,38,23,11,27,16,10,22,13,15,9,13,14,5,12,22,18,37,27,22
2021년10월_남_100세 이상,20,0,1,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년10월_여_총인구수,"242,513","12,434","7,792","15,196","14,899","8,451","18,372","17,048","7,885","13,262","9,413","10,888","8,865","10,377","11,215","10,463","7,839","8,548","9,357","11,168","15,644","13,397"
2021년10월_여_연령구간인구수,"242,513","12,434","7,792","15,196","14,899","8,451","18,372","17,048","7,885","13,262","9,413","10,888","8,865","10,377","11,215","10,463","7,839","8,548","9,357","11,168","15,644","13,397"
2021년10월_여_0~9세,"9,855",564,568,895,518,304,607,911,172,491,442,308,269,365,355,164,559,304,315,374,788,582
2021년10월_여_10~19세,"13,415",685,552,"1,359",664,415,806,"1,300",289,729,421,393,402,502,492,251,685,401,474,657,"1,103",835
2021년10월_여_20~29세,"55,747","2,512",884,"1,894","4,141","2,919","6,448","2,834","2,577","3,078","2,140","3,127","2,131","2,446","3,072","4,391",845,"2,185","2,496","1,232","2,425","1,970"
2021년10월_여_30~39세,"38,148","1,825","1,261","1,858","2,744","1,603","3,228","2,532","1,375","2,359","1,719","1,883","1,349","1,716","1,715","2,375",926,"1,438","1,553","1,076","1,990","1,623"
2021년10월_여_40~49세,"30,724","1,581","1,187","2,462","1,719",916,"1,906","2,466",792,"1,701","1,114","1,235","1,003","1,230","1,351","1,037","1,415","1,074","1,134","1,424","2,214","1,763"
2021년10월_여_50~59세,"33,109","1,778","1,164","2,443","1,744",782,"1,896","2,422",883,"1,788","1,368","1,392","1,192","1,448","1,571",773,"1,259","1,076","1,168","2,008","2,511","2,443"
2021년10월_여_60~69세,"32,075","1,811","1,073","2,166","1,729",729,"1,807","2,403",899,"1,629","1,245","1,381","1,266","1,443","1,398",776,"1,143","1,103","1,154","2,204","2,542","2,174"
2021년10월_여_70~79세,"19,986","1,133",687,"1,400","1,173",532,"1,180","1,502",615,"1,041",691,797,829,824,889,494,679,642,697,"1,410","1,423","1,348"
2021년10월_여_80~89세,"8,114",462,361,631,403,225,425,578,251,394,226,327,361,337,316,168,286,281,319,657,547,559
2021년10월_여_90~99세,"1,262",80,53,84,60,24,67,97,28,50,44,41,60,59,53,30,41,42,47,121,88,93
2021년10월_여_100세 이상,78,3,2,4,4,2,2,3,4,2,3,4,3,7,3,4,1,2,0,5,13,7
2021년11월_계_총인구수,"486,427","24,428","15,170","29,259","28,979","16,900","35,417","33,210","15,131","25,819","18,142","22,610","17,873","23,041","22,546","22,323","15,331","17,268","23,459","22,129","30,555","26,837"
2021년11월_계_연령구간인구수,"486,427","24,428","15,170","29,259","28,979","16,900","35,417","33,210","15,131","25,819","18,142","22,610","17,873","23,041","22,546","22,323","15,331","17,268","23,459","22,129","30,555","26,837"
2021년11월_계_0~9세,"20,038","1,108","1,174","1,840","1,052",608,"1,193","1,905",390,"1,024",904,637,513,718,748,339,"1,091",611,659,785,"1,595","1,144"
2021년11월_계_10~19세,"27,225","1,424","1,140","2,821","1,315",793,"1,548","2,641",557,"1,484",788,809,800,"1,031","1,042",493,"1,399",809,949,"1,382","2,205","1,795"
2021년11월_계_20~29세,"108,181","4,802","1,796","3,759","7,554","5,542","11,551","5,359","4,429","5,819","3,901","6,322","4,378","5,469","5,825","8,621","1,724","4,002","5,939","2,616","4,736","4,037"
2021년11월_계_30~39세,"85,627","4,023","2,509","3,707","5,936","3,552","6,963","5,138","3,031","4,918","3,663","4,649","3,167","4,565","3,978","5,772","1,784","3,226","4,855","2,442","4,177","3,572"
2021년11월_계_40~49세,"65,817","3,305","2,419","4,839","3,562","1,970","3,980","5,088","1,698","3,472","2,242","2,737","2,198","3,121","2,805","2,473","2,848","2,259","3,493","3,039","4,504","3,765"
2021년11월_계_50~59세,"67,015","3,403","2,302","4,765","3,466","1,653","3,793","4,842","1,754","3,489","2,552","2,743","2,394","3,094","3,164","1,817","2,579","2,363","3,211","4,024","4,866","4,741"
2021년11월_계_60~69세,"60,027","3,368","1,968","3,941","3,206","1,392","3,370","4,389","1,689","2,996","2,267","2,540","2,248","2,784","2,680","1,517","2,105","2,183","2,404","4,077","4,715","4,188"
2021년11월_계_70~79세,"36,685","2,105","1,193","2,467","2,075",968,"2,164","2,718","1,106","1,847","1,300","1,538","1,510","1,579","1,636",918,"1,269","1,244","1,306","2,529","2,686","2,527"
2021년11월_계_80~89세,"14,067",781,599,993,729,384,760,"1,012",434,696,466,569,593,602,597,335,479,506,579,"1,072",936,945
2021년11월_계_90~99세,"1,651",106,69,121,78,35,92,114,38,72,56,61,68,73,67,33,52,63,64,157,116,116
2021년11월_계_100세 이상,94,3,1,6,6,3,3,4,5,2,3,5,4,5,4,5,1,2,0,6,19,7
2021년11월_남_총인구수,"244,367","12,022","7,384","14,116","14,065","8,454","17,068","16,193","7,270","12,571","8,755","11,734","9,047","12,705","11,338","11,788","7,505","8,694","14,138","11,079","14,964","13,477"
2021년11월_남_연령구간인구수,"244,367","12,022","7,384","14,116","14,065","8,454","17,068","16,193","7,270","12,571","8,755","11,734","9,047","12,705","11,338","11,788","7,505","8,694","14,138","11,079","14,964","13,477"
2021년11월_남_0~9세,"10,272",556,615,954,543,311,588,"1,002",215,533,474,330,245,361,397,175,536,306,339,414,809,569
2021년11월_남_10~19세,"13,922",741,582,"1,463",656,379,758,"1,350",268,764,371,422,404,537,553,247,716,416,484,730,"1,112",969
2021년11월_남_20~29세,"52,545","2,293",922,"1,880","3,380","2,626","5,126","2,516","1,858","2,745","1,766","3,232","2,260","3,047","2,777","4,179",882,"1,789","3,466","1,395","2,334","2,072"
2021년11월_남_30~39세,"47,501","2,201","1,240","1,860","3,191","1,946","3,724","2,624","1,651","2,565","1,945","2,754","1,828","2,854","2,267","3,380",858,"1,780","3,307","1,390","2,167","1,969"
2021년11월_남_40~49세,"35,203","1,725","1,225","2,383","1,854","1,057","2,074","2,622",913,"1,785","1,144","1,499","1,188","1,908","1,455","1,436","1,439","1,184","2,368","1,623","2,317","2,004"
2021년11월_남_50~59세,"33,941","1,641","1,135","2,325","1,715",864,"1,904","2,433",877,"1,695","1,185","1,345","1,210","1,635","1,585","1,039","1,322","1,281","2,040","2,040","2,364","2,306"
2021년11월_남_60~69세,"27,954","1,548",893,"1,781","1,473",666,"1,550","1,987",800,"1,366","1,018","1,159",994,"1,340","1,267",742,959,"1,082","1,256","1,902","2,169","2,002"
2021년11월_남_70~79세,"16,714",975,519,"1,069",906,441,991,"1,212",490,804,603,738,674,750,742,420,585,611,600,"1,129","1,274","1,181"
2021년11월_남_80~89세,"5,893",317,234,362,326,151,325,430,187,292,235,238,234,261,280,164,194,223,260,414,384,382
2021년11월_남_90~99세,402,25,18,38,19,11,27,16,10,22,14,16,9,12,14,5,13,22,18,41,29,23
2021년11월_남_100세 이상,20,0,1,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년11월_여_총인구수,"242,060","12,406","7,786","15,143","14,914","8,446","18,349","17,017","7,861","13,248","9,387","10,876","8,826","10,336","11,208","10,535","7,826","8,574","9,321","11,050","15,591","13,360"
2021년11월_여_연령구간인구수,"242,060","12,406","7,786","15,143","14,914","8,446","18,349","17,017","7,861","13,248","9,387","10,876","8,826","10,336","11,208","10,535","7,826","8,574","9,321","11,050","15,591","13,360"
2021년11월_여_0~9세,"9,766",552,559,886,509,297,605,903,175,491,430,307,268,357,351,164,555,305,320,371,786,575
2021년11월_여_10~19세,"13,303",683,558,"1,358",659,414,790,"1,291",289,720,417,387,396,494,489,246,683,393,465,652,"1,093",826
2021년11월_여_20~29세,"55,636","2,509",874,"1,879","4,174","2,916","6,425","2,843","2,571","3,074","2,135","3,090","2,118","2,422","3,048","4,442",842,"2,213","2,473","1,221","2,402","1,965"
2021년11월_여_30~39세,"38,126","1,822","1,269","1,847","2,745","1,606","3,239","2,514","1,380","2,353","1,718","1,895","1,339","1,711","1,711","2,392",926,"1,446","1,548","1,052","2,010","1,603"
2021년11월_여_40~49세,"30,614","1,580","1,194","2,456","1,708",913,"1,906","2,466",785,"1,687","1,098","1,238","1,010","1,213","1,350","1,037","1,409","1,075","1,125","1,416","2,187","1,761"
2021년11월_여_50~59세,"33,074","1,762","1,167","2,440","1,751",789,"1,889","2,409",877,"1,794","1,367","1,398","1,184","1,459","1,579",778,"1,257","1,082","1,171","1,984","2,502","2,435"
2021년11월_여_60~69세,"32,073","1,820","1,075","2,160","1,733",726,"1,820","2,402",889,"1,630","1,249","1,381","1,254","1,444","1,413",775,"1,146","1,101","1,148","2,175","2,546","2,186"
2021년11월_여_70~79세,"19,971","1,130",674,"1,398","1,169",527,"1,173","1,506",616,"1,043",697,800,836,829,894,498,684,633,706,"1,400","1,412","1,346"
2021년11월_여_80~89세,"8,174",464,365,631,403,233,435,582,247,404,231,331,359,341,317,171,285,283,319,658,552,563
2021년11월_여_90~99세,"1,249",81,51,83,59,24,65,98,28,50,42,45,59,61,53,28,39,41,46,116,87,93
2021년11월_여_100세 이상,74,3,0,5,4,1,2,3,4,2,3,4,3,5,3,4,0,2,0,5,14,7
2021년12월_계_총인구수,"485,699","24,412","15,118","29,209","28,931","16,847","35,422","33,156","15,106","25,799","18,085","22,593","17,840","23,062","22,560","22,365","15,298","17,338","23,385","21,902","30,512","26,759"
2021년12월_계_연령구간인구수,"485,699","24,412","15,118","29,209","28,931","16,847","35,422","33,156","15,106","25,799","18,085","22,593","17,840","23,062","22,560","22,365","15,298","17,338","23,385","21,902","30,512","26,759"
2021년12월_계_0~9세,"19,843","1,107","1,148","1,839","1,047",597,"1,183","1,887",392,"1,005",893,635,504,717,743,328,"1,081",608,651,774,"1,582","1,122"
2021년12월_계_10~19세,"27,057","1,419","1,146","2,806","1,301",781,"1,548","2,625",547,"1,477",775,809,791,"1,015","1,033",486,"1,405",800,932,"1,367","2,208","1,786"
2021년12월_계_20~29세,"108,154","4,786","1,783","3,753","7,529","5,521","11,583","5,352","4,424","5,832","3,923","6,352","4,357","5,450","5,863","8,676","1,700","4,039","5,896","2,572","4,725","4,038"
2021년12월_계_30~39세,"85,556","4,048","2,503","3,658","5,951","3,533","6,967","5,127","3,032","4,937","3,651","4,630","3,158","4,590","3,970","5,774","1,787","3,235","4,838","2,431","4,177","3,559"
2021년12월_계_40~49세,"65,543","3,297","2,405","4,854","3,548","1,969","3,979","5,069","1,687","3,429","2,221","2,735","2,201","3,124","2,790","2,468","2,834","2,261","3,453","2,991","4,488","3,740"
2021년12월_계_50~59세,"67,025","3,396","2,318","4,763","3,473","1,659","3,775","4,848","1,739","3,494","2,539","2,741","2,390","3,101","3,186","1,822","2,572","2,379","3,236","4,001","4,871","4,722"
2021년12월_계_60~69세,"59,970","3,371","1,948","3,936","3,207","1,394","3,370","4,380","1,688","3,008","2,257","2,514","2,254","2,796","2,665","1,511","2,121","2,192","2,410","4,040","4,723","4,185"
2021년12월_계_70~79세,"36,640","2,092","1,195","2,470","2,061",965,"2,150","2,734","1,110","1,838","1,297","1,545","1,507","1,576","1,633",925,"1,261","1,247","1,312","2,501","2,690","2,531"
2021년12월_계_80~89세,"14,186",790,600,"1,001",736,389,770,"1,013",445,708,466,570,605,612,607,338,487,513,591,"1,060",932,953
2021년12월_계_90~99세,"1,664",104,71,124,75,37,95,118,40,70,60,57,70,76,66,34,50,62,66,161,111,117
2021년12월_계_100세 이상,61,2,1,5,3,2,2,3,2,1,3,5,3,5,4,3,0,2,0,4,5,6
2021년12월_남_총인구수,"243,991","12,014","7,358","14,091","14,040","8,462","17,083","16,152","7,266","12,553","8,720","11,696","9,032","12,713","11,345","11,802","7,475","8,728","14,101","10,976","14,950","13,434"
2021년12월_남_연령구간인구수,"243,991","12,014","7,358","14,091","14,040","8,462","17,083","16,152","7,266","12,553","8,720","11,696","9,032","12,713","11,345","11,802","7,475","8,728","14,101","10,976","14,950","13,434"
2021년12월_남_0~9세,"10,186",560,602,951,541,307,585,990,219,525,467,331,242,367,394,171,534,303,329,410,805,553
2021년12월_남_10~19세,"13,835",733,587,"1,459",649,376,758,"1,345",262,763,368,419,401,523,549,242,717,410,475,719,"1,115",965
2021년12월_남_20~29세,"52,492","2,286",911,"1,874","3,338","2,632","5,145","2,505","1,868","2,755","1,776","3,246","2,247","3,042","2,789","4,177",866,"1,813","3,453","1,378","2,323","2,068"
2021년12월_남_30~39세,"47,453","2,222","1,233","1,838","3,210","1,938","3,727","2,627","1,645","2,563","1,936","2,718","1,828","2,859","2,262","3,392",857,"1,783","3,304","1,385","2,167","1,959"
2021년12월_남_40~49세,"35,040","1,715","1,221","2,388","1,854","1,054","2,079","2,604",908,"1,760","1,134","1,496","1,189","1,903","1,454","1,436","1,427","1,181","2,333","1,594","2,318","1,992"
2021년12월_남_50~59세,"33,980","1,636","1,145","2,326","1,724",877,"1,890","2,433",866,"1,704","1,179","1,349","1,211","1,645","1,587","1,048","1,317","1,294","2,055","2,031","2,362","2,301"
2021년12월_남_60~69세,"27,931","1,547",880,"1,773","1,483",670,"1,559","1,981",801,"1,364","1,006","1,143",997,"1,351","1,274",741,967,"1,084","1,263","1,884","2,170","1,993"
2021년12월_남_70~79세,"16,709",967,522,"1,073",898,441,979,"1,222",497,799,606,740,665,749,737,426,579,614,604,"1,120","1,278","1,193"
2021년12월_남_80~89세,"5,948",324,237,369,326,154,333,427,190,298,232,238,242,260,285,163,198,225,265,412,383,387
2021년12월_남_90~99세,408,24,19,39,17,12,28,17,10,22,16,15,9,14,13,5,13,21,20,43,28,23
2021년12월_남_100세 이상,9,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
2021년12월_여_총인구수,"241,708","12,398","7,760","15,118","14,891","8,385","18,339","17,004","7,840","13,246","9,365","10,897","8,808","10,349","11,215","10,563","7,823","8,610","9,284","10,926","15,562","13,325"
2021년12월_여_연령구간인구수,"241,708","12,398","7,760","15,118","14,891","8,385","18,339","17,004","7,840","13,246","9,365","10,897","8,808","10,349","11,215","10,563","7,823","8,610","9,284","10,926","15,562","13,325"
2021년12월_여_0~9세,"9,657",547,546,888,506,290,598,897,173,480,426,304,262,350,349,157,547,305,322,364,777,569
2021년12월_여_10~19세,"13,222",686,559,"1,347",652,405,790,"1,280",285,714,407,390,390,492,484,244,688,390,457,648,"1,093",821
2021년12월_여_20~29세,"55,662","2,500",872,"1,879","4,191","2,889","6,438","2,847","2,556","3,077","2,147","3,106","2,110","2,408","3,074","4,499",834,"2,226","2,443","1,194","2,402","1,970"
2021년12월_여_30~39세,"38,103","1,826","1,270","1,820","2,741","1,595","3,240","2,500","1,387","2,374","1,715","1,912","1,330","1,731","1,708","2,382",930,"1,452","1,534","1,046","2,010","1,600"
2021년12월_여_40~49세,"30,503","1,582","1,184","2,466","1,694",915,"1,900","2,465",779,"1,669","1,087","1,239","1,012","1,221","1,336","1,032","1,407","1,080","1,120","1,397","2,170","1,748"
2021년12월_여_50~59세,"33,045","1,760","1,173","2,437","1,749",782,"1,885","2,415",873,"1,790","1,360","1,392","1,179","1,456","1,599",774,"1,255","1,085","1,181","1,970","2,509","2,421"
2021년12월_여_60~69세,"32,039","1,824","1,068","2,163","1,724",724,"1,811","2,399",887,"1,644","1,251","1,371","1,257","1,445","1,391",770,"1,154","1,108","1,147","2,156","2,553","2,192"
2021년12월_여_70~79세,"19,931","1,125",673,"1,397","1,163",524,"1,171","1,512",613,"1,039",691,805,842,827,896,499,682,633,708,"1,381","1,412","1,338"
2021년12월_여_80~89세,"8,238",466,363,632,410,235,437,586,255,410,234,332,363,352,322,175,289,288,326,648,549,566
2021년12월_여_90~99세,"1,256",80,52,85,58,25,67,101,30,48,44,42,61,62,53,29,37,41,46,118,83,94
2021년12월_여_100세 이상,52,2,0,4,3,1,2,2,2,1,3,4,2,5,3,2,0,2,0,4,4,6
