카테고리,경상남도 밀양시,경상남도 밀양시 삼랑진읍,경상남도 밀양시 삼랑진임천출장소,경상남도 밀양시 하남읍,경상남도 밀양시 부북면,경상남도 밀양시 상동면,경상남도 밀양시 산외면,경상남도 밀양시 산내면,경상남도 밀양시 단장면,경상남도 밀양시 상남면,경상남도 밀양시 초동면,경상남도 밀양시 무안면,경상남도 밀양시 청도면,경상남도 밀양시 내일동,경상남도 밀양시 내이동,경상남도 밀양시 삼문동,경상남도 밀양시 가곡동,경상남도 밀양시 교동
2021년12월_계_10~19세,"7,470",224,49,394,222,78,107,171,153,499,113,232,47,142,"1,391","2,529",579,540
2021년12월_계_20~29세,"8,620",297,121,473,336,140,168,199,172,634,161,287,85,204,"1,902","2,079",740,622
2021년12월_계_30~39세,"8,397",305,64,439,310,141,135,142,253,590,157,231,58,190,"2,140","2,024",651,567
2021년12월_계_40~49세,"12,627",489,97,726,460,192,253,331,305,960,284,356,122,296,"2,475","3,421","1,022",838
2021년12월_계_50~59세,"18,230",926,208,"1,297",923,516,528,697,834,"1,447",565,825,265,485,"2,851","3,334","1,396","1,133"
2021년12월_계_60~69세,"21,960","1,411",318,"1,667","1,351",958,767,"1,092","1,323","1,842",930,"1,329",514,587,"2,538","2,729","1,523","1,081"
2021년12월_계_70~79세,"12,837",913,234,"1,088",779,570,479,681,720,"1,120",657,851,356,411,"1,134","1,395",937,512
2021년12월_계_80~89세,"7,196",478,133,631,513,340,268,360,392,668,389,622,252,220,491,697,536,206
2021년12월_계_90~99세,932,66,24,77,73,54,36,55,53,94,33,70,35,17,91,79,57,18
2021년12월_계_100세 이상,21,2,0,4,2,0,3,1,2,1,1,2,0,0,2,0,0,1
2021년12월_남_총인구수,"50,849","2,615",630,"3,528","2,633","1,459","1,429","1,940","2,121","4,123","1,661","2,390",850,"1,263","8,097","9,658","3,634","2,818"
2021년12월_남_연령구간인구수,"50,849","2,615",630,"3,528","2,633","1,459","1,429","1,940","2,121","4,123","1,661","2,390",850,"1,263","8,097","9,658","3,634","2,818"
2021년12월_남_0~9세,"2,690",71,6,139,64,25,34,44,37,207,37,50,15,29,652,949,191,140
2021년12월_남_10~19세,"3,892",118,25,207,120,40,61,86,86,249,62,125,23,78,720,"1,343",285,264
2021년12월_남_20~29세,"5,043",181,68,289,232,85,108,126,113,400,92,168,55,135,"1,079","1,162",391,359
2021년12월_남_30~39세,"4,428",175,38,256,187,85,76,84,138,318,96,134,33,93,"1,121",966,341,287
2021년12월_남_40~49세,"6,672",294,68,429,268,122,157,205,181,547,180,194,78,158,"1,261","1,615",498,417
2021년12월_남_50~59세,"9,259",487,117,705,526,258,284,383,416,745,301,449,119,244,"1,430","1,566",681,548
2021년12월_남_60~69세,"10,809",710,155,815,708,468,391,569,678,936,456,679,279,279,"1,197","1,247",727,515
2021년12월_남_70~79세,"5,695",419,108,486,353,274,230,329,345,503,305,388,163,175,470,576,347,224
2021년12월_남_80~89세,"2,177",149,41,191,159,89,82,105,119,198,128,186,79,70,144,217,159,61
2021년12월_남_90~99세,180,10,4,11,16,13,5,9,7,20,4,16,6,2,23,17,14,3
2021년12월_남_100세 이상,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2021년12월_여_총인구수,"52,676","2,623",631,"3,514","2,443","1,580","1,370","1,867","2,151","4,139","1,704","2,507",918,"1,349","8,244","10,462","4,175","2,999"
2021년12월_여_연령구간인구수,"52,676","2,623",631,"3,514","2,443","1,580","1,370","1,867","2,151","4,139","1,704","2,507",918,"1,349","8,244","10,462","4,175","2,999"
2021년12월_여_0~9세,"2,545",56,7,107,43,25,21,34,28,200,38,42,19,31,674,884,177,159
2021년12월_여_10~19세,"3,578",106,24,187,102,38,46,85,67,250,51,107,24,64,671,"1,186",294,276
2021년12월_여_20~29세,"3,577",116,53,184,104,55,60,73,59,234,69,119,30,69,823,917,349,263
2021년12월_여_30~39세,"3,969",130,26,183,123,56,59,58,115,272,61,97,25,97,"1,019","1,058",310,280
2021년12월_여_40~49세,"5,955",195,29,297,192,70,96,126,124,413,104,162,44,138,"1,214","1,806",524,421
2021년12월_여_50~59세,"8,971",439,91,592,397,258,244,314,418,702,264,376,146,241,"1,421","1,768",715,585
2021년12월_여_60~69세,"11,151",701,163,852,643,490,376,523,645,906,474,650,235,308,"1,341","1,482",796,566
2021년12월_여_70~79세,"7,142",494,126,602,426,296,249,352,375,617,352,463,193,236,664,819,590,288
2021년12월_여_80~89세,"5,019",329,92,440,354,251,186,255,273,470,261,436,173,150,347,480,377,145
2021년12월_여_90~99세,752,56,20,66,57,41,31,46,46,74,29,54,29,15,68,62,43,15
2021년12월_여_100세 이상,17,1,0,4,2,0,2,1,1,1,1,1,0,0,2,0,0,1
