카테고리,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2021년09월_계_총인구수,"366,560","43,359","2,782","3,137","6,242","8,982","7,015","7,429","5,535","3,389","2,339","18,908","35,299","32,620","23,601","29,542","34,417","34,255","19,332","11,363","28,523","8,491",
2021년09월_계_연령구간인구수,"366,560","43,359","2,782","3,137","6,242","8,982","7,015","7,429","5,535","3,389","2,339","18,908","35,299","32,620","23,601","29,542","34,417","34,255","19,332","11,363","28,523","8,491",
2021년09월_계_0~9세,"46,960","3,067",97,97,325,335,250,333,180,65,90,"2,421","5,086","3,999","3,325","4,469","5,814","5,819","3,010","1,667","4,839","1,672",
2021년09월_계_10~19세,"44,826","4,166",95,120,359,376,318,408,361,110,172,"3,292","4,920","4,531","4,369","4,262","4,913","3,744","2,610","1,092","3,609",999,
2021년09월_계_20~29세,"38,131","6,522",381,279,713,939,"1,031",841,545,268,259,"1,723","3,969","3,933","1,852","2,558","2,490","3,461","1,859","1,344","2,556",608,
2021년09월_계_30~39세,"61,187","5,438",362,294,764,921,944,732,469,225,181,"2,413","6,815","5,623","3,316","5,286","6,178","7,718","3,481","2,218","5,951","1,858",
2021년09월_계_40~49세,"71,533","6,835",329,329,808,"1,017",955,865,645,317,304,"4,329","7,583","6,950","5,858","6,304","7,688","6,636","3,958","2,047","5,921","1,855",
2021년09월_계_50~59세,"47,566","6,674",525,525,"1,086","1,600","1,305","1,200","1,012",665,430,"2,739","4,066","4,038","2,869","3,402","3,627","3,849","2,382","1,670","3,061",841,
2021년09월_계_60~69세,"32,942","5,719",553,698,"1,104","1,854","1,167","1,472","1,082",882,426,"1,251","1,965","2,152","1,325","2,088","2,540","2,117","1,386",934,"1,820",407,
2021년09월_계_70~79세,"14,652","3,066",253,425,624,"1,123",607,909,648,490,266,494,604,909,481,803,873,640,454,252,559,172,
2021년09월_계_80~89세,"7,442","1,616",158,308,400,688,383,585,511,315,187,206,222,386,175,331,248,213,160,113,167,70,
2021년09월_계_90~99세,"1,283",248,28,58,58,123,54,80,76,51,24,39,69,99,29,38,46,56,32,26,40,9,
2021년09월_계_100세 이상,38,8,1,4,1,6,1,4,6,1,0,1,0,0,2,1,0,2,0,0,0,0,
2021년09월_남_총인구수,"183,044","22,570","1,589","1,653","3,450","4,767","4,067","4,063","2,959","1,830","1,242","9,292","17,082","15,753","11,665","14,364","16,868","16,826","9,465","5,644","13,762","4,133",
2021년09월_남_연령구간인구수,"183,044","22,570","1,589","1,653","3,450","4,767","4,067","4,063","2,959","1,830","1,242","9,292","17,082","15,753","11,665","14,364","16,868","16,826","9,465","5,644","13,762","4,133",
2021년09월_남_0~9세,"23,953","1,574",48,46,166,165,131,163,92,27,47,"1,262","2,556","2,040","1,715","2,301","2,957","2,964","1,517",881,"2,450",851,
2021년09월_남_10~19세,"22,595","2,136",49,63,195,178,148,217,207,60,80,"1,669","2,399","2,299","2,306","2,097","2,518","1,830","1,334",556,"1,750",504,
2021년09월_남_20~29세,"19,501","3,736",225,177,474,557,661,552,341,149,152,884,"1,801","1,740",908,"1,204","1,226","1,662",907,670,"1,204",271,
2021년09월_남_30~39세,"29,846","3,004",245,178,483,556,641,462,292,143,120,"1,094","3,165","2,669","1,477","2,510","2,856","3,684","1,585","1,087","2,753",842,
2021년09월_남_40~49세,"36,286","3,652",220,203,508,625,651,524,379,203,183,"2,039","3,767","3,329","2,788","3,111","3,867","3,349","1,961","1,032","2,948",947,
2021년09월_남_50~59세,"24,873","3,548",324,290,621,893,757,709,576,395,250,"1,433","2,095","2,105","1,552","1,712","1,740","1,920","1,226",801,"1,499",427,
2021년09월_남_60~69세,"16,368","2,886",304,379,568,990,630,783,584,486,225,615,944,"1,040",627,938,"1,184","1,048",660,457,834,186,
2021년09월_남_70~79세,"6,807","1,350",121,213,272,545,297,407,287,252,120,221,280,407,229,371,426,310,222,129,270,78,
2021년09월_남_80~89세,"2,544",618,51,91,146,228,138,229,188,105,59,65,64,107,57,111,85,51,49,29,50,23,
2021년09월_남_90~99세,262,65,2,12,16,27,13,16,13,9,6,10,11,17,5,9,9,8,4,2,4,4,
2021년09월_남_100세 이상,9,1,0,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
2021년09월_여_총인구수,"183,516","20,789","1,193","1,484","2,792","4,215","2,948","3,366","2,576","1,559","1,097","9,616","18,217","16,867","11,936","15,178","17,549","17,429","9,867","5,719","14,761","4,358",
2021년09월_여_연령구간인구수,"183,516","20,789","1,193","1,484","2,792","4,215","2,948","3,366","2,576","1,559","1,097","9,616","18,217","16,867","11,936","15,178","17,549","17,429","9,867","5,719","14,761","4,358",
2021년09월_여_0~9세,"23,007","1,493",49,51,159,170,119,170,88,38,43,"1,159","2,530","1,959","1,610","2,168","2,857","2,855","1,493",786,"2,389",821,
2021년09월_여_10~19세,"22,231","2,030",46,57,164,198,170,191,154,50,92,"1,623","2,521","2,232","2,063","2,165","2,395","1,914","1,276",536,"1,859",495,
2021년09월_여_20~29세,"18,630","2,786",156,102,239,382,370,289,204,119,107,839,"2,168","2,193",944,"1,354","1,264","1,799",952,674,"1,352",337,
2021년09월_여_30~39세,"31,341","2,434",117,116,281,365,303,270,177,82,61,"1,319","3,650","2,954","1,839","2,776","3,322","4,034","1,896","1,131","3,198","1,016",
2021년09월_여_40~49세,"35,247","3,183",109,126,300,392,304,341,266,114,121,"2,290","3,816","3,621","3,070","3,193","3,821","3,287","1,997","1,015","2,973",908,
2021년09월_여_50~59세,"22,693","3,126",201,235,465,707,548,491,436,270,180,"1,306","1,971","1,933","1,317","1,690","1,887","1,929","1,156",869,"1,562",414,
2021년09월_여_60~69세,"16,574","2,833",249,319,536,864,537,689,498,396,201,636,"1,021","1,112",698,"1,150","1,356","1,069",726,477,986,221,
2021년09월_여_70~79세,"7,845","1,716",132,212,352,578,310,502,361,238,146,273,324,502,252,432,447,330,232,123,289,94,
2021년09월_여_80~89세,"4,898",998,107,217,254,460,245,356,323,210,128,141,158,279,118,220,163,162,111,84,117,47,
2021년09월_여_90~99세,"1,021",183,26,46,42,96,41,64,63,42,18,29,58,82,24,29,37,48,28,24,36,5,
2021년09월_여_100세 이상,29,7,1,3,0,3,1,3,6,0,0,1,0,0,1,1,0,2,0,0,0,0,
2021년10월_계_총인구수,"368,276","43,406","2,792","3,133","6,211","9,030","7,021","7,418","5,519","3,388","2,311","18,851","37,028","32,903","23,542","29,460","34,365","20,641","19,257","11,371","28,519","8,515","13,595"
2021년10월_계_연령구간인구수,"368,276","43,406","2,792","3,133","6,211","9,030","7,021","7,418","5,519","3,388","2,311","18,851","37,028","32,903","23,542","29,460","34,365","20,641","19,257","11,371","28,519","8,515","13,595"
2021년10월_계_0~9세,"46,988","3,042",100,98,319,346,243,328,180,66,88,"2,389","5,383","4,010","3,273","4,428","5,766","3,550","2,979","1,657","4,823","1,674","2,246"
2021년10월_계_10~19세,"45,193","4,171",93,116,359,370,316,406,355,108,170,"3,294","5,172","4,557","4,389","4,278","4,939","2,480","2,610","1,100","3,621","1,017","1,272"
2021년10월_계_20~29세,"38,180","6,519",387,274,700,940,"1,021",847,543,269,251,"1,732","4,110","3,989","1,845","2,527","2,479","1,735","1,838","1,339","2,552",594,"1,689"
2021년10월_계_30~39세,"61,258","5,462",362,302,759,941,959,724,464,229,182,"2,404","7,092","5,618","3,293","5,264","6,109","4,371","3,445","2,206","5,913","1,846","3,313"
2021년10월_계_40~49세,"71,910","6,806",329,328,808,"1,030",949,853,643,313,299,"4,303","7,976","6,992","5,826","6,290","7,703","4,231","3,964","2,059","5,932","1,874","2,402"
2021년10월_계_50~59세,"48,087","6,695",530,519,"1,076","1,606","1,309","1,208","1,012",664,428,"2,749","4,286","4,139","2,908","3,425","3,649","2,318","2,383","1,689","3,083",851,"1,560"
2021년10월_계_60~69세,"33,152","5,747",554,700,"1,104","1,858","1,177","1,473","1,077",879,426,"1,242","2,053","2,192","1,326","2,077","2,549","1,378","1,396",932,"1,831",410,771
2021년10월_계_70~79세,"14,694","3,080",253,424,625,"1,126",604,906,647,491,256,493,638,917,475,799,881,431,455,249,557,171,216
2021년10월_계_80~89세,"7,488","1,629",154,310,401,685,387,591,513,317,187,204,242,397,175,331,244,116,156,116,167,69,97
2021년10월_계_90~99세,"1,287",247,29,58,59,122,55,79,77,51,24,40,76,92,30,40,46,30,31,24,40,9,28
2021년10월_계_100세 이상,39,8,1,4,1,6,1,3,8,1,0,1,0,0,2,1,0,1,0,0,0,0,1
2021년10월_남_총인구수,"183,879","22,611","1,592","1,649","3,434","4,795","4,075","4,059","2,942","1,825","1,227","9,257","17,938","15,877","11,650","14,320","16,841","10,167","9,420","5,657","13,747","4,148","6,648"
2021년10월_남_연령구간인구수,"183,879","22,611","1,592","1,649","3,434","4,795","4,075","4,059","2,942","1,825","1,227","9,257","17,938","15,877","11,650","14,320","16,841","10,167","9,420","5,657","13,747","4,148","6,648"
2021년10월_남_0~9세,"23,955","1,565",50,46,162,170,127,160,93,29,44,"1,243","2,693","2,040","1,692","2,290","2,939","1,793","1,501",882,"2,424",856,"1,156"
2021년10월_남_10~19세,"22,766","2,143",48,61,194,179,146,217,202,59,79,"1,672","2,528","2,307","2,315","2,103","2,526","1,219","1,333",553,"1,761",508,613
2021년10월_남_20~29세,"19,567","3,737",228,173,464,556,658,555,336,149,148,874,"1,882","1,774",906,"1,190","1,239",880,899,676,"1,206",265,772
2021년10월_남_30~39세,"29,844","3,020",240,182,482,570,652,460,285,143,120,"1,088","3,291","2,664","1,462","2,494","2,815","2,068","1,568","1,076","2,735",840,"1,589"
2021년10월_남_40~49세,"36,446","3,645",222,202,510,639,654,512,375,200,179,"2,028","3,955","3,342","2,779","3,099","3,864","2,134","1,955","1,044","2,946",953,"1,209"
2021년10월_남_50~59세,"25,178","3,553",325,287,618,889,758,712,580,396,253,"1,443","2,224","2,158","1,578","1,718","1,749","1,146","1,229",814,"1,518",434,796
2021년10월_남_60~69세,"16,447","2,902",307,380,567,990,634,785,579,481,221,614,982,"1,058",624,936,"1,188",685,664,452,831,187,380
2021년10월_남_70~79세,"6,845","1,358",121,213,271,547,295,411,288,255,116,220,301,411,230,370,429,207,221,128,267,78,108
2021년10월_남_80~89세,"2,556",623,48,92,148,225,138,230,189,103,61,64,70,110,57,110,83,32,46,29,55,23,20
2021년10월_남_90~99세,266,64,3,12,17,27,13,16,15,9,6,11,12,13,6,10,9,3,4,3,4,4,5
2021년10월_남_100세 이상,9,1,0,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"184,397","20,795","1,200","1,484","2,777","4,235","2,946","3,359","2,577","1,563","1,084","9,594","19,090","17,026","11,892","15,140","17,524","10,474","9,837","5,714","14,772","4,367","6,947"
2021년10월_여_연령구간인구수,"184,397","20,795","1,200","1,484","2,777","4,235","2,946","3,359","2,577","1,563","1,084","9,594","19,090","17,026","11,892","15,140","17,524","10,474","9,837","5,714","14,772","4,367","6,947"
2021년10월_여_0~9세,"23,033","1,477",50,52,157,176,116,168,87,37,44,"1,146","2,690","1,970","1,581","2,138","2,827","1,757","1,478",775,"2,399",818,"1,090"
2021년10월_여_10~19세,"22,427","2,028",45,55,165,191,170,189,153,49,91,"1,622","2,644","2,250","2,074","2,175","2,413","1,261","1,277",547,"1,860",509,659
2021년10월_여_20~29세,"18,613","2,782",159,101,236,384,363,292,207,120,103,858,"2,228","2,215",939,"1,337","1,240",855,939,663,"1,346",329,917
2021년10월_여_30~39세,"31,414","2,442",122,120,277,371,307,264,179,86,62,"1,316","3,801","2,954","1,831","2,770","3,294","2,303","1,877","1,130","3,178","1,006","1,724"
2021년10월_여_40~49세,"35,464","3,161",107,126,298,391,295,341,268,113,120,"2,275","4,021","3,650","3,047","3,191","3,839","2,097","2,009","1,015","2,986",921,"1,193"
2021년10월_여_50~59세,"22,909","3,142",205,232,458,717,551,496,432,268,175,"1,306","2,062","1,981","1,330","1,707","1,900","1,172","1,154",875,"1,565",417,764
2021년10월_여_60~69세,"16,705","2,845",247,320,537,868,543,688,498,398,205,628,"1,071","1,134",702,"1,141","1,361",693,732,480,"1,000",223,391
2021년10월_여_70~79세,"7,849","1,722",132,211,354,579,309,495,359,236,140,273,337,506,245,429,452,224,234,121,290,93,108
2021년10월_여_80~89세,"4,932","1,006",106,218,253,460,249,361,324,214,126,140,172,287,118,221,161,84,110,87,112,46,77
2021년10월_여_90~99세,"1,021",183,26,46,42,95,42,63,62,42,18,29,64,79,24,30,37,27,27,21,36,5,23
2021년10월_여_100세 이상,30,7,1,3,0,3,1,2,8,0,0,1,0,0,1,1,0,1,0,0,0,0,1
2021년11월_계_총인구수,"369,465","43,413","2,814","3,132","6,178","9,028","7,018","7,400","5,516","3,383","2,297","18,775","37,906","33,327","23,539","29,331","34,379","20,633","19,153","11,355","28,458","8,545","13,885"
2021년11월_계_연령구간인구수,"369,465","43,413","2,814","3,132","6,178","9,028","7,018","7,400","5,516","3,383","2,297","18,775","37,906","33,327","23,539","29,331","34,379","20,633","19,153","11,355","28,458","8,545","13,885"
2021년11월_계_0~9세,"46,913","3,037",100,95,314,342,245,321,181,68,86,"2,365","5,506","4,054","3,242","4,370","5,751","3,522","2,937","1,645","4,788","1,672","2,272"
2021년11월_계_10~19세,"45,439","4,169",93,116,358,369,309,405,351,106,169,"3,284","5,314","4,613","4,399","4,276","4,971","2,502","2,600","1,097","3,628","1,022","1,288"
2021년11월_계_20~29세,"38,251","6,518",398,275,687,930,"1,022",848,537,275,244,"1,714","4,188","4,013","1,835","2,515","2,473","1,728","1,827","1,338","2,518",597,"1,771"
2021년11월_계_30~39세,"61,298","5,448",379,300,750,952,964,723,465,226,183,"2,390","7,223","5,679","3,279","5,202","6,076","4,335","3,409","2,189","5,859","1,845","3,422"
2021년11월_계_40~49세,"72,186","6,797",323,323,806,"1,025",955,843,642,307,295,"4,281","8,175","7,068","5,835","6,271","7,711","4,249","3,944","2,063","5,952","1,881","2,440"
2021년11월_계_50~59세,"48,474","6,735",528,517,"1,070","1,603","1,304","1,216","1,009",666,432,"2,764","4,405","4,227","2,927","3,447","3,648","2,336","2,403","1,690","3,103",868,"1,576"
2021년11월_계_60~69세,"33,344","5,757",551,707,"1,107","1,868","1,182","1,466","1,079",881,425,"1,238","2,107","2,244","1,335","2,077","2,574","1,388","1,392",934,"1,842",412,778
2021년11월_계_70~79세,"14,704","3,079",256,422,622,"1,120",603,903,650,487,256,492,652,928,477,795,883,432,453,258,555,169,212
2021년11월_계_80~89세,"7,533","1,618",156,314,401,694,381,593,517,314,183,207,261,411,177,339,245,110,155,118,173,70,96
2021년11월_계_90~99세,"1,285",246,29,59,62,119,52,79,77,53,24,39,75,90,31,39,47,30,33,23,40,9,29
2021년11월_계_100세 이상,38,9,1,4,1,6,1,3,8,0,0,1,0,0,2,0,0,1,0,0,0,0,1
2021년11월_남_총인구수,"184,441","22,602","1,602","1,646","3,410","4,803","4,065","4,047","2,942","1,825","1,218","9,222","18,384","16,052","11,654","14,267","16,838","10,176","9,369","5,655","13,692","4,170","6,802"
2021년11월_남_연령구간인구수,"184,441","22,602","1,602","1,646","3,410","4,803","4,065","4,047","2,942","1,825","1,218","9,222","18,384","16,052","11,654","14,267","16,838","10,176","9,369","5,655","13,692","4,170","6,802"
2021년11월_남_0~9세,"23,896","1,562",50,45,159,172,125,157,95,30,43,"1,223","2,763","2,059","1,680","2,259","2,928","1,774","1,482",880,"2,392",859,"1,159"
2021년11월_남_10~19세,"22,924","2,144",48,62,192,181,142,215,199,59,78,"1,679","2,595","2,323","2,324","2,110","2,541","1,249","1,323",551,"1,776",511,622
2021년11월_남_20~29세,"19,613","3,737",234,173,450,551,652,558,336,153,144,862,"1,928","1,789",898,"1,192","1,232",880,896,683,"1,185",270,810
2021년11월_남_30~39세,"29,878","3,007",249,182,478,575,653,457,289,140,120,"1,083","3,354","2,693","1,467","2,473","2,802","2,041","1,550","1,059","2,708",843,"1,655"
2021년11월_남_40~49세,"36,531","3,647",216,196,510,631,652,506,373,196,178,"2,014","4,054","3,372","2,774","3,076","3,867","2,137","1,942","1,053","2,952",954,"1,231"
2021년11월_남_50~59세,"25,363","3,572",327,286,614,893,762,711,574,397,253,"1,454","2,285","2,199","1,585","1,725","1,740","1,163","1,246",810,"1,519",440,808
2021년11월_남_60~69세,"16,533","2,900",302,384,569,995,636,785,579,484,221,611,"1,012","1,082",631,933,"1,201",690,661,451,832,189,385
2021년11월_남_70~79세,"6,852","1,358",123,210,270,548,296,410,291,252,116,217,306,408,230,372,433,210,217,136,266,76,107
2021년11월_남_80~89세,"2,581",615,50,95,147,227,136,230,192,105,59,68,75,116,58,117,85,29,47,29,58,23,20
2021년11월_남_90~99세,262,59,3,12,20,27,11,17,14,9,6,11,12,11,6,10,9,3,5,3,4,5,5
2021년11월_남_100세 이상,8,1,0,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"185,024","20,811","1,212","1,486","2,768","4,225","2,953","3,353","2,574","1,558","1,079","9,553","19,522","17,275","11,885","15,064","17,541","10,457","9,784","5,700","14,766","4,375","7,083"
2021년11월_여_연령구간인구수,"185,024","20,811","1,212","1,486","2,768","4,225","2,953","3,353","2,574","1,558","1,079","9,553","19,522","17,275","11,885","15,064","17,541","10,457","9,784","5,700","14,766","4,375","7,083"
2021년11월_여_0~9세,"23,017","1,475",50,50,155,170,120,164,86,38,43,"1,142","2,743","1,995","1,562","2,111","2,823","1,748","1,455",765,"2,396",813,"1,113"
2021년11월_여_10~19세,"22,515","2,025",45,54,166,188,167,190,152,47,91,"1,605","2,719","2,290","2,075","2,166","2,430","1,253","1,277",546,"1,852",511,666
2021년11월_여_20~29세,"18,638","2,781",164,102,237,379,370,290,201,122,100,852,"2,260","2,224",937,"1,323","1,241",848,931,655,"1,333",327,961
2021년11월_여_30~39세,"31,420","2,441",130,118,272,377,311,266,176,86,63,"1,307","3,869","2,986","1,812","2,729","3,274","2,294","1,859","1,130","3,151","1,002","1,767"
2021년11월_여_40~49세,"35,655","3,150",107,127,296,394,303,337,269,111,117,"2,267","4,121","3,696","3,061","3,195","3,844","2,112","2,002","1,010","3,000",927,"1,209"
2021년11월_여_50~59세,"23,111","3,163",201,231,456,710,542,505,435,269,179,"1,310","2,120","2,028","1,342","1,722","1,908","1,173","1,157",880,"1,584",428,768
2021년11월_여_60~69세,"16,811","2,857",249,323,538,873,546,681,500,397,204,627,"1,095","1,162",704,"1,144","1,373",698,731,483,"1,010",223,393
2021년11월_여_70~79세,"7,852","1,721",133,212,352,572,307,493,359,235,140,275,346,520,247,423,450,222,236,122,289,93,105
2021년11월_여_80~89세,"4,952","1,003",106,219,254,467,245,363,325,209,124,139,186,295,119,222,160,81,108,89,115,47,76
2021년11월_여_90~99세,"1,023",187,26,47,42,92,41,62,63,44,18,28,63,79,25,29,38,27,28,20,36,4,24
2021년11월_여_100세 이상,30,8,1,3,0,3,1,2,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2021년12월_계_총인구수,"371,895","43,262","2,812","3,112","6,152","8,975","6,994","7,380","5,523","3,368","2,270","18,615","38,186","33,331","23,349","29,139","34,171","20,406","19,022","11,315","28,358","8,569","17,586"
2021년12월_계_연령구간인구수,"371,895","43,262","2,812","3,112","6,152","8,975","6,994","7,380","5,523","3,368","2,270","18,615","38,186","33,331","23,349","29,139","34,171","20,406","19,022","11,315","28,358","8,569","17,586"
2021년12월_계_0~9세,"47,063","2,983",98,93,307,331,248,312,181,68,84,"2,323","5,513","4,041","3,188","4,288","5,652","3,450","2,895","1,631","4,741","1,674","2,962"
2021년12월_계_10~19세,"45,794","4,151",92,116,345,369,310,405,350,106,169,"3,276","5,409","4,643","4,392","4,283","4,984","2,510","2,596","1,114","3,655","1,032","1,487"
2021년12월_계_20~29세,"38,510","6,489",402,280,708,925,997,842,544,272,242,"1,686","4,217","4,002","1,828","2,482","2,458","1,707","1,810","1,326","2,479",592,"2,222"
2021년12월_계_30~39세,"61,719","5,400",377,296,733,933,952,711,465,226,183,"2,341","7,145","5,578","3,204","5,085","5,944","4,231","3,324","2,161","5,786","1,833","4,811"
2021년12월_계_40~49세,"72,764","6,792",318,315,796,"1,013",954,858,641,302,289,"4,264","8,293","7,074","5,791","6,271","7,721","4,203","3,948","2,072","5,962","1,909","2,978"
2021년12월_계_50~59세,"48,876","6,739",529,511,"1,063","1,598","1,310","1,208","1,008",663,428,"2,761","4,512","4,284","2,917","3,447","3,645","2,334","2,424","1,698","3,118",862,"1,817"
2021년12월_계_60~69세,"33,522","5,733",551,709,"1,114","1,866","1,187","1,470","1,088",878,425,"1,229","2,107","2,271","1,344","2,091","2,579","1,394","1,392",916,"1,850",416,912
2021년12월_계_70~79세,"14,775","3,104",254,416,618,"1,118",605,901,652,484,249,496,654,927,482,800,895,430,446,257,559,172,256
2021년12월_계_80~89세,"7,557","1,619",160,316,405,697,376,589,514,314,176,202,267,423,169,350,241,117,155,118,170,70,109
2021년12월_계_90~99세,"1,288",243,30,60,62,120,54,82,77,55,25,36,69,88,32,42,52,29,32,22,38,9,31
2021년12월_계_100세 이상,27,9,1,0,1,5,1,2,3,0,0,1,0,0,2,0,0,1,0,0,0,0,1
2021년12월_남_총인구수,"185,678","22,520","1,599","1,636","3,393","4,770","4,050","4,042","2,952","1,813","1,204","9,151","18,549","16,051","11,578","14,168","16,731","10,048","9,302","5,642","13,625","4,192","8,662"
2021년12월_남_연령구간인구수,"185,678","22,520","1,599","1,636","3,393","4,770","4,050","4,042","2,952","1,813","1,204","9,151","18,549","16,051","11,578","14,168","16,731","10,048","9,302","5,642","13,625","4,192","8,662"
2021년12월_남_0~9세,"23,984","1,538",49,45,155,168,129,154,95,30,41,"1,207","2,769","2,064","1,657","2,219","2,875","1,735","1,460",874,"2,359",860,"1,501"
2021년12월_남_10~19세,"23,081","2,136",47,62,186,183,142,215,198,59,78,"1,666","2,644","2,330","2,327","2,110","2,547","1,245","1,325",559,"1,783",521,718
2021년12월_남_20~29세,"19,728","3,715",233,177,463,540,633,558,340,148,144,847,"1,976","1,769",899,"1,176","1,231",873,886,680,"1,165",264,"1,011"
2021년12월_남_30~39세,"30,131","2,997",248,182,464,566,645,449,288,139,119,"1,060","3,298","2,648","1,433","2,412","2,746","1,984","1,508","1,055","2,667",847,"2,376"
2021년12월_남_40~49세,"36,831","3,639",214,189,506,624,653,513,375,193,178,"2,010","4,109","3,374","2,749","3,076","3,862","2,116","1,944","1,055","2,959",964,"1,529"
2021년12월_남_50~59세,"25,581","3,572",329,282,611,887,765,708,575,392,250,"1,458","2,349","2,229","1,577","1,734","1,749","1,156","1,253",814,"1,529",436,926
2021년12월_남_60~69세,"16,596","2,882",301,384,569,994,640,784,584,487,220,607,"1,017","1,096",637,937,"1,196",692,659,438,835,193,444
2021년12월_남_70~79세,"6,870","1,369",124,206,269,544,293,411,290,249,112,217,302,409,235,375,432,212,214,137,265,78,127
2021년12월_남_80~89세,"2,606",615,51,97,149,234,138,231,191,107,56,69,75,121,56,119,83,32,47,27,59,25,24
2021년12월_남_90~99세,263,56,3,12,20,27,12,18,16,9,6,10,10,11,7,10,10,3,6,3,4,4,6
2021년12월_남_100세 이상,7,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"186,217","20,742","1,213","1,476","2,759","4,205","2,944","3,338","2,571","1,555","1,066","9,464","19,637","17,280","11,771","14,971","17,440","10,358","9,720","5,673","14,733","4,377","8,924"
2021년12월_여_연령구간인구수,"186,217","20,742","1,213","1,476","2,759","4,205","2,944","3,338","2,571","1,555","1,066","9,464","19,637","17,280","11,771","14,971","17,440","10,358","9,720","5,673","14,733","4,377","8,924"
2021년12월_여_0~9세,"23,079","1,445",49,48,152,163,119,158,86,38,43,"1,116","2,744","1,977","1,531","2,069","2,777","1,715","1,435",757,"2,382",814,"1,461"
2021년12월_여_10~19세,"22,713","2,015",45,54,159,186,168,190,152,47,91,"1,610","2,765","2,313","2,065","2,173","2,437","1,265","1,271",555,"1,872",511,769
2021년12월_여_20~29세,"18,782","2,774",169,103,245,385,364,284,204,124,98,839,"2,241","2,233",929,"1,306","1,227",834,924,646,"1,314",328,"1,211"
2021년12월_여_30~39세,"31,588","2,403",129,114,269,367,307,262,177,87,64,"1,281","3,847","2,930","1,771","2,673","3,198","2,247","1,816","1,106","3,119",986,"2,435"
2021년12월_여_40~49세,"35,933","3,153",104,126,290,389,301,345,266,109,111,"2,254","4,184","3,700","3,042","3,195","3,859","2,087","2,004","1,017","3,003",945,"1,449"
2021년12월_여_50~59세,"23,295","3,167",200,229,452,711,545,500,433,271,178,"1,303","2,163","2,055","1,340","1,713","1,896","1,178","1,171",884,"1,589",426,891
2021년12월_여_60~69세,"16,926","2,851",250,325,545,872,547,686,504,391,205,622,"1,090","1,175",707,"1,154","1,383",702,733,478,"1,015",223,468
2021년12월_여_70~79세,"7,905","1,735",130,210,349,574,312,490,362,235,137,279,352,518,247,425,463,218,232,120,294,94,129
2021년12월_여_80~89세,"4,951","1,004",109,219,256,463,238,358,323,207,120,133,192,302,113,231,158,85,108,91,111,45,85
2021년12월_여_90~99세,"1,025",187,27,48,42,93,42,64,61,46,19,26,59,77,25,32,42,26,26,19,34,5,25
2021년12월_여_100세 이상,20,8,1,0,0,2,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1
