카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2021년04월_남_50~59세,"35,048",382,520,365,328,612,"1,034","3,146","1,458","1,108","1,012","1,827",929,483,"1,653","1,408","1,162",681,"1,430","1,296","1,368","2,761","1,119","1,084","1,142",293,"1,737","2,931","1,779"
2021년04월_남_60~69세,"25,843",366,482,313,300,521,850,"2,146","1,259",971,871,"1,253",951,334,"1,419","1,086",921,595,"1,210","1,368",763,"1,189",795,774,"1,080",312,"1,024","1,815",875
2021년04월_남_70~79세,"13,261",213,334,195,179,389,504,"1,075",643,589,381,647,602,237,754,486,473,442,712,661,336,467,342,366,500,159,452,803,320
2021년04월_남_80~89세,"4,372",73,146,73,64,135,188,325,171,215,124,168,197,69,247,156,193,144,216,235,97,204,124,94,163,75,154,233,89
2021년04월_남_90~99세,353,8,18,5,9,8,12,27,14,10,10,20,14,3,22,10,19,13,13,19,8,21,9,8,10,7,8,21,7
2021년04월_남_100세 이상,8,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"216,127","2,405","3,327","2,317","1,512","4,003","5,731","19,269","10,079","6,052","6,757","11,979","5,442","2,949","10,694","8,324","8,339","3,941","8,175","7,110","6,864","15,438","7,158","5,513","6,475","1,249","11,186","18,835","15,004"
2021년04월_여_연령구간인구수,"216,127","2,405","3,327","2,317","1,512","4,003","5,731","19,269","10,079","6,052","6,757","11,979","5,442","2,949","10,694","8,324","8,339","3,941","8,175","7,110","6,864","15,438","7,158","5,513","6,475","1,249","11,186","18,835","15,004"
2021년04월_여_0~9세,"16,044",117,129,122,35,248,226,"1,307",843,293,445,"1,053",193,262,835,575,523,118,431,223,443,"1,141",562,320,273,37,"1,285","1,852","2,153"
2021년04월_여_10~19세,"20,010",82,228,140,63,260,334,"1,760","1,128",432,656,"1,071",302,264,771,904,692,296,640,392,730,"2,095",788,485,355,46,"1,237","2,028","1,831"
2021년04월_여_20~29세,"29,302",541,642,443,258,493,"1,122","3,384","1,208",817,854,"1,456",633,315,"1,230","1,118","1,257",532,"1,095",769,991,"2,163",896,824,906,101,"1,274","2,431","1,549"
2021년04월_여_30~39세,"26,487",450,322,291,173,553,748,"2,198","1,181",566,740,"1,754",445,396,"1,441",775,934,343,793,583,791,"1,564",861,589,670,89,"1,749","2,791","2,697"
2021년04월_여_40~49세,"33,451",241,405,305,146,531,655,"2,794","1,692",783,"1,001","1,910",585,430,"1,437","1,325","1,190",483,"1,082",747,"1,247","3,192","1,228",786,754,97,"2,023","3,259","3,123"
2021년04월_여_50~59세,"36,464",291,463,293,231,594,869,"3,485","1,644","1,027","1,280","2,065",907,431,"1,827","1,593","1,429",702,"1,470","1,310","1,282","2,864","1,328","1,055","1,289",230,"1,607","2,958","1,940"
2021년04월_여_60~69세,"28,525",316,502,334,268,658,860,"2,408","1,436","1,137","1,013","1,558","1,134",415,"1,617","1,120","1,192",725,"1,449","1,440",756,"1,221",806,795,"1,114",266,"1,017","1,940","1,028"
2021년04월_여_70~79세,"16,296",242,423,262,202,462,597,"1,283",640,659,466,731,785,268,942,581,717,489,805,965,398,701,412,425,635,211,551,995,449
2021년04월_여_80~89세,"8,022",110,186,111,101,164,273,558,254,295,243,320,381,137,501,288,347,208,338,584,183,428,225,190,410,139,369,481,198
2021년04월_여_90~99세,"1,429",14,25,12,31,37,40,90,50,40,58,59,69,29,82,44,56,42,69,89,43,64,50,39,69,29,68,96,35
2021년04월_여_100세 이상,97,1,2,4,4,3,7,2,3,3,1,2,8,2,11,1,2,3,3,8,0,5,2,5,0,4,6,4,1
2021년05월_계_총인구수,"428,262","4,916","6,814","4,840","3,177","7,880","11,966","38,477","19,444","12,109","12,968","23,652","10,520","5,850","21,003","16,135","15,853","7,827","16,142","13,628","14,210","30,123","14,026","11,130","12,643","2,586","22,514","37,870","29,959"
2021년05월_계_연령구간인구수,"428,262","4,916","6,814","4,840","3,177","7,880","11,966","38,477","19,444","12,109","12,968","23,652","10,520","5,850","21,003","16,135","15,853","7,827","16,142","13,628","14,210","30,123","14,026","11,130","12,643","2,586","22,514","37,870","29,959"
2021년05월_계_0~9세,"32,734",226,269,263,85,529,443,"2,600","1,723",538,910,"2,175",392,529,"1,665","1,091","1,049",274,862,444,968,"2,360","1,157",626,504,68,"2,659","3,889","4,436"
2021년05월_계_10~19세,"42,128",186,460,301,110,552,686,"3,761","2,267",881,"1,407","2,297",657,513,"1,649","1,871","1,426",626,"1,334",807,"1,649","4,571","1,731","1,028",790,126,"2,528","4,092","3,822"
2021년05월_계_20~29세,"61,820",935,"1,341",915,483,987,"2,265","7,185","2,514","1,720","1,867","3,060","1,321",712,"2,599","2,387","2,550","1,144","2,293","1,567","2,277","4,694","1,978","1,763","1,900",239,"2,735","5,122","3,267"
2021년05월_계_30~39세,"55,009",953,777,691,420,"1,091","1,787","4,760","2,254","1,303","1,450","3,541",971,792,"3,009","1,584","1,970",738,"1,744","1,280","1,687","2,936","1,679","1,251","1,467",218,"3,508","5,866","5,282"
2021년05월_계_40~49세,"66,607",614,860,712,381,"1,139","1,569","5,551","3,095","1,625","1,873","3,880","1,249",913,"3,005","2,427","2,342","1,005","2,186","1,553","2,389","5,572","2,268","1,619","1,557",223,"4,067","6,561","6,372"
2021년05월_계_50~59세,"71,487",662,982,660,551,"1,197","1,896","6,672","3,094","2,121","2,279","3,912","1,815",910,"3,449","2,986","2,567","1,380","2,910","2,591","2,650","5,668","2,439","2,136","2,429",523,"3,352","5,893","3,763"
2021년05월_계_60~69세,"54,545",679,982,638,561,"1,184","1,715","4,577","2,712","2,105","1,898","2,824","2,078",738,"3,067","2,213","2,136","1,317","2,644","2,809","1,525","2,415","1,604","1,579","2,207",575,"2,060","3,788","1,915"
2021년05월_계_70~79세,"29,612",457,763,454,374,857,"1,088","2,360","1,292","1,248",847,"1,389","1,377",498,"1,692","1,071","1,192",937,"1,534","1,636",736,"1,173",754,791,"1,137",365,"1,006","1,814",770
2021년05월_계_80~89세,"12,469",181,337,186,166,299,466,895,427,513,368,491,574,212,752,451,540,352,546,827,281,644,355,288,573,215,521,721,288
2021년05월_계_90~99세,"1,782",21,42,18,41,44,47,115,63,52,68,79,84,31,108,53,78,53,88,108,48,85,59,47,79,32,76,120,43
2021년05월_계_100세 이상,69,2,1,2,5,1,4,1,3,3,1,4,2,2,8,1,3,1,1,6,0,5,2,2,0,2,2,4,1
2021년05월_남_총인구수,"212,637","2,536","3,472","2,542","1,682","3,878","6,285","19,191","9,380","6,101","6,233","11,665","5,134","2,926","10,325","7,848","7,540","3,903","7,990","6,554","7,352","14,738","6,880","5,642","6,189","1,356","11,372","19,059","14,864"
2021년05월_남_연령구간인구수,"212,637","2,536","3,472","2,542","1,682","3,878","6,285","19,191","9,380","6,101","6,233","11,665","5,134","2,926","10,325","7,848","7,540","3,903","7,990","6,554","7,352","14,738","6,880","5,642","6,189","1,356","11,372","19,059","14,864"
2021년05월_남_0~9세,"16,750",109,138,140,47,281,219,"1,298",884,248,466,"1,110",202,265,824,517,536,156,431,226,521,"1,231",603,316,238,30,"1,377","2,047","2,290"
2021년05월_남_10~19세,"22,217",107,229,163,49,289,354,"2,002","1,157",449,755,"1,232",354,253,891,976,736,332,700,415,928,"2,491",944,538,441,79,"1,293","2,078","1,982"
2021년05월_남_20~29세,"32,539",404,691,467,231,490,"1,172","3,786","1,294",912,"1,019","1,609",696,394,"1,360","1,276","1,294",606,"1,207",811,"1,290","2,536","1,076",941,987,142,"1,466","2,689","1,693"
2021년05월_남_30~39세,"28,646",507,464,404,245,543,"1,034","2,564","1,076",753,722,"1,793",533,400,"1,576",811,"1,048",398,954,699,885,"1,391",822,668,804,132,"1,768","3,089","2,563"
2021년05월_남_40~49세,"33,428",373,450,410,238,608,925,"2,785","1,415",843,872,"1,979",672,492,"1,574","1,123","1,161",535,"1,112",821,"1,153","2,416","1,053",847,816,130,"2,064","3,324","3,237"
2021년05월_남_50~59세,"35,078",382,520,369,324,608,"1,031","3,166","1,453","1,102","1,012","1,841",924,482,"1,641","1,402","1,150",678,"1,434","1,288","1,366","2,780","1,111","1,079","1,149",294,"1,751","2,938","1,803"
2021년05월_남_60~69세,"25,910",363,477,311,296,523,855,"2,159","1,265",980,871,"1,255",946,331,"1,427","1,086",929,595,"1,205","1,369",769,"1,189",796,783,"1,077",310,"1,032","1,828",883
2021년05월_남_70~79세,"13,295",211,338,197,179,391,495,"1,075",651,589,381,653,598,235,752,489,473,447,718,668,335,470,340,367,502,157,458,811,315
2021년05월_남_80~89세,"4,415",71,147,76,63,138,189,330,171,215,125,172,195,71,254,158,193,143,214,238,97,213,126,95,166,75,156,233,91
2021년05월_남_90~99세,354,8,18,5,9,7,11,26,14,10,10,20,14,3,25,10,19,13,15,19,8,21,9,8,9,7,7,22,7
2021년05월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"215,625","2,380","3,342","2,298","1,495","4,002","5,681","19,286","10,064","6,008","6,735","11,987","5,386","2,924","10,678","8,287","8,313","3,924","8,152","7,074","6,858","15,385","7,146","5,488","6,454","1,230","11,142","18,811","15,095"
2021년05월_여_연령구간인구수,"215,625","2,380","3,342","2,298","1,495","4,002","5,681","19,286","10,064","6,008","6,735","11,987","5,386","2,924","10,678","8,287","8,313","3,924","8,152","7,074","6,858","15,385","7,146","5,488","6,454","1,230","11,142","18,811","15,095"
2021년05월_여_0~9세,"15,984",117,131,123,38,248,224,"1,302",839,290,444,"1,065",190,264,841,574,513,118,431,218,447,"1,129",554,310,266,38,"1,282","1,842","2,146"
2021년05월_여_10~19세,"19,911",79,231,138,61,263,332,"1,759","1,110",432,652,"1,065",303,260,758,895,690,294,634,392,721,"2,080",787,490,349,47,"1,235","2,014","1,840"
2021년05월_여_20~29세,"29,281",531,650,448,252,497,"1,093","3,399","1,220",808,848,"1,451",625,318,"1,239","1,111","1,256",538,"1,086",756,987,"2,158",902,822,913,97,"1,269","2,433","1,574"
2021년05월_여_30~39세,"26,363",446,313,287,175,548,753,"2,196","1,178",550,728,"1,748",438,392,"1,433",773,922,340,790,581,802,"1,545",857,583,663,86,"1,740","2,777","2,719"
2021년05월_여_40~49세,"33,179",241,410,302,143,531,644,"2,766","1,680",782,"1,001","1,901",577,421,"1,431","1,304","1,181",470,"1,074",732,"1,236","3,156","1,215",772,741,93,"2,003","3,237","3,135"
2021년05월_여_50~59세,"36,409",280,462,291,227,589,865,"3,506","1,641","1,019","1,267","2,071",891,428,"1,808","1,584","1,417",702,"1,476","1,303","1,284","2,888","1,328","1,057","1,280",229,"1,601","2,955","1,960"
2021년05월_여_60~69세,"28,635",316,505,327,265,661,860,"2,418","1,447","1,125","1,027","1,569","1,132",407,"1,640","1,127","1,207",722,"1,439","1,440",756,"1,226",808,796,"1,130",265,"1,028","1,960","1,032"
2021년05월_여_70~79세,"16,317",246,425,257,195,466,593,"1,285",641,659,466,736,779,263,940,582,719,490,816,968,401,703,414,424,635,208,548,"1,003",455
2021년05월_여_80~89세,"8,054",110,190,110,103,161,277,565,256,298,243,319,379,141,498,293,347,209,332,589,184,431,229,193,407,140,365,488,197
2021년05월_여_90~99세,"1,428",13,24,13,32,37,36,89,49,42,58,59,70,28,83,43,59,40,73,89,40,64,50,39,70,25,69,98,36
2021년05월_여_100세 이상,64,1,1,2,4,1,4,1,3,3,1,3,2,2,7,1,2,1,1,6,0,5,2,2,0,2,2,4,1
2021년06월_계_총인구수,"427,858","4,889","6,817","4,824","3,145","7,998","11,972","38,493","19,398","12,096","12,875","23,570","10,476","5,840","21,016","16,117","15,842","7,813","16,158","13,591","14,171","30,084","14,038","11,084","12,589","2,566","22,458","37,886","30,052"
2021년06월_계_연령구간인구수,"427,858","4,889","6,817","4,824","3,145","7,998","11,972","38,493","19,398","12,096","12,875","23,570","10,476","5,840","21,016","16,117","15,842","7,813","16,158","13,591","14,171","30,084","14,038","11,084","12,589","2,566","22,458","37,886","30,052"
2021년06월_계_0~9세,"32,649",232,266,259,81,547,446,"2,602","1,707",535,907,"2,160",388,529,"1,677","1,085","1,044",273,868,439,961,"2,351","1,147",618,497,65,"2,646","3,890","4,429"
2021년06월_계_10~19세,"42,027",180,464,293,110,553,688,"3,764","2,267",880,"1,394","2,285",651,513,"1,632","1,871","1,420",621,"1,327",804,"1,639","4,552","1,738","1,011",776,124,"2,539","4,095","3,836"
2021년06월_계_20~29세,"61,693",926,"1,351",916,475,"1,004","2,253","7,182","2,509","1,709","1,837","3,062","1,319",710,"2,600","2,357","2,546","1,140","2,296","1,547","2,271","4,675","1,977","1,765","1,892",237,"2,721","5,124","3,292"
2021년06월_계_30~39세,"54,853",939,776,692,407,"1,133","1,782","4,766","2,233","1,311","1,444","3,520",966,785,"3,010","1,580","1,956",744,"1,745","1,287","1,684","2,914","1,670","1,244","1,462",211,"3,473","5,826","5,293"
2021년06월_계_40~49세,"66,478",612,859,708,374,"1,145","1,575","5,530","3,093","1,625","1,856","3,861","1,239",912,"2,998","2,433","2,348",997,"2,186","1,547","2,369","5,554","2,275","1,605","1,543",221,"4,056","6,562","6,395"
2021년06월_계_50~59세,"71,237",656,972,657,551,"1,210","1,893","6,655","3,078","2,103","2,243","3,868","1,801",902,"3,441","2,987","2,558","1,370","2,900","2,575","2,648","5,665","2,433","2,134","2,404",517,"3,348","5,905","3,763"
2021년06월_계_60~69세,"54,856",682,985,635,564,"1,198","1,725","4,606","2,727","2,101","1,906","2,846","2,075",745,"3,082","2,214","2,147","1,323","2,662","2,814","1,531","2,463","1,627","1,580","2,223",578,"2,068","3,810","1,939"
2021년06월_계_70~79세,"29,713",456,765,457,372,857,"1,097","2,373","1,298","1,264",851,"1,390","1,376",496,"1,713","1,078","1,197",938,"1,537","1,642",736,"1,178",754,787,"1,147",364,"1,005","1,813",772
2021년06월_계_80~89세,"12,511",184,337,187,165,305,464,896,425,513,372,497,575,216,749,459,540,355,549,824,285,640,356,290,566,216,521,737,288
2021년06월_계_90~99세,"1,775",20,41,18,41,44,45,117,60,52,65,77,84,30,107,52,83,51,87,107,47,87,59,48,79,31,79,120,44
2021년06월_계_100세 이상,66,2,1,2,5,2,4,2,1,3,0,4,2,2,7,1,3,1,1,5,0,5,2,2,0,2,2,4,1
2021년06월_남_총인구수,"212,433","2,525","3,466","2,536","1,668","3,946","6,294","19,188","9,372","6,088","6,179","11,624","5,105","2,923","10,324","7,833","7,552","3,896","8,008","6,528","7,328","14,738","6,886","5,626","6,162","1,339","11,345","19,052","14,902"
2021년06월_남_연령구간인구수,"212,433","2,525","3,466","2,536","1,668","3,946","6,294","19,188","9,372","6,088","6,179","11,624","5,105","2,923","10,324","7,833","7,552","3,896","8,008","6,528","7,328","14,738","6,886","5,626","6,162","1,339","11,345","19,052","14,902"
2021년06월_남_0~9세,"16,716",112,134,140,44,291,220,"1,299",877,244,458,"1,112",201,266,829,511,536,154,434,226,519,"1,222",599,313,232,30,"1,363","2,055","2,295"
2021년06월_남_10~19세,"22,157",100,232,158,48,288,359,"2,004","1,162",447,748,"1,222",349,255,883,977,733,331,697,414,919,"2,477",942,532,437,76,"1,303","2,078","1,986"
2021년06월_남_20~29세,"32,425",402,692,467,228,506,"1,160","3,787","1,289",899,"1,006","1,606",688,392,"1,357","1,256","1,293",602,"1,208",799,"1,291","2,529","1,073",928,974,140,"1,465","2,689","1,699"
2021년06월_남_30~39세,"28,609",503,462,407,242,566,"1,031","2,564","1,072",754,714,"1,784",532,399,"1,572",811,"1,049",401,959,701,880,"1,386",823,673,809,128,"1,746","3,066","2,575"
2021년06월_남_40~49세,"33,352",370,452,404,233,610,936,"2,771","1,419",844,861,"1,965",667,489,"1,570","1,129","1,166",532,"1,113",811,"1,143","2,419","1,052",843,808,127,"2,058","3,325","3,235"
2021년06월_남_50~59세,"34,962",380,513,370,324,616,"1,028","3,144","1,444","1,093",995,"1,822",920,479,"1,641","1,397","1,150",673,"1,431","1,281","1,361","2,785","1,107","1,082","1,138",291,"1,752","2,935","1,810"
2021년06월_남_60~69세,"26,059",367,478,311,298,531,862,"2,180","1,270",983,879,"1,263",945,335,"1,435","1,089",928,598,"1,214","1,369",771,"1,210",812,783,"1,083",309,"1,036","1,834",886
2021년06월_남_70~79세,"13,334",208,339,199,177,391,499,"1,082",654,597,382,654,594,230,755,493,478,448,719,672,339,474,340,366,506,156,457,811,314
2021년06월_남_80~89세,"4,457",74,147,75,64,140,188,330,171,216,125,176,196,75,256,160,196,144,218,236,97,214,129,98,166,76,158,238,94
2021년06월_남_90~99세,357,8,17,5,9,7,11,27,14,11,11,19,13,3,25,10,22,13,15,19,8,22,9,8,9,6,7,21,8
2021년06월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"215,425","2,364","3,351","2,288","1,477","4,052","5,678","19,305","10,026","6,008","6,696","11,946","5,371","2,917","10,692","8,284","8,290","3,917","8,150","7,063","6,843","15,346","7,152","5,458","6,427","1,227","11,113","18,834","15,150"
2021년06월_여_연령구간인구수,"215,425","2,364","3,351","2,288","1,477","4,052","5,678","19,305","10,026","6,008","6,696","11,946","5,371","2,917","10,692","8,284","8,290","3,917","8,150","7,063","6,843","15,346","7,152","5,458","6,427","1,227","11,113","18,834","15,150"
2021년06월_여_0~9세,"15,933",120,132,119,37,256,226,"1,303",830,291,449,"1,048",187,263,848,574,508,119,434,213,442,"1,129",548,305,265,35,"1,283","1,835","2,134"
2021년06월_여_10~19세,"19,870",80,232,135,62,265,329,"1,760","1,105",433,646,"1,063",302,258,749,894,687,290,630,390,720,"2,075",796,479,339,48,"1,236","2,017","1,850"
2021년06월_여_20~29세,"29,268",524,659,449,247,498,"1,093","3,395","1,220",810,831,"1,456",631,318,"1,243","1,101","1,253",538,"1,088",748,980,"2,146",904,837,918,97,"1,256","2,435","1,593"
2021년06월_여_30~39세,"26,244",436,314,285,165,567,751,"2,202","1,161",557,730,"1,736",434,386,"1,438",769,907,343,786,586,804,"1,528",847,571,653,83,"1,727","2,760","2,718"
2021년06월_여_40~49세,"33,126",242,407,304,141,535,639,"2,759","1,674",781,995,"1,896",572,423,"1,428","1,304","1,182",465,"1,073",736,"1,226","3,135","1,223",762,735,94,"1,998","3,237","3,160"
2021년06월_여_50~59세,"36,275",276,459,287,227,594,865,"3,511","1,634","1,010","1,248","2,046",881,423,"1,800","1,590","1,408",697,"1,469","1,294","1,287","2,880","1,326","1,052","1,266",226,"1,596","2,970","1,953"
2021년06월_여_60~69세,"28,797",315,507,324,266,667,863,"2,426","1,457","1,118","1,027","1,583","1,130",410,"1,647","1,125","1,219",725,"1,448","1,445",760,"1,253",815,797,"1,140",269,"1,032","1,976","1,053"
2021년06월_여_70~79세,"16,379",248,426,258,195,466,598,"1,291",644,667,469,736,782,266,958,585,719,490,818,970,397,704,414,421,641,208,548,"1,002",458
2021년06월_여_80~89세,"8,054",110,190,112,101,165,276,566,254,297,247,321,379,141,493,299,344,211,331,588,188,426,227,192,400,140,363,499,194
2021년06월_여_90~99세,"1,418",12,24,13,32,37,34,90,46,41,54,58,71,27,82,42,61,38,72,88,39,65,50,40,70,25,72,99,36
2021년06월_여_100세 이상,61,1,1,2,4,2,4,2,1,3,0,3,2,2,6,1,2,1,1,5,0,5,2,2,0,2,2,4,1
2021년07월_계_총인구수,"428,040","4,892","6,793","4,826","3,120","8,656","11,937","38,516","19,382","12,078","12,823","23,532","10,456","5,820","21,008","16,084","15,818","7,786","16,162","13,521","14,173","30,005","14,003","11,052","12,589","2,543","22,498","37,926","30,041"
2021년07월_계_연령구간인구수,"428,040","4,892","6,793","4,826","3,120","8,656","11,937","38,516","19,382","12,078","12,823","23,532","10,456","5,820","21,008","16,084","15,818","7,786","16,162","13,521","14,173","30,005","14,003","11,052","12,589","2,543","22,498","37,926","30,041"
2021년07월_계_0~9세,"32,600",237,263,253,79,635,445,"2,594","1,703",529,903,"2,151",388,521,"1,672","1,083","1,028",263,862,430,964,"2,330","1,138",610,496,65,"2,662","3,897","4,399"
2021년07월_계_10~19세,"41,953",179,455,289,108,587,688,"3,750","2,259",871,"1,387","2,275",650,516,"1,640","1,860","1,431",616,"1,331",788,"1,643","4,498","1,733","1,008",778,123,"2,540","4,093","3,857"
2021년07월_계_20~29세,"61,723",917,"1,349",923,471,"1,124","2,241","7,190","2,511","1,709","1,831","3,039","1,326",713,"2,589","2,333","2,530","1,139","2,295","1,543","2,262","4,675","1,965","1,756","1,891",233,"2,743","5,124","3,301"
2021년07월_계_30~39세,"54,840",949,777,695,401,"1,291","1,789","4,756","2,227","1,296","1,434","3,505",957,778,"3,009","1,582","1,954",737,"1,741","1,281","1,674","2,901","1,666","1,231","1,455",207,"3,460","5,829","5,258"
2021년07월_계_40~49세,"66,381",620,847,708,376,"1,245","1,570","5,531","3,086","1,621","1,828","3,882","1,234",905,"2,998","2,417","2,331",984,"2,188","1,529","2,363","5,530","2,251","1,596","1,537",216,"4,050","6,552","6,386"
2021년07월_계_50~59세,"71,252",655,977,659,544,"1,278","1,873","6,666","3,069","2,093","2,240","3,843","1,798",896,"3,440","2,976","2,553","1,373","2,887","2,561","2,652","5,667","2,441","2,134","2,411",516,"3,360","5,903","3,787"
2021년07월_계_60~69세,"55,122",675,981,631,564,"1,257","1,729","4,635","2,749","2,103","1,907","2,864","2,067",751,"3,079","2,240","2,158","1,334","2,682","2,814","1,550","2,486","1,630","1,587","2,217",576,"2,077","3,837","1,942"
2021년07월_계_70~79세,"29,753",452,767,459,366,875,"1,087","2,369","1,292","1,282",853,"1,389","1,373",498,"1,716","1,082","1,200",930,"1,531","1,638",730,"1,183",762,790,"1,150",358,"1,009","1,833",779
2021년07월_계_80~89세,"12,588",186,336,189,166,313,467,907,426,515,376,507,579,212,754,456,545,358,559,827,290,646,358,289,575,218,516,731,287
2021년07월_계_90~99세,"1,764",20,40,18,40,49,44,116,59,56,64,73,83,28,104,53,85,51,85,105,45,85,58,49,79,29,79,123,44
2021년07월_계_100세 이상,64,2,1,2,5,2,4,2,1,3,0,4,1,2,7,2,3,1,1,5,0,4,1,2,0,2,2,4,1
2021년07월_남_총인구수,"212,537","2,525","3,456","2,542","1,661","4,286","6,278","19,194","9,368","6,093","6,153","11,609","5,088","2,908","10,336","7,817","7,535","3,887","8,007","6,497","7,307","14,716","6,871","5,609","6,157","1,325","11,371","19,066","14,875"
2021년07월_남_연령구간인구수,"212,537","2,525","3,456","2,542","1,661","4,286","6,278","19,194","9,368","6,093","6,153","11,609","5,088","2,908","10,336","7,817","7,535","3,887","8,007","6,497","7,307","14,716","6,871","5,609","6,157","1,325","11,371","19,066","14,875"
2021년07월_남_0~9세,"16,665",112,135,137,44,336,220,"1,286",875,243,459,"1,106",202,261,825,507,528,146,434,217,519,"1,213",589,311,225,31,"1,370","2,060","2,274"
2021년07월_남_10~19세,"22,132",100,226,157,47,310,361,"1,995","1,155",441,743,"1,220",346,258,895,970,743,327,701,414,913,"2,443",941,529,439,74,"1,309","2,076","1,999"
2021년07월_남_20~29세,"32,479",397,686,474,228,568,"1,154","3,798","1,296",908,"1,003","1,596",689,389,"1,355","1,254","1,279",603,"1,209",795,"1,284","2,548","1,070",922,971,137,"1,471","2,693","1,702"
2021년07월_남_30~39세,"28,587",507,462,411,239,658,"1,039","2,557","1,064",744,708,"1,776",527,395,"1,574",807,"1,044",398,953,699,867,"1,390",822,672,809,125,"1,740","3,062","2,538"
2021년07월_남_40~49세,"33,299",376,449,403,235,659,932,"2,766","1,417",850,845,"1,973",666,484,"1,573","1,116","1,152",529,"1,112",798,"1,136","2,401","1,044",836,804,123,"2,055","3,322","3,243"
2021년07월_남_50~59세,"34,965",381,513,372,320,646,"1,015","3,156","1,440","1,084",992,"1,822",912,478,"1,642","1,396","1,153",681,"1,427","1,271","1,362","2,788","1,112","1,079","1,142",291,"1,760","2,918","1,812"
2021년07월_남_60~69세,"26,206",362,479,308,298,556,864,"2,195","1,285",989,885,"1,266",940,339,"1,435","1,102",935,600,"1,217","1,376",784,"1,216",812,784,"1,083",310,"1,040","1,858",888
2021년07월_남_70~79세,"13,334",205,340,199,175,400,492,"1,079",648,605,380,651,596,229,754,495,475,441,715,667,336,480,343,369,506,153,464,817,320
2021년07월_남_80~89세,"4,502",76,149,76,65,146,190,334,174,214,127,181,197,72,259,159,204,148,224,240,98,214,129,98,169,76,154,237,92
2021년07월_남_90~99세,363,8,17,5,9,7,11,28,14,15,11,17,13,3,23,11,21,14,15,20,8,23,9,9,9,5,8,23,7
2021년07월_남_100세 이상,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"215,503","2,367","3,337","2,284","1,459","4,370","5,659","19,322","10,014","5,985","6,670","11,923","5,368","2,912","10,672","8,267","8,283","3,899","8,155","7,024","6,866","15,289","7,132","5,443","6,432","1,218","11,127","18,860","15,166"
2021년07월_여_연령구간인구수,"215,503","2,367","3,337","2,284","1,459","4,370","5,659","19,322","10,014","5,985","6,670","11,923","5,368","2,912","10,672","8,267","8,283","3,899","8,155","7,024","6,866","15,289","7,132","5,443","6,432","1,218","11,127","18,860","15,166"
2021년07월_여_0~9세,"15,935",125,128,116,35,299,225,"1,308",828,286,444,"1,045",186,260,847,576,500,117,428,213,445,"1,117",549,299,271,34,"1,292","1,837","2,125"
2021년07월_여_10~19세,"19,821",79,229,132,61,277,327,"1,755","1,104",430,644,"1,055",304,258,745,890,688,289,630,374,730,"2,055",792,479,339,49,"1,231","2,017","1,858"
2021년07월_여_20~29세,"29,244",520,663,449,243,556,"1,087","3,392","1,215",801,828,"1,443",637,324,"1,234","1,079","1,251",536,"1,086",748,978,"2,127",895,834,920,96,"1,272","2,431","1,599"
2021년07월_여_30~39세,"26,253",442,315,284,162,633,750,"2,199","1,163",552,726,"1,729",430,383,"1,435",775,910,339,788,582,807,"1,511",844,559,646,82,"1,720","2,767","2,720"
2021년07월_여_40~49세,"33,082",244,398,305,141,586,638,"2,765","1,669",771,983,"1,909",568,421,"1,425","1,301","1,179",455,"1,076",731,"1,227","3,129","1,207",760,733,93,"1,995","3,230","3,143"
2021년07월_여_50~59세,"36,287",274,464,287,224,632,858,"3,510","1,629","1,009","1,248","2,021",886,418,"1,798","1,580","1,400",692,"1,460","1,290","1,290","2,879","1,329","1,055","1,269",225,"1,600","2,985","1,975"
2021년07월_여_60~69세,"28,916",313,502,323,266,701,865,"2,440","1,464","1,114","1,022","1,598","1,127",412,"1,644","1,138","1,223",734,"1,465","1,438",766,"1,270",818,803,"1,134",266,"1,037","1,979","1,054"
2021년07월_여_70~79세,"16,419",247,427,260,191,475,595,"1,290",644,677,473,738,777,269,962,587,725,489,816,971,394,703,419,421,644,205,545,"1,016",459
