카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동,경상북도 경주시 문무대왕면
2021년07월_남_100세 이상,13,1,1,1,2,,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1
2021년07월_여_총인구수,"126,094","2,689","12,314","4,604","10,384",,"2,910","2,342","1,637","1,593","11,005","3,045","2,710","2,604","3,287","6,903","2,321","7,302","2,933","12,088","14,448","11,158","4,921",877,"2,019"
2021년07월_여_연령구간인구수,"126,094","2,689","12,314","4,604","10,384",,"2,910","2,342","1,637","1,593","11,005","3,045","2,710","2,604","3,287","6,903","2,321","7,302","2,933","12,088","14,448","11,158","4,921",877,"2,019"
2021년07월_여_0~9세,"7,716",65,520,151,666,,127,43,21,34,"1,106",98,135,101,86,181,43,538,178,"1,417","1,190",580,315,26,95
2021년07월_여_10~19세,"9,746",108,960,221,554,,156,101,36,41,"1,183",151,152,136,144,373,95,755,153,"1,292","1,685","1,046",289,45,70
2021년07월_여_20~29세,"11,366",124,969,268,934,,191,104,51,66,"1,054",197,219,234,267,821,136,821,184,"1,163","1,676","1,276",373,85,153
2021년07월_여_30~39세,"11,579",133,766,265,"1,087",,196,94,66,68,"1,469",143,245,204,224,495,104,664,252,"1,717","1,629","1,000",523,46,189
2021년07월_여_40~49세,"17,346",222,"1,552",413,"1,249",,287,167,79,111,"1,931",291,296,280,318,809,215,"1,279",339,"2,187","2,723","1,773",611,86,128
2021년07월_여_50~59세,"22,437",415,"2,361",762,"1,996",,542,383,259,227,"1,813",542,450,415,546,"1,163",350,"1,376",471,"2,094","2,756","2,276",824,151,265
2021년07월_여_60~69세,"21,613",640,"2,278","1,047","1,889",,680,542,486,395,"1,313",664,539,577,784,"1,520",522,946,591,"1,247","1,586","1,821",940,197,409
2021년07월_여_70~79세,"13,687",562,"1,609",811,"1,061",,390,439,344,370,628,494,373,414,575,"1,033",454,543,428,552,691,870,569,136,341
2021년07월_여_80~89세,"9,098",350,"1,143",582,804,,273,411,254,244,433,400,267,218,294,434,350,325,286,353,429,450,401,90,307
2021년07월_여_90~99세,"1,451",66,149,81,139,,66,57,41,36,74,63,33,25,47,72,46,54,49,62,83,62,73,14,59
2021년07월_여_100세 이상,55,4,7,3,5,,2,1,0,1,1,2,1,0,2,2,6,1,2,4,0,4,3,1,3
2021년08월_계_총인구수,"252,344","5,387","24,304","9,301","22,057",,"6,247","4,712","3,235","3,168","21,683","6,158","5,657","5,163","6,362","13,671","4,584","14,634","5,791","23,980","28,336","22,245","9,714","1,725","4,230"
2021년08월_계_연령구간인구수,"252,344","5,387","24,304","9,301","22,057",,"6,247","4,712","3,235","3,168","21,683","6,158","5,657","5,163","6,362","13,671","4,584","14,634","5,791","23,980","28,336","22,245","9,714","1,725","4,230"
2021년08월_계_0~9세,"15,647",137,"1,059",313,"1,355",,266,94,45,59,"2,328",173,265,191,163,402,87,"1,087",354,"2,857","2,387","1,143",626,47,209
2021년08월_계_10~19세,"20,356",224,"1,968",488,"1,204",,312,201,80,126,"2,387",311,305,303,313,782,183,"1,625",334,"2,655","3,538","2,176",578,83,180
2021년08월_계_20~29세,"26,059",332,"2,198",698,"2,178",,578,269,133,166,"2,255",468,511,524,587,"1,930",339,"1,860",450,"2,604","3,689","2,894",790,168,438
2021년08월_계_30~39세,"24,830",320,"1,686",638,"2,644",,493,240,117,151,"2,880",342,560,467,527,"1,214",267,"1,408",490,"3,383","3,145","2,199","1,101",109,449
2021년08월_계_40~49세,"36,063",589,"3,188",992,"3,003",,691,402,198,278,"3,760",686,682,634,728,"1,737",476,"2,459",735,"4,390","5,023","3,519","1,335",199,359
2021년08월_계_50~59세,"46,508",980,"4,903","1,637","4,368",,"1,299",860,554,539,"3,639","1,226","1,045",840,"1,126","2,306",792,"2,804",999,"4,035","5,418","4,427","1,730",325,656
2021년08월_계_60~69세,"42,836","1,257","4,504","2,102","3,976",,"1,382","1,159","1,014",767,"2,537","1,379","1,125","1,073","1,437","2,696","1,060","1,863","1,152","2,510","3,222","3,550","1,824",401,846
2021년08월_계_70~79세,"24,838",944,"2,926","1,459","2,030",,737,831,659,654,"1,187",916,719,759,970,"1,821",797,969,784,980,"1,218","1,576","1,051",249,602
2021년08월_계_80~89세,"13,332",518,"1,674",867,"1,118",,405,576,384,383,627,570,399,344,446,692,516,497,428,482,603,669,589,126,419
2021년08월_계_90~99세,"1,805",81,190,103,174,,82,78,51,43,81,85,45,28,63,88,59,61,61,80,93,87,87,17,68
2021년08월_계_100세 이상,70,5,8,4,7,,2,2,0,2,2,2,1,0,2,3,8,1,4,4,0,5,3,1,4
2021년08월_남_총인구수,"126,304","2,700","12,028","4,714","11,640",,"3,337","2,362","1,608","1,584","10,701","3,128","2,958","2,555","3,078","6,777","2,271","7,326","2,853","11,821","13,901","11,105","4,785",854,"2,218"
2021년08월_남_연령구간인구수,"126,304","2,700","12,028","4,714","11,640",,"3,337","2,362","1,608","1,584","10,701","3,128","2,958","2,555","3,078","6,777","2,271","7,326","2,853","11,821","13,901","11,105","4,785",854,"2,218"
2021년08월_남_0~9세,"7,995",73,551,163,694,,135,51,26,25,"1,231",79,131,97,78,222,46,555,176,"1,439","1,197",571,317,21,117
2021년08월_남_10~19세,"10,618",118,"1,010",273,650,,163,102,44,87,"1,200",161,154,168,170,410,88,863,180,"1,342","1,865","1,137",285,38,110
2021년08월_남_20~29세,"14,716",207,"1,239",430,"1,241",,386,166,83,98,"1,213",269,292,282,319,"1,111",206,"1,036",266,"1,444","2,009","1,626",419,87,287
2021년08월_남_30~39세,"13,270",185,921,381,"1,545",,296,146,56,84,"1,419",206,322,267,303,715,163,745,240,"1,661","1,514","1,205",574,66,256
2021년08월_남_40~49세,"18,770",370,"1,658",584,"1,758",,411,230,117,168,"1,833",400,388,352,406,938,262,"1,186",396,"2,176","2,322","1,753",719,112,231
2021년08월_남_50~59세,"24,085",564,"2,553",876,"2,368",,754,475,298,319,"1,827",685,594,424,580,"1,150",448,"1,425",526,"1,937","2,655","2,152",909,175,391
2021년08월_남_60~69세,"21,139",615,"2,217","1,046","2,077",,697,611,528,375,"1,223",718,583,496,657,"1,169",538,918,557,"1,255","1,625","1,718",880,202,434
2021년08월_남_70~79세,"11,118",385,"1,306",657,962,,346,391,317,283,552,416,349,343,398,792,343,417,354,418,525,703,483,114,264
2021년08월_남_80~89세,"4,232",165,534,280,312,,132,169,129,138,196,173,131,122,152,255,162,174,143,134,177,216,184,36,118
2021년08월_남_90~99세,348,17,38,23,31,,17,20,10,6,6,21,14,4,15,14,13,7,15,15,12,23,15,3,9
2021년08월_남_100세 이상,13,1,1,1,2,,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1
2021년08월_여_총인구수,"126,040","2,687","12,276","4,587","10,417",,"2,910","2,350","1,627","1,584","10,982","3,030","2,699","2,608","3,284","6,894","2,313","7,308","2,938","12,159","14,435","11,140","4,929",871,"2,012"
2021년08월_여_연령구간인구수,"126,040","2,687","12,276","4,587","10,417",,"2,910","2,350","1,627","1,584","10,982","3,030","2,699","2,608","3,284","6,894","2,313","7,308","2,938","12,159","14,435","11,140","4,929",871,"2,012"
2021년08월_여_0~9세,"7,652",64,508,150,661,,131,43,19,34,"1,097",94,134,94,85,180,41,532,178,"1,418","1,190",572,309,26,92
2021년08월_여_10~19세,"9,738",106,958,215,554,,149,99,36,39,"1,187",150,151,135,143,372,95,762,154,"1,313","1,673","1,039",293,45,70
2021년08월_여_20~29세,"11,343",125,959,268,937,,192,103,50,68,"1,042",199,219,242,268,819,133,824,184,"1,160","1,680","1,268",371,81,151
2021년08월_여_30~39세,"11,560",135,765,257,"1,099",,197,94,61,67,"1,461",136,238,200,224,499,104,663,250,"1,722","1,631",994,527,43,193
2021년08월_여_40~49세,"17,293",219,"1,530",408,"1,245",,280,172,81,110,"1,927",286,294,282,322,799,214,"1,273",339,"2,214","2,701","1,766",616,87,128
2021년08월_여_50~59세,"22,423",416,"2,350",761,"2,000",,545,385,256,220,"1,812",541,451,416,546,"1,156",344,"1,379",473,"2,098","2,763","2,275",821,150,265
2021년08월_여_60~69세,"21,697",642,"2,287","1,056","1,899",,685,548,486,392,"1,314",661,542,577,780,"1,527",522,945,595,"1,255","1,597","1,832",944,199,412
2021년08월_여_70~79세,"13,720",559,"1,620",802,"1,068",,391,440,342,371,635,500,370,416,572,"1,029",454,552,430,562,693,873,568,135,338
2021년08월_여_80~89세,"9,100",353,"1,140",587,806,,273,407,255,245,431,397,268,222,294,437,354,323,285,348,426,453,405,90,301
2021년08월_여_90~99세,"1,457",64,152,80,143,,65,58,41,37,75,64,31,24,48,74,46,54,46,65,81,64,72,14,59
2021년08월_여_100세 이상,57,4,7,3,5,,2,1,0,1,1,2,1,0,2,2,6,1,4,4,0,4,3,1,3
2021년09월_계_총인구수,"252,444","5,364","24,234","9,295","22,082",,"6,246","4,727","3,233","3,152","21,727","6,137","5,656","5,153","6,361","13,699","4,553","14,685","5,790","24,033","28,369","22,240","9,747","1,727","4,234"
2021년09월_계_연령구간인구수,"252,444","5,364","24,234","9,295","22,082",,"6,246","4,727","3,233","3,152","21,727","6,137","5,656","5,153","6,361","13,699","4,553","14,685","5,790","24,033","28,369","22,240","9,747","1,727","4,234"
2021년09월_계_0~9세,"15,592",135,"1,047",313,"1,357",,262,97,45,57,"2,325",170,266,189,161,399,86,"1,085",348,"2,853","2,389","1,126",628,48,206
2021년09월_계_10~19세,"20,279",222,"1,955",495,"1,195",,313,201,79,123,"2,383",306,304,296,309,784,181,"1,615",333,"2,648","3,529","2,169",581,80,178
2021년09월_계_20~29세,"26,049",321,"2,168",683,"2,149",,569,275,132,162,"2,270",466,500,526,585,"1,967",334,"1,881",447,"2,613","3,710","2,885",801,171,434
2021년09월_계_30~39세,"24,810",320,"1,682",639,"2,664",,493,243,116,147,"2,855",332,555,470,524,"1,212",260,"1,413",479,"3,393","3,138","2,210","1,104",108,453
2021년09월_계_40~49세,"35,950",581,"3,173",980,"2,987",,685,401,194,276,"3,767",681,685,627,722,"1,725",475,"2,457",741,"4,381","5,023","3,493","1,339",201,356
2021년09월_계_50~59세,"46,600",986,"4,880","1,632","4,393",,"1,293",862,552,537,"3,660","1,224","1,048",842,"1,134","2,309",781,"2,829","1,005","4,063","5,430","4,429","1,719",326,666
2021년09월_계_60~69세,"42,983","1,255","4,525","2,106","4,002",,"1,402","1,157","1,022",764,"2,551","1,390","1,128","1,067","1,437","2,692","1,058","1,868","1,156","2,526","3,222","3,572","1,829",402,852
2021년09월_계_70~79세,"24,912",938,"2,930","1,465","2,040",,738,831,653,658,"1,197",908,724,764,975,"1,826",794,973,788,986,"1,228","1,591","1,060",248,597
2021년09월_계_80~89세,"13,385",521,"1,674",876,"1,115",,407,579,390,383,636,573,398,340,447,693,517,500,427,488,605,673,595,127,421
2021년09월_계_90~99세,"1,814",80,192,102,173,,81,79,50,43,81,85,47,32,65,89,59,63,62,78,95,88,88,15,67
2021년09월_계_100세 이상,70,5,8,4,7,,3,2,0,2,2,2,1,0,2,3,8,1,4,4,0,4,3,1,4
2021년09월_남_총인구수,"126,328","2,684","11,977","4,717","11,646",,"3,333","2,369","1,603","1,573","10,709","3,113","2,967","2,549","3,074","6,796","2,257","7,352","2,850","11,842","13,927","11,105","4,806",860,"2,219"
2021년09월_남_연령구간인구수,"126,328","2,684","11,977","4,717","11,646",,"3,333","2,369","1,603","1,573","10,709","3,113","2,967","2,549","3,074","6,796","2,257","7,352","2,850","11,842","13,927","11,105","4,806",860,"2,219"
2021년09월_남_0~9세,"7,956",74,543,164,698,,129,52,27,23,"1,226",79,134,95,75,221,46,554,171,"1,432","1,194",562,318,23,116
2021년09월_남_10~19세,"10,567",115,"1,000",278,642,,163,102,43,85,"1,192",154,153,164,166,409,89,858,178,"1,342","1,864","1,134",286,39,111
2021년09월_남_20~29세,"14,721",200,"1,223",423,"1,225",,381,169,81,96,"1,225",270,290,288,321,"1,137",200,"1,051",262,"1,442","2,017","1,617",428,91,284
2021년09월_남_30~39세,"13,263",183,915,385,"1,557",,301,147,55,78,"1,401",199,317,269,300,714,163,751,234,"1,669","1,520","1,212",574,65,254
2021년09월_남_40~49세,"18,713",364,"1,653",574,"1,745",,407,230,113,169,"1,833",397,396,345,405,929,259,"1,187",399,"2,174","2,326","1,741",729,110,228
2021년09월_남_50~59세,"24,107",567,"2,537",881,"2,378",,748,473,298,314,"1,841",678,592,423,584,"1,152",442,"1,435",532,"1,944","2,658","2,154",905,176,395
2021년09월_남_60~69세,"21,234",614,"2,233","1,045","2,093",,707,611,532,378,"1,231",724,587,494,658,"1,168",534,916,562,"1,268","1,622","1,731",883,204,439
2021년09월_남_70~79세,"11,147",382,"1,302",658,966,,347,392,311,285,556,416,352,345,397,795,345,419,354,419,532,714,484,113,263
2021년09월_남_80~89세,"4,257",167,531,286,310,,133,172,132,138,197,176,131,121,151,256,163,174,143,137,181,216,185,38,119
2021년09월_남_90~99세,350,17,39,22,30,,17,20,11,6,6,20,15,5,17,14,14,7,15,15,13,23,14,1,9
2021년09월_남_100세 이상,13,1,1,1,2,,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1
2021년09월_여_총인구수,"126,116","2,680","12,257","4,578","10,436",,"2,913","2,358","1,630","1,579","11,018","3,024","2,689","2,604","3,287","6,903","2,296","7,333","2,940","12,191","14,442","11,135","4,941",867,"2,015"
2021년09월_여_연령구간인구수,"126,116","2,680","12,257","4,578","10,436",,"2,913","2,358","1,630","1,579","11,018","3,024","2,689","2,604","3,287","6,903","2,296","7,333","2,940","12,191","14,442","11,135","4,941",867,"2,015"
2021년09월_여_0~9세,"7,636",61,504,149,659,,133,45,18,34,"1,099",91,132,94,86,178,40,531,177,"1,421","1,195",564,310,25,90
2021년09월_여_10~19세,"9,712",107,955,217,553,,150,99,36,38,"1,191",152,151,132,143,375,92,757,155,"1,306","1,665","1,035",295,41,67
2021년09월_여_20~29세,"11,328",121,945,260,924,,188,106,51,66,"1,045",196,210,238,264,830,134,830,185,"1,171","1,693","1,268",373,80,150
2021년09월_여_30~39세,"11,547",137,767,254,"1,107",,192,96,61,69,"1,454",133,238,201,224,498,97,662,245,"1,724","1,618",998,530,43,199
2021년09월_여_40~49세,"17,237",217,"1,520",406,"1,242",,278,171,81,107,"1,934",284,289,282,317,796,216,"1,270",342,"2,207","2,697","1,752",610,91,128
2021년09월_여_50~59세,"22,493",419,"2,343",751,"2,015",,545,389,254,223,"1,819",546,456,419,550,"1,157",339,"1,394",473,"2,119","2,772","2,275",814,150,271
2021년09월_여_60~69세,"21,749",641,"2,292","1,061","1,909",,695,546,490,386,"1,320",666,541,573,779,"1,524",524,952,594,"1,258","1,600","1,841",946,198,413
2021년09월_여_70~79세,"13,765",556,"1,628",807,"1,074",,391,439,342,373,641,492,372,419,578,"1,031",449,554,434,567,696,877,576,135,334
2021년09월_여_80~89세,"9,128",354,"1,143",590,805,,274,407,258,245,439,397,267,219,296,437,354,326,284,351,424,457,410,89,302
2021년09월_여_90~99세,"1,464",63,153,80,143,,64,59,39,37,75,65,32,27,48,75,45,56,47,63,82,65,74,14,58
2021년09월_여_100세 이상,57,4,7,3,5,,3,1,0,1,1,2,1,0,2,2,6,1,4,4,0,3,3,1,3
2021년10월_계_총인구수,"252,403","5,387","24,184","9,278","22,163",,"6,273","4,721","3,243","3,139","21,666","6,103","5,671","5,154","6,344","13,688","4,519","14,729","5,781","24,099","28,379","22,194","9,748","1,722","4,218"
2021년10월_계_연령구간인구수,"252,403","5,387","24,184","9,278","22,163",,"6,273","4,721","3,243","3,139","21,666","6,103","5,671","5,154","6,344","13,688","4,519","14,729","5,781","24,099","28,379","22,194","9,748","1,722","4,218"
2021년10월_계_0~9세,"15,511",138,"1,024",310,"1,365",,260,96,44,57,"2,301",171,265,187,157,396,80,"1,088",337,"2,870","2,388","1,109",622,49,197
2021년10월_계_10~19세,"20,259",222,"1,949",493,"1,195",,316,200,82,121,"2,379",300,306,299,305,781,180,"1,600",336,"2,656","3,528","2,167",590,78,176
2021년10월_계_20~29세,"25,973",327,"2,164",679,"2,143",,570,272,131,164,"2,252",457,503,518,589,"1,967",333,"1,894",452,"2,597","3,699","2,871",789,171,431
2021년10월_계_30~39세,"24,727",315,"1,661",645,"2,679",,495,238,115,142,"2,828",326,556,466,518,"1,218",255,"1,408",473,"3,404","3,136","2,185","1,108",108,448
2021년10월_계_40~49세,"35,860",588,"3,154",968,"2,980",,684,404,191,275,"3,752",673,678,624,715,"1,719",476,"2,465",743,"4,393","5,000","3,471","1,347",200,360
2021년10월_계_50~59세,"46,628",983,"4,875","1,621","4,427",,"1,306",857,553,528,"3,669","1,219","1,052",848,"1,131","2,297",780,"2,829",996,"4,069","5,444","4,456","1,704",320,664
2021년10월_계_60~69세,"43,130","1,254","4,540","2,107","4,029",,"1,410","1,161","1,036",768,"2,566","1,387","1,137","1,071","1,435","2,686","1,046","1,882","1,155","2,539","3,249","3,575","1,838",406,853
2021년10월_계_70~79세,"24,972",947,"2,926","1,470","2,048",,738,827,647,655,"1,200",910,726,767,976,"1,838",791,993,794,994,"1,233","1,587","1,061",248,596
2021년10월_계_80~89세,"13,444",530,"1,687",876,"1,117",,411,581,395,383,637,574,397,340,451,692,516,503,429,495,607,676,599,124,424
2021년10월_계_90~99세,"1,837",78,196,106,175,,80,83,49,45,81,84,50,34,65,91,58,66,62,78,94,93,87,17,65
2021년10월_계_100세 이상,62,5,8,3,5,,3,2,0,1,1,2,1,0,2,3,4,1,4,4,1,4,3,1,4
2021년10월_남_총인구수,"126,297","2,698","11,948","4,702","11,682",,"3,335","2,374","1,607","1,568","10,670","3,097","2,969","2,553","3,062","6,793","2,239","7,392","2,846","11,869","13,937","11,091","4,798",856,"2,211"
2021년10월_남_연령구간인구수,"126,297","2,698","11,948","4,702","11,682",,"3,335","2,374","1,607","1,568","10,670","3,097","2,969","2,553","3,062","6,793","2,239","7,392","2,846","11,869","13,937","11,091","4,798",856,"2,211"
2021년10월_남_0~9세,"7,918",76,531,162,701,,127,52,27,23,"1,208",82,134,96,71,222,42,560,165,"1,439","1,197",557,311,23,112
2021년10월_남_10~19세,"10,554",116,995,276,640,,163,101,43,83,"1,188",149,150,165,165,407,88,856,179,"1,347","1,870","1,131",294,37,111
2021년10월_남_20~29세,"14,676",203,"1,216",419,"1,225",,381,168,79,98,"1,223",269,288,285,324,"1,141",199,"1,060",264,"1,434","2,010","1,601",416,92,281
2021년10월_남_30~39세,"13,209",176,905,392,"1,562",,296,147,55,78,"1,382",190,318,271,300,711,156,753,229,"1,666","1,520","1,212",575,64,251
2021년10월_남_40~49세,"18,660",371,"1,639",563,"1,742",,406,231,110,165,"1,824",392,393,343,396,931,262,"1,194",404,"2,175","2,321","1,725",735,110,228
2021년10월_남_50~59세,"24,122",571,"2,533",872,"2,393",,752,472,298,312,"1,847",678,594,423,581,"1,148",443,"1,432",527,"1,953","2,660","2,174",893,172,394
2021년10월_남_60~69세,"21,358",615,"2,251","1,049","2,111",,712,617,541,381,"1,242",723,594,499,657,"1,165",527,926,566,"1,275","1,628","1,737",894,207,441
2021년10월_남_70~79세,"11,161",382,"1,298",661,972,,346,391,309,282,553,416,351,345,399,799,340,429,354,425,536,715,480,113,265
2021년10월_남_80~89세,"4,281",171,541,283,306,,134,175,134,139,197,178,132,121,152,254,167,174,144,140,182,215,187,37,118
2021년10월_남_90~99세,350,16,38,24,30,,18,19,11,7,6,20,15,5,17,14,14,8,14,15,13,23,13,1,9
2021년10월_남_100세 이상,8,1,1,1,0,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2021년10월_여_총인구수,"126,106","2,689","12,236","4,576","10,481",,"2,938","2,347","1,636","1,571","10,996","3,006","2,702","2,601","3,282","6,895","2,280","7,337","2,935","12,230","14,442","11,103","4,950",866,"2,007"
2021년10월_여_연령구간인구수,"126,106","2,689","12,236","4,576","10,481",,"2,938","2,347","1,636","1,571","10,996","3,006","2,702","2,601","3,282","6,895","2,280","7,337","2,935","12,230","14,442","11,103","4,950",866,"2,007"
2021년10월_여_0~9세,"7,593",62,493,148,664,,133,44,17,34,"1,093",89,131,91,86,174,38,528,172,"1,431","1,191",552,311,26,85
2021년10월_여_10~19세,"9,705",106,954,217,555,,153,99,39,38,"1,191",151,156,134,140,374,92,744,157,"1,309","1,658","1,036",296,41,65
2021년10월_여_20~29세,"11,297",124,948,260,918,,189,104,52,66,"1,029",188,215,233,265,826,134,834,188,"1,163","1,689","1,270",373,79,150
2021년10월_여_30~39세,"11,518",139,756,253,"1,117",,199,91,60,64,"1,446",136,238,195,218,507,99,655,244,"1,738","1,616",973,533,44,197
2021년10월_여_40~49세,"17,200",217,"1,515",405,"1,238",,278,173,81,110,"1,928",281,285,281,319,788,214,"1,271",339,"2,218","2,679","1,746",612,90,132
2021년10월_여_50~59세,"22,506",412,"2,342",749,"2,034",,554,385,255,216,"1,822",541,458,425,550,"1,149",337,"1,397",469,"2,116","2,784","2,282",811,148,270
2021년10월_여_60~69세,"21,772",639,"2,289","1,058","1,918",,698,544,495,387,"1,324",664,543,572,778,"1,521",519,956,589,"1,264","1,621","1,838",944,199,412
2021년10월_여_70~79세,"13,811",565,"1,628",809,"1,076",,392,436,338,373,647,494,375,422,577,"1,039",451,564,440,569,697,872,581,135,331
2021년10월_여_80~89세,"9,163",359,"1,146",593,811,,277,406,261,244,440,396,265,219,299,438,349,329,285,355,425,461,412,87,306
2021년10월_여_90~99세,"1,487",62,158,82,145,,62,64,38,38,75,64,35,29,48,77,44,58,48,63,81,70,74,16,56
2021년10월_여_100세 이상,54,4,7,2,5,,3,1,0,1,1,2,1,0,2,2,3,1,4,4,1,3,3,1,3
2021년11월_계_총인구수,"252,162","5,377","24,150","9,260","22,138",,"6,262","4,705","3,232","3,118","21,721","6,087","5,663","5,125","6,323","13,674","4,511","14,713","5,809","24,090","28,384","22,180","9,718","1,715","4,207"
2021년11월_계_연령구간인구수,"252,162","5,377","24,150","9,260","22,138",,"6,262","4,705","3,232","3,118","21,721","6,087","5,663","5,125","6,323","13,674","4,511","14,713","5,809","24,090","28,384","22,180","9,718","1,715","4,207"
2021년11월_계_0~9세,"15,427",136,"1,007",304,"1,349",,258,96,44,55,"2,308",171,258,177,157,391,78,"1,090",346,"2,855","2,385","1,098",616,50,198
2021년11월_계_10~19세,"20,235",220,"1,946",491,"1,190",,317,197,82,121,"2,383",298,304,290,304,774,183,"1,597",345,"2,659","3,524","2,167",589,78,176
2021년11월_계_20~29세,"25,815",328,"2,147",674,"2,107",,562,270,131,160,"2,248",461,497,518,578,"1,968",326,"1,883",451,"2,578","3,681","2,872",778,162,435
2021년11월_계_30~39세,"24,651",323,"1,655",640,"2,682",,486,240,112,136,"2,828",324,550,463,520,"1,209",255,"1,401",472,"3,392","3,140","2,177","1,093",111,442
2021년11월_계_40~49세,"35,810",578,"3,143",966,"2,981",,686,400,188,274,"3,769",675,672,618,704,"1,717",473,"2,463",750,"4,413","4,986","3,466","1,342",199,347
2021년11월_계_50~59세,"46,585",981,"4,860","1,616","4,424",,"1,305",858,554,523,"3,674","1,207","1,056",847,"1,130","2,298",783,"2,823","1,000","4,063","5,452","4,450","1,695",318,668
2021년11월_계_60~69세,"43,242","1,259","4,562","2,107","4,057",,"1,415","1,156","1,032",765,"2,582","1,385","1,151","1,066","1,431","2,682","1,043","1,885","1,159","2,555","3,260","3,580","1,851",404,855
2021년11월_계_70~79세,"25,009",936,"2,933","1,476","2,047",,736,823,646,657,"1,207",909,719,766,983,"1,845",787,999,788,"1,001","1,254","1,591","1,059",251,596
2021년11월_계_80~89세,"13,469",531,"1,694",875,"1,116",,416,579,395,382,638,573,403,344,453,697,520,503,429,490,601,682,603,124,421
2021년11월_계_90~99세,"1,866",81,196,110,181,,78,85,48,44,83,82,52,36,61,91,61,68,65,80,100,93,89,17,65
2021년11월_계_100세 이상,53,4,7,1,4,,3,1,0,1,1,2,1,0,2,2,2,1,4,4,1,4,3,1,4
2021년11월_남_총인구수,"126,155","2,689","11,914","4,704","11,679",,"3,330","2,367","1,601","1,552","10,685","3,093","2,959","2,539","3,056","6,795","2,230","7,381","2,857","11,874","13,931","11,085","4,783",852,"2,199"
2021년11월_남_연령구간인구수,"126,155","2,689","11,914","4,704","11,679",,"3,330","2,367","1,601","1,552","10,685","3,093","2,959","2,539","3,056","6,795","2,230","7,381","2,857","11,874","13,931","11,085","4,783",852,"2,199"
2021년11월_남_0~9세,"7,888",74,527,158,695,,126,52,27,22,"1,208",82,128,86,73,218,40,561,172,"1,440","1,204",551,308,23,113
2021년11월_남_10~19세,"10,546",115,990,277,642,,164,98,42,83,"1,192",147,149,162,163,407,91,855,185,"1,350","1,862","1,129",296,37,110
2021년11월_남_20~29세,"14,569",203,"1,203",413,"1,205",,375,169,79,93,"1,215",272,284,285,322,"1,142",195,"1,053",259,"1,428","1,992","1,601",411,88,282
2021년11월_남_30~39세,"13,182",182,903,390,"1,564",,291,146,55,75,"1,386",190,315,269,302,712,154,746,228,"1,657","1,523","1,213",568,66,247
2021년11월_남_40~49세,"18,630",365,"1,629",565,"1,754",,405,230,109,162,"1,832",393,388,339,393,928,259,"1,192",406,"2,188","2,316","1,720",729,109,219
2021년11월_남_50~59세,"24,075",566,"2,520",870,"2,387",,754,473,298,310,"1,844",672,591,427,577,"1,158",443,"1,426",528,"1,950","2,663","2,168",885,172,393
2021년11월_남_60~69세,"21,429",619,"2,255","1,054","2,125",,715,617,539,379,"1,244",723,610,501,658,"1,162",528,932,569,"1,279","1,632","1,741",902,204,441
2021년11월_남_70~79세,"11,186",375,"1,306",668,971,,349,389,308,282,558,416,346,338,400,797,337,430,353,430,545,723,482,115,268
2021년11월_남_80~89세,"4,283",171,541,283,306,,134,174,133,138,200,177,133,126,152,256,169,176,143,136,179,215,188,37,116
2021년11월_남_90~99세,362,18,39,25,30,,17,19,11,8,6,21,15,6,16,15,14,10,14,16,15,23,14,1,9
2021년11월_남_100세 이상,5,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2021년11월_여_총인구수,"126,007","2,688","12,236","4,556","10,459",,"2,932","2,338","1,631","1,566","11,036","2,994","2,704","2,586","3,267","6,879","2,281","7,332","2,952","12,216","14,453","11,095","4,935",863,"2,008"
2021년11월_여_연령구간인구수,"126,007","2,688","12,236","4,556","10,459",,"2,932","2,338","1,631","1,566","11,036","2,994","2,704","2,586","3,267","6,879","2,281","7,332","2,952","12,216","14,453","11,095","4,935",863,"2,008"
2021년11월_여_0~9세,"7,539",62,480,146,654,,132,44,17,33,"1,100",89,130,91,84,173,38,529,174,"1,415","1,181",547,308,27,85
2021년11월_여_10~19세,"9,689",105,956,214,548,,153,99,40,38,"1,191",151,155,128,141,367,92,742,160,"1,309","1,662","1,038",293,41,66
2021년11월_여_20~29세,"11,246",125,944,261,902,,187,101,52,67,"1,033",189,213,233,256,826,131,830,192,"1,150","1,689","1,271",367,74,153
2021년11월_여_30~39세,"11,469",141,752,250,"1,118",,195,94,57,61,"1,442",134,235,194,218,497,101,655,244,"1,735","1,617",964,525,45,195
