카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년08월_여_연령구간인구수,"79,599","3,144","1,932","1,408","1,635","3,414","1,383",875,"1,020","1,340","1,342",834,879,766,823,"2,619","2,592","11,120","4,690","6,605","3,240","3,151","11,238","8,302","5,247"
2021년08월_여_0~9세,"4,892",85,36,24,40,223,18,11,25,28,26,10,19,11,10,96,136,890,281,448,185,152,927,697,514
2021년08월_여_10~19세,"6,404",116,75,31,50,191,49,26,44,52,38,27,15,20,33,158,211,"1,094",434,437,233,265,"1,271",826,708
2021년08월_여_20~29세,"7,506",184,116,50,108,475,53,34,49,65,46,30,27,28,24,277,243,"1,313",394,598,296,314,"1,230",920,632
2021년08월_여_30~39세,"7,261",154,75,50,75,498,51,21,53,58,46,23,34,21,21,247,201,"1,235",392,688,248,252,"1,213","1,027",578
2021년08월_여_40~49세,"10,479",215,125,103,119,335,87,52,61,82,46,50,40,36,41,274,334,"1,755",678,859,433,426,"1,942","1,329","1,057"
2021년08월_여_50~59세,"12,472",466,269,210,240,396,176,118,189,198,212,106,155,109,111,384,447,"1,686",700,"1,094",534,593,"1,843","1,455",781
2021년08월_여_60~69세,"13,735",728,437,326,415,522,327,192,255,329,331,218,230,212,216,516,481,"1,550",846,"1,211",673,635,"1,486","1,096",503
2021년08월_여_70~79세,"9,135",578,381,283,282,403,302,194,167,255,310,188,179,168,174,403,314,927,561,793,379,337,760,529,268
2021년08월_여_80~89세,"6,504",517,355,276,242,313,271,184,149,224,248,163,160,138,170,210,200,566,350,405,211,149,480,350,173
2021년08월_여_90~99세,"1,172",96,60,54,64,56,46,43,28,47,38,16,19,23,23,54,25,104,50,68,46,27,83,70,32
2021년08월_여_100세 이상,39,5,3,1,0,2,3,0,0,2,1,3,1,0,0,0,0,0,4,4,2,1,3,3,1
2021년09월_계_총인구수,"157,401","6,355","3,996","2,949","3,481","6,959","2,674","1,725","2,089","2,806","2,709","1,724","1,833","1,603","1,725","5,098","4,949","22,074","9,015","13,088","6,283","6,206","21,387","16,154","10,519"
2021년09월_계_연령구간인구수,"157,401","6,355","3,996","2,949","3,481","6,959","2,674","1,725","2,089","2,806","2,709","1,724","1,833","1,603","1,725","5,098","4,949","22,074","9,015","13,088","6,283","6,206","21,387","16,154","10,519"
2021년09월_계_0~9세,"10,209",176,84,56,73,463,43,22,49,55,42,30,48,22,29,224,284,"1,846",611,886,363,321,"1,908","1,501","1,073"
2021년09월_계_10~19세,"13,361",266,194,79,117,377,112,57,82,108,76,51,47,43,62,330,401,"2,288",884,940,508,541,"2,584","1,701","1,513"
2021년09월_계_20~29세,"16,389",435,263,136,277,961,129,76,145,160,117,69,83,66,59,609,494,"2,970",833,"1,345",644,671,"2,583","1,968","1,296"
2021년09월_계_30~39세,"15,182",368,181,150,207,"1,113",112,68,118,143,109,54,78,68,65,486,409,"2,516",762,"1,462",555,557,"2,367","2,080","1,154"
2021년09월_계_40~49세,"21,658",547,315,298,322,782,226,149,170,246,167,141,106,110,123,616,685,"3,471","1,349","1,829",894,832,"3,706","2,548","2,026"
2021년09월_계_50~59세,"25,729","1,055",638,510,585,916,411,264,417,489,503,277,336,268,265,782,903,"3,446","1,431","2,165","1,022","1,154","3,480","2,749","1,663"
2021년09월_계_60~69세,"26,737","1,478",952,690,887,"1,043",632,415,520,732,732,493,498,436,496,918,890,"2,925","1,512","2,274","1,177","1,192","2,728","2,133",984
2021년09월_계_70~79세,"16,613","1,119",718,523,538,744,554,347,322,477,535,336,351,337,333,722,553,"1,621","1,011","1,437",713,644,"1,268",895,515
2021년09월_계_80~89세,"9,996",779,566,440,393,474,399,283,227,332,381,246,259,218,259,345,293,869,550,663,354,255,667,489,255
2021년09월_계_90~99세,"1,479",127,81,66,82,80,54,44,39,62,47,24,26,35,34,65,37,121,68,82,51,38,91,86,39
2021년09월_계_100세 이상,48,5,4,1,0,6,2,0,0,2,0,3,1,0,0,1,0,1,4,5,2,1,5,4,1
2021년09월_남_총인구수,"77,859","3,217","2,060","1,541","1,853","3,546","1,295",853,"1,079","1,467","1,369",891,955,835,902,"2,479","2,376","10,965","4,337","6,513","3,053","3,059","10,166","7,855","5,193"
2021년09월_남_연령구간인구수,"77,859","3,217","2,060","1,541","1,853","3,546","1,295",853,"1,079","1,467","1,369",891,955,835,902,"2,479","2,376","10,965","4,337","6,513","3,053","3,059","10,166","7,855","5,193"
2021년09월_남_0~9세,"5,322",92,46,33,38,239,26,11,26,28,15,20,28,12,20,127,151,953,334,443,184,170,974,801,551
2021년09월_남_10~19세,"6,977",152,117,48,70,188,64,33,38,55,39,24,32,23,29,171,192,"1,207",445,507,275,280,"1,322",874,792
2021년09월_남_20~29세,"8,935",248,149,89,166,495,77,43,95,99,69,40,57,40,35,331,259,"1,671",447,748,353,355,"1,366","1,045",658
2021년09월_남_30~39세,"7,942",213,108,98,132,609,62,48,69,84,63,32,43,44,43,238,213,"1,280",374,783,309,312,"1,165","1,059",561
2021년09월_남_40~49세,"11,192",337,187,198,206,447,138,97,111,166,123,91,65,74,84,342,353,"1,726",678,979,460,407,"1,757","1,222",944
2021년09월_남_50~59세,"13,259",588,373,297,347,516,237,144,230,292,289,171,181,161,155,406,457,"1,759",722,"1,071",488,559,"1,643","1,301",872
2021년09월_남_60~69세,"12,987",753,509,363,474,520,302,224,264,399,403,275,272,223,278,406,415,"1,361",672,"1,062",505,554,"1,238","1,031",484
2021년09월_남_70~79세,"7,463",538,339,244,257,344,251,150,160,219,223,147,171,168,159,313,238,695,448,646,332,312,500,366,243
2021년09월_남_80~89세,"3,466",263,210,159,145,163,129,101,76,110,136,83,99,79,87,134,88,293,197,260,140,100,189,144,81
2021년09월_남_90~99세,307,32,22,12,18,21,9,2,10,15,9,8,7,11,12,10,10,19,20,13,7,10,11,12,7
2021년09월_남_100세 이상,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년09월_여_총인구수,"79,542","3,138","1,936","1,408","1,628","3,413","1,379",872,"1,010","1,339","1,340",833,878,768,823,"2,619","2,573","11,109","4,678","6,575","3,230","3,147","11,221","8,299","5,326"
2021년09월_여_연령구간인구수,"79,542","3,138","1,936","1,408","1,628","3,413","1,379",872,"1,010","1,339","1,340",833,878,768,823,"2,619","2,573","11,109","4,678","6,575","3,230","3,147","11,221","8,299","5,326"
2021년09월_여_0~9세,"4,887",84,38,23,35,224,17,11,23,27,27,10,20,10,9,97,133,893,277,443,179,151,934,700,522
2021년09월_여_10~19세,"6,384",114,77,31,47,189,48,24,44,53,37,27,15,20,33,159,209,"1,081",439,433,233,261,"1,262",827,721
2021년09월_여_20~29세,"7,454",187,114,47,111,466,52,33,50,61,48,29,26,26,24,278,235,"1,299",386,597,291,316,"1,217",923,638
2021년09월_여_30~39세,"7,240",155,73,52,75,504,50,20,49,59,46,22,35,24,22,248,196,"1,236",388,679,246,245,"1,202","1,021",593
2021년09월_여_40~49세,"10,466",210,128,100,116,335,88,52,59,80,44,50,41,36,39,274,332,"1,745",671,850,434,425,"1,949","1,326","1,082"
2021년09월_여_50~59세,"12,470",467,265,213,238,400,174,120,187,197,214,106,155,107,110,376,446,"1,687",709,"1,094",534,595,"1,837","1,448",791
2021년09월_여_60~69세,"13,750",725,443,327,413,523,330,191,256,333,329,218,226,213,218,512,475,"1,564",840,"1,212",672,638,"1,490","1,102",500
2021년09월_여_70~79세,"9,150",581,379,279,281,400,303,197,162,258,312,189,180,169,174,409,315,926,563,791,381,332,768,529,272
2021년09월_여_80~89세,"6,530",516,356,281,248,311,270,182,151,222,245,163,160,139,172,211,205,576,353,403,214,155,478,345,174
2021년09월_여_90~99세,"1,172",95,59,54,64,59,45,42,29,47,38,16,19,24,22,55,27,102,48,69,44,28,80,74,32
2021년09월_여_100세 이상,39,4,4,1,0,2,2,0,0,2,0,3,1,0,0,0,0,0,4,4,2,1,4,4,1
2021년10월_계_총인구수,"157,317","6,369","3,974","2,951","3,481","6,984","2,671","1,726","2,084","2,800","2,706","1,721","1,838","1,596","1,721","5,069","4,950","22,063","8,997","13,076","6,276","6,182","21,377","16,159","10,546"
2021년10월_계_연령구간인구수,"157,317","6,369","3,974","2,951","3,481","6,984","2,671","1,726","2,084","2,800","2,706","1,721","1,838","1,596","1,721","5,069","4,950","22,063","8,997","13,076","6,276","6,182","21,377","16,159","10,546"
2021년10월_계_0~9세,"10,137",184,83,57,72,468,42,22,49,54,42,30,50,20,26,219,276,"1,825",603,878,357,312,"1,893","1,502","1,073"
2021년10월_계_10~19세,"13,370",271,187,80,117,377,113,56,82,107,78,50,47,44,62,327,407,"2,292",892,938,507,546,"2,587","1,701","1,502"
2021년10월_계_20~29세,"16,363",437,259,132,276,956,128,75,144,154,117,69,83,63,59,606,497,"2,976",826,"1,356",643,661,"2,576","1,972","1,298"
2021년10월_계_30~39세,"15,142",368,182,149,206,"1,129",111,66,121,141,107,54,75,68,65,481,410,"2,510",748,"1,446",561,555,"2,363","2,065","1,161"
2021년10월_계_40~49세,"21,607",550,310,295,324,781,227,148,168,245,162,137,106,110,123,615,673,"3,457","1,357","1,839",876,824,"3,698","2,555","2,027"
2021년10월_계_50~59세,"25,731","1,048",638,511,577,924,411,268,416,490,505,277,334,262,267,782,912,"3,449","1,405","2,163","1,029","1,141","3,491","2,750","1,681"
2021년10월_계_60~69세,"26,776","1,479",953,698,893,"1,040",624,415,518,738,731,498,506,437,494,909,883,"2,934","1,533","2,266","1,169","1,201","2,736","2,133",988
2021년10월_계_70~79세,"16,651","1,119",717,522,540,745,561,347,323,476,532,335,350,339,328,718,559,"1,627","1,014","1,439",725,648,"1,269",901,517
2021년10월_계_80~89세,"10,008",782,561,443,394,477,397,286,222,329,387,247,261,217,260,348,294,869,542,665,356,254,670,489,258
2021년10월_계_90~99세,"1,487",126,81,63,82,80,55,43,41,65,45,23,25,36,37,63,39,123,73,82,51,39,89,87,39
2021년10월_계_100세 이상,45,5,3,1,0,7,2,0,0,1,0,1,1,0,0,1,0,1,4,4,2,1,5,4,2
2021년10월_남_총인구수,"77,812","3,218","2,042","1,541","1,849","3,560","1,291",855,"1,074","1,462","1,366",889,954,834,896,"2,467","2,379","10,960","4,330","6,513","3,044","3,048","10,157","7,871","5,212"
2021년10월_남_연령구간인구수,"77,812","3,218","2,042","1,541","1,849","3,560","1,291",855,"1,074","1,462","1,366",889,954,834,896,"2,467","2,379","10,960","4,330","6,513","3,044","3,048","10,157","7,871","5,212"
2021년10월_남_0~9세,"5,279",94,45,33,37,242,24,11,26,28,15,20,29,10,16,124,149,937,329,437,178,166,973,801,555
2021년10월_남_10~19세,"6,991",154,113,49,69,190,65,32,37,55,40,24,32,24,30,172,191,"1,216",448,506,276,281,"1,323",878,786
2021년10월_남_20~29세,"8,930",252,142,87,166,490,76,42,96,95,69,39,57,38,34,327,260,"1,682",447,754,355,351,"1,356","1,052",663
2021년10월_남_30~39세,"7,927",210,109,98,134,615,62,46,70,81,60,32,41,45,44,236,215,"1,278",368,778,309,311,"1,164","1,054",567
2021년10월_남_40~49세,"11,150",339,184,196,204,450,138,97,111,166,120,86,63,74,83,341,350,"1,715",677,987,448,404,"1,751","1,227",939
2021년10월_남_50~59세,"13,250",578,375,296,343,519,238,146,229,292,288,171,179,158,156,407,463,"1,757",715,"1,075",491,550,"1,644","1,298",882
2021년10월_남_60~69세,"13,018",757,509,368,475,520,299,223,262,403,406,279,277,227,276,403,412,"1,365",679,"1,051",501,563,"1,244","1,032",487
2021년10월_남_70~79세,"7,488",541,335,243,259,344,252,151,160,219,221,149,170,167,156,310,242,700,451,649,340,312,503,371,243
2021년10월_남_80~89세,"3,460",261,208,160,144,164,128,105,73,107,139,82,99,79,89,137,87,289,195,262,137,100,187,146,82
2021년10월_남_90~99세,310,31,22,11,18,22,9,2,10,16,8,7,7,12,12,9,10,20,21,13,9,10,11,12,8
2021년10월_남_100세 이상,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년10월_여_총인구수,"79,505","3,151","1,932","1,410","1,632","3,424","1,380",871,"1,010","1,338","1,340",832,884,762,825,"2,602","2,571","11,103","4,667","6,563","3,232","3,134","11,220","8,288","5,334"
2021년10월_여_연령구간인구수,"79,505","3,151","1,932","1,410","1,632","3,424","1,380",871,"1,010","1,338","1,340",832,884,762,825,"2,602","2,571","11,103","4,667","6,563","3,232","3,134","11,220","8,288","5,334"
2021년10월_여_0~9세,"4,858",90,38,24,35,226,18,11,23,26,27,10,21,10,10,95,127,888,274,441,179,146,920,701,518
2021년10월_여_10~19세,"6,379",117,74,31,48,187,48,24,45,52,38,26,15,20,32,155,216,"1,076",444,432,231,265,"1,264",823,716
2021년10월_여_20~29세,"7,433",185,117,45,110,466,52,33,48,59,48,30,26,25,25,279,237,"1,294",379,602,288,310,"1,220",920,635
2021년10월_여_30~39세,"7,215",158,73,51,72,514,49,20,51,60,47,22,34,23,21,245,195,"1,232",380,668,252,244,"1,199","1,011",594
2021년10월_여_40~49세,"10,457",211,126,99,120,331,89,51,57,79,42,51,43,36,40,274,323,"1,742",680,852,428,420,"1,947","1,328","1,088"
2021년10월_여_50~59세,"12,481",470,263,215,234,405,173,122,187,198,217,106,155,104,111,375,449,"1,692",690,"1,088",538,591,"1,847","1,452",799
2021년10월_여_60~69세,"13,758",722,444,330,418,520,325,192,256,335,325,219,229,210,218,506,471,"1,569",854,"1,215",668,638,"1,492","1,101",501
2021년10월_여_70~79세,"9,163",578,382,279,281,401,309,196,163,257,311,186,180,172,172,408,317,927,563,790,385,336,766,530,274
2021년10월_여_80~89세,"6,548",521,353,283,250,313,269,181,149,222,248,165,162,138,171,211,207,580,347,403,219,154,483,343,176
2021년10월_여_90~99세,"1,177",95,59,52,64,58,46,41,31,49,37,16,18,24,25,54,29,103,52,69,42,29,78,75,31
2021년10월_여_100세 이상,36,4,3,1,0,3,2,0,0,1,0,1,1,0,0,0,0,0,4,3,2,1,4,4,2
2021년11월_계_총인구수,"157,177","6,372","3,971","2,947","3,484","7,007","2,663","1,725","2,085","2,795","2,707","1,720","1,825","1,592","1,717","5,068","4,943","22,050","8,991","13,060","6,289","6,184","21,322","16,149","10,511"
2021년11월_계_연령구간인구수,"157,177","6,372","3,971","2,947","3,484","7,007","2,663","1,725","2,085","2,795","2,707","1,720","1,825","1,592","1,717","5,068","4,943","22,050","8,991","13,060","6,289","6,184","21,322","16,149","10,511"
2021년11월_계_0~9세,"10,060",184,79,54,70,473,39,21,49,53,42,32,47,21,27,211,265,"1,814",603,878,353,308,"1,883","1,488","1,066"
2021년11월_계_10~19세,"13,347",274,190,82,123,372,116,58,83,108,78,49,46,43,61,330,411,"2,275",895,927,513,543,"2,580","1,696","1,494"
2021년11월_계_20~29세,"16,363",437,260,129,270,969,126,73,141,155,107,67,79,63,58,613,507,"2,979",828,"1,359",642,675,"2,568","1,968","1,290"
2021년11월_계_30~39세,"15,086",370,179,145,209,"1,123",110,67,119,137,110,53,73,66,67,475,397,"2,511",741,"1,446",564,550,"2,353","2,065","1,156"
2021년11월_계_40~49세,"21,582",549,304,295,321,792,224,144,168,243,160,134,105,111,117,613,680,"3,457","1,355","1,834",882,820,"3,695","2,558","2,021"
2021년11월_계_50~59세,"25,713","1,048",639,510,577,934,416,269,420,488,506,275,332,262,270,785,905,"3,449","1,399","2,164","1,023","1,139","3,485","2,744","1,674"
2021년11월_계_60~69세,"26,820","1,477",963,702,895,"1,033",625,413,519,741,735,502,508,433,497,913,889,"2,944","1,540","2,263","1,167","1,201","2,723","2,140",997
2021년11월_계_70~79세,"16,653","1,114",716,523,539,745,555,351,317,478,532,335,349,340,328,712,558,"1,629","1,015","1,433",733,649,"1,276",907,519
2021년11월_계_80~89세,"10,011",786,557,444,395,478,397,285,227,329,389,247,258,217,256,352,295,869,538,666,356,259,665,491,255
2021년11월_계_90~99세,"1,497",129,80,62,85,81,54,44,42,62,48,25,27,36,36,63,36,121,73,86,54,39,89,88,37
2021년11월_계_100세 이상,45,4,4,1,0,7,1,0,0,1,0,1,1,0,0,1,0,2,4,4,2,1,5,4,2
2021년11월_남_총인구수,"77,742","3,228","2,040","1,539","1,848","3,583","1,288",860,"1,073","1,458","1,366",891,951,835,891,"2,462","2,371","10,951","4,327","6,499","3,050","3,051","10,129","7,865","5,186"
2021년11월_남_연령구간인구수,"77,742","3,228","2,040","1,539","1,848","3,583","1,288",860,"1,073","1,458","1,366",891,951,835,891,"2,462","2,371","10,951","4,327","6,499","3,050","3,051","10,129","7,865","5,186"
2021년11월_남_0~9세,"5,232",95,42,31,36,245,20,11,26,27,16,21,27,11,16,117,141,935,332,434,176,165,965,794,549
2021년11월_남_10~19세,"6,988",157,116,49,72,188,69,34,38,55,40,24,31,24,30,173,197,"1,201",450,500,275,280,"1,326",875,784
2021년11월_남_20~29세,"8,918",254,141,86,161,502,74,41,95,96,62,39,57,38,32,332,263,"1,683",446,756,356,358,"1,347","1,045",654
2021년11월_남_30~39세,"7,904",208,107,96,137,615,63,46,69,76,63,31,41,44,46,232,206,"1,280",361,775,309,308,"1,161","1,059",571
2021년11월_남_40~49세,"11,120",343,184,195,199,455,135,94,110,166,119,85,62,75,79,337,352,"1,722",673,980,448,403,"1,747","1,224",933
2021년11월_남_50~59세,"13,258",580,372,298,349,523,239,148,232,289,291,171,179,158,155,409,459,"1,750",715,"1,080",489,551,"1,644","1,302",875
2021년11월_남_60~69세,"13,052",755,517,369,471,521,301,221,260,407,408,281,276,226,279,404,414,"1,373",686,"1,053",504,563,"1,239","1,036",488
2021년11월_남_70~79세,"7,479",539,335,245,260,341,251,154,159,221,220,148,171,169,156,308,240,699,448,643,342,311,501,375,243
2021년11월_남_80~89세,"3,474",264,204,161,146,167,127,109,75,106,139,83,100,78,88,139,89,288,196,264,140,101,187,142,81
2021년11월_남_90~99세,307,32,21,9,17,22,9,2,9,15,8,8,7,12,10,10,10,19,20,13,11,11,11,13,8
2021년11월_남_100세 이상,10,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년11월_여_총인구수,"79,435","3,144","1,931","1,408","1,636","3,424","1,375",865,"1,012","1,337","1,341",829,874,757,826,"2,606","2,572","11,099","4,664","6,561","3,239","3,133","11,193","8,284","5,325"
2021년11월_여_연령구간인구수,"79,435","3,144","1,931","1,408","1,636","3,424","1,375",865,"1,012","1,337","1,341",829,874,757,826,"2,606","2,572","11,099","4,664","6,561","3,239","3,133","11,193","8,284","5,325"
2021년11월_여_0~9세,"4,828",89,37,23,34,228,19,10,23,26,26,11,20,10,11,94,124,879,271,444,177,143,918,694,517
2021년11월_여_10~19세,"6,359",117,74,33,51,184,47,24,45,53,38,25,15,19,31,157,214,"1,074",445,427,238,263,"1,254",821,710
2021년11월_여_20~29세,"7,445",183,119,43,109,467,52,32,46,59,45,28,22,25,26,281,244,"1,296",382,603,286,317,"1,221",923,636
2021년11월_여_30~39세,"7,182",162,72,49,72,508,47,21,50,61,47,22,32,22,21,243,191,"1,231",380,671,255,242,"1,192","1,006",585
2021년11월_여_40~49세,"10,462",206,120,100,122,337,89,50,58,77,41,49,43,36,38,276,328,"1,735",682,854,434,417,"1,948","1,334","1,088"
2021년11월_여_50~59세,"12,455",468,267,212,228,411,177,121,188,199,215,104,153,104,115,376,446,"1,699",684,"1,084",534,588,"1,841","1,442",799
2021년11월_여_60~69세,"13,768",722,446,333,424,512,324,192,259,334,327,221,232,207,218,509,475,"1,571",854,"1,210",663,638,"1,484","1,104",509
2021년11월_여_70~79세,"9,174",575,381,278,279,404,304,197,158,257,312,187,178,171,172,404,318,930,567,790,391,338,775,532,276
2021년11월_여_80~89세,"6,537",522,353,283,249,311,270,176,152,223,250,164,158,139,168,213,206,581,342,402,216,158,478,349,174
2021년11월_여_90~99세,"1,190",97,59,53,68,59,45,42,33,47,40,17,20,24,26,53,26,102,53,73,43,28,78,75,29
2021년11월_여_100세 이상,35,3,3,1,0,3,1,0,0,1,0,1,1,0,0,0,0,1,4,3,2,1,4,4,2
2021년12월_계_총인구수,"156,972","6,378","3,981","2,936","3,473","7,012","2,672","1,717","2,080","2,797","2,691","1,710","1,823","1,580","1,724","5,085","4,917","22,003","8,956","13,026","6,280","6,168","21,296","16,142","10,525"
2021년12월_계_연령구간인구수,"156,972","6,378","3,981","2,936","3,473","7,012","2,672","1,717","2,080","2,797","2,691","1,710","1,823","1,580","1,724","5,085","4,917","22,003","8,956","13,026","6,280","6,168","21,296","16,142","10,525"
2021년12월_계_0~9세,"9,970",183,80,51,71,478,39,20,49,52,42,32,47,17,26,210,256,"1,794",594,871,350,305,"1,862","1,487","1,054"
2021년12월_계_10~19세,"13,343",280,190,83,123,374,117,59,81,107,75,47,44,43,61,324,408,"2,263",893,926,505,546,"2,590","1,703","1,501"
2021년12월_계_20~29세,"16,268",434,267,128,272,967,125,69,143,154,107,65,79,60,57,614,498,"2,960",832,"1,354",645,659,"2,544","1,944","1,291"
2021년12월_계_30~39세,"14,980",367,182,147,204,"1,131",106,66,117,138,109,53,74,64,67,473,393,"2,488",728,"1,424",559,540,"2,344","2,056","1,150"
2021년12월_계_40~49세,"21,625",553,304,296,314,787,224,144,167,241,159,134,105,112,121,621,682,"3,469","1,354","1,828",880,827,"3,706","2,570","2,027"
2021년12월_계_50~59세,"25,727","1,044",652,508,579,922,417,267,418,487,500,276,331,258,272,799,904,"3,456","1,394","2,171","1,023","1,140","3,481","2,741","1,687"
2021년12월_계_60~69세,"26,818","1,483",958,700,890,"1,036",629,412,518,743,738,503,506,429,497,902,893,"2,946","1,535","2,267","1,165","1,196","2,732","2,140","1,000"
2021년12월_계_70~79세,"16,671","1,114",712,521,542,747,560,348,319,482,528,327,352,339,328,718,553,"1,632","1,013","1,423",740,656,"1,279",921,517
2021년12월_계_80~89세,"10,016",787,554,434,392,479,399,287,227,328,385,248,259,221,260,360,293,871,539,676,354,260,656,489,258
2021년12월_계_90~99세,"1,513",128,78,67,86,84,55,45,41,64,48,24,26,37,35,63,37,122,72,82,57,39,97,88,38
2021년12월_계_100세 이상,41,5,4,1,0,7,1,0,0,1,0,1,0,0,0,1,0,2,2,4,2,0,5,3,2
2021년12월_남_총인구수,"77,590","3,232","2,047","1,528","1,840","3,569","1,287",856,"1,070","1,456","1,351",887,949,831,891,"2,473","2,367","10,928","4,301","6,470","3,043","3,049","10,117","7,853","5,195"
2021년12월_남_연령구간인구수,"77,590","3,232","2,047","1,528","1,840","3,569","1,287",856,"1,070","1,456","1,351",887,949,831,891,"2,473","2,367","10,928","4,301","6,470","3,043","3,049","10,117","7,853","5,195"
2021년12월_남_0~9세,"5,192",97,44,29,37,248,20,10,26,25,16,21,26,10,16,116,139,927,326,430,176,161,954,793,545
2021년12월_남_10~19세,"6,983",159,115,47,72,188,70,35,38,55,39,23,29,24,30,168,197,"1,197",450,493,272,283,"1,330",879,790
2021년12월_남_20~29세,"8,833",252,143,85,162,495,73,38,94,93,58,37,58,35,30,329,264,"1,664",441,754,353,356,"1,336","1,033",650
2021년12월_남_30~39세,"7,860",204,109,98,134,614,62,46,67,77,63,31,43,44,46,236,204,"1,279",354,762,305,300,"1,163","1,050",569
2021년12월_남_40~49세,"11,129",345,185,194,197,448,133,93,108,165,118,88,62,77,81,339,350,"1,724",676,973,449,409,"1,749","1,229",937
2021년12월_남_50~59세,"13,264",583,379,297,347,523,238,148,230,289,286,171,177,155,156,418,463,"1,749",708,"1,088",490,553,"1,635","1,301",880
2021년12월_남_60~69세,"13,040",753,516,368,470,518,300,219,260,408,406,279,274,223,278,404,415,"1,378",681,"1,052",502,565,"1,248","1,029",494
2021년12월_남_70~79세,"7,496",542,332,242,261,342,253,155,160,223,220,145,174,168,155,309,239,701,447,636,348,310,509,386,239
2021년12월_남_80~89세,"3,470",264,202,159,143,167,129,108,78,105,136,84,99,82,89,143,87,288,197,268,137,101,181,140,83
2021년12월_남_90~99세,313,32,21,9,17,22,9,4,9,16,9,8,7,13,10,10,9,20,21,13,11,11,11,13,8
2021년12월_남_100세 이상,10,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년12월_여_총인구수,"79,382","3,146","1,934","1,408","1,633","3,443","1,385",861,"1,010","1,341","1,340",823,874,749,833,"2,612","2,550","11,075","4,655","6,556","3,237","3,119","11,179","8,289","5,330"
2021년12월_여_연령구간인구수,"79,382","3,146","1,934","1,408","1,633","3,443","1,385",861,"1,010","1,341","1,340",823,874,749,833,"2,612","2,550","11,075","4,655","6,556","3,237","3,119","11,179","8,289","5,330"
2021년12월_여_0~9세,"4,778",86,36,22,34,230,19,10,23,27,26,11,21,7,10,94,117,867,268,441,174,144,908,694,509
2021년12월_여_10~19세,"6,360",121,75,36,51,186,47,24,43,52,36,24,15,19,31,156,211,"1,066",443,433,233,263,"1,260",824,711
2021년12월_여_20~29세,"7,435",182,124,43,110,472,52,31,49,61,49,28,21,25,27,285,234,"1,296",391,600,292,303,"1,208",911,641
2021년12월_여_30~39세,"7,120",163,73,49,70,517,44,20,50,61,46,22,31,20,21,237,189,"1,209",374,662,254,240,"1,181","1,006",581
2021년12월_여_40~49세,"10,496",208,119,102,117,339,91,51,59,76,41,46,43,35,40,282,332,"1,745",678,855,431,418,"1,957","1,341","1,090"
2021년12월_여_50~59세,"12,463",461,273,211,232,399,179,119,188,198,214,105,154,103,116,381,441,"1,707",686,"1,083",533,587,"1,846","1,440",807
2021년12월_여_60~69세,"13,778",730,442,332,420,518,329,193,258,335,332,224,232,206,219,498,478,"1,568",854,"1,215",663,631,"1,484","1,111",506
2021년12월_여_70~79세,"9,175",572,380,279,281,405,307,193,159,259,308,182,178,171,173,409,314,931,566,787,392,346,770,535,278
2021년12월_여_80~89세,"6,546",523,352,275,249,312,270,179,149,223,249,164,160,139,171,217,206,583,342,408,217,159,475,349,175
2021년12월_여_90~99세,"1,200",96,57,58,69,62,46,41,32,48,39,16,19,24,25,53,28,102,51,69,46,28,86,75,30
2021년12월_여_100세 이상,31,4,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,1,2,3,2,0,4,3,2
