카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2021년08월_여_60~69세,"288,209","4,161","10,314","8,526","11,673","30,374","22,489","22,299","24,395","31,543","27,494","21,232","8,301","18,014","16,179","19,260","11,955"
2021년08월_여_70~79세,"161,933","2,808","6,884","6,057","8,178","17,511","12,199","13,812","11,791","17,243","14,370","11,825","3,525","9,952","9,485","9,395","6,898"
2021년08월_여_80~89세,"77,112","1,348","3,542","3,169","3,945","8,535","5,381","6,091","5,705","8,700","6,546","5,798","1,827","4,492","4,366","4,096","3,571"
2021년08월_여_90~99세,"11,834",248,554,448,559,"1,184",841,904,876,"1,388","1,080",917,378,653,672,537,595
2021년08월_여_100세 이상,605,15,22,48,48,50,55,52,31,52,30,56,19,29,27,41,30
2021년09월_계_총인구수,"3,358,763","40,708","105,813","87,595","111,210","354,924","267,425","263,262","283,937","397,918","306,843","229,350","142,104","205,676","175,799","209,410","176,789"
2021년09월_계_연령구간인구수,"3,358,763","40,708","105,813","87,595","111,210","354,924","267,425","263,262","283,937","397,918","306,843","229,350","142,104","205,676","175,799","209,410","176,789"
2021년09월_계_0~9세,"222,742","1,180","5,390","4,002","4,963","20,409","18,835","16,929","18,610","27,468","18,649","12,389","19,871","13,883","10,027","11,562","18,575"
2021년09월_계_10~19세,"267,044","1,911","7,159","4,859","7,112","24,280","24,602","22,606","22,645","37,127","24,673","17,255","12,659","16,200","11,507","14,546","17,903"
2021년09월_계_20~29세,"420,631","5,832","13,228","10,260","11,634","51,768","31,650","34,568","36,260","47,441","38,656","32,471","12,715","25,016","23,996","28,126","17,010"
2021년09월_계_30~39세,"408,295","4,523","10,678","10,347","10,327","47,325","31,890","28,586","33,752","45,595","35,268","24,511","27,103","25,958","23,603","24,479","24,350"
2021년09월_계_40~49세,"503,507","5,176","14,260","11,587","14,700","50,377","42,462","40,735","39,976","64,512","44,932","31,395","25,451","31,319","25,115","28,628","32,882"
2021년09월_계_50~59세,"555,964","6,800","17,197","14,268","18,704","56,913","43,490","42,248","52,677","69,414","53,367","39,241","17,058","33,342","27,164","39,312","24,769"
2021년09월_계_60~69세,"546,976","7,877","19,348","16,126","22,393","57,198","41,920","41,385","48,209","59,856","53,017","39,768","16,880","33,301","29,113","38,259","22,326"
2021년09월_계_70~79세,"296,080","4,943","12,223","10,646","14,505","31,563","22,672","25,019","21,969","31,036","26,698","21,828","7,084","18,373","17,219","17,559","12,743"
2021년09월_계_80~89세,"121,655","2,126","5,606","4,846","6,121","13,534","8,753","9,960","8,718","13,585","10,200","9,231","2,797","7,380","7,114","6,237","5,447"
2021년09월_계_90~99세,"15,114",322,696,584,697,"1,496","1,084","1,159","1,085","1,810","1,340","1,195",463,864,907,657,755
2021년09월_계_100세 이상,755,18,28,70,54,61,67,67,36,74,43,66,23,40,34,45,29
2021년09월_남_총인구수,"1,643,690","19,863","51,212","42,854","54,786","171,079","130,024","128,663","140,255","191,304","152,726","112,095","73,623","99,000","83,017","105,690","87,499"
2021년09월_남_연령구간인구수,"1,643,690","19,863","51,212","42,854","54,786","171,079","130,024","128,663","140,255","191,304","152,726","112,095","73,623","99,000","83,017","105,690","87,499"
2021년09월_남_0~9세,"114,306",621,"2,825","2,119","2,525","10,331","9,732","8,605","9,579","14,184","9,594","6,348","10,300","6,994","5,151","5,920","9,478"
2021년09월_남_10~19세,"137,532",948,"3,647","2,516","3,629","12,288","12,786","11,650","11,781","19,125","12,738","8,889","6,451","8,333","5,915","7,557","9,279"
2021년09월_남_20~29세,"218,348","2,833","6,439","5,163","6,397","25,081","16,515","18,288","19,416","24,721","20,731","17,520","6,939","12,707","11,588","14,987","9,023"
2021년09월_남_30~39세,"209,255","2,464","5,473","5,474","5,561","24,144","16,010","14,671","17,628","22,294","18,771","12,846","13,811","13,041","11,766","13,209","12,092"
2021년09월_남_40~49세,"254,028","2,837","7,405","6,241","7,678","25,517","20,834","20,442","19,874","30,733","23,062","15,635","14,141","15,391","12,396","15,061","16,781"
2021년09월_남_50~59세,"270,698","3,451","8,846","7,330","9,626","27,650","20,722","20,629","24,949","33,021","26,226","18,715","8,847","15,811","12,605","19,630","12,640"
2021년09월_남_60~69세,"258,263","3,729","9,045","7,595","10,728","26,788","19,410","19,081","23,706","28,179","25,442","18,528","8,536","15,255","12,909","18,965","10,367"
2021년09월_남_70~79세,"133,743","2,129","5,340","4,601","6,342","14,030","10,404","11,188","10,131","13,786","12,280","9,940","3,542","8,394","7,712","8,104","5,820"
2021년09월_남_80~89세,"44,150",770,"2,052","1,660","2,152","4,928","3,353","3,846","2,981","4,837","3,623","3,393",965,"2,861","2,728","2,138","1,863"
2021년09월_남_90~99세,"3,221",78,134,136,143,310,244,249,207,402,249,272,85,202,240,115,155
2021년09월_남_100세 이상,146,3,6,19,5,12,14,14,3,22,10,9,6,11,7,4,1
2021년09월_여_총인구수,"1,715,073","20,845","54,601","44,741","56,424","183,845","137,401","134,599","143,682","206,614","154,117","117,255","68,481","106,676","92,782","103,720","89,290"
2021년09월_여_연령구간인구수,"1,715,073","20,845","54,601","44,741","56,424","183,845","137,401","134,599","143,682","206,614","154,117","117,255","68,481","106,676","92,782","103,720","89,290"
2021년09월_여_0~9세,"108,436",559,"2,565","1,883","2,438","10,078","9,103","8,324","9,031","13,284","9,055","6,041","9,571","6,889","4,876","5,642","9,097"
2021년09월_여_10~19세,"129,512",963,"3,512","2,343","3,483","11,992","11,816","10,956","10,864","18,002","11,935","8,366","6,208","7,867","5,592","6,989","8,624"
2021년09월_여_20~29세,"202,283","2,999","6,789","5,097","5,237","26,687","15,135","16,280","16,844","22,720","17,925","14,951","5,776","12,309","12,408","13,139","7,987"
2021년09월_여_30~39세,"199,040","2,059","5,205","4,873","4,766","23,181","15,880","13,915","16,124","23,301","16,497","11,665","13,292","12,917","11,837","11,270","12,258"
2021년09월_여_40~49세,"249,479","2,339","6,855","5,346","7,022","24,860","21,628","20,293","20,102","33,779","21,870","15,760","11,310","15,928","12,719","13,567","16,101"
2021년09월_여_50~59세,"285,266","3,349","8,351","6,938","9,078","29,263","22,768","21,619","27,728","36,393","27,141","20,526","8,211","17,531","14,559","19,682","12,129"
2021년09월_여_60~69세,"288,713","4,148","10,303","8,531","11,665","30,410","22,510","22,304","24,503","31,677","27,575","21,240","8,344","18,046","16,204","19,294","11,959"
2021년09월_여_70~79세,"162,337","2,814","6,883","6,045","8,163","17,533","12,268","13,831","11,838","17,250","14,418","11,888","3,542","9,979","9,507","9,455","6,923"
2021년09월_여_80~89세,"77,505","1,356","3,554","3,186","3,969","8,606","5,400","6,114","5,737","8,748","6,577","5,838","1,832","4,519","4,386","4,099","3,584"
2021년09월_여_90~99세,"11,893",244,562,448,554,"1,186",840,910,878,"1,408","1,091",923,378,662,667,542,600
2021년09월_여_100세 이상,609,15,22,51,49,49,53,53,33,52,33,57,17,29,27,41,28
2021년10월_계_총인구수,"3,356,311","40,676","105,557","87,705","111,111","354,428","266,912","263,236","283,766","397,516","306,605","229,148","142,444","205,607","175,583","209,138","176,879"
2021년10월_계_연령구간인구수,"3,356,311","40,676","105,557","87,705","111,111","354,428","266,912","263,236","283,766","397,516","306,605","229,148","142,444","205,607","175,583","209,138","176,879"
2021년10월_계_0~9세,"221,729","1,161","5,366","4,016","4,925","20,311","18,749","16,839","18,551","27,351","18,519","12,269","19,872","13,844","9,983","11,490","18,483"
2021년10월_계_10~19세,"266,634","1,894","7,108","4,837","7,103","24,193","24,587","22,605","22,539","37,037","24,613","17,281","12,732","16,178","11,464","14,491","17,972"
2021년10월_계_20~29세,"419,064","5,858","13,156","10,260","11,613","51,484","31,460","34,514","36,060","47,336","38,508","32,353","12,665","24,903","23,918","28,007","16,969"
2021년10월_계_30~39세,"407,480","4,495","10,635","10,361","10,312","47,232","31,802","28,560","33,775","45,405","35,209","24,467","27,038","25,973","23,595","24,409","24,212"
2021년10월_계_40~49세,"502,715","5,165","14,204","11,577","14,662","50,268","42,352","40,673","39,901","64,300","44,869","31,337","25,640","31,240","25,036","28,553","32,938"
2021년10월_계_50~59세,"555,902","6,773","17,172","14,302","18,718","56,889","43,430","42,231","52,586","69,475","53,320","39,232","17,130","33,368","27,177","39,190","24,909"
2021년10월_계_60~69세,"547,730","7,894","19,333","16,141","22,352","57,240","41,866","41,486","48,417","59,966","53,136","39,783","16,939","33,376","29,071","38,385","22,345"
2021년10월_계_70~79세,"296,893","4,953","12,239","10,670","14,550","31,638","22,699","25,088","22,045","31,113","26,798","21,896","7,145","18,420","17,246","17,628","12,765"
2021년10월_계_80~89세,"122,286","2,145","5,627","4,879","6,147","13,604","8,804","10,006","8,763","13,651","10,254","9,286","2,794","7,404","7,152","6,281","5,489"
2021년10월_계_90~99세,"15,197",322,691,593,693,"1,511","1,097","1,168","1,093","1,809","1,338","1,203",466,875,906,666,766
2021년10월_계_100세 이상,681,16,26,69,36,58,66,66,36,73,41,41,23,26,35,38,31
2021년10월_남_총인구수,"1,642,368","19,838","51,084","42,908","54,707","170,785","129,758","128,616","140,183","191,154","152,569","111,981","73,811","98,989","82,913","105,543","87,529"
2021년10월_남_연령구간인구수,"1,642,368","19,838","51,084","42,908","54,707","170,785","129,758","128,616","140,183","191,154","152,569","111,981","73,811","98,989","82,913","105,543","87,529"
2021년10월_남_0~9세,"113,771",610,"2,806","2,132","2,498","10,270","9,678","8,566","9,557","14,103","9,536","6,293","10,311","6,972","5,131","5,883","9,425"
2021년10월_남_10~19세,"137,336",947,"3,629","2,498","3,616","12,251","12,783","11,645","11,728","19,086","12,701","8,913","6,482","8,317","5,911","7,523","9,306"
2021년10월_남_20~29세,"217,496","2,846","6,390","5,173","6,374","24,952","16,406","18,206","19,317","24,690","20,664","17,446","6,915","12,650","11,547","14,921","8,999"
2021년10월_남_30~39세,"208,912","2,441","5,454","5,458","5,549","24,105","15,983","14,693","17,636","22,240","18,735","12,817","13,776","13,053","11,752","13,178","12,042"
2021년10월_남_40~49세,"253,605","2,834","7,369","6,244","7,667","25,449","20,770","20,406","19,879","30,620","23,022","15,577","14,235","15,369","12,353","15,035","16,776"
2021년10월_남_50~59세,"270,760","3,438","8,828","7,355","9,635","27,629","20,714","20,657","24,873","33,058","26,189","18,723","8,890","15,832","12,637","19,563","12,739"
2021년10월_남_60~69세,"258,529","3,739","9,041","7,595","10,696","26,794","19,360","19,113","23,806","28,208","25,505","18,548","8,563","15,295","12,867","19,040","10,359"
2021년10월_남_70~79세,"134,136","2,129","5,371","4,612","6,364","14,063","10,416","11,210","10,167","13,853","12,322","9,953","3,577","8,412","7,719","8,134","5,834"
2021년10월_남_80~89세,"44,446",773,"2,057","1,684","2,161","4,947","3,388","3,853","3,009","4,873","3,633","3,431",965,"2,885","2,750","2,149","1,888"
2021년10월_남_90~99세,"3,243",79,134,138,142,313,247,253,208,403,252,273,91,198,239,114,159
2021년10월_남_100세 이상,134,2,5,19,5,12,13,14,3,20,10,7,6,6,7,3,2
2021년10월_여_총인구수,"1,713,943","20,838","54,473","44,797","56,404","183,643","137,154","134,620","143,583","206,362","154,036","117,167","68,633","106,618","92,670","103,595","89,350"
2021년10월_여_연령구간인구수,"1,713,943","20,838","54,473","44,797","56,404","183,643","137,154","134,620","143,583","206,362","154,036","117,167","68,633","106,618","92,670","103,595","89,350"
2021년10월_여_0~9세,"107,958",551,"2,560","1,884","2,427","10,041","9,071","8,273","8,994","13,248","8,983","5,976","9,561","6,872","4,852","5,607","9,058"
2021년10월_여_10~19세,"129,298",947,"3,479","2,339","3,487","11,942","11,804","10,960","10,811","17,951","11,912","8,368","6,250","7,861","5,553","6,968","8,666"
2021년10월_여_20~29세,"201,568","3,012","6,766","5,087","5,239","26,532","15,054","16,308","16,743","22,646","17,844","14,907","5,750","12,253","12,371","13,086","7,970"
2021년10월_여_30~39세,"198,568","2,054","5,181","4,903","4,763","23,127","15,819","13,867","16,139","23,165","16,474","11,650","13,262","12,920","11,843","11,231","12,170"
2021년10월_여_40~49세,"249,110","2,331","6,835","5,333","6,995","24,819","21,582","20,267","20,022","33,680","21,847","15,760","11,405","15,871","12,683","13,518","16,162"
2021년10월_여_50~59세,"285,142","3,335","8,344","6,947","9,083","29,260","22,716","21,574","27,713","36,417","27,131","20,509","8,240","17,536","14,540","19,627","12,170"
2021년10월_여_60~69세,"289,201","4,155","10,292","8,546","11,656","30,446","22,506","22,373","24,611","31,758","27,631","21,235","8,376","18,081","16,204","19,345","11,986"
2021년10월_여_70~79세,"162,757","2,824","6,868","6,058","8,186","17,575","12,283","13,878","11,878","17,260","14,476","11,943","3,568","10,008","9,527","9,494","6,931"
2021년10월_여_80~89세,"77,840","1,372","3,570","3,195","3,986","8,657","5,416","6,153","5,754","8,778","6,621","5,855","1,829","4,519","4,402","4,132","3,601"
2021년10월_여_90~99세,"11,954",243,557,455,551,"1,198",850,915,885,"1,406","1,086",930,375,677,667,552,607
2021년10월_여_100세 이상,547,14,21,50,31,46,53,52,33,53,31,34,17,20,28,35,29
2021년11월_계_총인구수,"3,353,627","40,556","105,406","87,770","110,901","353,769","266,570","262,856","283,584","397,071","306,421","228,936","142,768","205,742","175,389","208,727","177,161"
2021년11월_계_연령구간인구수,"3,353,627","40,556","105,406","87,770","110,901","353,769","266,570","262,856","283,584","397,071","306,421","228,936","142,768","205,742","175,389","208,727","177,161"
2021년11월_계_0~9세,"220,636","1,139","5,350","4,016","4,893","20,198","18,676","16,741","18,455","27,221","18,447","12,214","19,795","13,790","9,920","11,370","18,411"
2021년11월_계_10~19세,"266,474","1,873","7,086","4,833","7,088","24,130","24,598","22,579","22,492","36,985","24,568","17,282","12,848","16,176","11,455","14,453","18,028"
2021년11월_계_20~29세,"417,317","5,830","13,151","10,248","11,539","51,150","31,258","34,407","35,825","47,160","38,363","32,264","12,615","24,846","23,819","27,871","16,971"
2021년11월_계_30~39세,"406,584","4,471","10,591","10,404","10,326","47,129","31,680","28,449","33,743","45,293","35,126","24,372","26,960","25,975","23,577","24,345","24,143"
2021년11월_계_40~49세,"502,425","5,128","14,194","11,598","14,576","50,227","42,352","40,580","39,852","64,123","44,792","31,319","25,867","31,283","25,013","28,496","33,025"
2021년11월_계_50~59세,"555,462","6,766","17,142","14,299","18,669","56,739","43,349","42,229","52,548","69,457","53,302","39,194","17,170","33,395","27,159","39,050","24,994"
2021년11월_계_60~69세,"548,572","7,897","19,302","16,154","22,353","57,299","41,943","41,529","48,593","60,082","53,248","39,792","17,031","33,427","29,026","38,446","22,450"
2021년11월_계_70~79세,"297,407","4,969","12,240","10,675","14,544","31,707","22,718","25,078","22,096","31,147","26,889","21,939","7,160","18,475","17,292","17,665","12,813"
2021년11월_계_80~89세,"122,945","2,151","5,632","4,906","6,174","13,631","8,851","10,049","8,837","13,734","10,308","9,329","2,830","7,471","7,174","6,348","5,520"
2021년11월_계_90~99세,"15,294",321,699,601,704,"1,533","1,108","1,175","1,112","1,815","1,344","1,193",469,879,917,649,775
2021년11월_계_100세 이상,511,11,19,36,35,26,37,40,31,54,34,38,23,25,37,34,31
2021년11월_남_총인구수,"1,640,867","19,777","50,990","42,946","54,612","170,491","129,568","128,411","140,023","190,933","152,471","111,882","73,971","99,042","82,790","105,299","87,661"
2021년11월_남_연령구간인구수,"1,640,867","19,777","50,990","42,946","54,612","170,491","129,568","128,411","140,023","190,933","152,471","111,882","73,971","99,042","82,790","105,299","87,661"
2021년11월_남_0~9세,"113,243",596,"2,801","2,125","2,490","10,243","9,663","8,527","9,496","14,029","9,508","6,265","10,269","6,936","5,097","5,820","9,378"
2021년11월_남_10~19세,"137,268",939,"3,622","2,499","3,608","12,230","12,777","11,625","11,716","19,047","12,684","8,917","6,534","8,317","5,911","7,505","9,337"
2021년11월_남_20~29세,"216,458","2,838","6,381","5,154","6,329","24,756","16,291","18,142","19,164","24,585","20,575","17,411","6,908","12,610","11,472","14,823","9,019"
2021년11월_남_30~39세,"208,566","2,426","5,427","5,487","5,564","24,057","15,935","14,647","17,638","22,219","18,699","12,770","13,712","13,061","11,747","13,163","12,014"
2021년11월_남_40~49세,"253,458","2,808","7,348","6,263","7,620","25,434","20,742","20,336","19,862","30,567","22,985","15,562","14,360","15,408","12,341","15,016","16,806"
2021년11월_남_50~59세,"270,587","3,429","8,835","7,364","9,631","27,567","20,679","20,676","24,822","33,061","26,176","18,710","8,918","15,818","12,622","19,479","12,800"
2021년11월_남_60~69세,"258,855","3,759","9,019","7,604","10,684","26,806","19,387","19,128","23,896","28,237","25,558","18,557","8,605","15,345","12,844","19,049","10,377"
2021년11월_남_70~79세,"134,376","2,133","5,356","4,608","6,367","14,118","10,437","11,191","10,172","13,863","12,371","9,977","3,588","8,429","7,739","8,161","5,866"
2021년11월_남_80~89세,"44,710",769,"2,064","1,689","2,171","4,952","3,399","3,879","3,045","4,913","3,658","3,439",980,"2,913","2,767","2,173","1,899"
2021년11월_남_90~99세,"3,255",79,132,140,144,325,250,254,210,400,250,269,91,199,241,108,163
2021년11월_남_100세 이상,91,1,5,13,4,3,8,6,2,12,7,5,6,6,9,2,2
2021년11월_여_총인구수,"1,712,760","20,779","54,416","44,824","56,289","183,278","137,002","134,445","143,561","206,138","153,950","117,054","68,797","106,700","92,599","103,428","89,500"
2021년11월_여_연령구간인구수,"1,712,760","20,779","54,416","44,824","56,289","183,278","137,002","134,445","143,561","206,138","153,950","117,054","68,797","106,700","92,599","103,428","89,500"
2021년11월_여_0~9세,"107,393",543,"2,549","1,891","2,403","9,955","9,013","8,214","8,959","13,192","8,939","5,949","9,526","6,854","4,823","5,550","9,033"
2021년11월_여_10~19세,"129,206",934,"3,464","2,334","3,480","11,900","11,821","10,954","10,776","17,938","11,884","8,365","6,314","7,859","5,544","6,948","8,691"
2021년11월_여_20~29세,"200,859","2,992","6,770","5,094","5,210","26,394","14,967","16,265","16,661","22,575","17,788","14,853","5,707","12,236","12,347","13,048","7,952"
2021년11월_여_30~39세,"198,018","2,045","5,164","4,917","4,762","23,072","15,745","13,802","16,105","23,074","16,427","11,602","13,248","12,914","11,830","11,182","12,129"
2021년11월_여_40~49세,"248,967","2,320","6,846","5,335","6,956","24,793","21,610","20,244","19,990","33,556","21,807","15,757","11,507","15,875","12,672","13,480","16,219"
2021년11월_여_50~59세,"284,875","3,337","8,307","6,935","9,038","29,172","22,670","21,553","27,726","36,396","27,126","20,484","8,252","17,577","14,537","19,571","12,194"
2021년11월_여_60~69세,"289,717","4,138","10,283","8,550","11,669","30,493","22,556","22,401","24,697","31,845","27,690","21,235","8,426","18,082","16,182","19,397","12,073"
2021년11월_여_70~79세,"163,031","2,836","6,884","6,067","8,177","17,589","12,281","13,887","11,924","17,284","14,518","11,962","3,572","10,046","9,553","9,504","6,947"
2021년11월_여_80~89세,"78,235","1,382","3,568","3,217","4,003","8,679","5,452","6,170","5,792","8,821","6,650","5,890","1,850","4,558","4,407","4,175","3,621"
2021년11월_여_90~99세,"12,039",242,567,461,560,"1,208",858,921,902,"1,415","1,094",924,378,680,676,541,612
2021년11월_여_100세 이상,420,10,14,23,31,23,29,34,29,42,27,33,17,19,28,32,29
2021년12월_계_총인구수,"3,350,380","40,524","105,164","87,679","110,638","353,159","266,866","262,069","283,211","396,438","306,003","228,049","142,918","207,144","175,095","208,298","177,125"
2021년12월_계_연령구간인구수,"3,350,380","40,524","105,164","87,679","110,638","353,159","266,866","262,069","283,211","396,438","306,003","228,049","142,918","207,144","175,095","208,298","177,125"
2021년12월_계_0~9세,"219,611","1,117","5,310","3,964","4,874","20,097","18,726","16,611","18,340","27,097","18,330","12,089","19,700","13,970","9,838","11,268","18,280"
2021년12월_계_10~19세,"266,105","1,872","7,082","4,824","7,042","24,034","24,522","22,527","22,445","36,918","24,510","17,215","12,957","16,236","11,464","14,409","18,048"
2021년12월_계_20~29세,"415,549","5,839","13,028","10,278","11,465","50,989","31,201","34,143","35,666","46,850","38,220","32,019","12,565","24,911","23,723","27,690","16,962"
2021년12월_계_30~39세,"405,300","4,477","10,552","10,400","10,253","47,020","31,643","28,193","33,678","45,120","34,919","24,174","26,821","26,303","23,505","24,248","23,994"
2021년12월_계_40~49세,"502,391","5,118","14,164","11,575","14,550","50,121","42,507","40,440","39,791","63,976","44,747","31,261","26,072","31,562","24,951","28,452","33,104"
2021년12월_계_50~59세,"554,768","6,722","17,090","14,296","18,600","56,616","43,330","42,202","52,430","69,405","53,211","39,018","17,201","33,531","27,141","38,940","25,035"
2021년12월_계_60~69세,"548,878","7,918","19,315","16,111","22,346","57,250","42,034","41,484","48,637","60,122","53,340","39,694","17,050","33,606","29,010","38,474","22,487"
2021년12월_계_70~79세,"298,128","4,962","12,232","10,677","14,549","31,720","22,835","25,136","22,196","31,233","26,964","21,942","7,224","18,582","17,297","17,718","12,861"
2021년12월_계_80~89세,"123,791","2,169","5,659","4,935","6,222","13,738","8,917","10,112","8,898","13,822","10,369","9,406","2,845","7,528","7,213","6,422","5,536"
2021년12월_계_90~99세,"15,457",323,714,604,710,"1,549","1,123","1,191","1,107","1,840","1,367","1,201",471,889,924,657,787
2021년12월_계_100세 이상,402,7,18,15,27,25,28,30,23,55,26,30,12,26,29,20,31
2021년12월_남_총인구수,"1,639,044","19,755","50,853","42,877","54,471","170,181","129,681","127,955","139,795","190,624","152,197","111,513","74,047","99,761","82,609","105,034","87,691"
2021년12월_남_연령구간인구수,"1,639,044","19,755","50,853","42,877","54,471","170,181","129,681","127,955","139,795","190,624","152,197","111,513","74,047","99,761","82,609","105,034","87,691"
2021년12월_남_0~9세,"112,744",590,"2,773","2,106","2,482","10,192","9,688","8,466","9,420","13,979","9,456","6,205","10,224","7,045","5,039","5,771","9,308"
2021년12월_남_10~19세,"137,079",937,"3,623","2,494","3,576","12,174","12,748","11,605","11,687","19,015","12,649","8,876","6,589","8,352","5,920","7,483","9,351"
2021년12월_남_20~29세,"215,370","2,836","6,301","5,156","6,285","24,653","16,241","17,963","19,066","24,443","20,497","17,291","6,857","12,631","11,423","14,717","9,010"
2021년12월_남_30~39세,"207,947","2,411","5,424","5,476","5,538","24,003","15,926","14,503","17,618","22,146","18,564","12,685","13,637","13,228","11,711","13,115","11,962"
2021년12월_남_40~49세,"253,509","2,808","7,323","6,242","7,616","25,405","20,819","20,282","19,832","30,527","22,955","15,550","14,461","15,562","12,308","14,973","16,846"
2021년12월_남_50~59세,"270,303","3,417","8,809","7,370","9,594","27,521","20,704","20,677","24,734","32,997","26,129","18,643","8,978","15,861","12,605","19,433","12,831"
2021년12월_남_60~69세,"258,914","3,770","9,021","7,572","10,680","26,771","19,392","19,089","23,932","28,243","25,583","18,522","8,596","15,459","12,834","19,041","10,409"
2021년12월_남_70~79세,"134,692","2,129","5,356","4,625","6,367","14,130","10,472","11,187","10,211","13,911","12,422","10,001","3,619","8,479","7,725","8,176","5,882"
2021년12월_남_80~89세,"45,094",777,"2,085","1,690","2,186","4,986","3,432","3,917","3,085","4,939","3,678","3,468",990,"2,938","2,791","2,211","1,921"
2021년12월_남_90~99세,"3,330",80,133,143,145,343,255,261,208,410,260,270,94,201,246,112,169
2021년12월_남_100세 이상,62,0,5,3,2,3,4,5,2,14,4,2,2,5,7,2,2
2021년12월_여_총인구수,"1,711,336","20,769","54,311","44,802","56,167","182,978","137,185","134,114","143,416","205,814","153,806","116,536","68,871","107,383","92,486","103,264","89,434"
2021년12월_여_연령구간인구수,"1,711,336","20,769","54,311","44,802","56,167","182,978","137,185","134,114","143,416","205,814","153,806","116,536","68,871","107,383","92,486","103,264","89,434"
2021년12월_여_0~9세,"106,867",527,"2,537","1,858","2,392","9,905","9,038","8,145","8,920","13,118","8,874","5,884","9,476","6,925","4,799","5,497","8,972"
2021년12월_여_10~19세,"129,026",935,"3,459","2,330","3,466","11,860","11,774","10,922","10,758","17,903","11,861","8,339","6,368","7,884","5,544","6,926","8,697"
2021년12월_여_20~29세,"200,179","3,003","6,727","5,122","5,180","26,336","14,960","16,180","16,600","22,407","17,723","14,728","5,708","12,280","12,300","12,973","7,952"
2021년12월_여_30~39세,"197,353","2,066","5,128","4,924","4,715","23,017","15,717","13,690","16,060","22,974","16,355","11,489","13,184","13,075","11,794","11,133","12,032"
2021년12월_여_40~49세,"248,882","2,310","6,841","5,333","6,934","24,716","21,688","20,158","19,959","33,449","21,792","15,711","11,611","16,000","12,643","13,479","16,258"
2021년12월_여_50~59세,"284,465","3,305","8,281","6,926","9,006","29,095","22,626","21,525","27,696","36,408","27,082","20,375","8,223","17,670","14,536","19,507","12,204"
2021년12월_여_60~69세,"289,964","4,148","10,294","8,539","11,666","30,479","22,642","22,395","24,705","31,879","27,757","21,172","8,454","18,147","16,176","19,433","12,078"
2021년12월_여_70~79세,"163,436","2,833","6,876","6,052","8,182","17,590","12,363","13,949","11,985","17,322","14,542","11,941","3,605","10,103","9,572","9,542","6,979"
2021년12월_여_80~89세,"78,697","1,392","3,574","3,245","4,036","8,752","5,485","6,195","5,813","8,883","6,691","5,938","1,855","4,590","4,422","4,211","3,615"
2021년12월_여_90~99세,"12,127",243,581,461,565,"1,206",868,930,899,"1,430","1,107",931,377,688,678,545,618
2021년12월_여_100세 이상,340,7,13,12,25,22,24,25,21,41,22,28,10,21,22,18,29
