카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2021년08월_남_40~49세,"36,757",983,"2,772",76,94,111,251,,188,"1,830",,,"2,240",152,"3,571","1,038","1,158",260,242,"1,130",,,408,"2,912","1,934","4,850","1,572","5,375","2,599",438,573
2021년08월_남_50~59세,"35,556","1,441","3,915",208,176,238,474,,325,"2,058",,,"2,766",245,"3,555","1,408","1,792",323,333,"1,100",,,413,"3,234","1,720","3,659",978,"2,958","1,143",324,770
2021년08월_남_60~69세,"21,813","1,435","2,515",261,237,262,514,,354,"1,637",,,"1,921",274,"2,170",955,"1,204",247,218,546,,,251,"1,239",702,"1,853",455,"1,042",606,203,712
2021년08월_남_70~79세,"7,245",657,714,132,135,169,275,,222,582,,,550,116,572,355,317,102,81,151,,,115,322,162,537,153,314,177,34,301
2021년08월_남_80~89세,"2,609",292,294,76,82,93,175,,102,143,,,199,37,172,83,76,33,32,31,,,28,103,63,173,33,115,80,7,87
2021년08월_남_90~99세,228,25,30,12,6,11,16,,6,4,,,16,0,10,5,7,1,3,3,,,3,10,6,16,4,12,12,0,10
2021년08월_남_100세 이상,3,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021년08월_여_총인구수,"201,206","7,445","18,883",924,813,"1,062","1,926",,"1,511","12,300",,,"15,000","1,054","19,215","7,218","8,295","1,415","1,448","6,252",,,"2,005","14,865","8,974","23,194","7,512","22,281","12,753","1,959","2,902"
2021년08월_여_연령구간인구수,"201,206","7,445","18,883",924,813,"1,062","1,926",,"1,511","12,300",,,"15,000","1,054","19,215","7,218","8,295","1,415","1,448","6,252",,,"2,005","14,865","8,974","23,194","7,512","22,281","12,753","1,959","2,902"
2021년08월_여_0~9세,"19,265",404,"1,744",23,6,20,28,,22,875,,,"1,064",37,"1,788",491,370,66,135,803,,,140,"1,398","1,005","2,111",439,"3,188","2,773",272,63
2021년08월_여_10~19세,"21,139",559,"1,783",28,29,40,74,,95,"1,194",,,"1,715",60,"2,350",706,832,79,95,541,,,178,"1,775","1,142","2,808",513,"3,199","1,142",111,91
2021년08월_여_20~29세,"24,448",533,"2,013",37,30,46,106,,97,"1,539",,,"1,611",79,"2,292",824,"1,124",205,175,807,,,259,"2,016","1,041","3,224","2,060","2,513","1,240",270,307
2021년08월_여_30~39세,"29,741",584,"2,389",33,23,36,70,,76,"1,550",,,"1,636",51,"2,435",791,746,171,206,"1,228",,,246,"1,967","1,392","3,859","1,747","4,110","3,660",445,290
2021년08월_여_40~49세,"35,952",921,"3,045",44,46,67,143,,147,"2,014",,,"2,613",123,"3,759","1,286","1,448",182,189,"1,038",,,349,"3,109","1,933","4,641","1,187","4,917","2,041",308,402
2021년08월_여_50~59세,"34,193","1,455","4,000",150,136,155,321,,265,"2,335",,,"3,198",217,"3,558","1,542","2,006",276,277,"1,090",,,408,"2,803","1,471","3,412",804,"2,506",951,300,557
2021년08월_여_60~69세,"20,694","1,366","2,152",226,201,257,424,,314,"1,851",,,"1,998",267,"1,939","1,003","1,183",236,195,510,,,245,"1,096",586,"1,853",467,"1,036",492,179,618
2021년08월_여_70~79세,"9,017",814,924,173,139,205,391,,246,626,,,715,126,663,362,382,140,103,142,,,119,413,248,786,182,482,215,52,369
2021년08월_여_80~89세,"5,721",658,689,179,171,206,317,,214,282,,,397,78,365,188,176,49,62,78,,,53,243,128,430,90,282,205,15,166
2021년08월_여_90~99세,"1,001",145,141,31,31,30,49,,33,34,,,53,15,65,24,26,11,8,15,,,7,45,27,68,21,46,33,6,37
2021년08월_여_100세 이상,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,0,1,2,2,2,1,1,2
2021년09월_계_총인구수,"413,594","14,676","38,162","1,832","1,678","2,172","4,021",,"3,057","24,178",,,"29,226","2,176","39,020","14,221","16,664","3,243","3,165","13,134",,,"4,314","30,996","18,800","48,222","16,543","46,568","26,737","4,427","6,362"
2021년09월_계_연령구간인구수,"413,594","14,676","38,162","1,832","1,678","2,172","4,021",,"3,057","24,178",,,"29,226","2,176","39,020","14,221","16,664","3,243","3,165","13,134",,,"4,314","30,996","18,800","48,222","16,543","46,568","26,737","4,427","6,362"
2021년09월_계_0~9세,"39,354",833,"3,608",42,10,36,55,,66,"1,739",,,"2,231",69,"3,634",985,791,136,279,"1,650",,,302,"2,740","2,044","4,492",871,"6,462","5,564",591,124
2021년09월_계_10~19세,"44,221","1,117","3,872",56,52,100,142,,185,"2,386",,,"3,346",116,"4,975","1,537","1,845",160,221,"1,099",,,348,"3,674","2,491","5,898","1,059","6,667","2,451",227,197
2021년09월_계_20~29세,"55,182","1,325","4,596",92,96,134,268,,224,"3,316",,,"3,652",209,"5,082","1,873","2,626",584,384,"1,772",,,609,"4,695","2,397","7,202","4,309","5,945","2,385",684,723
2021년09월_계_30~39세,"63,683","1,211","4,858",75,65,97,206,,169,"3,327",,,"3,321",144,"4,877","1,575","1,608",504,536,"2,774",,,663,"4,348","2,866","8,278","4,351","8,329","7,713","1,054",734
2021년09월_계_40~49세,"72,601","1,891","5,810",121,135,178,388,,333,"3,836",,,"4,833",267,"7,339","2,308","2,610",443,429,"2,159",,,748,"5,989","3,854","9,493","2,758","10,272","4,693",748,966
2021년09월_계_50~59세,"69,856","2,886","7,908",353,312,386,794,,587,"4,386",,,"5,950",460,"7,129","2,949","3,797",594,612,"2,195",,,824,"6,053","3,209","7,103","1,795","5,528","2,109",618,"1,319"
2021년09월_계_60~69세,"42,750","2,813","4,706",490,441,526,939,,671,"3,496",,,"3,959",542,"4,127","1,966","2,402",487,411,"1,061",,,495,"2,351","1,303","3,726",919,"2,103","1,102",387,"1,327"
2021년09월_계_70~79세,"16,318","1,477","1,649",309,273,371,665,,463,"1,215",,,"1,268",241,"1,238",730,697,245,185,296,,,232,737,407,"1,335",333,805,391,89,667
2021년09월_계_80~89세,"8,350",945,984,249,253,299,496,,316,437,,,598,112,543,270,254,79,94,110,,,81,348,194,606,121,399,282,22,258
2021년09월_계_90~99세,"1,241",172,168,45,40,45,65,,41,39,,,68,15,75,27,32,11,11,18,,,11,58,34,88,25,56,46,6,45
2021년09월_계_100세 이상,38,6,3,0,1,0,3,,2,1,,,0,1,1,1,2,0,3,0,,,1,3,1,1,2,2,1,1,2
2021년09월_남_총인구수,"212,547","7,257","19,304",914,864,"1,116","2,100",,"1,557","11,911",,,"14,282","1,127","19,825","7,038","8,362","1,834","1,714","6,890",,,"2,315","16,143","9,820","24,965","9,031","24,292","13,958","2,459","3,469"
2021년09월_남_연령구간인구수,"212,547","7,257","19,304",914,864,"1,116","2,100",,"1,557","11,911",,,"14,282","1,127","19,825","7,038","8,362","1,834","1,714","6,890",,,"2,315","16,143","9,820","24,965","9,031","24,292","13,958","2,459","3,469"
2021년09월_남_0~9세,"20,207",431,"1,871",20,5,19,28,,44,869,,,"1,170",33,"1,858",508,413,71,145,849,,,161,"1,356","1,045","2,381",440,"3,305","2,801",322,62
2021년09월_남_10~19세,"23,074",559,"2,082",28,23,60,69,,91,"1,203",,,"1,642",57,"2,624",836,"1,011",80,129,550,,,176,"1,901","1,342","3,091",551,"3,461","1,288",112,108
2021년09월_남_20~29세,"30,876",805,"2,618",57,65,89,163,,132,"1,782",,,"2,075",129,"2,804","1,052","1,515",384,210,982,,,347,"2,679","1,365","3,948","2,243","3,443","1,156",417,416
2021년09월_남_30~39세,"34,027",632,"2,476",43,43,63,137,,95,"1,789",,,"1,698",93,"2,452",801,861,331,325,"1,550",,,414,"2,391","1,481","4,426","2,595","4,235","4,055",601,440
2021년09월_남_40~49세,"36,690",974,"2,777",77,92,110,247,,187,"1,825",,,"2,236",148,"3,583","1,030","1,161",258,240,"1,122",,,405,"2,893","1,919","4,850","1,571","5,352","2,628",442,563
2021년09월_남_50~59세,"35,605","1,439","3,904",206,175,234,473,,326,"2,053",,,"2,757",241,"3,565","1,394","1,792",327,335,"1,101",,,416,"3,232","1,724","3,680",987,"2,998","1,152",317,777
2021년09월_남_60~69세,"21,945","1,439","2,533",262,237,266,516,,354,"1,653",,,"1,940",276,"2,180",966,"1,210",245,215,551,,,250,"1,251",715,"1,853",456,"1,056",611,206,704
2021년09월_남_70~79세,"7,275",663,719,133,135,168,275,,219,579,,,552,116,572,363,317,105,81,151,,,115,326,162,546,151,315,178,35,299
2021년09월_남_80~89세,"2,613",290,292,75,82,95,176,,103,152,,,196,34,176,84,75,32,32,31,,,29,102,61,174,33,115,77,7,90
2021년09월_남_90~99세,232,25,32,13,7,12,16,,6,5,,,16,0,11,4,7,1,2,3,,,2,10,6,16,4,12,12,0,10
2021년09월_남_100세 이상,3,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021년09월_여_총인구수,"201,047","7,419","18,858",918,814,"1,056","1,921",,"1,500","12,267",,,"14,944","1,049","19,195","7,183","8,302","1,409","1,451","6,244",,,"1,999","14,853","8,980","23,257","7,512","22,276","12,779","1,968","2,893"
2021년09월_여_연령구간인구수,"201,047","7,419","18,858",918,814,"1,056","1,921",,"1,500","12,267",,,"14,944","1,049","19,195","7,183","8,302","1,409","1,451","6,244",,,"1,999","14,853","8,980","23,257","7,512","22,276","12,779","1,968","2,893"
2021년09월_여_0~9세,"19,147",402,"1,737",22,5,17,27,,22,870,,,"1,061",36,"1,776",477,378,65,134,801,,,141,"1,384",999,"2,111",431,"3,157","2,763",269,62
2021년09월_여_10~19세,"21,147",558,"1,790",28,29,40,73,,94,"1,183",,,"1,704",59,"2,351",701,834,80,92,549,,,172,"1,773","1,149","2,807",508,"3,206","1,163",115,89
2021년09월_여_20~29세,"24,306",520,"1,978",35,31,45,105,,92,"1,534",,,"1,577",80,"2,278",821,"1,111",200,174,790,,,262,"2,016","1,032","3,254","2,066","2,502","1,229",267,307
2021년09월_여_30~39세,"29,656",579,"2,382",32,22,34,69,,74,"1,538",,,"1,623",51,"2,425",774,747,173,211,"1,224",,,249,"1,957","1,385","3,852","1,756","4,094","3,658",453,294
2021년09월_여_40~49세,"35,911",917,"3,033",44,43,68,141,,146,"2,011",,,"2,597",119,"3,756","1,278","1,449",185,189,"1,037",,,343,"3,096","1,935","4,643","1,187","4,920","2,065",306,403
2021년09월_여_50~59세,"34,251","1,447","4,004",147,137,152,321,,261,"2,333",,,"3,193",219,"3,564","1,555","2,005",267,277,"1,094",,,408,"2,821","1,485","3,423",808,"2,530",957,301,542
2021년09월_여_60~69세,"20,805","1,374","2,173",228,204,260,423,,317,"1,843",,,"2,019",266,"1,947","1,000","1,192",242,196,510,,,245,"1,100",588,"1,873",463,"1,047",491,181,623
2021년09월_여_70~79세,"9,043",814,930,176,138,203,390,,244,636,,,716,125,666,367,380,140,104,145,,,117,411,245,789,182,490,213,54,368
2021년09월_여_80~89세,"5,737",655,692,174,171,204,320,,213,285,,,402,78,367,186,179,47,62,79,,,52,246,133,432,88,284,205,15,168
2021년09월_여_90~99세,"1,009",147,136,32,33,33,49,,35,34,,,52,15,64,23,25,10,9,15,,,9,48,28,72,21,44,34,6,35
2021년09월_여_100세 이상,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,1,1,1,2,2,1,1,2
2021년10월_계_총인구수,"413,366","14,685","38,138","1,831","1,681","2,179","4,016",,"3,050","24,126",,,"29,226","2,173","39,001","14,210","16,628","3,253","3,152","13,126",,,"4,300","31,025","18,781","48,138","16,593","46,488","26,784","4,444","6,338"
2021년10월_계_연령구간인구수,"413,366","14,685","38,138","1,831","1,681","2,179","4,016",,"3,050","24,126",,,"29,226","2,173","39,001","14,210","16,628","3,253","3,152","13,126",,,"4,300","31,025","18,781","48,138","16,593","46,488","26,784","4,444","6,338"
2021년10월_계_0~9세,"39,134",830,"3,574",43,10,34,52,,66,"1,737",,,"2,233",68,"3,603",970,792,135,277,"1,642",,,297,"2,727","2,037","4,438",861,"6,407","5,586",594,121
2021년10월_계_10~19세,"44,180","1,114","3,878",56,52,100,143,,188,"2,384",,,"3,320",113,"4,978","1,538","1,830",166,218,"1,090",,,347,"3,672","2,481","5,885","1,054","6,675","2,478",225,195
2021년10월_계_20~29세,"54,997","1,336","4,571",93,97,132,272,,225,"3,260",,,"3,655",208,"5,098","1,868","2,617",581,380,"1,767",,,607,"4,692","2,388","7,165","4,326","5,915","2,342",693,709
2021년10월_계_30~39세,"63,468","1,204","4,824",71,64,95,204,,163,"3,312",,,"3,319",144,"4,857","1,569","1,616",507,545,"2,767",,,660,"4,340","2,855","8,240","4,359","8,276","7,700","1,050",727
2021년10월_계_40~49세,"72,583","1,895","5,813",121,135,183,383,,333,"3,834",,,"4,817",269,"7,337","2,288","2,588",444,417,"2,153",,,746,"5,999","3,856","9,491","2,768","10,275","4,736",745,957
2021년10월_계_50~59세,"69,979","2,880","7,929",351,314,387,793,,583,"4,392",,,"5,959",453,"7,121","2,960","3,780",596,610,"2,211",,,826,"6,070","3,203","7,132","1,810","5,550","2,119",626,"1,324"
2021년10월_계_60~69세,"42,982","2,819","4,739",497,441,531,937,,672,"3,505",,,"3,972",547,"4,147","1,982","2,413",488,414,"1,070",,,493,"2,379","1,317","3,741",931,"2,118","1,104",391,"1,334"
2021년10월_계_70~79세,"16,383","1,485","1,654",306,271,365,667,,461,"1,212",,,"1,284",242,"1,240",738,706,247,185,297,,,230,739,415,"1,351",334,813,390,90,661
2021년10월_계_80~89세,"8,384",944,983,247,256,307,495,,317,451,,,598,112,543,269,255,78,93,112,,,82,347,193,607,123,403,282,23,264
2021년10월_계_90~99세,"1,238",172,169,46,40,45,67,,40,39,,,69,16,76,27,29,11,10,17,,,11,57,35,87,25,54,46,6,44
2021년10월_계_100세 이상,38,6,4,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,3,1,1,2,2,1,1,2
2021년10월_남_총인구수,"212,427","7,264","19,292",912,865,"1,119","2,099",,"1,554","11,875",,,"14,283","1,127","19,801","7,030","8,334","1,834","1,708","6,882",,,"2,318","16,167","9,815","24,937","9,059","24,253","13,978","2,461","3,460"
2021년10월_남_연령구간인구수,"212,427","7,264","19,292",912,865,"1,119","2,099",,"1,554","11,875",,,"14,283","1,127","19,801","7,030","8,334","1,834","1,708","6,882",,,"2,318","16,167","9,815","24,937","9,059","24,253","13,978","2,461","3,460"
2021년10월_남_0~9세,"20,099",432,"1,861",21,5,18,26,,45,872,,,"1,173",33,"1,829",502,415,70,145,841,,,160,"1,350","1,044","2,349",435,"3,277","2,815",322,59
2021년10월_남_10~19세,"23,012",552,"2,082",28,23,60,70,,92,"1,198",,,"1,622",57,"2,628",836,"1,004",83,128,544,,,175,"1,898","1,332","3,081",549,"3,459","1,295",110,106
2021년10월_남_20~29세,"30,819",816,"2,602",58,66,88,166,,133,"1,752",,,"2,080",127,"2,811","1,048","1,499",382,211,979,,,350,"2,674","1,362","3,939","2,262","3,434","1,142",426,412
2021년10월_남_30~39세,"33,937",630,"2,460",41,42,60,138,,92,"1,769",,,"1,697",95,"2,448",803,871,327,327,"1,545",,,419,"2,405","1,474","4,418","2,599","4,211","4,036",594,436
2021년10월_남_40~49세,"36,637",973,"2,777",76,93,114,243,,184,"1,828",,,"2,224",149,"3,573","1,015","1,138",257,234,"1,123",,,404,"2,903","1,922","4,847","1,572","5,341","2,655",439,553
2021년10월_남_50~59세,"35,684","1,440","3,911",207,176,235,470,,324,"2,059",,,"2,768",235,"3,566","1,399","1,786",329,333,"1,106",,,415,"3,229","1,726","3,696",997,"3,013","1,159",321,784
2021년10월_남_60~69세,"22,077","1,437","2,553",262,237,270,516,,354,"1,663",,,"1,945",281,"2,186",975,"1,219",248,216,557,,,251,"1,267",721,"1,860",459,"1,072",611,205,712
2021년10월_남_70~79세,"7,303",667,725,132,134,165,278,,219,577,,,561,116,571,362,321,105,81,151,,,113,329,168,555,148,317,177,37,294
2021년10월_남_80~89세,"2,620",292,288,74,82,97,174,,105,151,,,197,33,178,86,74,32,31,33,,,29,100,60,175,34,117,76,7,95
2021년10월_남_90~99세,236,25,32,13,7,12,18,,6,6,,,16,1,11,4,7,1,2,3,,,2,10,6,17,4,12,12,0,9
2021년10월_남_100세 이상,3,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021년10월_여_총인구수,"200,939","7,421","18,846",919,816,"1,060","1,917",,"1,496","12,251",,,"14,943","1,046","19,200","7,180","8,294","1,419","1,444","6,244",,,"1,982","14,858","8,966","23,201","7,534","22,235","12,806","1,983","2,878"
2021년10월_여_연령구간인구수,"200,939","7,421","18,846",919,816,"1,060","1,917",,"1,496","12,251",,,"14,943","1,046","19,200","7,180","8,294","1,419","1,444","6,244",,,"1,982","14,858","8,966","23,201","7,534","22,235","12,806","1,983","2,878"
2021년10월_여_0~9세,"19,035",398,"1,713",22,5,16,26,,21,865,,,"1,060",35,"1,774",468,377,65,132,801,,,137,"1,377",993,"2,089",426,"3,130","2,771",272,62
2021년10월_여_10~19세,"21,168",562,"1,796",28,29,40,73,,96,"1,186",,,"1,698",56,"2,350",702,826,83,90,546,,,172,"1,774","1,149","2,804",505,"3,216","1,183",115,89
2021년10월_여_20~29세,"24,178",520,"1,969",35,31,44,106,,92,"1,508",,,"1,575",81,"2,287",820,"1,118",199,169,788,,,257,"2,018","1,026","3,226","2,064","2,481","1,200",267,297
2021년10월_여_30~39세,"29,531",574,"2,364",30,22,35,66,,71,"1,543",,,"1,622",49,"2,409",766,745,180,218,"1,222",,,241,"1,935","1,381","3,822","1,760","4,065","3,664",456,291
2021년10월_여_40~49세,"35,946",922,"3,036",45,42,69,140,,149,"2,006",,,"2,593",120,"3,764","1,273","1,450",187,183,"1,030",,,342,"3,096","1,934","4,644","1,196","4,934","2,081",306,404
2021년10월_여_50~59세,"34,295","1,440","4,018",144,138,152,323,,259,"2,333",,,"3,191",218,"3,555","1,561","1,994",267,277,"1,105",,,411,"2,841","1,477","3,436",813,"2,537",960,305,540
2021년10월_여_60~69세,"20,905","1,382","2,186",235,204,261,421,,318,"1,842",,,"2,027",266,"1,961","1,007","1,194",240,198,513,,,242,"1,112",596,"1,881",472,"1,046",493,186,622
2021년10월_여_70~79세,"9,080",818,929,174,137,200,389,,242,635,,,723,126,669,376,385,142,104,146,,,117,410,247,796,186,496,213,53,367
2021년10월_여_80~89세,"5,764",652,695,173,174,210,321,,212,300,,,401,79,365,183,181,46,62,79,,,53,247,133,432,89,286,206,16,169
2021년10월_여_90~99세,"1,002",147,137,33,33,33,49,,34,33,,,53,15,65,23,22,10,8,14,,,9,47,29,70,21,42,34,6,35
2021년10월_여_100세 이상,35,6,3,0,1,0,3,,2,0,,,0,1,1,1,2,0,3,0,,,1,1,1,1,2,2,1,1,2
2021년11월_계_총인구수,"413,164","14,657","38,176","1,835","1,682","2,174","4,004",,"3,045","24,136",,,"29,193","2,161","38,998","14,180","16,609","3,263","3,112","13,141",,,"4,269","30,994","18,802","48,098","16,617","46,451","26,836","4,422","6,309"
2021년11월_계_연령구간인구수,"413,164","14,657","38,176","1,835","1,682","2,174","4,004",,"3,045","24,136",,,"29,193","2,161","38,998","14,180","16,609","3,263","3,112","13,141",,,"4,269","30,994","18,802","48,098","16,617","46,451","26,836","4,422","6,309"
2021년11월_계_0~9세,"38,906",824,"3,555",42,10,33,53,,61,"1,726",,,"2,217",68,"3,588",959,792,134,270,"1,638",,,284,"2,704","2,025","4,409",856,"6,371","5,580",586,121
2021년11월_계_10~19세,"44,214","1,114","3,899",56,50,101,139,,186,"2,390",,,"3,319",107,"4,988","1,534","1,831",167,211,"1,098",,,351,"3,659","2,487","5,877","1,051","6,669","2,506",228,196
2021년11월_계_20~29세,"54,775","1,331","4,527",89,96,128,276,,224,"3,249",,,"3,636",212,"5,091","1,856","2,597",579,377,"1,761",,,611,"4,706","2,369","7,125","4,299","5,901","2,338",688,709
2021년11월_계_30~39세,"63,286","1,202","4,834",70,64,97,207,,158,"3,312",,,"3,301",143,"4,835","1,545","1,631",517,530,"2,759",,,641,"4,319","2,868","8,218","4,396","8,233","7,645","1,046",715
2021년11월_계_40~49세,"72,688","1,881","5,834",123,129,178,379,,331,"3,851",,,"4,807",266,"7,318","2,289","2,560",441,419,"2,174",,,742,"5,984","3,868","9,518","2,775","10,314","4,812",744,951
2021년11월_계_50~59세,"70,037","2,876","7,934",352,320,391,788,,583,"4,394",,,"5,963",450,"7,138","2,963","3,788",595,605,"2,199",,,812,"6,085","3,215","7,128","1,823","5,569","2,120",623,"1,323"
2021년11월_계_60~69세,"43,162","2,829","4,775",499,443,523,928,,677,"3,508",,,"3,988",545,"4,178","1,988","2,416",495,414,"1,086",,,508,"2,387","1,324","3,766",939,"2,117","1,109",389,"1,331"
2021년11월_계_70~79세,"16,406","1,476","1,658",306,273,366,666,,464,"1,222",,,"1,289",240,"1,236",741,711,247,181,294,,,226,742,419,"1,361",327,821,394,89,657
2021년11월_계_80~89세,"8,411",943,992,250,256,312,494,,318,446,,,600,114,549,277,250,77,93,115,,,83,350,192,608,125,401,282,23,261
2021년11월_계_90~99세,"1,244",175,164,48,40,45,71,,41,38,,,73,14,76,27,31,11,9,17,,,10,56,34,87,25,53,49,6,44
2021년11월_계_100세 이상,35,6,4,0,1,0,3,,2,0,,,0,2,1,1,2,0,3,0,,,1,2,1,1,1,2,1,0,1
2021년11월_남_총인구수,"212,262","7,238","19,295",914,865,"1,113","2,092",,"1,553","11,886",,,"14,255","1,119","19,790","7,015","8,326","1,831","1,691","6,888",,,"2,294","16,139","9,831","24,926","9,072","24,248","13,996","2,454","3,431"
2021년11월_남_연령구간인구수,"212,262","7,238","19,295",914,865,"1,113","2,092",,"1,553","11,886",,,"14,255","1,119","19,790","7,015","8,326","1,831","1,691","6,888",,,"2,294","16,139","9,831","24,926","9,072","24,248","13,996","2,454","3,431"
2021년11월_남_0~9세,"19,991",424,"1,850",20,5,18,27,,42,865,,,"1,169",33,"1,825",496,414,68,140,839,,,153,"1,339","1,040","2,341",432,"3,264","2,811",318,58
2021년11월_남_10~19세,"23,002",549,"2,084",28,23,59,68,,90,"1,202",,,"1,624",53,"2,630",832,"1,009",84,124,547,,,177,"1,881","1,334","3,081",547,"3,457","1,302",112,105
2021년11월_남_20~29세,"30,712",811,"2,578",56,63,83,167,,134,"1,736",,,"2,064",131,"2,799","1,044","1,488",377,212,979,,,349,"2,692","1,361","3,911","2,247","3,436","1,151",427,416
2021년11월_남_30~39세,"33,825",628,"2,460",41,42,63,138,,89,"1,782",,,"1,688",93,"2,439",788,878,332,319,"1,537",,,407,"2,382","1,478","4,416","2,616","4,204","3,992",588,425
2021년11월_남_40~49세,"36,703",967,"2,803",77,88,111,241,,184,"1,840",,,"2,220",147,"3,573","1,015","1,125",255,238,"1,135",,,398,"2,897","1,928","4,850","1,576","5,344","2,704",439,548
2021년11월_남_50~59세,"35,687","1,437","3,901",209,181,238,467,,323,"2,059",,,"2,764",232,"3,566","1,405","1,788",325,329,"1,098",,,407,"3,238","1,732","3,708","1,006","3,021","1,155",321,777
2021년11월_남_60~69세,"22,154","1,442","2,570",263,239,267,512,,358,"1,665",,,"1,953",280,"2,194",978,"1,218",253,217,566,,,259,"1,268",725,"1,864",463,"1,068",613,206,713
2021년11월_남_70~79세,"7,318",662,727,133,136,163,278,,220,579,,,562,115,573,365,326,104,79,150,,,112,330,169,560,147,324,180,36,288
2021년11월_남_80~89세,"2,630",295,289,74,81,99,174,,106,152,,,195,34,180,88,73,32,31,34,,,30,100,59,178,34,118,75,7,92
2021년11월_남_90~99세,237,23,32,13,7,12,20,,7,6,,,16,1,11,4,7,1,2,3,,,2,10,5,17,4,12,13,0,9
2021년11월_남_100세 이상,3,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021년11월_여_총인구수,"200,902","7,419","18,881",921,817,"1,061","1,912",,"1,492","12,250",,,"14,938","1,042","19,208","7,165","8,283","1,432","1,421","6,253",,,"1,975","14,855","8,971","23,172","7,545","22,203","12,840","1,968","2,878"
2021년11월_여_연령구간인구수,"200,902","7,419","18,881",921,817,"1,061","1,912",,"1,492","12,250",,,"14,938","1,042","19,208","7,165","8,283","1,432","1,421","6,253",,,"1,975","14,855","8,971","23,172","7,545","22,203","12,840","1,968","2,878"
2021년11월_여_0~9세,"18,915",400,"1,705",22,5,15,26,,19,861,,,"1,048",35,"1,763",463,378,66,130,799,,,131,"1,365",985,"2,068",424,"3,107","2,769",268,63
2021년11월_여_10~19세,"21,212",565,"1,815",28,27,42,71,,96,"1,188",,,"1,695",54,"2,358",702,822,83,87,551,,,174,"1,778","1,153","2,796",504,"3,212","1,204",116,91
2021년11월_여_20~29세,"24,063",520,"1,949",33,33,45,109,,90,"1,513",,,"1,572",81,"2,292",812,"1,109",202,165,782,,,262,"2,014","1,008","3,214","2,052","2,465","1,187",261,293
2021년11월_여_30~39세,"29,461",574,"2,374",29,22,34,69,,69,"1,530",,,"1,613",50,"2,396",757,753,185,211,"1,222",,,234,"1,937","1,390","3,802","1,780","4,029","3,653",458,290
2021년11월_여_40~49세,"35,985",914,"3,031",46,41,67,138,,147,"2,011",,,"2,587",119,"3,745","1,274","1,435",186,181,"1,039",,,344,"3,087","1,940","4,668","1,199","4,970","2,108",305,403
2021년11월_여_50~59세,"34,350","1,439","4,033",143,139,153,321,,260,"2,335",,,"3,199",218,"3,572","1,558","2,000",270,276,"1,101",,,405,"2,847","1,483","3,420",817,"2,548",965,302,546
2021년11월_여_60~69세,"21,008","1,387","2,205",236,204,256,416,,319,"1,843",,,"2,035",265,"1,984","1,010","1,198",242,197,520,,,249,"1,119",599,"1,902",476,"1,049",496,183,618
2021년11월_여_70~79세,"9,088",814,931,173,137,203,388,,244,643,,,727,125,663,376,385,143,102,144,,,114,412,250,801,180,497,214,53,369
2021년11월_여_80~89세,"5,781",648,703,176,175,213,320,,212,294,,,405,80,369,189,177,45,62,81,,,53,250,133,430,91,283,207,16,169
2021년11월_여_90~99세,"1,007",152,132,35,33,33,51,,34,32,,,57,13,65,23,24,10,7,14,,,8,46,29,70,21,41,36,6,35
2021년11월_여_100세 이상,32,6,3,0,1,0,3,,2,0,,,0,2,1,1,2,0,3,0,,,1,0,1,1,1,2,1,0,1
2021년12월_계_총인구수,"412,581","14,623","38,162","1,829","1,687","2,167","3,997",,"3,037","24,087",,,"29,123","2,151","38,893","14,174","16,583","3,254","3,104","13,141",,,"4,279","30,997","18,772","48,057","16,609","46,262","26,902","4,415","6,276"
2021년12월_계_연령구간인구수,"412,581","14,623","38,162","1,829","1,687","2,167","3,997",,"3,037","24,087",,,"29,123","2,151","38,893","14,174","16,583","3,254","3,104","13,141",,,"4,279","30,997","18,772","48,057","16,609","46,262","26,902","4,415","6,276"
2021년12월_계_0~9세,"38,692",814,"3,546",42,11,32,57,,66,"1,722",,,"2,197",68,"3,557",957,785,144,269,"1,630",,,277,"2,694","2,015","4,390",836,"6,294","5,585",586,118
