카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2021년11월_계_80~89세,"6,146",525,476,144,391,799,327,338,193,403,221,308,672,244,322,234,243,306
2021년11월_계_90~99세,944,74,85,25,74,158,40,41,32,67,28,40,107,31,38,34,34,36
2021년11월_계_100세 이상,42,2,1,6,4,7,4,4,2,3,1,4,3,0,0,1,0,0
2021년11월_남_총인구수,"70,393","5,542","4,210","1,177","4,597","8,455","3,857","4,635","1,900","4,245","2,743","3,448","7,936","2,623","4,101","3,259","2,822","4,843"
2021년11월_남_연령구간인구수,"70,393","5,542","4,210","1,177","4,597","8,455","3,857","4,635","1,900","4,245","2,743","3,448","7,936","2,623","4,101","3,259","2,822","4,843"
2021년11월_남_0~9세,"3,571",386,278,46,251,605,297,414,97,93,46,111,302,62,117,200,135,131
2021년11월_남_10~19세,"5,195",612,297,99,467,783,447,371,163,117,105,173,644,118,227,240,156,176
2021년11월_남_20~29세,"11,038",777,545,167,644,"1,171",426,557,218,448,532,746,"2,173",312,590,481,365,886
2021년11월_남_30~39세,"9,695",734,639,140,591,"1,013",407,707,257,529,438,615,"1,079",325,528,461,399,833
2021년11월_남_40~49세,"10,192",921,650,166,709,"1,205",665,841,329,557,325,450,"1,012",299,517,438,453,655
2021년11월_남_50~59세,"12,572",876,699,197,772,"1,484",736,769,335,904,514,543,"1,152",571,943,585,562,930
2021년11월_남_60~69세,"10,158",628,570,189,646,"1,251",487,534,265,918,442,442,794,586,706,528,441,731
2021년11월_남_70~79세,"5,191",369,295,114,338,585,248,290,153,463,234,245,483,249,326,227,215,357
2021년11월_남_80~89세,"2,486",216,204,47,160,320,129,139,77,195,100,108,263,92,131,83,88,134
2021년11월_남_90~99세,282,23,32,11,18,35,13,13,5,19,7,14,34,9,16,15,8,10
2021년11월_남_100세 이상,13,0,1,1,1,3,2,0,1,2,0,1,0,0,0,1,0,0
2021년11월_여_총인구수,"74,680","6,464","5,157","1,290","5,032","9,697","4,435","5,434","2,227","2,929","2,384","3,837","8,501","2,265","3,852","3,359","3,033","4,784"
2021년11월_여_연령구간인구수,"74,680","6,464","5,157","1,290","5,032","9,697","4,435","5,434","2,227","2,929","2,384","3,837","8,501","2,265","3,852","3,359","3,033","4,784"
2021년11월_여_0~9세,"3,468",363,277,55,249,549,355,416,87,86,48,111,308,68,91,166,114,125
2021년11월_여_10~19세,"5,270",539,375,74,396,802,543,418,157,111,117,192,658,100,210,237,183,158
2021년11월_여_20~29세,"11,858",798,654,160,592,"1,185",478,652,260,477,582,866,"2,211",281,533,426,390,"1,313"
2021년11월_여_30~39세,"9,778",849,817,164,627,"1,169",496,870,284,402,305,617,952,221,382,468,399,756
2021년11월_여_40~49세,"10,873","1,169",826,179,854,"1,478",748,955,372,357,234,448,"1,103",285,465,450,408,542
2021년11월_여_50~59세,"12,410","1,047",837,189,917,"1,775",693,816,381,404,372,554,"1,230",431,840,645,586,693
2021년11월_여_60~69세,"10,204",773,635,220,704,"1,415",558,642,307,494,324,501,860,444,683,518,489,637
2021년11월_여_70~79세,"6,468",564,411,133,403,718,337,434,235,341,259,319,694,261,435,279,283,362
2021년11월_여_80~89세,"3,660",309,272,97,231,479,198,199,116,208,121,200,409,152,191,151,155,172
2021년11월_여_90~99세,662,51,53,14,56,123,27,28,27,48,21,26,73,22,22,19,26,26
2021년11월_여_100세 이상,29,2,0,5,3,4,2,4,1,1,1,3,3,0,0,0,0,0
2021년12월_계_총인구수,"144,683","11,978","9,372","2,456","9,579","18,152","8,259","10,046","4,088","7,197","5,089","7,231","16,383","4,891","7,911","6,575","5,837","9,639"
2021년12월_계_연령구간인구수,"144,683","11,978","9,372","2,456","9,579","18,152","8,259","10,046","4,088","7,197","5,089","7,231","16,383","4,891","7,911","6,575","5,837","9,639"
2021년12월_계_0~9세,"6,984",738,558,102,497,"1,148",645,829,171,185,93,222,606,128,203,359,243,257
2021년12월_계_10~19세,"10,381","1,148",675,171,854,"1,579",976,785,320,225,211,360,"1,287",217,430,469,340,334
2021년12월_계_20~29세,"22,802","1,566","1,202",320,"1,227","2,342",907,"1,205",475,932,"1,112","1,585","4,366",597,"1,102",905,749,"2,210"
2021년12월_계_30~39세,"19,470","1,581","1,447",303,"1,210","2,200",903,"1,576",535,942,735,"1,221","2,015",546,924,926,794,"1,612"
2021년12월_계_40~49세,"20,969","2,075","1,489",348,"1,551","2,690","1,389","1,778",694,915,557,885,"2,112",590,975,881,861,"1,179"
2021년12월_계_50~59세,"24,957","1,925","1,533",385,"1,682","3,256","1,433","1,590",709,"1,316",881,"1,096","2,377","1,001","1,775","1,227","1,147","1,624"
2021년12월_계_60~69세,"20,352","1,407","1,207",407,"1,353","2,679","1,040","1,180",567,"1,398",763,939,"1,665","1,021","1,391","1,038",928,"1,369"
2021년12월_계_70~79세,"11,637",932,700,245,733,"1,303",592,720,391,809,492,566,"1,172",513,749,501,504,715
2021년12월_계_80~89세,"6,149",529,476,147,396,790,331,341,195,403,215,311,673,245,322,235,237,303
2021년12월_계_90~99세,950,75,84,26,73,159,40,39,31,69,29,42,107,33,40,33,34,36
2021년12월_계_100세 이상,32,2,1,2,3,6,3,3,0,3,1,4,3,0,0,1,0,0
2021년12월_남_총인구수,"70,183","5,526","4,200","1,168","4,570","8,457","3,841","4,634","1,884","4,251","2,720","3,419","7,904","2,626","4,082","3,242","2,811","4,848"
2021년12월_남_연령구간인구수,"70,183","5,526","4,200","1,168","4,570","8,457","3,841","4,634","1,884","4,251","2,720","3,419","7,904","2,626","4,082","3,242","2,811","4,848"
2021년12월_남_0~9세,"3,540",379,278,46,247,603,295,415,91,94,46,111,299,59,114,197,132,134
2021년12월_남_10~19세,"5,157",611,300,98,466,772,441,374,162,115,95,171,642,117,223,236,159,175
2021년12월_남_20~29세,"10,973",769,540,161,639,"1,166",422,557,217,452,527,734,"2,159",315,577,480,362,896
2021년12월_남_30~39세,"9,707",737,626,140,590,"1,021",412,711,256,537,434,603,"1,072",325,542,461,397,843
2021년12월_남_40~49세,"10,136",913,659,167,702,"1,209",653,834,326,557,324,446,"1,006",303,512,435,451,639
2021년12월_남_50~59세,"12,574",874,700,198,771,"1,487",738,769,331,907,516,547,"1,153",569,939,586,561,928
2021년12월_남_60~69세,"10,139",633,568,185,644,"1,259",481,538,268,910,440,438,794,584,704,522,438,733
2021년12월_남_70~79세,"5,176",370,292,111,334,586,255,283,152,460,234,245,482,251,323,225,218,355
2021년12월_남_80~89세,"2,482",218,203,50,161,315,130,141,76,196,95,109,262,93,131,84,84,134
2021년12월_남_90~99세,290,22,33,11,16,37,13,12,5,21,9,14,35,10,17,15,9,11
2021년12월_남_100세 이상,9,0,1,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0
2021년12월_여_총인구수,"74,500","6,452","5,172","1,288","5,009","9,695","4,418","5,412","2,204","2,946","2,369","3,812","8,479","2,265","3,829","3,333","3,026","4,791"
2021년12월_여_연령구간인구수,"74,500","6,452","5,172","1,288","5,009","9,695","4,418","5,412","2,204","2,946","2,369","3,812","8,479","2,265","3,829","3,333","3,026","4,791"
2021년12월_여_0~9세,"3,444",359,280,56,250,545,350,414,80,91,47,111,307,69,89,162,111,123
2021년12월_여_10~19세,"5,224",537,375,73,388,807,535,411,158,110,116,189,645,100,207,233,181,159
2021년12월_여_20~29세,"11,829",797,662,159,588,"1,176",485,648,258,480,585,851,"2,207",282,525,425,387,"1,314"
2021년12월_여_30~39세,"9,763",844,821,163,620,"1,179",491,865,279,405,301,618,943,221,382,465,397,769
2021년12월_여_40~49세,"10,833","1,162",830,181,849,"1,481",736,944,368,358,233,439,"1,106",287,463,446,410,540
2021년12월_여_50~59세,"12,383","1,051",833,187,911,"1,769",695,821,378,409,365,549,"1,224",432,836,641,586,696
2021년12월_여_60~69세,"10,213",774,639,222,709,"1,420",559,642,299,488,323,501,871,437,687,516,490,636
2021년12월_여_70~79세,"6,461",562,408,134,399,717,337,437,239,349,258,321,690,262,426,276,286,360
2021년12월_여_80~89세,"3,667",311,273,97,235,475,201,200,119,207,120,202,411,152,191,151,153,169
2021년12월_여_90~99세,660,53,51,15,57,122,27,27,26,48,20,28,72,23,23,18,25,25
2021년12월_여_100세 이상,23,2,0,1,3,4,2,3,0,1,1,3,3,0,0,0,0,0
