카테고리,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2021년06월_계_90~99세,"1,721",110,197,40,80,48,100,37,32,96,69,56,101,36,94,93,54,90,65,69,68,111,72,3.0
2021년06월_계_100세 이상,77,4,13,1,5,1,4,6,3,4,2,2,4,3,3,3,2,6,3,3,1,4,0,0.0
2021년06월_남_총인구수,"273,411","23,166","20,907","15,723","24,287","15,446","14,154","3,443","4,892","11,592","6,893","7,068","15,898","6,489","9,850","8,411","5,510","17,039","11,538","12,408","14,011","12,987","11,367",332.0
2021년06월_남_연령구간인구수,"273,411","23,166","20,907","15,723","24,287","15,446","14,154","3,443","4,892","11,592","6,893","7,068","15,898","6,489","9,850","8,411","5,510","17,039","11,538","12,408","14,011","12,987","11,367",332.0
2021년06월_남_0~9세,"24,916","2,289","1,147","2,010","3,385","2,404","1,721",163,207,592,317,329,"1,359",321,696,340,374,"1,349",938,"1,266","1,440","1,159","1,058",52.0
2021년06월_남_10~19세,"28,810","2,315","1,776","2,205","3,325","2,010","1,114",194,386,823,492,582,"1,461",438,944,631,418,"1,732","1,435","1,830","1,682","1,392","1,593",32.0
2021년06월_남_20~29세,"37,237","3,288","3,495","1,927","2,840","1,697","1,720",594,805,"1,707",967,"1,130","2,161",931,"1,498","1,227",647,"2,484","1,530","1,429","1,879","1,657","1,594",30.0
2021년06월_남_30~39세,"39,840","4,136","2,667","2,800","3,748","2,628","2,361",488,669,"1,658",851,880,"2,200",898,"1,309","1,006",860,"2,499","1,266","1,557","2,194","1,716","1,362",87.0
2021년06월_남_40~49세,"48,584","4,450","3,145","3,192","5,004","3,232","2,453",464,669,"1,744","1,014","1,054","2,546","1,029","1,395","1,184",834,"3,015","2,209","2,743","2,703","2,319","2,127",59.0
2021년06월_남_50~59세,"47,332","3,511","4,313","2,178","3,390","2,001","2,259",784,"1,035","2,297","1,375","1,435","2,898","1,349","1,835","1,664",986,"3,077","2,171","2,107","2,352","2,307","1,968",40.0
2021년06월_남_60~69세,"31,395","2,104","2,924","1,017","1,869","1,130","1,732",578,828,"1,865","1,215","1,111","2,282","1,011","1,494","1,501",955,"1,918","1,130",871,"1,165","1,622","1,049",24.0
2021년06월_남_70~79세,"11,428",825,980,286,554,280,621,137,217,723,511,423,790,379,505,628,330,734,587,437,405,613,458,5.0
2021년06월_남_80~89세,"3,510",227,412,105,158,56,157,33,68,160,134,117,187,121,154,209,92,215,250,157,169,183,143,3.0
2021년06월_남_90~99세,335,19,44,3,14,7,15,5,5,21,17,7,13,10,19,21,14,15,21,11,21,18,15,0.0
2021년06월_남_100세 이상,24,2,4,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0.0
2021년06월_여_총인구수,"267,893","22,385","20,114","15,814","24,618","15,724","14,023","3,110","4,881","10,911","6,320","6,903","15,949","5,706","10,350","8,123","5,148","15,942","11,154","12,102","14,145","12,471","11,707",293.0
2021년06월_여_연령구간인구수,"267,893","22,385","20,114","15,814","24,618","15,724","14,023","3,110","4,881","10,911","6,320","6,903","15,949","5,706","10,350","8,123","5,148","15,942","11,154","12,102","14,145","12,471","11,707",293.0
2021년06월_여_0~9세,"23,282","2,119","1,132","1,780","3,117","2,310","1,515",169,226,559,316,245,"1,325",290,642,319,381,"1,240",875,"1,160","1,391","1,138",991,42.0
2021년06월_여_10~19세,"27,447","2,107","1,667","2,206","3,146","1,957","1,018",188,358,744,416,616,"1,504",419,926,580,346,"1,681","1,347","1,715","1,592","1,283","1,602",29.0
2021년06월_여_20~29세,"34,493","3,094","2,953","2,039","2,816","1,696","1,696",450,740,"1,434",737,969,"2,009",798,"1,354","1,110",630,"2,214","1,298","1,329","1,926","1,581","1,601",19.0
2021년06월_여_30~39세,"38,075","3,936","2,247","2,813","4,268","2,969","2,400",415,536,"1,276",653,665,"2,157",647,"1,242",804,759,"2,065","1,211","1,631","2,211","1,655","1,423",92.0
2021년06월_여_40~49세,"46,450","4,048","2,986","3,326","5,122","3,200","2,158",343,630,"1,428",852,960,"2,421",785,"1,562","1,072",719,"2,789","2,172","2,771","2,715","2,135","2,203",53.0
2021년06월_여_50~59세,"46,114","3,483","4,233","2,034","3,357","2,025","2,324",769,"1,173","2,313","1,318","1,460","2,990","1,133","2,081","1,667",935,"2,796","1,889","1,660","2,276","2,204","1,959",35.0
2021년06월_여_60~69세,"30,275","2,147","2,681",987,"1,822","1,041","1,748",495,724,"1,850","1,160","1,126","2,237",896,"1,534","1,459",804,"1,783","1,187",974,"1,180","1,365","1,057",18.0
2021년06월_여_70~79세,"13,209",929,"1,285",386,596,321,708,146,283,802,546,519,833,471,576,652,324,839,741,546,531,646,528,1.0
2021년06월_여_80~89세,"7,109",429,768,205,303,164,368,100,184,428,268,292,382,240,356,385,208,455,388,255,276,368,286,1.0
2021년06월_여_90~99세,"1,386",91,153,37,66,41,85,32,27,75,52,49,88,26,75,72,40,75,44,58,47,93,57,3.0
2021년06월_여_100세 이상,53,2,9,1,5,0,3,3,0,2,2,2,3,1,2,3,2,5,2,3,0,3,0,0.0
2021년07월_계_총인구수,"542,635","45,497","40,945","31,501","48,895","31,304","28,166","6,525","9,710","22,482","13,172","13,946","31,825","12,202","20,178","16,526","10,632","32,884","22,745","24,378","28,107","25,437","22,992","2,586"
2021년07월_계_연령구간인구수,"542,635","45,497","40,945","31,501","48,895","31,304","28,166","6,525","9,710","22,482","13,172","13,946","31,825","12,202","20,178","16,526","10,632","32,884","22,745","24,378","28,107","25,437","22,992","2,586"
2021년07월_계_0~9세,"48,301","4,377","2,271","3,784","6,457","4,705","3,220",331,426,"1,133",632,572,"2,677",615,"1,320",664,753,"2,558","1,803","2,377","2,794","2,291","2,021",520
2021년07월_계_10~19세,"56,306","4,428","3,420","4,405","6,530","3,991","2,141",367,725,"1,564",900,"1,192","2,967",852,"1,865","1,200",752,"3,381","2,778","3,523","3,268","2,672","3,170",215
2021년07월_계_20~29세,"71,584","6,326","6,442","3,938","5,624","3,396","3,391","1,047","1,550","3,143","1,693","2,068","4,147","1,733","2,833","2,328","1,263","4,672","2,831","2,760","3,815","3,214","3,200",170
2021년07월_계_30~39세,"78,172","7,998","4,877","5,600","7,976","5,617","4,718",902,"1,194","2,926","1,494","1,565","4,337","1,547","2,555","1,811","1,616","4,550","2,491","3,147","4,366","3,363","2,759",763
2021년07월_계_40~49세,"95,247","8,526","6,097","6,491","10,161","6,460","4,632",798,"1,276","3,168","1,845","2,007","4,986","1,804","2,937","2,239","1,545","5,764","4,380","5,473","5,395","4,461","4,299",503
2021년07월_계_50~59세,"93,621","7,015","8,512","4,234","6,758","4,066","4,587","1,544","2,197","4,559","2,687","2,878","5,861","2,482","3,924","3,336","1,919","5,882","4,086","3,776","4,650","4,496","3,928",244
2021년07월_계_60~69세,"62,197","4,292","5,667","2,020","3,695","2,204","3,503","1,079","1,555","3,760","2,381","2,258","4,554","1,918","3,046","2,966","1,764","3,726","2,331","1,851","2,367","3,017","2,122",121
2021년07월_계_70~79세,"24,721","1,764","2,267",674,"1,156",597,"1,344",285,499,"1,529","1,064",941,"1,619",851,"1,081","1,284",665,"1,573","1,334",983,936,"1,256",990,29
2021년07월_계_80~89세,"10,692",654,"1,181",314,456,218,525,130,255,596,407,408,575,363,520,601,301,684,644,418,446,550,430,16
2021년07월_계_90~99세,"1,715",114,200,40,78,49,101,35,29,100,67,55,97,34,94,94,52,87,64,67,69,112,73,4
2021년07월_계_100세 이상,79,3,11,1,4,1,4,7,4,4,2,2,5,3,3,3,2,7,3,3,1,5,0,1
2021년07월_남_총인구수,"274,060","23,161","20,850","15,708","24,283","15,521","14,161","3,423","4,848","11,573","6,866","7,067","15,881","6,484","9,840","8,406","5,489","16,991","11,569","12,346","13,979","12,976","11,328","1,310"
2021년07월_남_연령구간인구수,"274,060","23,161","20,850","15,708","24,283","15,521","14,161","3,423","4,848","11,573","6,866","7,067","15,881","6,484","9,840","8,406","5,489","16,991","11,569","12,346","13,979","12,976","11,328","1,310"
2021년07월_남_0~9세,"24,961","2,264","1,145","2,008","3,363","2,388","1,714",162,204,588,317,326,"1,356",320,687,343,376,"1,330",933,"1,237","1,428","1,154","1,044",274
2021년07월_남_10~19세,"28,842","2,325","1,767","2,206","3,355","2,022","1,121",189,381,819,488,579,"1,465",430,942,627,408,"1,707","1,434","1,829","1,670","1,393","1,585",100
2021년07월_남_20~29세,"37,138","3,263","3,474","1,921","2,820","1,709","1,724",587,802,"1,703",966,"1,118","2,156",937,"1,485","1,222",641,"2,463","1,518","1,421","1,882","1,650","1,596",80
2021년07월_남_30~39세,"39,972","4,111","2,646","2,796","3,722","2,647","2,334",489,656,"1,645",841,900,"2,183",898,"1,314","1,006",850,"2,498","1,284","1,545","2,175","1,706","1,344",382
2021년07월_남_40~49세,"48,710","4,472","3,124","3,162","5,025","3,241","2,467",458,657,"1,749","1,007","1,053","2,559","1,025","1,387","1,175",837,"2,999","2,210","2,718","2,686","2,328","2,104",267
2021년07월_남_50~59세,"47,416","3,527","4,287","2,194","3,398","2,021","2,250",783,"1,024","2,275","1,368","1,423","2,887","1,345","1,835","1,668",983,"3,087","2,184","2,113","2,372","2,296","1,973",123
2021년07월_남_60~69세,"31,634","2,126","2,960","1,021","1,875","1,150","1,744",574,830,"1,880","1,209","1,119","2,291","1,015","1,507","1,503",953,"1,933","1,145",875,"1,164","1,633","1,063",64
2021년07월_남_70~79세,"11,479",828,981,290,551,281,636,138,219,728,516,427,785,381,503,627,335,736,588,438,411,611,455,14
2021년07월_남_80~89세,"3,547",225,416,107,159,54,154,35,67,161,137,115,186,121,160,213,93,223,251,159,169,187,149,6
2021년07월_남_90~99세,338,18,47,3,15,7,16,5,5,23,17,7,12,10,19,22,13,14,21,11,21,17,15,0
2021년07월_남_100세 이상,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021년07월_여_총인구수,"268,575","22,336","20,095","15,793","24,612","15,783","14,005","3,102","4,862","10,909","6,306","6,879","15,944","5,718","10,338","8,120","5,143","15,893","11,176","12,032","14,128","12,461","11,664","1,276"
2021년07월_여_연령구간인구수,"268,575","22,336","20,095","15,793","24,612","15,783","14,005","3,102","4,862","10,909","6,306","6,879","15,944","5,718","10,338","8,120","5,143","15,893","11,176","12,032","14,128","12,461","11,664","1,276"
2021년07월_여_0~9세,"23,340","2,113","1,126","1,776","3,094","2,317","1,506",169,222,545,315,246,"1,321",295,633,321,377,"1,228",870,"1,140","1,366","1,137",977,246
2021년07월_여_10~19세,"27,464","2,103","1,653","2,199","3,175","1,969","1,020",178,344,745,412,613,"1,502",422,923,573,344,"1,674","1,344","1,694","1,598","1,279","1,585",115
2021년07월_여_20~29세,"34,446","3,063","2,968","2,017","2,804","1,687","1,667",460,748,"1,440",727,950,"1,991",796,"1,348","1,106",622,"2,209","1,313","1,339","1,933","1,564","1,604",90
2021년07월_여_30~39세,"38,200","3,887","2,231","2,804","4,254","2,970","2,384",413,538,"1,281",653,665,"2,154",649,"1,241",805,766,"2,052","1,207","1,602","2,191","1,657","1,415",381
2021년07월_여_40~49세,"46,537","4,054","2,973","3,329","5,136","3,219","2,165",340,619,"1,419",838,954,"2,427",779,"1,550","1,064",708,"2,765","2,170","2,755","2,709","2,133","2,195",236
2021년07월_여_50~59세,"46,205","3,488","4,225","2,040","3,360","2,045","2,337",761,"1,173","2,284","1,319","1,455","2,974","1,137","2,089","1,668",936,"2,795","1,902","1,663","2,278","2,200","1,955",121
2021년07월_여_60~69세,"30,563","2,166","2,707",999,"1,820","1,054","1,759",505,725,"1,880","1,172","1,139","2,263",903,"1,539","1,463",811,"1,793","1,186",976,"1,203","1,384","1,059",57
2021년07월_여_70~79세,"13,242",936,"1,286",384,605,316,708,147,280,801,548,514,834,470,578,657,330,837,746,545,525,645,535,15
2021년07월_여_80~89세,"7,145",429,765,207,297,164,371,95,188,435,270,293,389,242,360,388,208,461,393,259,277,363,281,10
2021년07월_여_90~99세,"1,377",96,153,37,63,42,85,30,24,77,50,48,85,24,75,72,39,73,43,56,48,95,58,4
2021년07월_여_100세 이상,56,1,8,1,4,0,3,4,1,2,2,2,4,1,2,3,2,6,2,3,0,4,0,1
2021년08월_계_총인구수,"544,726","45,505","40,847","31,486","48,860","31,357","28,096","6,503","9,668","22,430","13,130","13,894","31,784","12,167","20,120","16,516","10,583","32,844","22,703","24,252","28,042","25,423","22,934","5,582"
2021년08월_계_연령구간인구수,"544,726","45,505","40,847","31,486","48,860","31,357","28,096","6,503","9,668","22,430","13,130","13,894","31,784","12,167","20,120","16,516","10,583","32,844","22,703","24,252","28,042","25,423","22,934","5,582"
2021년08월_계_0~9세,"48,484","4,334","2,235","3,767","6,375","4,685","3,204",326,424,"1,111",628,562,"2,663",608,"1,316",668,754,"2,529","1,773","2,322","2,764","2,292","1,997","1,147"
2021년08월_계_10~19세,"56,473","4,427","3,429","4,410","6,575","4,024","2,150",366,715,"1,542",906,"1,187","2,958",841,"1,860","1,197",738,"3,370","2,765","3,505","3,272","2,666","3,138",432
2021년08월_계_20~29세,"71,523","6,310","6,402","3,934","5,592","3,380","3,335","1,041","1,540","3,139","1,681","2,039","4,118","1,726","2,797","2,327","1,257","4,631","2,842","2,761","3,812","3,189","3,200",470
2021년08월_계_30~39세,"78,677","7,980","4,853","5,606","7,937","5,601","4,693",893,"1,184","2,916","1,479","1,566","4,304","1,551","2,541","1,825","1,592","4,557","2,459","3,084","4,330","3,353","2,733","1,640"
2021년08월_계_40~49세,"95,513","8,516","6,056","6,460","10,166","6,462","4,623",788,"1,255","3,158","1,823","1,984","4,989","1,788","2,930","2,237","1,542","5,744","4,364","5,447","5,381","4,473","4,279","1,048"
2021년08월_계_50~59세,"93,849","7,049","8,486","4,249","6,770","4,119","4,587","1,538","2,199","4,543","2,688","2,876","5,848","2,459","3,897","3,325","1,905","5,903","4,096","3,787","4,641","4,488","3,942",454
2021년08월_계_60~69세,"62,777","4,336","5,719","2,035","3,730","2,216","3,523","1,086","1,562","3,777","2,379","2,279","4,601","1,947","3,075","2,965","1,761","3,754","2,354","1,866","2,384","3,033","2,135",260
2021년08월_계_70~79세,"24,841","1,776","2,268",668,"1,166",604,"1,349",290,500,"1,538","1,068",938,"1,621",844,"1,080","1,277",672,"1,572","1,341",985,941,"1,252","1,000",91
2021년08월_계_80~89세,"10,779",654,"1,190",319,464,214,527,133,255,601,408,404,579,366,525,599,308,687,643,424,451,561,436,31
2021년08월_계_90~99세,"1,731",120,198,37,81,51,101,35,30,101,68,57,98,34,97,93,52,90,63,68,65,110,74,8
2021년08월_계_100세 이상,79,3,11,1,4,1,4,7,4,4,2,2,5,3,2,3,2,7,3,3,1,6,0,1
2021년08월_남_총인구수,"275,064","23,180","20,782","15,693","24,248","15,554","14,135","3,399","4,819","11,554","6,833","7,035","15,871","6,469","9,806","8,404","5,462","16,956","11,553","12,291","13,947","12,970","11,310","2,793"
2021년08월_남_연령구간인구수,"275,064","23,180","20,782","15,693","24,248","15,554","14,135","3,399","4,819","11,554","6,833","7,035","15,871","6,469","9,806","8,404","5,462","16,956","11,553","12,291","13,947","12,970","11,310","2,793"
2021년08월_남_0~9세,"25,023","2,232","1,120","1,996","3,314","2,380","1,710",159,204,579,318,317,"1,356",316,685,340,376,"1,309",916,"1,202","1,411","1,151","1,040",592
2021년08월_남_10~19세,"28,920","2,335","1,769","2,211","3,376","2,038","1,124",192,374,807,487,580,"1,457",424,943,628,402,"1,703","1,422","1,825","1,672","1,387","1,560",204
2021년08월_남_20~29세,"37,078","3,252","3,453","1,901","2,809","1,709","1,703",579,805,"1,700",955,"1,102","2,150",936,"1,459","1,217",638,"2,449","1,535","1,414","1,876","1,632","1,599",205
2021년08월_남_30~39세,"40,186","4,101","2,627","2,812","3,712","2,637","2,309",479,641,"1,649",828,895,"2,163",901,"1,308","1,015",829,"2,484","1,268","1,511","2,160","1,712","1,336",809
2021년08월_남_40~49세,"48,903","4,477","3,105","3,151","5,004","3,227","2,474",451,649,"1,746",998,"1,042","2,572","1,014","1,384","1,174",844,"2,984","2,202","2,711","2,682","2,338","2,100",574
2021년08월_남_50~59세,"47,489","3,536","4,262","2,195","3,413","2,065","2,242",778,"1,017","2,263","1,363","1,421","2,871","1,338","1,813","1,661",976,"3,103","2,183","2,127","2,362","2,295","1,977",228
2021년08월_남_60~69세,"31,961","2,155","2,996","1,029","1,888","1,153","1,759",578,833,"1,889","1,211","1,128","2,317","1,029","1,529","1,506",949,"1,949","1,161",890,"1,180","1,634","1,069",129
2021년08월_남_70~79세,"11,558",838,986,287,554,286,643,140,220,735,518,428,787,378,506,626,337,736,592,437,412,611,462,39
2021년08월_남_80~89세,"3,584",232,418,109,163,51,154,35,67,161,138,114,184,122,158,215,97,224,253,162,170,193,153,11
2021년08월_남_90~99세,339,20,43,2,15,7,16,5,6,23,17,8,13,9,20,22,14,14,20,12,21,16,14,2
2021년08월_남_100세 이상,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021년08월_여_총인구수,"269,662","22,325","20,065","15,793","24,612","15,803","13,961","3,104","4,849","10,876","6,297","6,859","15,913","5,698","10,314","8,112","5,121","15,888","11,150","11,961","14,095","12,453","11,624","2,789"
2021년08월_여_연령구간인구수,"269,662","22,325","20,065","15,793","24,612","15,803","13,961","3,104","4,849","10,876","6,297","6,859","15,913","5,698","10,314","8,112","5,121","15,888","11,150","11,961","14,095","12,453","11,624","2,789"
2021년08월_여_0~9세,"23,461","2,102","1,115","1,771","3,061","2,305","1,494",167,220,532,310,245,"1,307",292,631,328,378,"1,220",857,"1,120","1,353","1,141",957,555
2021년08월_여_10~19세,"27,553","2,092","1,660","2,199","3,199","1,986","1,026",174,341,735,419,607,"1,501",417,917,569,336,"1,667","1,343","1,680","1,600","1,279","1,578",228
2021년08월_여_20~29세,"34,445","3,058","2,949","2,033","2,783","1,671","1,632",462,735,"1,439",726,937,"1,968",790,"1,338","1,110",619,"2,182","1,307","1,347","1,936","1,557","1,601",265
2021년08월_여_30~39세,"38,491","3,879","2,226","2,794","4,225","2,964","2,384",414,543,"1,267",651,671,"2,141",650,"1,233",810,763,"2,073","1,191","1,573","2,170","1,641","1,397",831
2021년08월_여_40~49세,"46,610","4,039","2,951","3,309","5,162","3,235","2,149",337,606,"1,412",825,942,"2,417",774,"1,546","1,063",698,"2,760","2,162","2,736","2,699","2,135","2,179",474
2021년08월_여_50~59세,"46,360","3,513","4,224","2,054","3,357","2,054","2,345",760,"1,182","2,280","1,325","1,455","2,977","1,121","2,084","1,664",929,"2,800","1,913","1,660","2,279","2,193","1,965",226
2021년08월_여_60~69세,"30,816","2,181","2,723","1,006","1,842","1,063","1,764",508,729,"1,888","1,168","1,151","2,284",918,"1,546","1,459",812,"1,805","1,193",976,"1,204","1,399","1,066",131
2021년08월_여_70~79세,"13,283",938,"1,282",381,612,318,706,150,280,803,550,510,834,466,574,651,335,836,749,548,529,641,538,52
2021년08월_여_80~89세,"7,195",422,772,210,301,163,373,98,188,440,270,290,395,244,367,384,211,463,390,262,281,368,283,20
2021년08월_여_90~99세,"1,392",100,155,35,66,44,85,30,24,78,51,49,85,25,77,71,38,76,43,56,44,94,60,6
2021년08월_여_100세 이상,56,1,8,1,4,0,3,4,1,2,2,2,4,1,1,3,2,6,2,3,0,5,0,1
2021년09월_계_총인구수,"549,053","45,440","40,718","31,463","48,880","31,376","28,067","6,479","9,677","22,424","13,098","13,864","31,751","12,176","20,089","16,554","10,550","32,801","22,595","23,987","27,951","25,471","22,854","10,788"
2021년09월_계_연령구간인구수,"549,053","45,440","40,718","31,463","48,880","31,376","28,067","6,479","9,677","22,424","13,098","13,864","31,751","12,176","20,089","16,554","10,550","32,801","22,595","23,987","27,951","25,471","22,854","10,788"
2021년09월_계_0~9세,"48,989","4,286","2,203","3,741","6,350","4,673","3,191",321,416,"1,093",624,549,"2,660",608,"1,290",677,746,"2,499","1,725","2,283","2,728","2,271","1,992","2,063"
2021년09월_계_10~19세,"56,724","4,417","3,389","4,402","6,591","4,030","2,158",359,709,"1,543",899,"1,183","2,953",845,"1,861","1,194",733,"3,350","2,731","3,419","3,249","2,685","3,113",911
2021년09월_계_20~29세,"71,771","6,286","6,388","3,924","5,582","3,368","3,320","1,034","1,540","3,112","1,664","2,022","4,090","1,724","2,779","2,336","1,250","4,611","2,841","2,745","3,836","3,181","3,175",963
2021년09월_계_30~39세,"79,804","7,948","4,850","5,604","7,911","5,588","4,665",895,"1,193","2,937","1,470","1,568","4,288","1,550","2,518","1,825","1,587","4,556","2,429","3,034","4,296","3,352","2,715","3,025"
2021년09월_계_40~49세,"96,224","8,512","5,994","6,449","10,185","6,486","4,630",780,"1,255","3,148","1,822","1,988","4,965","1,789","2,932","2,231","1,534","5,723","4,327","5,371","5,347","4,479","4,263","2,014"
2021년09월_계_50~59세,"94,376","7,061","8,483","4,262","6,796","4,123","4,605","1,528","2,201","4,525","2,674","2,869","5,837","2,447","3,898","3,313","1,911","5,925","4,132","3,789","4,648","4,499","3,931",919
2021년09월_계_60~69세,"63,456","4,377","5,749","2,053","3,741","2,237","3,507","1,101","1,574","3,814","2,392","2,281","4,644","1,963","3,096","2,994","1,760","3,759","2,354","1,863","2,394","3,061","2,154",588
2021년09월_계_70~79세,"24,963","1,770","2,266",673,"1,162",601,"1,353",289,497,"1,540","1,068",933,"1,623",841,"1,090","1,284",667,"1,577","1,338",980,934,"1,260",998,219
2021년09월_계_80~89세,"10,911",657,"1,188",314,476,216,535,129,258,607,414,412,586,371,526,604,309,700,653,427,453,566,438,72
2021년09월_계_90~99세,"1,753",123,197,40,81,52,99,36,30,101,69,57,100,35,97,93,51,94,62,73,65,110,75,13
2021년09월_계_100세 이상,82,3,11,1,5,2,4,7,4,4,2,2,5,3,2,3,2,7,3,3,1,7,0,1
2021년09월_남_총인구수,"277,255","23,159","20,715","15,675","24,262","15,563","14,125","3,384","4,837","11,556","6,809","7,020","15,850","6,478","9,800","8,417","5,460","16,942","11,491","12,173","13,910","12,989","11,270","5,370"
2021년09월_남_연령구간인구수,"277,255","23,159","20,715","15,675","24,262","15,563","14,125","3,384","4,837","11,556","6,809","7,020","15,850","6,478","9,800","8,417","5,460","16,942","11,491","12,173","13,910","12,989","11,270","5,370"
2021년09월_남_0~9세,"25,266","2,207","1,105","1,976","3,304","2,372","1,702",153,201,568,316,312,"1,349",318,670,344,374,"1,283",885,"1,189","1,400","1,140","1,042","1,056"
2021년09월_남_10~19세,"29,053","2,334","1,740","2,201","3,385","2,050","1,130",189,372,811,482,580,"1,459",426,951,626,398,"1,695","1,410","1,782","1,660","1,393","1,545",434
2021년09월_남_20~29세,"37,160","3,240","3,442","1,898","2,798","1,700","1,697",578,809,"1,690",944,"1,092","2,137",938,"1,448","1,213",641,"2,431","1,530","1,402","1,888","1,627","1,584",433
2021년09월_남_30~39세,"40,774","4,097","2,630","2,804","3,712","2,631","2,302",478,648,"1,658",821,898,"2,152",903,"1,294","1,024",833,"2,480","1,254","1,502","2,144","1,712","1,327","1,470"
2021년09월_남_40~49세,"49,312","4,474","3,079","3,144","5,010","3,229","2,469",447,649,"1,736",996,"1,046","2,559","1,016","1,388","1,165",843,"2,992","2,187","2,666","2,665","2,344","2,093","1,115"
2021년09월_남_50~59세,"47,754","3,527","4,264","2,211","3,425","2,076","2,251",773,"1,019","2,264","1,356","1,417","2,867","1,328","1,814","1,652",980,"3,123","2,193","2,128","2,361","2,304","1,966",455
2021년09월_남_60~69세,"32,319","2,186","3,007","1,042","1,894","1,160","1,749",582,843,"1,908","1,221","1,123","2,336","1,039","1,538","1,527",945,"1,953","1,166",893,"1,188","1,645","1,084",290
2021년09월_남_70~79세,"11,612",836,989,288,551,285,648,142,220,734,514,423,791,375,517,629,333,738,591,437,411,613,460,87
2021년09월_남_80~89세,"3,640",235,411,109,168,53,160,34,67,163,141,120,186,123,159,215,99,232,255,162,170,194,155,29
2021년09월_남_90~99세,342,21,45,2,15,6,16,5,6,22,18,9,13,10,20,22,14,14,19,12,22,16,14,1
2021년09월_남_100세 이상,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021년09월_여_총인구수,"271,798","22,281","20,003","15,788","24,618","15,813","13,942","3,095","4,840","10,868","6,289","6,844","15,901","5,698","10,289","8,137","5,090","15,859","11,104","11,814","14,041","12,482","11,584","5,418"
2021년09월_여_연령구간인구수,"271,798","22,281","20,003","15,788","24,618","15,813","13,942","3,095","4,840","10,868","6,289","6,844","15,901","5,698","10,289","8,137","5,090","15,859","11,104","11,814","14,041","12,482","11,584","5,418"
2021년09월_여_0~9세,"23,723","2,079","1,098","1,765","3,046","2,301","1,489",168,215,525,308,237,"1,311",290,620,333,372,"1,216",840,"1,094","1,328","1,131",950,"1,007"
2021년09월_여_10~19세,"27,671","2,083","1,649","2,201","3,206","1,980","1,028",170,337,732,417,603,"1,494",419,910,568,335,"1,655","1,321","1,637","1,589","1,292","1,568",477
2021년09월_여_20~29세,"34,611","3,046","2,946","2,026","2,784","1,668","1,623",456,731,"1,422",720,930,"1,953",786,"1,331","1,123",609,"2,180","1,311","1,343","1,948","1,554","1,591",530
2021년09월_여_30~39세,"39,030","3,851","2,220","2,800","4,199","2,957","2,363",417,545,"1,279",649,670,"2,136",647,"1,224",801,754,"2,076","1,175","1,532","2,152","1,640","1,388","1,555"
2021년09월_여_40~49세,"46,912","4,038","2,915","3,305","5,175","3,257","2,161",333,606,"1,412",826,942,"2,406",773,"1,544","1,066",691,"2,731","2,140","2,705","2,682","2,135","2,170",899
2021년09월_여_50~59세,"46,622","3,534","4,219","2,051","3,371","2,047","2,354",755,"1,182","2,261","1,318","1,452","2,970","1,119","2,084","1,661",931,"2,802","1,939","1,661","2,287","2,195","1,965",464
2021년09월_여_60~69세,"31,137","2,191","2,742","1,011","1,847","1,077","1,758",519,731,"1,906","1,171","1,158","2,308",924,"1,558","1,467",815,"1,806","1,188",970,"1,206","1,416","1,070",298
2021년09월_여_70~79세,"13,351",934,"1,277",385,611,316,705,147,277,806,554,510,832,466,573,655,334,839,747,543,523,647,538,132
2021년09월_여_80~89세,"7,271",422,777,205,308,163,375,95,191,444,273,292,400,248,367,389,210,468,398,265,283,372,283,43
2021년09월_여_90~99세,"1,411",102,152,38,66,46,83,31,24,79,51,48,87,25,77,71,37,80,43,61,43,94,61,12
2021년09월_여_100세 이상,59,1,8,1,5,1,3,4,1,2,2,2,4,1,1,3,2,6,2,3,0,6,0,1
2021년10월_계_총인구수,"552,338","45,439","40,702","31,493","48,899","31,418","28,046","6,487","9,643","22,404","13,043","13,847","31,698","12,251","20,017","16,566","10,524","32,792","22,543","23,925","27,839","25,493","22,802","14,467"
2021년10월_계_연령구간인구수,"552,338","45,439","40,702","31,493","48,899","31,418","28,046","6,487","9,643","22,404","13,043","13,847","31,698","12,251","20,017","16,566","10,524","32,792","22,543","23,925","27,839","25,493","22,802","14,467"
2021년10월_계_0~9세,"49,318","4,250","2,198","3,730","6,306","4,669","3,183",327,416,"1,085",617,538,"2,643",609,"1,275",681,744,"2,471","1,704","2,250","2,690","2,274","1,962","2,696"
