카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2020년11월_계_80~89세,"15,031","7,978",916,338,382,345,298,254,415,260,309,176,383,498,423,559,661,"1,007",754,"7,053","1,264",597,634,531,488,407,330,577,478,393,397,572,385,,
2020년11월_계_90~99세,"2,212","1,195",126,45,69,61,47,26,71,40,39,29,56,57,67,81,100,169,112,"1,017",162,80,77,81,57,74,60,73,78,65,77,78,55,,
2020년11월_계_100세 이상,176,89,0,0,2,1,3,2,7,4,11,2,9,5,11,7,3,12,10,87,31,2,4,14,10,6,1,5,2,3,3,5,1,,
2020년11월_남_총인구수,"336,256","130,852","12,384","2,246","2,187","2,233","1,711","1,263","3,252","1,140","2,896","1,882","4,562","4,885","9,283","12,090","23,005","28,002","17,831","205,404","12,702","11,491","10,676","4,594","8,490","13,639","6,944","18,678","9,261","20,502","35,091","23,466","29,870",,
2020년11월_남_연령구간인구수,"336,256","130,852","12,384","2,246","2,187","2,233","1,711","1,263","3,252","1,140","2,896","1,882","4,562","4,885","9,283","12,090","23,005","28,002","17,831","205,404","12,702","11,491","10,676","4,594","8,490","13,639","6,944","18,678","9,261","20,502","35,091","23,466","29,870",,
2020년11월_남_0~9세,"31,870","10,541",889,81,56,67,43,26,118,15,87,46,235,145,583,"1,121","2,517","3,110","1,402","21,329",630,922,757,144,401,492,478,"1,760",720,"2,911","5,389","1,988","4,737",,
2020년11월_남_10~19세,"35,571","13,681","1,444",124,113,131,91,48,181,47,148,87,389,393,768,"1,680","3,102","3,590","1,345","21,890","1,210","1,225",993,310,513,686,617,"2,619","1,303","2,963","4,781","2,104","2,566",,
2020년11월_남_20~29세,"50,637","18,737","1,554",245,209,221,141,118,529,80,295,250,622,662,"1,483","1,599","3,375","3,761","3,593","31,900","1,614","1,434","1,456",537,"1,310","3,232","1,281","3,156","1,421","2,698","4,427","5,095","4,239",,
2020년11월_남_30~39세,"56,177","17,508","1,311",202,152,195,120,117,338,54,302,233,492,539,"1,391","1,273","3,621","4,289","2,879","38,669","1,221","1,562","1,608",457,"1,304","3,380","1,007","2,541","1,204","3,360","7,313","5,087","8,625",,
2020년11월_남_40~49세,"57,800","22,095","2,348",272,249,281,210,168,439,128,378,280,656,718,"1,539","2,248","4,563","5,044","2,574","35,705","2,080","2,264","2,053",658,"1,337","2,140",966,"3,149","1,504","3,978","6,834","3,703","5,039",,
2020년11월_남_50~59세,"53,027","22,482","2,368",432,473,471,370,267,618,257,626,370,912,986,"1,690","2,104","3,465","4,249","2,824","30,545","2,360","2,033","1,876",993,"1,706","1,902","1,194","3,196","1,679","2,826","4,473","3,303","3,004",,
2020년11월_남_60~69세,"31,879","15,621","1,449",509,536,481,402,265,583,274,594,374,723,779,"1,194","1,280","1,606","2,554","2,018","16,258","1,930","1,282","1,182",829,"1,176","1,239",931,"1,547",948,"1,228","1,334","1,409","1,223",,
2020년11월_남_70~79세,"13,566","7,088",680,257,264,251,227,154,280,179,327,167,384,451,479,569,544,"1,005",870,"6,478","1,134",536,507,445,550,433,337,503,340,411,395,555,332,,
2020년11월_남_80~89세,"5,176","2,796",308,112,117,122,99,95,148,98,122,62,134,197,140,193,185,360,304,"2,380",473,214,227,190,174,122,117,187,130,111,131,206,98,,
2020년11월_남_90~99세,507,280,33,12,18,13,7,5,17,7,13,13,13,13,13,19,26,37,21,227,41,19,17,29,16,13,16,17,11,15,13,13,7,,
2020년11월_남_100세 이상,46,23,0,0,0,0,1,0,1,1,4,0,2,2,3,4,1,3,1,23,9,0,0,2,3,0,0,3,1,1,1,3,0,,
2020년11월_여_총인구수,"322,721","127,417","11,856","1,899","2,141","2,096","1,547","1,061","2,871",986,"2,619","1,712","4,258","4,584","8,888","12,120","22,168","27,944","18,667","195,304","11,738","10,454","8,959","3,974","7,597","11,888","7,136","19,407","9,832","20,340","34,889","22,065","27,025",,
2020년11월_여_연령구간인구수,"322,721","127,417","11,856","1,899","2,141","2,096","1,547","1,061","2,871",986,"2,619","1,712","4,258","4,584","8,888","12,120","22,168","27,944","18,667","195,304","11,738","10,454","8,959","3,974","7,597","11,888","7,136","19,407","9,832","20,340","34,889","22,065","27,025",,
2020년11월_여_0~9세,"30,461","9,939",837,69,53,61,41,29,136,12,80,41,189,146,516,"1,089","2,325","2,966","1,349","20,522",606,961,649,146,365,472,411,"1,731",756,"2,838","5,109","1,886","4,592",,
2020년11월_여_10~19세,"33,031","12,645","1,322",116,77,118,86,39,162,28,137,89,287,311,671,"1,595","2,828","3,427","1,352","20,386","1,051","1,182",892,257,539,639,609,"2,399","1,092","2,761","4,600","1,964","2,401",,
2020년11월_여_20~29세,"45,746","16,615","1,233",141,170,158,102,74,253,53,259,247,487,500,"1,399","1,313","2,872","3,396","3,958","29,131","1,212","1,119",956,351,"1,085","3,214","1,221","2,900","1,284","2,426","4,398","4,944","4,021",,
2020년11월_여_30~39세,"49,583","15,861","1,225",134,126,138,74,58,216,38,196,162,393,346,"1,117","1,413","3,264","4,255","2,706","33,722",970,"1,350","1,084",270,904,"2,192",861,"2,592","1,193","3,650","7,502","3,968","7,186",,
2020년11월_여_40~49세,"54,212","20,864","2,201",164,204,230,125,79,306,56,300,189,578,663,"1,432","2,251","4,478","5,112","2,496","33,348","1,688","1,915","1,553",453,"1,088","1,662",975,"3,596","1,681","3,870","7,145","3,572","4,150",,
2020년11월_여_50~59세,"50,211","21,510","2,037",352,424,392,282,178,581,182,461,304,854,920,"1,620","2,071","3,387","4,245","3,220","28,701","1,969","1,680","1,588",797,"1,448","1,628","1,397","3,523","1,864","2,779","4,078","3,215","2,735",,
2020년11월_여_60~69세,"31,252","15,399","1,434",408,467,465,351,237,532,234,592,331,752,811,"1,196","1,252","1,676","2,545","2,116","15,853","1,953","1,162","1,112",774,"1,143","1,185",987,"1,549",988,"1,209","1,250","1,397","1,144",,
2020년11월_여_70~79세,"16,535","8,421",866,256,302,262,245,185,358,185,374,217,419,539,592,705,786,"1,210",920,"8,114","1,355",639,654,521,663,544,417,669,558,473,475,686,460,,
2020년11월_여_80~89세,"9,855","5,182",608,226,265,223,199,159,267,162,187,114,249,301,283,366,476,647,450,"4,673",791,383,407,341,314,285,213,390,348,282,266,366,287,,
2020년11월_여_90~99세,"1,705",915,93,33,51,48,40,21,54,33,26,16,43,44,54,62,74,132,91,790,121,61,60,52,41,61,44,56,67,50,64,65,48,,
2020년11월_여_100세 이상,130,66,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,9,64,22,2,4,12,7,6,1,2,1,2,2,2,1,,
2020년12월_계_총인구수,"658,808","258,009","24,260","4,123","4,323","4,357","3,247","2,324","6,082","2,119","5,477","3,587","8,816","9,463","18,175","23,932","45,197","55,933","36,594","400,799","24,358","21,892","19,716","8,551","16,096","25,600","14,048","37,998","19,045","40,784","69,849","45,933","56,929",,
2020년12월_계_연령구간인구수,"658,808","258,009","24,260","4,123","4,323","4,357","3,247","2,324","6,082","2,119","5,477","3,587","8,816","9,463","18,175","23,932","45,197","55,933","36,594","400,799","24,358","21,892","19,716","8,551","16,096","25,600","14,048","37,998","19,045","40,784","69,849","45,933","56,929",,
2020년12월_계_0~9세,"62,156","20,449","1,707",144,106,129,85,55,250,23,172,86,419,287,"1,103","2,203","4,837","6,072","2,771","41,707","1,222","1,859","1,419",289,760,958,883,"3,466","1,452","5,691","10,481","3,905","9,322",,
2020년12월_계_10~19세,"68,397","26,228","2,748",239,193,251,176,88,339,79,283,171,669,694,"1,442","3,250","5,910","7,006","2,690","42,169","2,249","2,404","1,869",557,"1,043","1,324","1,222","4,981","2,409","5,706","9,355","4,085","4,965",,
2020년12월_계_20~29세,"96,587","35,375","2,811",384,378,381,237,190,763,132,545,499,"1,112","1,169","2,870","2,844","6,264","7,150","7,646","61,212","2,813","2,552","2,428",887,"2,394","6,502","2,497","6,055","2,673","5,145","8,840","10,141","8,285",,
2020년12월_계_30~39세,"105,456","33,239","2,504",327,279,343,195,174,541,90,499,397,887,888,"2,525","2,653","6,852","8,516","5,569","72,217","2,175","2,899","2,708",725,"2,207","5,583","1,861","5,118","2,375","6,962","14,663","9,172","15,769",,
2020년12월_계_40~49세,"111,902","42,852","4,539",437,451,507,332,248,744,182,666,468,"1,224","1,375","2,967","4,433","9,059","10,158","5,062","69,050","3,737","4,151","3,624","1,101","2,419","3,790","1,939","6,713","3,184","7,868","13,972","7,344","9,208",,
2020년12월_계_50~59세,"103,038","43,830","4,433",772,878,874,636,446,"1,195",439,"1,073",664,"1,773","1,885","3,302","4,127","6,850","8,480","6,003","59,208","4,307","3,721","3,473","1,775","3,147","3,526","2,570","6,692","3,546","5,593","8,565","6,544","5,749",,
2020년12월_계_60~69세,"63,642","31,198","2,925",923,"1,012",954,762,504,"1,123",509,"1,176",712,"1,473","1,607","2,394","2,511","3,306","5,134","4,173","32,444","3,916","2,444","2,324","1,627","2,345","2,440","1,927","3,146","1,963","2,474","2,620","2,832","2,386",,
2020년12월_계_70~79세,"30,117","15,533","1,550",517,568,510,477,335,633,358,697,383,814,996,"1,073","1,265","1,339","2,223","1,795","14,584","2,479","1,172","1,160",961,"1,212",982,757,"1,173",889,882,870,"1,250",797,,
2020년12월_계_80~89세,"15,120","8,016",911,336,387,345,297,256,419,261,314,175,382,500,421,559,677,"1,013",763,"7,104","1,270",608,633,533,501,416,332,577,474,393,403,573,391,,
2020년12월_계_90~99세,"2,218","1,202",132,44,69,62,47,26,68,42,41,30,54,57,67,81,100,169,113,"1,016",160,80,74,82,58,73,58,72,78,67,77,81,56,,
2020년12월_계_100세 이상,175,87,0,0,2,1,3,2,7,4,11,2,9,5,11,6,3,12,9,88,30,2,4,14,10,6,2,5,2,3,3,6,1,,
2020년12월_남_총인구수,"336,221","130,719","12,402","2,239","2,182","2,253","1,702","1,267","3,230","1,133","2,872","1,879","4,560","4,889","9,299","11,962","23,008","27,979","17,863","205,502","12,666","11,460","10,721","4,587","8,498","13,682","6,919","18,637","9,223","20,487","35,021","23,685","29,916",,
2020년12월_남_연령구간인구수,"336,221","130,719","12,402","2,239","2,182","2,253","1,702","1,267","3,230","1,133","2,872","1,879","4,560","4,889","9,299","11,962","23,008","27,979","17,863","205,502","12,666","11,460","10,721","4,587","8,498","13,682","6,919","18,637","9,223","20,487","35,021","23,685","29,916",,
2020년12월_남_0~9세,"31,784","10,536",885,79,53,68,43,27,119,12,88,45,228,144,588,"1,122","2,516","3,105","1,414","21,248",627,909,764,143,402,489,470,"1,740",711,"2,878","5,369","2,018","4,728",,
2020년12월_남_10~19세,"35,432","13,601","1,426",123,113,130,89,48,178,49,149,84,381,379,765,"1,673","3,087","3,581","1,346","21,831","1,194","1,226",984,309,508,681,613,"2,605","1,305","2,957","4,773","2,100","2,576",,
2020년12월_남_20~29세,"50,760","18,740","1,567",245,206,228,137,118,514,77,290,250,626,667,"1,477","1,557","3,400","3,753","3,628","32,020","1,611","1,430","1,464",531,"1,305","3,264","1,282","3,160","1,404","2,718","4,433","5,153","4,265",,
2020년12월_남_30~39세,"56,037","17,451","1,297",200,155,203,122,115,330,55,301,235,491,544,"1,409","1,252","3,601","4,272","2,869","38,586","1,219","1,553","1,619",462,"1,298","3,397","1,003","2,537","1,190","3,347","7,210","5,152","8,599",,
2020년12월_남_40~49세,"57,791","22,071","2,337",273,248,279,208,169,443,127,370,283,658,720,"1,536","2,226","4,567","5,054","2,573","35,720","2,062","2,245","2,068",650,"1,338","2,123",959,"3,131","1,505","3,981","6,853","3,742","5,063",,
2020년12월_남_50~59세,"52,930","22,381","2,399",425,461,477,361,268,617,255,615,363,914,974,"1,687","2,075","3,458","4,232","2,800","30,549","2,352","2,045","1,874",987,"1,701","1,910","1,188","3,185","1,678","2,823","4,489","3,309","3,008",,
2020년12월_남_60~69세,"32,145","15,720","1,469",511,542,483,406,268,582,276,593,378,726,793,"1,198","1,276","1,610","2,573","2,036","16,425","1,948","1,281","1,199",838,"1,196","1,242",935,"1,571",956,"1,249","1,345","1,433","1,232",,
2020년12월_남_70~79세,"13,580","7,096",683,260,267,250,230,152,278,175,324,166,385,452,479,566,556,"1,006",867,"6,484","1,131",535,510,444,551,438,337,500,335,406,402,556,339,,
2020년12월_남_80~89세,"5,206","2,813",303,111,118,121,99,97,151,98,124,62,136,201,143,193,186,363,307,"2,393",472,218,226,191,180,125,117,188,126,112,134,205,99,,
2020년12월_남_90~99세,510,288,36,12,19,14,6,5,17,8,14,13,13,13,14,19,26,37,22,222,41,18,13,30,16,13,14,17,12,15,12,14,7,,
2020년12월_남_100세 이상,46,22,0,0,0,0,1,0,1,1,4,0,2,2,3,3,1,3,1,24,9,0,0,2,3,0,1,3,1,1,1,3,0,,
2020년12월_여_총인구수,"322,587","127,290","11,858","1,884","2,141","2,104","1,545","1,057","2,852",986,"2,605","1,708","4,256","4,574","8,876","11,970","22,189","27,954","18,731","195,297","11,692","10,432","8,995","3,964","7,598","11,918","7,129","19,361","9,822","20,297","34,828","22,248","27,013",,
2020년12월_여_연령구간인구수,"322,587","127,290","11,858","1,884","2,141","2,104","1,545","1,057","2,852",986,"2,605","1,708","4,256","4,574","8,876","11,970","22,189","27,954","18,731","195,297","11,692","10,432","8,995","3,964","7,598","11,918","7,129","19,361","9,822","20,297","34,828","22,248","27,013",,
2020년12월_여_0~9세,"30,372","9,913",822,65,53,61,42,28,131,11,84,41,191,143,515,"1,081","2,321","2,967","1,357","20,459",595,950,655,146,358,469,413,"1,726",741,"2,813","5,112","1,887","4,594",,
2020년12월_여_10~19세,"32,965","12,627","1,322",116,80,121,87,40,161,30,134,87,288,315,677,"1,577","2,823","3,425","1,344","20,338","1,055","1,178",885,248,535,643,609,"2,376","1,104","2,749","4,582","1,985","2,389",,
2020년12월_여_20~29세,"45,827","16,635","1,244",139,172,153,100,72,249,55,255,249,486,502,"1,393","1,287","2,864","3,397","4,018","29,192","1,202","1,122",964,356,"1,089","3,238","1,215","2,895","1,269","2,427","4,407","4,988","4,020",,
2020년12월_여_30~39세,"49,419","15,788","1,207",127,124,140,73,59,211,35,198,162,396,344,"1,116","1,401","3,251","4,244","2,700","33,631",956,"1,346","1,089",263,909,"2,186",858,"2,581","1,185","3,615","7,453","4,020","7,170",,
2020년12월_여_40~49세,"54,111","20,781","2,202",164,203,228,124,79,301,55,296,185,566,655,"1,431","2,207","4,492","5,104","2,489","33,330","1,675","1,906","1,556",451,"1,081","1,667",980,"3,582","1,679","3,887","7,119","3,602","4,145",,
2020년12월_여_50~59세,"50,108","21,449","2,034",347,417,397,275,178,578,184,458,301,859,911,"1,615","2,052","3,392","4,248","3,203","28,659","1,955","1,676","1,599",788,"1,446","1,616","1,382","3,507","1,868","2,770","4,076","3,235","2,741",,
2020년12월_여_60~69세,"31,497","15,478","1,456",412,470,471,356,236,541,233,583,334,747,814,"1,196","1,235","1,696","2,561","2,137","16,019","1,968","1,163","1,125",789,"1,149","1,198",992,"1,575","1,007","1,225","1,275","1,399","1,154",,
2020년12월_여_70~79세,"16,537","8,437",867,257,301,260,247,183,355,183,373,217,429,544,594,699,783,"1,217",928,"8,100","1,348",637,650,517,661,544,420,673,554,476,468,694,458,,
2020년12월_여_80~89세,"9,914","5,203",608,225,269,224,198,159,268,163,190,113,246,299,278,366,491,650,456,"4,711",798,390,407,342,321,291,215,389,348,281,269,368,292,,
2020년12월_여_90~99세,"1,708",914,96,32,50,48,41,21,51,34,27,17,41,44,53,62,74,132,91,794,119,62,61,52,42,60,44,55,66,52,65,67,49,,
2020년12월_여_100세 이상,129,65,0,0,2,1,2,2,6,3,7,2,7,3,8,3,2,9,8,64,21,2,4,12,7,6,1,2,1,2,2,3,1,,
2021년01월_계_총인구수,"658,488","257,683","24,325","4,129","4,311","4,345","3,211","2,310","6,057","2,113","5,471","3,580","8,810","9,434","18,180","23,724","45,150","55,939","36,594","400,805","24,324","21,831","19,806","8,513","16,029","25,666","14,067","37,910","19,073","40,689","69,816","46,154","56,927",,
2021년01월_계_연령구간인구수,"658,488","257,683","24,325","4,129","4,311","4,345","3,211","2,310","6,057","2,113","5,471","3,580","8,810","9,434","18,180","23,724","45,150","55,939","36,594","400,805","24,324","21,831","19,806","8,513","16,029","25,666","14,067","37,910","19,073","40,689","69,816","46,154","56,927",,
2021년01월_계_0~9세,"61,720","20,228","1,695",149,105,128,81,53,245,25,174,85,406,288,"1,091","2,166","4,746","6,027","2,764","41,492","1,203","1,847","1,423",286,753,964,883,"3,410","1,443","5,667","10,450","3,898","9,265",,
2021년01월_계_10~19세,"68,276","26,197","2,717",240,192,247,171,88,337,78,284,164,672,680,"1,452","3,246","5,890","7,035","2,704","42,079","2,252","2,378","1,877",543,"1,034","1,307","1,206","4,939","2,414","5,668","9,392","4,095","4,974",,
2021년01월_계_20~29세,"96,358","35,285","2,851",386,372,374,236,189,760,132,538,501,"1,099","1,169","2,854","2,784","6,308","7,136","7,596","61,073","2,811","2,549","2,449",886,"2,377","6,506","2,517","6,017","2,657","5,139","8,779","10,148","8,238",,
2021년01월_계_30~39세,"105,033","33,025","2,503",322,281,341,189,167,529,90,492,397,892,877,"2,527","2,624","6,794","8,458","5,542","72,008","2,154","2,862","2,716",716,"2,186","5,596","1,851","5,102","2,366","6,922","14,568","9,233","15,736",,
2021년01월_계_40~49세,"111,889","42,756","4,523",438,446,501,332,242,748,179,664,466,"1,218","1,361","2,965","4,402","9,032","10,172","5,067","69,133","3,699","4,138","3,617","1,085","2,412","3,796","1,947","6,701","3,190","7,850","14,036","7,393","9,269",,
2021년01월_계_50~59세,"102,956","43,670","4,447",762,862,859,612,441,"1,181",429,"1,069",659,"1,771","1,874","3,271","4,063","6,905","8,479","5,986","59,286","4,296","3,705","3,519","1,773","3,122","3,532","2,570","6,702","3,549","5,599","8,569","6,596","5,754",,
2021년01월_계_60~69세,"64,432","31,588","2,978",936,"1,024",972,768,511,"1,136",518,"1,176",719,"1,494","1,615","2,429","2,534","3,350","5,211","4,217","32,844","3,958","2,480","2,338","1,631","2,357","2,479","1,936","3,198","1,989","2,492","2,679","2,872","2,435",,
2021년01월_계_70~79세,"30,244","15,588","1,566",517,567,514,477,342,628,356,697,381,810,"1,001","1,077","1,261","1,336","2,231","1,827","14,656","2,480","1,179","1,159",965,"1,222",988,761,"1,189",897,883,867,"1,258",808,,
2021년01월_계_80~89세,"15,174","8,052",913,332,392,346,297,250,414,260,325,177,381,509,433,556,688,"1,008",771,"7,122","1,279",611,631,531,497,416,336,572,485,398,401,577,388,,
2021년01월_계_90~99세,"2,231","1,210",131,47,68,63,45,25,72,42,41,29,58,55,70,82,99,171,112,"1,021",162,79,72,83,59,76,58,75,81,67,72,78,59,,
2021년01월_계_100세 이상,175,84,1,0,2,0,3,2,7,4,11,2,9,5,11,6,2,11,8,91,30,3,5,14,10,6,2,5,2,4,3,6,1,,
2021년01월_남_총인구수,"336,108","130,546","12,450","2,239","2,178","2,254","1,681","1,258","3,213","1,137","2,850","1,879","4,561","4,865","9,275","11,858","22,988","28,007","17,853","205,562","12,652","11,435","10,764","4,560","8,464","13,750","6,930","18,606","9,229","20,424","35,037","23,782","29,929",,
2021년01월_남_연령구간인구수,"336,108","130,546","12,450","2,239","2,178","2,254","1,681","1,258","3,213","1,137","2,850","1,879","4,561","4,865","9,275","11,858","22,988","28,007","17,853","205,562","12,652","11,435","10,764","4,560","8,464","13,750","6,930","18,606","9,229","20,424","35,037","23,782","29,929",,
2021년01월_남_0~9세,"31,562","10,420",874,82,52,69,42,28,118,13,90,45,223,144,579,"1,101","2,461","3,081","1,418","21,142",624,911,762,143,401,490,472,"1,717",702,"2,869","5,359","1,995","4,697",,
2021년01월_남_10~19세,"35,337","13,576","1,417",125,110,128,84,48,172,48,151,80,380,371,773,"1,665","3,067","3,604","1,353","21,761","1,202","1,216",986,298,501,671,599,"2,576","1,305","2,931","4,807","2,094","2,575",,
2021년01월_남_20~29세,"50,661","18,697","1,588",244,208,227,136,114,508,79,278,256,622,665,"1,458","1,524","3,439","3,757","3,594","31,964","1,605","1,432","1,473",535,"1,291","3,296","1,293","3,140","1,398","2,706","4,395","5,137","4,263",,
2021년01월_남_30~39세,"55,832","17,367","1,300",200,157,202,120,112,329,55,294,231,497,536,"1,405","1,243","3,580","4,239","2,867","38,465","1,210","1,531","1,617",456,"1,296","3,392",997,"2,540","1,182","3,323","7,158","5,207","8,556",,
