카테고리,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2021년04월_계_30~39세,"65,019","2,749","1,846",941,"3,677","1,718","2,233","3,283","3,261","2,525","2,104","3,690","3,047","4,405","1,271","11,080","3,930","2,860","1,012","3,789","2,217","1,916","1,465",
2021년04월_계_40~49세,"87,955","3,551","1,799","1,108","4,021","1,922","2,764","5,169","4,490","3,675","2,321","4,502","4,022","10,639","2,223","13,644","6,265","2,586","1,220","5,108","2,685","2,347","1,894",
2021년04월_계_50~59세,"102,459","4,145","2,565","1,490","5,064","2,731","3,353","6,676","6,468","5,185","3,478","6,371","3,745","6,111","3,028","11,937","7,185","3,799","2,174","7,248","3,762","3,409","2,535",
2021년04월_계_60~69세,"75,304","3,868","2,506","1,376","3,746","2,203","2,277","3,667","3,582","2,643","2,708","3,948","2,641","2,978","3,175","8,355","5,169","3,006","2,680","5,816","3,332","3,437","2,191",
2021년04월_계_70~79세,"34,577","2,078","1,503",868,"1,594",935,"1,038","1,538","1,394","1,085",926,"1,879","1,057","1,328","2,074","3,653","2,136","1,222","1,364","2,241","1,768","1,826","1,070",
2021년04월_계_80~89세,"15,143",839,639,412,571,396,377,636,634,506,350,911,396,537,968,"1,514","1,023",546,636,"1,105",771,894,482,
2021년04월_계_90~99세,"1,816",79,59,36,68,39,49,62,63,47,42,110,49,79,106,186,143,80,97,138,89,116,79,
2021년04월_계_100세 이상,52,5,6,0,1,1,1,4,2,2,1,1,2,8,2,4,5,2,1,0,1,3,0,
2021년04월_남_총인구수,"272,745","11,543","7,031","4,100","13,235","6,813","8,629","15,774","14,693","11,769","8,451","16,465","10,846","21,380","7,819","37,584","18,864","9,942","5,417","17,512","9,698","8,776","6,404",
2021년04월_남_연령구간인구수,"272,745","11,543","7,031","4,100","13,235","6,813","8,629","15,774","14,693","11,769","8,451","16,465","10,846","21,380","7,819","37,584","18,864","9,942","5,417","17,512","9,698","8,776","6,404",
2021년04월_남_0~9세,"19,860",758,289,199,983,297,683,"1,024",918,676,453,721,"1,073","2,523",323,"4,457","1,461",586,168,"1,155",434,364,315,
2021년04월_남_10~19세,"28,040",941,353,287,"1,161",497,846,"1,865","1,530","1,245",709,"1,205","1,046","4,228",575,"4,359","2,555",778,317,"1,790",662,598,493,
2021년04월_남_20~29세,"41,439","1,444","1,070",649,"2,046","1,190","1,298","2,642","2,548","2,201","1,379","3,716","1,379","2,340",980,"4,818","2,873","1,789",677,"2,681","1,492","1,293",934,
2021년04월_남_30~39세,"33,911","1,412",958,489,"1,892",968,"1,157","1,726","1,758","1,352","1,190","2,202","1,560","1,929",704,"5,427","1,935","1,599",573,"1,977","1,224","1,053",826,
2021년04월_남_40~49세,"42,698","1,852","1,002",576,"1,969",958,"1,336","2,393","2,118","1,694","1,141","2,321","2,005","4,869","1,154","6,639","2,808","1,280",648,"2,365","1,397","1,192",981,
2021년04월_남_50~59세,"49,540","2,059","1,297",711,"2,405","1,293","1,612","3,312","3,114","2,548","1,628","3,232","1,845","3,304","1,518","5,660","3,368","1,739",996,"3,289","1,803","1,597","1,210",
2021년04월_남_60~69세,"36,239","1,826","1,181",643,"1,800","1,050","1,085","1,835","1,846","1,400","1,378","1,967","1,263","1,392","1,454","3,990","2,502","1,442","1,227","2,827","1,547","1,553","1,031",
2021년04월_남_70~79세,"15,438",944,642,374,749,415,475,733,622,473,432,804,511,589,795,"1,659",964,537,619,"1,027",833,780,461,
2021년04월_남_80~89세,"5,182",297,231,163,216,133,125,231,223,172,130,276,154,185,291,531,365,175,171,368,290,321,134,
2021년04월_남_90~99세,389,10,7,9,13,12,12,11,16,8,11,21,8,20,25,43,33,17,21,33,16,24,19,
2021년04월_남_100세 이상,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년04월_여_총인구수,"280,230","12,186","7,478","4,322","13,903","6,966","8,864","15,660","14,505","11,672","8,215","15,549","11,027","22,218","8,479","38,870","19,730","10,117","5,866","18,599","9,893","9,577","6,534",
2021년04월_여_연령구간인구수,"280,230","12,186","7,478","4,322","13,903","6,966","8,864","15,660","14,505","11,672","8,215","15,549","11,027","22,218","8,479","38,870","19,730","10,117","5,866","18,599","9,893","9,577","6,534",
2021년04월_여_0~9세,"18,989",824,276,172,"1,036",320,630,935,843,604,413,640,"1,095","2,434",253,"4,256","1,435",516,169,"1,076",386,366,310,
2021년04월_여_10~19세,"26,048","1,076",345,266,"1,105",434,786,"1,619","1,358","1,186",643,"1,165","1,123","4,080",542,"3,968","2,106",658,256,"1,677",608,600,447,
2021년04월_여_20~29세,"36,274","1,372","1,253",618,"2,065","1,096","1,158","2,314","2,107","1,861","1,139","3,155","1,198","1,908",778,"4,223","2,308","1,631",512,"2,287","1,384","1,184",723,
2021년04월_여_30~39세,"31,108","1,337",888,452,"1,785",750,"1,076","1,557","1,503","1,173",914,"1,488","1,487","2,476",567,"5,653","1,995","1,261",439,"1,812",993,863,639,
2021년04월_여_40~49세,"45,257","1,699",797,532,"2,052",964,"1,428","2,776","2,372","1,981","1,180","2,181","2,017","5,770","1,069","7,005","3,457","1,306",572,"2,743","1,288","1,155",913,
2021년04월_여_50~59세,"52,919","2,086","1,268",779,"2,659","1,438","1,741","3,364","3,354","2,637","1,850","3,139","1,900","2,807","1,510","6,277","3,817","2,060","1,178","3,959","1,959","1,812","1,325",
2021년04월_여_60~69세,"39,065","2,042","1,325",733,"1,946","1,153","1,192","1,832","1,736","1,243","1,330","1,981","1,378","1,586","1,721","4,365","2,667","1,564","1,453","2,989","1,785","1,884","1,160",
2021년04월_여_70~79세,"19,139","1,134",861,494,845,520,563,805,772,612,494,"1,075",546,739,"1,279","1,994","1,172",685,745,"1,214",935,"1,046",609,
2021년04월_여_80~89세,"9,961",542,408,249,355,263,252,405,411,334,220,635,242,352,677,983,658,371,465,737,481,573,348,
2021년04월_여_90~99세,"1,427",69,52,27,55,27,37,51,47,39,31,89,41,59,81,143,110,63,76,105,73,92,60,
2021년04월_여_100세 이상,43,5,5,0,0,1,1,2,2,2,1,1,0,7,2,3,5,2,1,0,1,2,0,
2021년05월_계_총인구수,"552,192","23,672","14,511","8,393","27,143","13,745","17,461","31,321","29,168","23,390","16,661","32,051","21,857","43,548","16,269","76,428","38,411","20,080","11,310","36,034","19,511","18,337","12,891",
2021년05월_계_연령구간인구수,"552,192","23,672","14,511","8,393","27,143","13,745","17,461","31,321","29,168","23,390","16,661","32,051","21,857","43,548","16,269","76,428","38,411","20,080","11,310","36,034","19,511","18,337","12,891",
2021년05월_계_0~9세,"38,595","1,570",560,371,"2,020",613,"1,301","1,931","1,752","1,274",864,"1,361","2,152","4,906",570,"8,667","2,865","1,107",331,"2,214",823,721,622,
2021년05월_계_10~19세,"53,891","2,018",693,552,"2,252",928,"1,615","3,465","2,861","2,416","1,345","2,353","2,191","8,312","1,115","8,321","4,608","1,424",573,"3,448","1,260","1,203",938,
2021년05월_계_20~29세,"77,616","2,818","2,341","1,268","4,108","2,286","2,455","4,919","4,660","4,055","2,524","6,884","2,561","4,264","1,757","9,043","5,186","3,415","1,186","4,936","2,847","2,459","1,644",
2021년05월_계_30~39세,"64,733","2,723","1,840",926,"3,677","1,698","2,227","3,278","3,251","2,534","2,099","3,716","3,025","4,349","1,266","11,001","3,890","2,862","1,007","3,785","2,202","1,917","1,460",
2021년05월_계_40~49세,"87,508","3,524","1,799","1,105","4,000","1,906","2,742","5,101","4,448","3,640","2,303","4,467","4,017","10,615","2,199","13,637","6,228","2,574","1,231","5,070","2,677","2,340","1,885",
2021년05월_계_50~59세,"102,347","4,151","2,549","1,476","5,065","2,706","3,345","6,683","6,478","5,154","3,473","6,383","3,738","6,156","3,012","11,953","7,149","3,814","2,171","7,235","3,755","3,392","2,509",
2021년05월_계_60~69세,"75,788","3,878","2,513","1,381","3,784","2,225","2,300","3,698","3,624","2,670","2,733","3,983","2,657","2,978","3,197","8,424","5,176","3,029","2,698","5,862","3,320","3,454","2,204",
2021년05월_계_70~79세,"34,619","2,071","1,503",865,"1,593",943,"1,043","1,544","1,393","1,090",924,"1,868","1,064","1,341","2,073","3,682","2,135","1,223","1,375","2,242","1,761","1,823","1,063",
2021년05월_계_80~89세,"15,229",837,647,414,573,398,385,639,638,507,356,922,398,541,968,"1,509","1,026",549,641,"1,102",779,911,489,
2021년05월_계_90~99세,"1,812",76,60,35,69,41,47,59,62,49,39,113,52,78,110,187,143,81,96,140,84,114,77,
2021년05월_계_100세 이상,54,6,6,0,2,1,1,4,1,1,1,1,2,8,2,4,5,2,1,0,3,3,0,
2021년05월_남_총인구수,"272,325","11,521","7,045","4,079","13,237","6,790","8,599","15,716","14,697","11,753","8,442","16,493","10,837","21,359","7,813","37,545","18,779","9,942","5,429","17,483","9,641","8,756","6,369",
2021년05월_남_연령구간인구수,"272,325","11,521","7,045","4,079","13,237","6,790","8,599","15,716","14,697","11,753","8,442","16,493","10,837","21,359","7,813","37,545","18,779","9,942","5,429","17,483","9,641","8,756","6,369",
2021년05월_남_0~9세,"19,726",751,291,198,987,297,672,"1,004",918,676,451,721,"1,065","2,497",320,"4,436","1,443",588,167,"1,138",427,362,317,
2021년05월_남_10~19세,"27,969",946,349,289,"1,156",493,839,"1,856","1,515","1,236",703,"1,206","1,063","4,230",575,"4,356","2,534",775,312,"1,785",660,597,494,
2021년05월_남_20~29세,"41,359","1,445","1,084",643,"2,042","1,189","1,292","2,629","2,556","2,194","1,383","3,719","1,365","2,349",978,"4,812","2,875","1,771",674,"2,681","1,473","1,282",923,
2021년05월_남_30~39세,"33,798","1,402",960,483,"1,892",962,"1,156","1,722","1,763","1,369","1,180","2,213","1,553","1,913",702,"5,382","1,921","1,598",571,"1,976","1,217","1,045",818,
2021년05월_남_40~49세,"42,497","1,836",997,573,"1,958",947,"1,324","2,366","2,091","1,682","1,138","2,307","2,007","4,855","1,140","6,628","2,797","1,279",653,"2,352","1,396","1,193",978,
2021년05월_남_50~59세,"49,448","2,061","1,295",707,"2,398","1,275","1,610","3,299","3,123","2,527","1,624","3,250","1,840","3,319","1,509","5,663","3,347","1,744",998,"3,275","1,797","1,594","1,193",
2021년05월_남_60~69세,"36,454","1,835","1,185",643,"1,821","1,062","1,094","1,854","1,868","1,411","1,390","1,979","1,266","1,392","1,472","4,024","2,494","1,451","1,235","2,847","1,533","1,560","1,038",
2021년05월_남_70~79세,"15,452",938,639,370,748,418,475,740,622,474,435,795,515,594,797,"1,670",967,540,630,"1,025",831,774,455,
2021년05월_남_80~89세,"5,219",297,235,164,220,135,126,233,226,175,128,281,152,189,294,530,365,178,169,371,291,325,135,
2021년05월_남_90~99세,394,10,9,9,14,12,11,11,15,9,10,22,9,20,26,43,36,18,20,33,16,23,18,
2021년05월_남_100세 이상,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년05월_여_총인구수,"279,867","12,151","7,466","4,314","13,906","6,955","8,862","15,605","14,471","11,637","8,219","15,558","11,020","22,189","8,456","38,883","19,632","10,138","5,881","18,551","9,870","9,581","6,522",
2021년05월_여_연령구간인구수,"279,867","12,151","7,466","4,314","13,906","6,955","8,862","15,605","14,471","11,637","8,219","15,558","11,020","22,189","8,456","38,883","19,632","10,138","5,881","18,551","9,870","9,581","6,522",
2021년05월_여_0~9세,"18,869",819,269,173,"1,033",316,629,927,834,598,413,640,"1,087","2,409",250,"4,231","1,422",519,164,"1,076",396,359,305,
2021년05월_여_10~19세,"25,922","1,072",344,263,"1,096",435,776,"1,609","1,346","1,180",642,"1,147","1,128","4,082",540,"3,965","2,074",649,261,"1,663",600,606,444,
2021년05월_여_20~29세,"36,257","1,373","1,257",625,"2,066","1,097","1,163","2,290","2,104","1,861","1,141","3,165","1,196","1,915",779,"4,231","2,311","1,644",512,"2,255","1,374","1,177",721,
2021년05월_여_30~39세,"30,935","1,321",880,443,"1,785",736,"1,071","1,556","1,488","1,165",919,"1,503","1,472","2,436",564,"5,619","1,969","1,264",436,"1,809",985,872,642,
2021년05월_여_40~49세,"45,011","1,688",802,532,"2,042",959,"1,418","2,735","2,357","1,958","1,165","2,160","2,010","5,760","1,059","7,009","3,431","1,295",578,"2,718","1,281","1,147",907,
2021년05월_여_50~59세,"52,899","2,090","1,254",769,"2,667","1,431","1,735","3,384","3,355","2,627","1,849","3,133","1,898","2,837","1,503","6,290","3,802","2,070","1,173","3,960","1,958","1,798","1,316",
2021년05월_여_60~69세,"39,334","2,043","1,328",738,"1,963","1,163","1,206","1,844","1,756","1,259","1,343","2,004","1,391","1,586","1,725","4,400","2,682","1,578","1,463","3,015","1,787","1,894","1,166",
2021년05월_여_70~79세,"19,167","1,133",864,495,845,525,568,804,771,616,489,"1,073",549,747,"1,276","2,012","1,168",683,745,"1,217",930,"1,049",608,
2021년05월_여_80~89세,"10,010",540,412,250,353,263,259,406,412,332,228,641,246,352,674,979,661,371,472,731,488,586,354,
2021년05월_여_90~99세,"1,418",66,51,26,55,29,36,48,47,40,29,91,43,58,84,144,107,63,76,107,68,91,59,
2021년05월_여_100세 이상,45,6,5,0,1,1,1,2,1,1,1,1,0,7,2,3,5,2,1,0,3,2,0,
2021년06월_계_총인구수,"551,490","23,621","14,485","8,378","27,166","13,716","17,437","31,285","29,117","23,369","16,616","32,029","21,818","43,534","16,229","76,458","38,198","20,119","11,262","35,975","19,514","18,312","12,852",
2021년06월_계_연령구간인구수,"551,490","23,621","14,485","8,378","27,166","13,716","17,437","31,285","29,117","23,369","16,616","32,029","21,818","43,534","16,229","76,458","38,198","20,119","11,262","35,975","19,514","18,312","12,852",
2021년06월_계_0~9세,"38,392","1,565",553,365,"2,019",601,"1,302","1,934","1,733","1,268",860,"1,359","2,143","4,862",563,"8,626","2,836","1,118",330,"2,201",826,714,614,
2021년06월_계_10~19세,"53,738","2,005",690,546,"2,233",923,"1,614","3,443","2,853","2,399","1,341","2,327","2,198","8,328","1,113","8,337","4,583","1,430",569,"3,431","1,253","1,192",930,
2021년06월_계_20~29세,"77,439","2,805","2,330","1,281","4,130","2,278","2,443","4,896","4,632","4,038","2,501","6,904","2,554","4,274","1,755","9,017","5,146","3,441","1,167","4,916","2,838","2,459","1,634",
2021년06월_계_30~39세,"64,384","2,704","1,833",921,"3,693","1,705","2,197","3,266","3,244","2,542","2,083","3,699","3,014","4,325","1,241","10,915","3,831","2,841",987,"3,761","2,197","1,915","1,470",
2021년06월_계_40~49세,"87,306","3,515","1,794","1,095","3,994","1,891","2,733","5,077","4,431","3,624","2,309","4,456","4,003","10,591","2,200","13,680","6,191","2,576","1,222","5,060","2,672","2,334","1,858",
2021년06월_계_50~59세,"102,118","4,126","2,549","1,474","5,065","2,695","3,350","6,682","6,471","5,141","3,453","6,351","3,716","6,177","2,992","11,956","7,112","3,812","2,158","7,213","3,748","3,377","2,500",
2021년06월_계_60~69세,"76,303","3,907","2,518","1,381","3,800","2,236","2,315","3,731","3,652","2,714","2,746","4,021","2,676","3,007","3,216","8,511","5,195","3,038","2,710","5,901","3,345","3,467","2,216",
2021년06월_계_70~79세,"34,626","2,072","1,499",866,"1,581",947,"1,049","1,548","1,393","1,086",927,"1,871","1,061","1,334","2,068","3,692","2,132","1,222","1,380","2,246","1,765","1,828","1,059",
2021년06월_계_80~89세,"15,309",837,655,414,580,398,386,639,645,506,356,924,398,547,971,"1,528","1,028",559,641,"1,106",783,912,496,
2021년06월_계_90~99세,"1,818",79,58,35,69,41,47,65,62,49,39,115,53,81,108,192,139,80,97,139,84,111,75,
2021년06월_계_100세 이상,57,6,6,0,2,1,1,4,1,2,1,2,2,8,2,4,5,2,1,1,3,3,0,
2021년06월_남_총인구수,"271,953","11,485","7,050","4,075","13,255","6,777","8,585","15,701","14,664","11,729","8,425","16,488","10,811","21,344","7,788","37,563","18,688","9,955","5,405","17,444","9,635","8,749","6,337",
2021년06월_남_연령구간인구수,"271,953","11,485","7,050","4,075","13,255","6,777","8,585","15,701","14,664","11,729","8,425","16,488","10,811","21,344","7,788","37,563","18,688","9,955","5,405","17,444","9,635","8,749","6,337",
2021년06월_남_0~9세,"19,622",746,292,197,988,292,672,"1,002",905,672,450,720,"1,059","2,474",319,"4,414","1,435",594,169,"1,129",424,358,311,
2021년06월_남_10~19세,"27,881",936,347,284,"1,151",483,838,"1,851","1,514","1,227",698,"1,190","1,065","4,239",571,"4,373","2,518",778,306,"1,776",657,590,489,
2021년06월_남_20~29세,"41,263","1,439","1,087",645,"2,046","1,188","1,291","2,618","2,543","2,178","1,373","3,737","1,355","2,350",978,"4,803","2,853","1,791",666,"2,660","1,462","1,288",912,
2021년06월_남_30~39세,"33,641","1,395",958,486,"1,910",965,"1,138","1,715","1,757","1,373","1,174","2,206","1,550","1,914",683,"5,335","1,889","1,586",552,"1,969","1,217","1,050",819,
2021년06월_남_40~49세,"42,405","1,828",997,568,"1,953",942,"1,317","2,366","2,080","1,675","1,145","2,312","1,995","4,825","1,136","6,654","2,788","1,274",654,"2,351","1,393","1,185",967,
2021년06월_남_50~59세,"49,298","2,053","1,291",703,"2,391","1,274","1,612","3,287","3,112","2,514","1,611","3,222","1,836","3,335","1,503","5,661","3,333","1,741",996,"3,254","1,798","1,589","1,182",
2021년06월_남_60~69세,"36,741","1,845","1,189",648,"1,836","1,067","1,098","1,873","1,889","1,433","1,400","2,005","1,278","1,406","1,481","4,056","2,504","1,456","1,239","2,878","1,548","1,564","1,048",
2021년06월_남_70~79세,"15,443",938,639,371,743,421,477,739,620,474,438,791,510,589,798,"1,681",968,538,633,"1,022",824,773,456,
2021년06월_남_80~89세,"5,256",295,240,164,221,133,131,235,229,173,127,283,152,190,293,542,367,179,169,373,296,328,136,
2021년06월_남_90~99세,394,10,9,9,15,12,11,13,15,10,9,22,9,21,26,43,33,18,21,32,16,23,17,
2021년06월_남_100세 이상,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년06월_여_총인구수,"279,537","12,136","7,435","4,303","13,911","6,939","8,852","15,584","14,453","11,640","8,191","15,541","11,007","22,190","8,441","38,895","19,510","10,164","5,857","18,531","9,879","9,563","6,515",
2021년06월_여_연령구간인구수,"279,537","12,136","7,435","4,303","13,911","6,939","8,852","15,584","14,453","11,640","8,191","15,541","11,007","22,190","8,441","38,895","19,510","10,164","5,857","18,531","9,879","9,563","6,515",
2021년06월_여_0~9세,"18,770",819,261,168,"1,031",309,630,932,828,596,410,639,"1,084","2,388",244,"4,212","1,401",524,161,"1,072",402,356,303,
2021년06월_여_10~19세,"25,857","1,069",343,262,"1,082",440,776,"1,592","1,339","1,172",643,"1,137","1,133","4,089",542,"3,964","2,065",652,263,"1,655",596,602,441,
2021년06월_여_20~29세,"36,176","1,366","1,243",636,"2,084","1,090","1,152","2,278","2,089","1,860","1,128","3,167","1,199","1,924",777,"4,214","2,293","1,650",501,"2,256","1,376","1,171",722,
2021년06월_여_30~39세,"30,743","1,309",875,435,"1,783",740,"1,059","1,551","1,487","1,169",909,"1,493","1,464","2,411",558,"5,580","1,942","1,255",435,"1,792",980,865,651,
2021년06월_여_40~49세,"44,901","1,687",797,527,"2,041",949,"1,416","2,711","2,351","1,949","1,164","2,144","2,008","5,766","1,064","7,026","3,403","1,302",568,"2,709","1,279","1,149",891,
2021년06월_여_50~59세,"52,820","2,073","1,258",771,"2,674","1,421","1,738","3,395","3,359","2,627","1,842","3,129","1,880","2,842","1,489","6,295","3,779","2,071","1,162","3,959","1,950","1,788","1,318",
2021년06월_여_60~69세,"39,562","2,062","1,329",733,"1,964","1,169","1,217","1,858","1,763","1,281","1,346","2,016","1,398","1,601","1,735","4,455","2,691","1,582","1,471","3,023","1,797","1,903","1,168",
2021년06월_여_70~79세,"19,183","1,134",860,495,838,526,572,809,773,612,489,"1,080",551,745,"1,270","2,011","1,164",684,747,"1,224",941,"1,055",603,
2021년06월_여_80~89세,"10,053",542,415,250,359,265,255,404,416,333,229,641,246,357,678,986,661,380,472,733,487,584,360,
2021년06월_여_90~99세,"1,424",69,49,26,54,29,36,52,47,39,30,93,44,60,82,149,106,62,76,107,68,88,58,
2021년06월_여_100세 이상,48,6,5,0,1,1,1,2,1,2,1,2,0,7,2,3,5,2,1,1,3,2,0,
2021년07월_계_총인구수,"550,640","23,539","14,512","8,397","27,126","13,735","17,370","31,244","29,083","23,354","16,615","31,999","21,761","43,481","16,207","76,397","37,954","20,101","11,242","35,925","19,528","18,295","12,775",
2021년07월_계_연령구간인구수,"550,640","23,539","14,512","8,397","27,126","13,735","17,370","31,244","29,083","23,354","16,615","31,999","21,761","43,481","16,207","76,397","37,954","20,101","11,242","35,925","19,528","18,295","12,775",
2021년07월_계_0~9세,"38,113","1,549",553,365,"2,010",600,"1,289","1,921","1,714","1,256",852,"1,362","2,141","4,802",559,"8,599","2,794","1,117",326,"2,176",827,704,597,
2021년07월_계_10~19세,"53,555","2,004",689,544,"2,228",919,"1,610","3,418","2,824","2,388","1,330","2,293","2,193","8,318","1,110","8,344","4,564","1,428",571,"3,424","1,252","1,186",918,
2021년07월_계_20~29세,"77,175","2,799","2,349","1,290","4,107","2,267","2,433","4,878","4,628","4,032","2,488","6,899","2,545","4,281","1,748","8,960","5,111","3,420","1,142","4,888","2,841","2,451","1,618",
2021년07월_계_30~39세,"64,137","2,668","1,842",920,"3,678","1,713","2,167","3,262","3,247","2,538","2,083","3,704","2,973","4,288","1,237","10,866","3,783","2,839",996,"3,759","2,196","1,909","1,469",
2021년07월_계_40~49세,"87,015","3,519","1,783","1,090","3,983","1,889","2,725","5,039","4,426","3,616","2,308","4,439","3,986","10,575","2,180","13,682","6,132","2,569","1,218","5,019","2,675","2,324","1,838",
2021년07월_계_50~59세,"101,919","4,107","2,540","1,478","5,060","2,701","3,355","6,681","6,442","5,126","3,451","6,336","3,697","6,211","2,980","11,952","7,084","3,802","2,153","7,194","3,713","3,374","2,482",
2021년07월_계_60~69세,"76,750","3,903","2,528","1,386","3,819","2,251","2,309","3,776","3,690","2,748","2,775","4,052","2,701","3,021","3,234","8,555","5,197","3,062","2,708","5,947","3,385","3,484","2,219",
2021년07월_계_70~79세,"34,765","2,068","1,502",875,"1,585",953,"1,045","1,556","1,413","1,090",935,"1,871","1,062","1,344","2,075","3,715","2,119","1,234","1,387","2,271","1,765","1,833","1,067",
2021년07월_계_80~89세,"15,327",838,659,411,585,399,389,645,639,509,355,925,408,549,972,"1,527","1,028",546,642,"1,109",785,918,489,
2021년07월_계_90~99세,"1,825",78,60,38,69,42,47,64,59,49,37,116,53,84,110,193,137,82,98,136,86,109,78,
2021년07월_계_100세 이상,59,6,7,0,2,1,1,4,1,2,1,2,2,8,2,4,5,2,1,2,3,3,0,
2021년07월_남_총인구수,"271,525","11,450","7,078","4,085","13,225","6,784","8,571","15,674","14,669","11,720","8,424","16,468","10,759","21,319","7,767","37,533","18,562","9,949","5,397","17,411","9,632","8,751","6,297",
2021년07월_남_연령구간인구수,"271,525","11,450","7,078","4,085","13,225","6,784","8,571","15,674","14,669","11,720","8,424","16,468","10,759","21,319","7,767","37,533","18,562","9,949","5,397","17,411","9,632","8,751","6,297",
2021년07월_남_0~9세,"19,513",739,293,196,979,290,671,996,898,668,446,718,"1,056","2,449",316,"4,409","1,418",594,168,"1,124",430,353,302,
2021년07월_남_10~19세,"27,787",936,345,284,"1,151",479,837,"1,837","1,502","1,217",693,"1,181","1,051","4,233",568,"4,382","2,507",777,308,"1,771",651,590,487,
2021년07월_남_20~29세,"41,070","1,435","1,106",649,"2,030","1,186","1,295","2,606","2,547","2,166","1,366","3,714","1,359","2,339",972,"4,773","2,837","1,781",650,"2,636","1,451","1,277",895,
2021년07월_남_30~39세,"33,562","1,386",961,486,"1,899",966,"1,132","1,713","1,762","1,375","1,178","2,208","1,525","1,910",681,"5,311","1,860","1,587",557,"1,965","1,225","1,054",821,
2021년07월_남_40~49세,"42,248","1,825",988,567,"1,942",944,"1,308","2,346","2,088","1,680","1,139","2,303","1,987","4,811","1,125","6,649","2,765","1,265",653,"2,331","1,395","1,182",955,
2021년07월_남_50~59세,"49,184","2,044","1,292",705,"2,392","1,274","1,619","3,280","3,092","2,495","1,615","3,223","1,817","3,358","1,491","5,654","3,314","1,741",995,"3,239","1,780","1,591","1,173",
2021년07월_남_60~69세,"36,985","1,843","1,193",653,"1,847","1,078","1,087","1,901","1,911","1,456","1,412","2,020","1,292","1,418","1,491","4,080","2,496","1,462","1,245","2,904","1,567","1,576","1,053",
2021년07월_남_70~79세,"15,511",939,644,373,747,422,482,744,629,477,440,796,509,588,802,"1,690",964,546,633,"1,035",820,773,458,
2021년07월_남_80~89세,"5,256",293,245,163,222,132,129,236,226,176,127,281,152,192,295,540,368,178,167,374,296,330,134,
2021년07월_남_90~99세,400,10,10,9,15,13,11,13,14,10,8,24,9,20,26,44,33,18,21,32,17,24,19,
2021년07월_남_100세 이상,9,0,1,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,
2021년07월_여_총인구수,"279,115","12,089","7,434","4,312","13,901","6,951","8,799","15,570","14,414","11,634","8,191","15,531","11,002","22,162","8,440","38,864","19,392","10,152","5,845","18,514","9,896","9,544","6,478",
2021년07월_여_연령구간인구수,"279,115","12,089","7,434","4,312","13,901","6,951","8,799","15,570","14,414","11,634","8,191","15,531","11,002","22,162","8,440","38,864","19,392","10,152","5,845","18,514","9,896","9,544","6,478",
2021년07월_여_0~9세,"18,600",810,260,169,"1,031",310,618,925,816,588,406,644,"1,085","2,353",243,"4,190","1,376",523,158,"1,052",397,351,295,
2021년07월_여_10~19세,"25,768","1,068",344,260,"1,077",440,773,"1,581","1,322","1,171",637,"1,112","1,142","4,085",542,"3,962","2,057",651,263,"1,653",601,596,431,
2021년07월_여_20~29세,"36,105","1,364","1,243",641,"2,077","1,081","1,138","2,272","2,081","1,866","1,122","3,185","1,186","1,942",776,"4,187","2,274","1,639",492,"2,252","1,390","1,174",723,
2021년07월_여_30~39세,"30,575","1,282",881,434,"1,779",747,"1,035","1,549","1,485","1,163",905,"1,496","1,448","2,378",556,"5,555","1,923","1,252",439,"1,794",971,855,648,
2021년07월_여_40~49세,"44,767","1,694",795,523,"2,041",945,"1,417","2,693","2,338","1,936","1,169","2,136","1,999","5,764","1,055","7,033","3,367","1,304",565,"2,688","1,280","1,142",883,
2021년07월_여_50~59세,"52,735","2,063","1,248",773,"2,668","1,427","1,736","3,401","3,350","2,631","1,836","3,113","1,880","2,853","1,489","6,298","3,770","2,061","1,158","3,955","1,933","1,783","1,309",
2021년07월_여_60~69세,"39,765","2,060","1,335",733,"1,972","1,173","1,222","1,875","1,779","1,292","1,363","2,032","1,409","1,603","1,743","4,475","2,701","1,600","1,463","3,043","1,818","1,908","1,166",
2021년07월_여_70~79세,"19,254","1,129",858,502,838,531,563,812,784,613,495,"1,075",553,756,"1,273","2,025","1,155",688,754,"1,236",945,"1,060",609,
2021년07월_여_80~89세,"10,071",545,414,248,363,267,260,409,413,333,228,644,256,357,677,987,660,368,475,735,489,588,355,
2021년07월_여_90~99세,"1,425",68,50,29,54,29,36,51,45,39,29,92,44,64,84,149,104,64,77,104,69,85,59,
