카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021년07월_계_80~89세,"93,733","20,281","10,963","9,318","10,333","12,656","8,345","6,305","7,266","5,416","2,554","2,415","2,197","3,055","2,805","5,403","4,702"
2021년07월_계_90~99세,"14,225","2,910","1,669","1,241","1,627","2,076","1,195","1,007","1,214",835,385,340,302,453,387,852,642
2021년07월_계_100세 이상,532,94,59,35,54,74,63,32,43,30,17,23,12,16,21,32,21
2021년07월_남_총인구수,"892,487","323,585","164,589","158,996","134,743","139,445","53,338","39,269","40,424","46,854","12,698","11,875","10,906","13,800","13,304","26,718","25,528"
2021년07월_남_연령구간인구수,"892,487","323,585","164,589","158,996","134,743","139,445","53,338","39,269","40,424","46,854","12,698","11,875","10,906","13,800","13,304","26,718","25,528"
2021년07월_남_0~9세,"63,189","26,850","12,264","14,586","10,215","9,324","3,093","2,532","2,124","3,252",587,596,562,693,715,"1,354","1,292"
2021년07월_남_10~19세,"88,906","36,441","18,325","18,116","13,622","14,012","5,002","3,693","3,091","4,275",866,908,840,863,"1,120","2,286","1,887"
2021년07월_남_20~29세,"113,377","48,909","25,496","23,413","16,255","19,388","5,770","4,187","3,916","4,981","1,071",956,907,"1,176","1,118","2,388","2,355"
2021년07월_남_30~39세,"95,370","41,205","20,045","21,160","15,511","14,523","4,586","3,158","3,414","4,665",750,911,756,"1,004",898,"1,981","2,008"
2021년07월_남_40~49세,"135,327","51,758","25,060","26,698","22,475","20,911","7,537","5,312","5,439","7,302","1,517","1,538","1,394","1,642","1,810","3,395","3,297"
2021년07월_남_50~59세,"154,652","52,547","27,641","24,906","23,156","24,677","9,798","7,239","7,337","8,450","2,488","2,282","2,052","2,584","2,390","4,859","4,793"
2021년07월_남_60~69세,"130,943","37,898","20,622","17,276","19,071","20,775","8,762","6,701","7,564","7,581","2,737","2,369","2,232","2,832","2,548","4,979","4,894"
2021년07월_남_70~79세,"75,893","19,904","10,811","9,093","10,534","11,200","5,757","4,139","4,980","4,328","1,748","1,397","1,371","1,870","1,691","3,613","3,361"
2021년07월_남_80~89세,"31,625","7,389","3,936","3,453","3,565","4,163","2,768","2,066","2,285","1,832",843,839,717,"1,025",911,"1,720","1,502"
2021년07월_남_90~99세,"3,119",669,378,291,330,458,255,236,268,182,86,75,73,107,102,141,137
2021년07월_남_100세 이상,86,15,11,4,9,14,10,6,6,6,5,4,2,4,1,2,2
2021년07월_여_총인구수,"901,415","334,079","173,357","160,722","131,483","140,391","54,011","40,758","40,982","44,343","12,415","11,974","10,948","13,152","13,915","27,108","25,856"
2021년07월_여_연령구간인구수,"901,415","334,079","173,357","160,722","131,483","140,391","54,011","40,758","40,982","44,343","12,415","11,974","10,948","13,152","13,915","27,108","25,856"
2021년07월_여_0~9세,"59,990","25,620","11,566","14,054","9,860","8,800","2,942","2,258","1,950","3,284",615,512,509,614,660,"1,198","1,168"
2021년07월_여_10~19세,"82,837","34,085","16,879","17,206","12,742","13,354","4,422","3,471","2,981","3,902",768,885,811,769,"1,050","1,866","1,731"
2021년07월_여_20~29세,"96,157","44,291","23,751","20,540","13,234","16,205","4,646","3,295","3,098","3,894",800,765,690,812,866,"1,754","1,807"
2021년07월_여_30~39세,"89,398","40,275","19,518","20,757","14,138","13,232","3,999","3,014","2,971","4,344",796,749,708,817,946,"1,696","1,713"
2021년07월_여_40~49세,"127,499","53,902","27,168","26,734","20,410","19,993","6,817","5,063","4,245","6,012","1,083","1,231","1,068","1,073","1,387","2,602","2,613"
2021년07월_여_50~59세,"143,166","54,151","29,502","24,649","20,790","23,731","8,355","6,300","6,003","6,708","1,918","1,848","1,586","1,966","1,993","3,950","3,867"
2021년07월_여_60~69세,"133,864","41,835","23,197","18,638","19,539","21,231","8,806","6,722","7,394","6,970","2,376","2,208","2,126","2,343","2,422","4,990","4,902"
2021년07월_여_70~79세,"94,844","24,708","13,410","11,298","12,660","13,674","7,454","5,599","6,376","4,968","2,037","1,916","1,731","2,370","2,392","4,628","4,331"
2021년07월_여_80~89세,"62,108","12,892","7,027","5,865","6,768","8,493","5,577","4,239","4,981","3,584","1,711","1,576","1,480","2,030","1,894","3,683","3,200"
2021년07월_여_90~99세,"11,106","2,241","1,291",950,"1,297","1,618",940,771,946,653,299,265,229,346,285,711,505
2021년07월_여_100세 이상,446,79,48,31,45,60,53,26,37,24,12,19,10,12,20,30,19
2021년08월_계_총인구수,"1,792,476","657,577","337,747","319,830","266,026","279,517","107,169","79,933","81,347","91,223","25,063","23,834","21,811","26,873","27,120","53,739","51,244"
2021년08월_계_연령구간인구수,"1,792,476","657,577","337,747","319,830","266,026","279,517","107,169","79,933","81,347","91,223","25,063","23,834","21,811","26,873","27,120","53,739","51,244"
2021년08월_계_0~9세,"122,405","52,240","23,719","28,521","19,946","17,995","5,991","4,741","4,040","6,492","1,190","1,103","1,059","1,292","1,353","2,522","2,441"
2021년08월_계_10~19세,"171,386","70,378","35,084","35,294","26,304","27,311","9,400","7,166","6,078","8,173","1,642","1,794","1,649","1,618","2,146","4,145","3,582"
2021년08월_계_20~29세,"209,061","93,119","49,129","43,990","29,420","35,508","10,398","7,440","7,004","8,843","1,841","1,724","1,579","1,956","1,960","4,130","4,139"
2021년08월_계_30~39세,"184,140","81,366","39,545","41,821","29,533","27,638","8,508","6,158","6,342","8,977","1,538","1,645","1,454","1,811","1,836","3,647","3,687"
2021년08월_계_40~49세,"261,996","105,488","52,040","53,448","42,783","40,740","14,270","10,299","9,656","13,305","2,569","2,759","2,458","2,694","3,175","5,936","5,864"
2021년08월_계_50~59세,"298,043","106,805","57,204","49,601","43,984","48,454","18,141","13,556","13,342","15,180","4,416","4,125","3,628","4,554","4,382","8,814","8,662"
2021년08월_계_60~69세,"265,736","80,097","44,013","36,084","38,731","42,104","17,625","13,456","14,982","14,633","5,127","4,600","4,360","5,188","4,986","10,021","9,826"
2021년08월_계_70~79세,"170,813","44,690","24,263","20,427","23,266","24,892","13,181","9,740","11,348","9,311","3,788","3,298","3,113","4,240","4,055","8,218","7,673"
2021년08월_계_80~89세,"93,996","20,353","11,003","9,350","10,370","12,715","8,383","6,317","7,278","5,437","2,545","2,424","2,195","3,042","2,816","5,417","4,704"
2021년08월_계_90~99세,"14,369","2,947","1,687","1,260","1,634","2,087","1,209","1,028","1,234",843,390,340,305,462,389,857,644
2021년08월_계_100세 이상,531,94,60,34,55,73,63,32,43,29,17,22,11,16,22,32,22
2021년08월_남_총인구수,"891,776","323,515","164,490","159,025","134,677","139,265","53,242","39,220","40,383","46,887","12,683","11,866","10,882","13,748","13,266","26,676","25,466"
2021년08월_남_연령구간인구수,"891,776","323,515","164,490","159,025","134,677","139,265","53,242","39,220","40,383","46,887","12,683","11,866","10,882","13,748","13,266","26,676","25,466"
2021년08월_남_0~9세,"62,816","26,740","12,198","14,542","10,163","9,262","3,071","2,509","2,103","3,219",585,594,554,683,704,"1,345","1,284"
2021년08월_남_10~19세,"88,743","36,367","18,268","18,099","13,594","13,977","4,994","3,698","3,089","4,285",874,909,836,857,"1,110","2,285","1,868"
2021년08월_남_20~29세,"113,075","48,844","25,433","23,411","16,225","19,357","5,756","4,157","3,886","4,968","1,056",951,897,"1,147","1,105","2,374","2,352"
2021년08월_남_30~39세,"95,077","41,191","20,066","21,125","15,443","14,434","4,542","3,155","3,396","4,654",748,907,751,"1,004",898,"1,968","1,986"
2021년08월_남_40~49세,"134,785","51,618","24,936","26,682","22,428","20,797","7,501","5,261","5,414","7,301","1,497","1,531","1,390","1,622","1,794","3,356","3,275"
2021년08월_남_50~59세,"154,876","52,612","27,686","24,926","23,190","24,726","9,781","7,253","7,353","8,472","2,502","2,278","2,051","2,583","2,396","4,868","4,811"
2021년08월_남_60~69세,"131,399","38,056","20,713","17,343","19,124","20,837","8,803","6,732","7,572","7,624","2,738","2,383","2,231","2,846","2,557","5,008","4,888"
2021년08월_남_70~79세,"75,991","19,951","10,824","9,127","10,576","11,211","5,749","4,133","4,992","4,341","1,748","1,389","1,381","1,873","1,683","3,606","3,358"
2021년08월_남_80~89세,"31,778","7,443","3,976","3,467","3,595","4,191","2,781","2,075","2,296","1,830",846,846,717,"1,022",913,"1,716","1,507"
2021년08월_남_90~99세,"3,150",678,379,299,330,459,254,241,276,187,84,74,73,107,104,148,135
2021년08월_남_100세 이상,86,15,11,4,9,14,10,6,6,6,5,4,1,4,2,2,2
2021년08월_여_총인구수,"900,700","334,062","173,257","160,805","131,349","140,252","53,927","40,713","40,964","44,336","12,380","11,968","10,929","13,125","13,854","27,063","25,778"
2021년08월_여_연령구간인구수,"900,700","334,062","173,257","160,805","131,349","140,252","53,927","40,713","40,964","44,336","12,380","11,968","10,929","13,125","13,854","27,063","25,778"
2021년08월_여_0~9세,"59,589","25,500","11,521","13,979","9,783","8,733","2,920","2,232","1,937","3,273",605,509,505,609,649,"1,177","1,157"
2021년08월_여_10~19세,"82,643","34,011","16,816","17,195","12,710","13,334","4,406","3,468","2,989","3,888",768,885,813,761,"1,036","1,860","1,714"
2021년08월_여_20~29세,"95,986","44,275","23,696","20,579","13,195","16,151","4,642","3,283","3,118","3,875",785,773,682,809,855,"1,756","1,787"
2021년08월_여_30~39세,"89,063","40,175","19,479","20,696","14,090","13,204","3,966","3,003","2,946","4,323",790,738,703,807,938,"1,679","1,701"
2021년08월_여_40~49세,"127,211","53,870","27,104","26,766","20,355","19,943","6,769","5,038","4,242","6,004","1,072","1,228","1,068","1,072","1,381","2,580","2,589"
2021년08월_여_50~59세,"143,167","54,193","29,518","24,675","20,794","23,728","8,360","6,303","5,989","6,708","1,914","1,847","1,577","1,971","1,986","3,946","3,851"
2021년08월_여_60~69세,"134,337","42,041","23,300","18,741","19,607","21,267","8,822","6,724","7,410","7,009","2,389","2,217","2,129","2,342","2,429","5,013","4,938"
2021년08월_여_70~79세,"94,822","24,739","13,439","11,300","12,690","13,681","7,432","5,607","6,356","4,970","2,040","1,909","1,732","2,367","2,372","4,612","4,315"
2021년08월_여_80~89세,"62,218","12,910","7,027","5,883","6,775","8,524","5,602","4,242","4,982","3,607","1,699","1,578","1,478","2,020","1,903","3,701","3,197"
2021년08월_여_90~99세,"11,219","2,269","1,308",961,"1,304","1,628",955,787,958,656,306,266,232,355,285,709,509
2021년08월_여_100세 이상,445,79,49,30,46,59,53,26,37,23,12,18,10,12,20,30,20
2021년09월_계_총인구수,"1,791,110","658,235","337,671","320,564","265,770","279,207","106,951","79,673","81,177","91,146","24,985","23,764","21,755","26,755","27,033","53,606","51,053"
2021년09월_계_연령구간인구수,"1,791,110","658,235","337,671","320,564","265,770","279,207","106,951","79,673","81,177","91,146","24,985","23,764","21,755","26,755","27,033","53,606","51,053"
2021년09월_계_0~9세,"121,707","52,059","23,583","28,476","19,810","17,883","5,953","4,696","3,999","6,458","1,161","1,096","1,047","1,284","1,337","2,508","2,416"
2021년09월_계_10~19세,"171,106","70,337","34,965","35,372","26,278","27,240","9,365","7,138","6,080","8,153","1,633","1,789","1,650","1,596","2,147","4,134","3,566"
2021년09월_계_20~29세,"208,407","93,358","49,220","44,138","29,329","35,394","10,297","7,341","6,920","8,774","1,810","1,688","1,564","1,905","1,914","4,065","4,048"
2021년09월_계_30~39세,"183,643","81,427","39,520","41,907","29,359","27,563","8,480","6,098","6,281","8,948","1,524","1,626","1,430","1,799","1,816","3,637","3,655"
2021년09월_계_40~49세,"261,232","105,344","51,903","53,441","42,649","40,623","14,205","10,222","9,617","13,266","2,565","2,748","2,440","2,685","3,153","5,883","5,832"
2021년09월_계_50~59세,"298,271","106,986","57,229","49,757","44,045","48,476","18,146","13,574","13,338","15,223","4,397","4,122","3,633","4,542","4,387","8,782","8,620"
2021년09월_계_60~69세,"266,473","80,404","44,161","36,243","38,856","42,194","17,676","13,467","15,004","14,661","5,147","4,616","4,357","5,180","4,996","10,064","9,851"
2021년09월_계_70~79세,"170,869","44,795","24,289","20,506","23,326","24,894","13,128","9,733","11,349","9,334","3,779","3,293","3,111","4,233","4,051","8,173","7,670"
2021년09월_계_80~89세,"94,400","20,451","11,049","9,402","10,420","12,782","8,421","6,341","7,313","5,440","2,563","2,429","2,204","3,048","2,809","5,462","4,717"
2021년09월_계_90~99세,"14,476","2,980","1,692","1,288","1,645","2,086","1,219","1,030","1,234",861,389,335,308,467,400,866,656
2021년09월_계_100세 이상,526,94,60,34,53,72,61,33,42,28,17,22,11,16,23,32,22
2021년09월_남_총인구수,"891,073","323,927","164,477","159,450","134,537","139,079","53,127","39,071","40,302","46,839","12,639","11,826","10,852","13,682","13,232","26,602","25,358"
2021년09월_남_연령구간인구수,"891,073","323,927","164,477","159,450","134,537","139,079","53,127","39,071","40,302","46,839","12,639","11,826","10,852","13,682","13,232","26,602","25,358"
2021년09월_남_0~9세,"62,459","26,679","12,133","14,546","10,097","9,185","3,052","2,490","2,080","3,197",565,588,545,672,700,"1,333","1,276"
2021년09월_남_10~19세,"88,628","36,348","18,192","18,156","13,590","13,971","4,974","3,673","3,095","4,275",870,901,840,844,"1,109","2,281","1,857"
2021년09월_남_20~29세,"112,763","49,050","25,529","23,521","16,150","19,265","5,715","4,108","3,852","4,930","1,032",936,890,"1,124","1,085","2,334","2,292"
2021년09월_남_30~39세,"94,785","41,193","20,050","21,143","15,359","14,391","4,525","3,126","3,370","4,632",745,893,737,993,893,"1,960","1,968"
2021년09월_남_40~49세,"134,343","51,567","24,875","26,692","22,361","20,729","7,461","5,207","5,370","7,263","1,498","1,527","1,374","1,618","1,780","3,329","3,259"
2021년09월_남_50~59세,"154,994","52,710","27,703","25,007","23,227","24,728","9,774","7,256","7,353","8,506","2,487","2,283","2,054","2,585","2,394","4,850","4,787"
2021년09월_남_60~69세,"131,806","38,174","20,756","17,418","19,192","20,892","8,837","6,743","7,602","7,641","2,752","2,389","2,232","2,833","2,562","5,041","4,916"
2021년09월_남_70~79세,"76,073","19,998","10,840","9,158","10,613","11,213","5,734","4,144","4,990","4,363","1,751","1,385","1,383","1,877","1,686","3,581","3,355"
2021년09월_남_80~89세,"31,960","7,507","4,006","3,501","3,606","4,235","2,792","2,077","2,300","1,837",850,847,719,"1,025",912,"1,742","1,511"
2021년09월_남_90~99세,"3,176",686,382,304,334,456,253,241,284,189,84,73,77,107,108,149,135
2021년09월_남_100세 이상,86,15,11,4,8,14,10,6,6,6,5,4,1,4,3,2,2
2021년09월_여_총인구수,"900,037","334,308","173,194","161,114","131,233","140,128","53,824","40,602","40,875","44,307","12,346","11,938","10,903","13,073","13,801","27,004","25,695"
2021년09월_여_연령구간인구수,"900,037","334,308","173,194","161,114","131,233","140,128","53,824","40,602","40,875","44,307","12,346","11,938","10,903","13,073","13,801","27,004","25,695"
2021년09월_여_0~9세,"59,248","25,380","11,450","13,930","9,713","8,698","2,901","2,206","1,919","3,261",596,508,502,612,637,"1,175","1,140"
2021년09월_여_10~19세,"82,478","33,989","16,773","17,216","12,688","13,269","4,391","3,465","2,985","3,878",763,888,810,752,"1,038","1,853","1,709"
2021년09월_여_20~29세,"95,644","44,308","23,691","20,617","13,179","16,129","4,582","3,233","3,068","3,844",778,752,674,781,829,"1,731","1,756"
2021년09월_여_30~39세,"88,858","40,234","19,470","20,764","14,000","13,172","3,955","2,972","2,911","4,316",779,733,693,806,923,"1,677","1,687"
2021년09월_여_40~49세,"126,889","53,777","27,028","26,749","20,288","19,894","6,744","5,015","4,247","6,003","1,067","1,221","1,066","1,067","1,373","2,554","2,573"
2021년09월_여_50~59세,"143,277","54,276","29,526","24,750","20,818","23,748","8,372","6,318","5,985","6,717","1,910","1,839","1,579","1,957","1,993","3,932","3,833"
2021년09월_여_60~69세,"134,667","42,230","23,405","18,825","19,664","21,302","8,839","6,724","7,402","7,020","2,395","2,227","2,125","2,347","2,434","5,023","4,935"
2021년09월_여_70~79세,"94,796","24,797","13,449","11,348","12,713","13,681","7,394","5,589","6,359","4,971","2,028","1,908","1,728","2,356","2,365","4,592","4,315"
2021년09월_여_80~89세,"62,440","12,944","7,043","5,901","6,814","8,547","5,629","4,264","5,013","3,603","1,713","1,582","1,485","2,023","1,897","3,720","3,206"
2021년09월_여_90~99세,"11,300","2,294","1,310",984,"1,311","1,630",966,789,950,672,305,262,231,360,292,717,521
2021년09월_여_100세 이상,440,79,49,30,45,58,51,27,36,22,12,18,10,12,20,30,20
2021년10월_계_총인구수,"1,789,770","658,216","337,186","321,030","265,504","278,798","106,814","79,649","81,106","91,093","24,941","23,769","21,731","26,717","26,980","53,534","50,918"
2021년10월_계_연령구간인구수,"1,789,770","658,216","337,186","321,030","265,504","278,798","106,814","79,649","81,106","91,093","24,941","23,769","21,731","26,717","26,980","53,534","50,918"
2021년10월_계_0~9세,"120,964","51,815","23,361","28,454","19,649","17,763","5,915","4,677","3,965","6,429","1,152","1,080","1,029","1,294","1,328","2,478","2,390"
2021년10월_계_10~19세,"170,807","70,266","34,854","35,412","26,224","27,165","9,338","7,137","6,063","8,149","1,632","1,792","1,642","1,585","2,145","4,120","3,549"
2021년10월_계_20~29세,"207,837","93,201","49,100","44,101","29,250","35,270","10,254","7,339","6,916","8,734","1,798","1,684","1,562","1,877","1,902","4,038","4,012"
2021년10월_계_30~39세,"183,205","81,357","39,372","41,985","29,231","27,517","8,445","6,082","6,229","8,918","1,520","1,612","1,430","1,800","1,799","3,613","3,652"
2021년10월_계_40~49세,"260,450","105,088","51,685","53,403","42,569","40,446","14,140","10,194","9,609","13,224","2,553","2,742","2,422","2,683","3,127","5,859","5,794"
2021년10월_계_50~59세,"298,603","107,266","57,332","49,934","44,124","48,566","18,140","13,555","13,301","15,252","4,378","4,141","3,633","4,527","4,392","8,773","8,555"
2021년10월_계_60~69세,"267,130","80,631","44,274","36,357","38,896","42,231","17,718","13,504","15,039","14,732","5,171","4,624","4,375","5,178","5,023","10,106","9,902"
2021년10월_계_70~79세,"171,004","44,960","24,357","20,603","23,400","24,916","13,119","9,722","11,346","9,302","3,766","3,298","3,104","4,220","4,026","8,157","7,668"
2021년10월_계_80~89세,"94,656","20,535","11,078","9,457","10,443","12,786","8,445","6,373","7,345","5,453","2,565","2,437","2,212","3,070","2,813","5,473","4,706"
2021년10월_계_90~99세,"14,619","3,004","1,712","1,292","1,665","2,091","1,240","1,033","1,250",873,390,337,311,468,404,885,668
2021년10월_계_100세 이상,495,93,61,32,53,47,60,33,43,27,16,22,11,15,21,32,22
2021년10월_남_총인구수,"890,378","323,872","164,217","159,655","134,408","138,850","53,040","39,067","40,251","46,840","12,622","11,838","10,830","13,672","13,213","26,575","25,300"
2021년10월_남_연령구간인구수,"890,378","323,872","164,217","159,655","134,408","138,850","53,040","39,067","40,251","46,840","12,622","11,838","10,830","13,672","13,213","26,575","25,300"
2021년10월_남_0~9세,"62,077","26,549","12,022","14,527","10,004","9,117","3,033","2,479","2,071","3,191",563,584,541,671,698,"1,317","1,259"
2021년10월_남_10~19세,"88,475","36,310","18,148","18,162","13,569","13,929","4,949","3,682","3,083","4,282",869,902,828,845,"1,105","2,270","1,852"
2021년10월_남_20~29세,"112,469","48,938","25,443","23,495","16,113","19,176","5,704","4,104","3,851","4,917","1,025",933,894,"1,117","1,078","2,329","2,290"
2021년10월_남_30~39세,"94,583","41,170","19,966","21,204","15,301","14,393","4,500","3,118","3,328","4,614",743,895,738,992,889,"1,945","1,957"
2021년10월_남_40~49세,"133,922","51,435","24,777","26,658","22,329","20,645","7,420","5,186","5,358","7,246","1,488","1,519","1,365","1,614","1,763","3,314","3,240"
2021년10월_남_50~59세,"155,135","52,871","27,760","25,111","23,251","24,761","9,770","7,259","7,331","8,500","2,475","2,285","2,050","2,577","2,395","4,859","4,751"
2021년10월_남_60~69세,"132,178","38,284","20,826","17,458","19,217","20,898","8,863","6,759","7,623","7,696","2,770","2,401","2,238","2,835","2,584","5,063","4,947"
2021년10월_남_70~79세,"76,195","20,075","10,867","9,208","10,653","11,231","5,728","4,141","4,999","4,353","1,744","1,387","1,381","1,880","1,680","3,580","3,363"
2021년10월_남_80~89세,"32,067","7,537","4,015","3,522","3,623","4,242","2,806","2,087","2,313","1,841",857,853,717,"1,031",909,"1,746","1,505"
2021년10월_남_90~99세,"3,199",688,382,306,341,451,255,247,287,194,84,75,77,107,109,150,134
2021년10월_남_100세 이상,78,15,11,4,7,7,12,5,7,6,4,4,1,3,3,2,2
2021년10월_여_총인구수,"899,392","334,344","172,969","161,375","131,096","139,948","53,774","40,582","40,855","44,253","12,319","11,931","10,901","13,045","13,767","26,959","25,618"
2021년10월_여_연령구간인구수,"899,392","334,344","172,969","161,375","131,096","139,948","53,774","40,582","40,855","44,253","12,319","11,931","10,901","13,045","13,767","26,959","25,618"
2021년10월_여_0~9세,"58,887","25,266","11,339","13,927","9,645","8,646","2,882","2,198","1,894","3,238",589,496,488,623,630,"1,161","1,131"
2021년10월_여_10~19세,"82,332","33,956","16,706","17,250","12,655","13,236","4,389","3,455","2,980","3,867",763,890,814,740,"1,040","1,850","1,697"
2021년10월_여_20~29세,"95,368","44,263","23,657","20,606","13,137","16,094","4,550","3,235","3,065","3,817",773,751,668,760,824,"1,709","1,722"
2021년10월_여_30~39세,"88,622","40,187","19,406","20,781","13,930","13,124","3,945","2,964","2,901","4,304",777,717,692,808,910,"1,668","1,695"
2021년10월_여_40~49세,"126,528","53,653","26,908","26,745","20,240","19,801","6,720","5,008","4,251","5,978","1,065","1,223","1,057","1,069","1,364","2,545","2,554"
2021년10월_여_50~59세,"143,468","54,395","29,572","24,823","20,873","23,805","8,370","6,296","5,970","6,752","1,903","1,856","1,583","1,950","1,997","3,914","3,804"
2021년10월_여_60~69세,"134,952","42,347","23,448","18,899","19,679","21,333","8,855","6,745","7,416","7,036","2,401","2,223","2,137","2,343","2,439","5,043","4,955"
2021년10월_여_70~79세,"94,809","24,885","13,490","11,395","12,747","13,685","7,391","5,581","6,347","4,949","2,022","1,911","1,723","2,340","2,346","4,577","4,305"
2021년10월_여_80~89세,"62,589","12,998","7,063","5,935","6,820","8,544","5,639","4,286","5,032","3,612","1,708","1,584","1,495","2,039","1,904","3,727","3,201"
2021년10월_여_90~99세,"11,420","2,316","1,330",986,"1,324","1,640",985,786,963,679,306,262,234,361,295,735,534
2021년10월_여_100세 이상,417,78,50,28,46,40,48,28,36,21,12,18,10,12,18,30,20
2021년11월_계_총인구수,"1,788,616","657,930","336,540","321,390","265,452","278,496","106,634","79,581","81,012","91,137","24,974","23,770","21,723","26,665","26,922","53,468","50,852"
2021년11월_계_연령구간인구수,"1,788,616","657,930","336,540","321,390","265,452","278,496","106,634","79,581","81,012","91,137","24,974","23,770","21,723","26,665","26,922","53,468","50,852"
2021년11월_계_0~9세,"120,244","51,584","23,162","28,422","19,532","17,630","5,874","4,640","3,933","6,376","1,151","1,075","1,029","1,291","1,304","2,458","2,367"
2021년11월_계_10~19세,"170,547","70,173","34,759","35,414","26,211","27,120","9,291","7,104","6,031","8,202","1,636","1,771","1,637","1,575","2,148","4,110","3,538"
2021년11월_계_20~29세,"207,328","92,980","48,922","44,058","29,118","35,143","10,218","7,352","6,956","8,722","1,801","1,695","1,557","1,872","1,909","4,014","3,991"
2021년11월_계_30~39세,"182,723","81,222","39,223","41,999","29,154","27,465","8,443","6,053","6,192","8,847","1,512","1,617","1,423","1,790","1,774","3,598","3,633"
2021년11월_계_40~49세,"260,016","104,973","51,530","53,443","42,556","40,395","14,081","10,161","9,570","13,224","2,546","2,738","2,410","2,659","3,103","5,833","5,767"
2021년11월_계_50~59세,"298,709","107,359","57,284","50,075","44,166","48,540","18,129","13,591","13,278","15,259","4,392","4,140","3,626","4,497","4,388","8,785","8,559"
2021년11월_계_60~69세,"267,848","80,861","44,372","36,489","39,032","42,294","17,739","13,494","15,055","14,826","5,205","4,646","4,392","5,209","5,043","10,126","9,926"
2021년11월_계_70~79세,"170,880","44,976","24,366","20,610","23,440","24,865","13,110","9,719","11,335","9,307","3,750","3,282","3,088","4,214","4,000","8,123","7,671"
2021년11월_계_80~89세,"95,174","20,704","11,165","9,539","10,518","12,885","8,454","6,401","7,373","5,474","2,580","2,446","2,236","3,072","2,819","5,505","4,707"
2021년11월_계_90~99세,"14,708","3,023","1,712","1,311","1,681","2,113","1,245","1,034","1,250",874,386,340,314,472,414,891,671
2021년11월_계_100세 이상,439,75,45,30,44,46,50,32,39,26,15,20,11,14,20,25,22
2021년11월_남_총인구수,"889,824","323,724","163,886","159,838","134,387","138,646","52,972","39,039","40,222","46,847","12,638","11,846","10,822","13,646","13,211","26,538","25,286"
2021년11월_남_연령구간인구수,"889,824","323,724","163,886","159,838","134,387","138,646","52,972","39,039","40,222","46,847","12,638","11,846","10,822","13,646","13,211","26,538","25,286"
2021년11월_남_0~9세,"61,726","26,428","11,920","14,508","9,947","9,066","3,014","2,458","2,052","3,174",560,581,538,664,686,"1,301","1,257"
2021년11월_남_10~19세,"88,292","36,252","18,091","18,161","13,548","13,884","4,923","3,666","3,068","4,304",876,887,826,839,"1,107","2,265","1,847"
2021년11월_남_20~29세,"112,149","48,831","25,364","23,467","16,039","19,083","5,678","4,106","3,882","4,893","1,019",937,888,"1,112","1,086","2,316","2,279"
2021년11월_남_30~39세,"94,388","41,089","19,859","21,230","15,279","14,373","4,516","3,109","3,303","4,588",740,902,732,993,873,"1,941","1,950"
2021년11월_남_40~49세,"133,702","51,421","24,723","26,698","22,323","20,617","7,383","5,157","5,337","7,239","1,481","1,509","1,362","1,600","1,760","3,291","3,222"
2021년11월_남_50~59세,"155,181","52,932","27,761","25,171","23,260","24,736","9,772","7,281","7,319","8,495","2,475","2,290","2,047","2,561","2,393","4,866","4,754"
2021년11월_남_60~69세,"132,534","38,378","20,845","17,533","19,278","20,915","8,875","6,755","7,632","7,749","2,793","2,419","2,248","2,851","2,603","5,079","4,959"
2021년11월_남_70~79세,"76,234","20,089","10,890","9,199","10,697","11,225","5,730","4,150","5,003","4,354","1,740","1,380","1,374","1,878","1,670","3,574","3,370"
2021년11월_남_80~89세,"32,341","7,605","4,046","3,559","3,665","4,287","2,816","2,105","2,330","1,850",869,862,729,"1,039",920,"1,750","1,514"
2021년11월_남_90~99세,"3,212",690,382,308,345,453,256,247,290,195,82,76,77,106,110,153,132
2021년11월_남_100세 이상,65,9,5,4,6,7,9,5,6,6,3,3,1,3,3,2,2
2021년11월_여_총인구수,"898,792","334,206","172,654","161,552","131,065","139,850","53,662","40,542","40,790","44,290","12,336","11,924","10,901","13,019","13,711","26,930","25,566"
2021년11월_여_연령구간인구수,"898,792","334,206","172,654","161,552","131,065","139,850","53,662","40,542","40,790","44,290","12,336","11,924","10,901","13,019","13,711","26,930","25,566"
2021년11월_여_0~9세,"58,518","25,156","11,242","13,914","9,585","8,564","2,860","2,182","1,881","3,202",591,494,491,627,618,"1,157","1,110"
2021년11월_여_10~19세,"82,255","33,921","16,668","17,253","12,663","13,236","4,368","3,438","2,963","3,898",760,884,811,736,"1,041","1,845","1,691"
2021년11월_여_20~29세,"95,179","44,149","23,558","20,591","13,079","16,060","4,540","3,246","3,074","3,829",782,758,669,760,823,"1,698","1,712"
2021년11월_여_30~39세,"88,335","40,133","19,364","20,769","13,875","13,092","3,927","2,944","2,889","4,259",772,715,691,797,901,"1,657","1,683"
2021년11월_여_40~49세,"126,314","53,552","26,807","26,745","20,233","19,778","6,698","5,004","4,233","5,985","1,065","1,229","1,048","1,059","1,343","2,542","2,545"
2021년11월_여_50~59세,"143,528","54,427","29,523","24,904","20,906","23,804","8,357","6,310","5,959","6,764","1,917","1,850","1,579","1,936","1,995","3,919","3,805"
